zip,nearest_nuclear_km,tri_within_5km,dams_high_within_10km_naming_town,strategic_km,strategic_bearing,strategic_site
29853,41.9,1,0,26,231,savannah_river
29856,44.6,0,0,29,206,savannah_river
29860,56.4,0,0,51,143,savannah_river
29899,95.5,0,0,94,143,savannah_river
29902,136.5,1,0,138,319,savannah_river
29904,122.1,3,0,122,315,savannah_river
29905,132.5,1,0,133,319,savannah_river
29906,122.2,3,0,123,317,savannah_river
29907,131.7,0,0,131,312,savannah_river
29909,123.9,0,0,126,324,savannah_river
29910,131,0,0,135,329,savannah_river
29911,61.4,0,0,58,308,savannah_river
29912,99.6,0,0,100,318,savannah_river
29915,141.4,0,0,146,330,savannah_river
29916,88,0,0,87,312,savannah_river
29918,65.4,3,0,68,326,savannah_river
29920,142.4,0,0,142,314,savannah_river
29921,74.3,0,0,76,325,savannah_river
29922,76.4,0,0,81,335,savannah_river
29923,58.8,0,0,59,320,savannah_river
29924,67.6,0,0,65,310,savannah_river
29926,139.3,0,0,142,323,savannah_river
29927,119.4,1,0,125,334,savannah_river
29928,143.8,0,0,147,325,savannah_river
29929,80.9,0,0,75,296,savannah_river
29932,52.1,0,0,54,328,savannah_river
29934,86,0,0,88,326,savannah_river
29935,130.7,1,0,131,317,savannah_river
29936,104.5,0,0,107,323,savannah_river
29939,70.5,2,0,74,329,savannah_river
29940,120.7,0,0,119,311,savannah_river
29941,111,0,0,111,316,savannah_river
29943,92.5,0,0,97,331,savannah_river
29944,78.1,0,0,76,312,savannah_river
29945,103.8,0,0,102,309,savannah_river
30002,169,0,0,,,
30004,140.7,1,4,,,
30005,144.1,5,3,,,
30008,154.4,0,1,,,
30009,146.7,2,4,,,
30011,121.7,0,0,,,
30012,156.9,0,3,,,
30013,161.6,6,3,,,
30014,158.8,11,1,,,
30016,170.7,0,0,,,
30017,140.3,0,0,,,
30018,145.8,0,0,,,
30019,128.2,0,1,,,
30021,164.9,3,0,,,
30022,150.3,0,1,,,
30024,136.3,1,1,,,
30025,146.2,4,0,,,
30028,129.6,0,0,,,
30030,171,0,1,,,
30032,171.6,0,0,,,
30033,167.5,0,0,,,
30034,174.5,0,0,,,
30035,169,1,0,,,
30038,169.6,0,0,,,
30039,152,0,0,,,
30040,133.2,2,1,,,
30041,128.4,3,0,,,
30043,133.8,5,0,,,
30044,144.7,1,0,,,
30045,134.2,0,0,,,
30046,137.5,7,1,,,
30047,151.5,0,0,,,
30052,142.2,0,0,,,
30054,153.6,0,1,,,
30055,164.1,1,0,,,
30056,160.4,0,0,,,
30058,161.6,6,0,,,
30060,153.7,1,1,,,
30062,147.1,1,1,,,
30064,149.7,0,1,,,
30066,143.3,3,0,,,
30067,154.9,0,1,,,
30068,152.4,0,0,,,
30070,163.8,0,0,,,
30071,153,14,0,,,
30072,163.8,3,0,,,
30075,145.4,0,9,,,
30076,151.1,2,8,,,
30078,146,0,1,,,
30079,167.6,0,0,,,
30080,159.4,1,1,,,
30082,160.8,1,1,,,
30083,162.6,3,1,,,
30084,159.9,7,0,,,
30087,156.8,1,0,,,
30088,165,0,0,,,
30090,150.1,9,1,,,
30092,152.7,8,0,,,
30093,153.3,4,0,,,
30094,168.8,1,2,,,
30096,146.3,8,6,,,
30097,142.8,1,6,,,
30101,137.1,0,0,,,
30102,131.6,3,0,,,
30103,97.3,2,0,,,
30104,126.5,0,0,,,
30105,88.6,0,0,,,
30106,160.7,3,0,,,
30107,120.2,1,1,,,
30108,189.1,0,1,,,
30110,165.5,1,0,,,
30111,160.2,3,0,,,
30113,153.3,0,0,,,
30114,120.5,1,0,,,
30115,128.9,0,2,,,
30116,187.9,0,3,,,
30117,182.9,3,5,,,
30118,183.9,5,5,,,
30120,118.8,7,1,,,
30121,116.4,3,1,,,
30122,167.5,3,0,,,
30124,123.7,0,0,,,
30125,137.3,4,3,,,
30126,164.5,1,0,,,
30127,154.5,1,1,,,
30132,140.6,1,4,,,
30134,163.6,1,1,,,
30135,176,0,2,,,
30137,126.9,4,1,,,
30139,95.1,2,0,,,
30141,154.8,1,1,,,
30143,104.5,3,2,,,
30144,140,5,5,,,
30145,109.5,0,0,,,
30147,122,2,0,,,
30148,113.8,0,0,,,
30149,101.8,0,0,,,
30152,143.2,2,4,,,
30153,139.3,2,1,,,
30157,150.5,2,4,,,
30161,110.4,3,1,,,
30165,103,0,1,,,
30168,166.9,7,0,,,
30170,199.6,0,0,,,
30171,101.6,1,0,,,
30173,121.7,0,0,,,
30175,92.6,0,1,,,
30176,163,1,0,,,
30177,112.3,1,0,,,
30178,126.2,0,0,,,
30179,160.8,0,2,,,
30180,168.4,3,1,,,
30182,175.2,0,1,,,
30183,108.4,0,1,,,
30184,113,1,0,,,
30185,190.4,0,0,,,
30187,176.3,0,0,,,
30188,135.6,2,1,,,
30189,131.5,0,1,,,
30204,208.2,0,0,,,
30205,223.4,0,1,,,
30206,217.2,0,0,,,
30213,187.3,2,1,,,
30214,201,0,5,,,
30215,211.8,0,3,,,
30216,196.3,0,0,,,
30217,215.3,0,0,,,
30218,216.6,0,0,,,
30220,223.3,0,0,,,
30222,205.4,0,0,,,
30223,210.2,0,1,,,
30224,215.7,5,0,,,
30228,202.1,3,1,,,
30229,227.4,0,0,,,
30230,216.9,1,1,,,
30233,194,0,0,,,
30234,192.8,0,1,,,
30236,193.1,4,3,,,
30238,198.2,1,0,,,
30240,201.7,0,0,,,
30241,200.6,1,0,,,
30248,195.5,0,2,,,
30250,199,2,0,,,
30251,223,0,0,,,
30252,181.4,1,2,,,
30253,190.4,1,2,,,
30256,212.2,0,0,,,
30257,218.6,0,0,,,
30258,205.7,0,0,,,
30259,220.4,0,0,,,
30260,188.3,4,2,,,
30263,205.6,1,2,,,
30265,204,4,1,,,
30268,189.9,0,0,,,
30269,209.4,4,2,,,
30272,186.3,4,0,,,
30273,184.5,1,0,,,
30274,195,1,1,,,
30275,200.7,0,0,,,
30276,223.3,0,0,,,
30277,209.9,0,0,,,
30281,182,4,1,,,
30284,206.2,0,0,,,
30285,212.1,0,0,,,
30286,198.4,1,1,,,
30288,182.6,4,0,,,
30289,215.7,0,0,,,
30290,200,4,0,,,
30291,190.3,3,1,,,
30292,226.6,0,0,,,
30293,201.2,0,0,,,
30294,179.8,2,0,,,
30295,220.6,0,0,,,
30296,194.4,0,1,,,
30297,188.5,4,0,,,
30303,176,4,2,,,
30305,167.6,3,4,,,
30306,173.7,3,3,,,
30307,174.1,1,3,,,
30308,174.6,5,2,,,
30309,171.3,8,2,,,
30310,177.5,4,2,,,
30311,176.5,2,3,,,
30312,177.3,4,2,,,
30313,174.6,6,2,,,
30314,174.1,5,2,,,
30315,181.5,4,0,,,
30316,178,3,0,,,
30317,174.6,1,0,,,
30318,170,10,2,,,
30319,165.4,0,6,,,
30322,171.8,1,4,,,
30324,170.5,3,3,,,
30326,167,3,4,,,
30327,163,0,6,,,
30328,157.7,0,5,,,
30329,169.3,1,1,,,
30331,176.5,9,1,,,
30332,173,7,2,,,
30334,176.5,4,2,,,
30336,172.6,12,0,,,
30337,186,4,0,,,
30338,159,1,2,,,
30339,161.6,3,0,,,
30340,159.3,11,0,,,
30341,162.6,3,1,,,
30342,163.1,0,7,,,
30344,181.7,5,0,,,
30345,164.8,0,1,,,
30346,160.4,0,2,,,
30349,185.9,1,1,,,
30350,155.2,0,3,,,
30354,185.8,4,0,,,
30360,158.2,10,2,,,
30363,171.8,8,2,,,
30401,74.6,0,0,97,42,savannah_river
30410,32.5,0,0,143,34,savannah_river
30411,47.3,0,0,,,
30412,21,0,0,,,
30413,75.6,0,0,90,63,savannah_river
30414,41.6,1,0,126,15,savannah_river
30415,82.2,0,0,103,358,savannah_river
30417,47.8,2,0,123,12,savannah_river
30420,46.1,0,0,114,23,savannah_river
30421,35.5,0,0,126,20,savannah_river
30423,54.4,0,0,124,8,savannah_river
30425,59.9,0,0,76,33,savannah_river
30426,15,0,0,23,0,savannah_river
30427,36.1,0,0,132,162,kings_bay
30428,47.6,0,0,,,
30429,45.9,2,0,124,12,savannah_river
30434,57.7,0,0,71,69,savannah_river
30436,25,0,0,136,26,savannah_river
30439,59.6,0,1,101,23,savannah_river
30441,57.3,0,0,73,48,savannah_river
30442,41.2,0,0,57,32,savannah_river
30445,34.1,0,0,149,36,savannah_river
30446,70.3,0,0,78,347,savannah_river
30448,61.6,1,0,108,38,savannah_river
30449,71.9,0,0,81,352,savannah_river
30450,67,0,0,81,18,savannah_river
30451,62.8,0,0,99,17,savannah_river
30452,60.2,0,0,106,12,savannah_river
30453,24.3,0,0,143,17,savannah_river
30454,66.5,0,0,136,48,savannah_river
30455,49.6,0,0,63,14,savannah_river
30456,18.2,0,0,33,24,savannah_river
30457,55.7,0,0,127,42,savannah_river
30458,70.9,3,0,96,10,savannah_river
30460,76.1,1,0,92,8,savannah_river
30461,71.9,0,0,84,5,savannah_river
30464,57,1,0,105,31,savannah_river
30467,45.7,1,0,55,356,savannah_river
30470,49.4,0,0,127,38,savannah_river
30471,69.4,0,0,93,32,savannah_river
30473,15.1,0,0,,,
30474,32.9,2,0,135,32,savannah_river
30477,67.2,1,0,82,58,savannah_river
30501,99.1,8,0,,,
30504,108,3,0,,,
30506,104,0,0,,,
30507,99.1,6,0,,,
30510,72.7,1,1,,,
30511,66,0,1,,,
30512,97.9,1,0,128,348,y12
30513,83.4,0,2,130,3,y12
30516,47.5,0,0,,,
30517,110.6,0,0,,,
30518,126.5,2,5,,,
30519,124,1,1,,,
30520,53.2,0,1,,,
30521,60,0,0,,,
30522,84,0,0,134,4,y12
30523,60.3,0,4,,,
30525,44.7,0,1,144,327,y12
30527,88,0,0,,,
30528,82.8,1,0,,,
30529,83.6,2,0,,,
30530,78,0,0,,,
30531,70.7,2,3,,,
30533,105,1,1,,,
30534,120.9,0,3,,,
30535,66.5,1,0,,,
30536,92.4,0,0,149,4,y12
30537,44.5,1,0,140,324,y12
30538,46.7,2,0,,,
30539,83,3,0,146,8,y12
30540,74.6,0,1,142,11,y12
30541,62.5,0,0,121,11,y12
30542,115.1,6,0,,,
30543,88.5,0,0,,,
30545,78.9,0,0,143,342,y12
30546,75.8,0,0,129,338,y12
30547,70.1,0,0,,,
30548,111.5,0,0,,,
30549,98.4,0,0,,,
30552,52.3,0,1,,,
30553,42.4,4,0,,,
30554,82.6,0,0,,,
30555,67.5,0,0,114,8,y12
30557,43.6,0,0,,,
30558,85,2,0,,,
30559,80.2,0,0,114,1,y12
30560,89.6,0,0,123,358,y12
30562,46.4,0,1,142,327,y12
30563,57.8,0,0,,,
30564,97.8,0,0,,,
30565,91.7,1,2,,,
30566,110.3,7,0,,,
30567,98.7,6,0,,,
30568,50.1,0,1,138,327,y12
30571,72.1,0,0,,,
30572,107.5,0,0,140,353,y12
30573,45.5,0,0,,,
30575,99.1,0,0,,,
30576,50.7,0,0,147,331,y12
30577,47.4,2,0,,,
30581,48,0,0,,,
30582,94,0,0,119,345,y12
30597,103.7,1,0,,,
30598,47,1,0,,,
30601,97.5,8,0,,,
30602,104.1,6,0,,,
30605,106.4,0,0,,,
30606,106.9,1,0,,,
30607,100,0,0,,,
30609,105.1,5,0,,,
30619,109,0,0,,,
30620,124.4,1,0,,,
30621,122.7,0,0,,,
30622,113.1,1,0,,,
30623,131.2,0,0,,,
30624,69.3,0,0,,,
30625,147.2,0,0,,,
30627,91.6,0,0,146,123,savannah_river
30628,89.6,0,0,,,
30629,81.9,1,1,,,
30630,101.9,1,0,,,
30631,112.4,1,0,118,107,savannah_river
30633,75.3,0,3,,,
30634,65.9,0,0,,,
30635,77.1,1,0,142,132,savannah_river
30639,61.4,0,0,,,
30641,129.3,0,0,,,
30642,139.4,1,0,146,103,savannah_river
30643,47.7,0,4,,,
30646,87,0,0,,,
30648,103.4,0,0,146,118,savannah_river
30650,143.6,4,0,,,
30655,134.3,4,1,,,
30656,128,0,1,,,
30660,112.4,0,0,133,116,savannah_river
30662,62.6,1,0,,,
30663,146,0,0,,,
30664,106.6,0,0,112,107,savannah_river
30665,129.5,0,0,136,103,savannah_river
30666,111.9,0,1,,,
30667,113.7,0,0,,,
30668,101.5,0,0,121,126,savannah_river
30669,125.9,0,0,144,109,savannah_river
30673,109.8,2,0,112,118,savannah_river
30677,120.6,0,0,,,
30678,126,0,0,133,99,savannah_river
30680,115.1,0,3,,,
30683,99.8,0,0,,,
30701,82.4,7,0,,,
30705,61.8,0,1,145,18,y12
30707,55.7,0,0,,,
30708,50,0,0,122,18,y12
30710,35.7,0,0,131,27,y12
30711,44,0,0,126,22,y12
30720,55.4,11,0,,,
30721,51,3,0,145,24,y12
30724,54,1,0,137,19,y12
30725,41.1,0,0,,,
30726,28.3,0,0,138,35,y12
30728,61.5,0,1,,,
30730,100.4,0,0,,,
30731,81.4,0,0,,,
30733,90.3,1,0,,,
30734,84.4,0,0,,,
30735,71.9,0,0,,,
30736,36.3,3,0,145,33,y12
30738,59.5,0,0,,,
30739,48.1,0,0,,,
30740,52.3,0,0,,,
30741,35,1,0,148,39,y12
30742,35.2,0,0,147,37,y12
30746,70.8,0,0,,,
30747,82.4,1,0,,,
30750,42,0,0,,,
30751,42.3,0,0,119,21,y12
30752,53.4,2,1,,,
30753,73.8,0,3,,,
30755,40,1,0,143,30,y12
30756,37.7,0,0,137,28,y12
30757,45.4,0,0,,,
30802,71.3,0,0,72,123,savannah_river
30803,73.2,0,0,85,81,savannah_river
30805,42.8,0,0,51,94,savannah_river
30807,89.5,0,0,96,104,savannah_river
30808,64.4,0,0,71,102,savannah_river
30809,59.9,1,1,59,125,savannah_river
30810,77.5,0,0,87,88,savannah_river
30812,35.2,3,0,38,110,savannah_river
30813,56.3,1,1,59,114,savannah_river
30814,60.9,0,0,65,108,savannah_river
30815,32.9,0,0,39,96,savannah_river
30816,38.6,0,0,50,79,savannah_river
30817,93.9,0,0,93,129,savannah_river
30818,54.3,0,0,63,92,savannah_river
30820,90,0,0,100,88,savannah_river
30821,98.6,0,0,105,105,savannah_river
30822,30.1,0,0,46,37,savannah_river
30823,65.1,0,0,75,87,savannah_river
30824,81.1,0,0,85,110,savannah_river
30828,86.8,1,1,94,98,savannah_river
30830,21.2,0,0,36,59,savannah_river
30833,55.2,0,0,66,84,savannah_river
30901,37.3,6,0,35,126,savannah_river
30904,44,2,0,42,127,savannah_river
30905,46.7,0,0,50,111,savannah_river
30906,29.7,7,0,31,110,savannah_river
30907,52,3,0,51,127,savannah_river
30909,47,0,0,47,121,savannah_river
30912,42,4,0,40,128,savannah_river
31001,94,0,0,,,
31002,72.8,0,0,117,48,savannah_river
31003,110.7,0,0,,,
31004,177.7,0,0,,,
31005,135.7,2,0,,,
31006,171.5,1,1,,,
31007,151.8,0,0,,,
31008,158,0,0,,,
31009,72.2,0,0,,,
31011,70.2,0,0,,,
31012,93.3,0,0,,,
31014,108.6,0,0,,,
31015,135.3,5,0,,,
31016,191.9,0,0,,,
31017,113.1,0,0,,,
31018,81.8,0,0,95,71,savannah_river
31019,85.9,0,0,,,
31020,134.7,0,0,,,
31021,83.1,2,0,147,55,savannah_river
31022,97,1,0,,,
31023,85.1,0,0,,,
31024,150.8,1,0,,,
31025,138.8,0,0,,,
31027,84,0,0,133,55,savannah_river
31028,147.9,0,0,,,
31029,193.6,1,0,,,
31030,161.7,1,1,,,
31031,138.8,0,0,,,
31032,166.2,0,0,,,
31033,155.8,0,0,,,
31034,136.7,0,2,148,81,savannah_river
31035,93.8,0,0,108,66,savannah_river
31036,114.4,0,0,,,
31037,59.5,0,0,,,
31038,173,0,0,,,
31039,168.4,0,0,,,
31041,156.7,0,0,,,
31042,120,0,0,,,
31044,126.9,0,0,,,
31045,97.3,0,0,107,92,savannah_river
31046,184.5,1,1,,,
31047,130.5,1,0,,,
31049,84.4,0,0,103,52,savannah_river
31050,173.4,0,0,,,
31051,146.5,0,0,,,
31052,169.6,0,0,,,
31054,134,0,0,,,
31055,51.1,0,0,,,
31057,160.3,0,0,,,
31058,155.6,0,0,,,
31060,67.4,0,0,,,
31061,136.6,0,2,148,81,savannah_river
31062,135.9,0,1,148,81,savannah_river
31063,157.4,0,0,,,
31064,181.1,0,0,,,
31065,105.8,0,0,,,
31066,181.2,0,0,,,
31067,116.4,0,0,130,70,savannah_river
31068,155.5,0,0,,,
31069,143.6,2,0,,,
31070,139.1,0,0,,,
31071,114.8,0,0,,,
31072,115.4,0,0,,,
31075,74.5,1,0,,,
31076,175.5,0,0,,,
31077,77.9,0,0,,,
31078,183.4,0,0,,,
31079,105.5,0,0,,,
31081,153.6,0,0,,,
31082,107.5,0,1,120,76,savannah_river
31083,46.6,0,0,,,
31084,118.8,0,0,,,
31085,166.2,0,0,,,
31087,115.9,0,0,126,90,savannah_river
31088,142.9,0,0,,,
31089,107.4,0,0,121,68,savannah_river
31090,116.2,0,0,140,68,savannah_river
31091,132.5,0,0,,,
31092,136.7,2,0,,,
31093,146.7,0,0,,,
31094,96.3,0,0,108,82,savannah_river
31096,94.1,0,0,115,59,savannah_river
31097,201.4,0,0,,,
31098,138.5,5,0,,,
31201,153.9,4,0,,,
31204,161.1,1,0,,,
31206,158,2,0,,,
31207,157.8,2,0,,,
31210,169.6,0,0,,,
31211,159.7,0,0,,,
31213,157.8,2,0,,,
31216,153,3,0,,,
31217,148.3,1,0,,,
31220,174,0,0,,,
31301,72.6,0,0,108,177,kings_bay
31302,97.1,1,0,128,347,savannah_river
31303,82.4,0,0,89,339,savannah_river
31305,111.1,0,0,66,193,kings_bay
31307,93.2,0,0,122,349,savannah_river
31308,86.8,4,0,120,352,savannah_river
31309,85.5,0,0,122,184,kings_bay
31312,97.6,0,0,106,347,savannah_river
31313,69.6,1,0,117,176,kings_bay
31314,68.7,0,0,124,176,kings_bay
31315,69.9,1,0,122,177,kings_bay
31316,62.5,0,0,105,170,kings_bay
31318,94.4,1,0,127,348,savannah_river
31320,94.1,1,0,110,189,kings_bay
31321,70.3,0,0,118,0,savannah_river
31322,104.4,4,0,133,344,savannah_river
31323,89.2,0,0,98,185,kings_bay
31324,102.4,0,0,121,192,kings_bay
31326,106.7,2,0,113,339,savannah_river
31327,114.9,0,0,74,199,kings_bay
31328,137.3,0,0,148,205,kings_bay
31329,88.4,0,0,96,343,savannah_river
31331,100.3,0,0,79,188,kings_bay
31333,70.3,0,0,109,176,kings_bay
31401,119,9,0,141,339,savannah_river
31404,122.5,6,0,145,337,savannah_river
31405,110.6,1,0,142,342,savannah_river
31406,119,0,0,139,198,kings_bay
31407,111.5,3,0,126,341,savannah_river
31408,111.3,12,0,135,341,savannah_river
31409,113.5,1,0,141,195,kings_bay
31410,128.3,0,0,146,201,kings_bay
31411,123.7,0,0,136,201,kings_bay
31415,116,9,0,139,340,savannah_river
31419,104.7,0,0,136,192,kings_bay
31421,120.6,8,0,140,338,savannah_river
31501,78.5,0,0,91,122,kings_bay
31503,84.4,0,0,93,117,kings_bay
31510,43.9,1,0,120,134,kings_bay
31512,76.9,1,0,,,
31513,17.5,3,0,134,145,kings_bay
31516,70.1,1,0,89,130,kings_bay
31518,49.2,0,0,101,142,kings_bay
31519,57.7,0,0,,,
31520,116.9,1,0,43,186,kings_bay
31522,121.2,0,0,55,200,kings_bay
31523,105.8,0,0,48,171,kings_bay
31524,113,1,0,50,187,kings_bay
31525,103.2,0,0,59,181,kings_bay
31527,129.9,0,0,34,200,kings_bay
31532,44.4,0,0,,,
31533,61.6,2,0,150,125,kings_bay
31535,72.3,6,0,147,120,kings_bay
31537,113.1,0,0,63,104,kings_bay
31539,27.7,0,0,,,
31542,90.5,0,0,68,125,kings_bay
31543,81.2,0,0,67,152,kings_bay
31544,59.4,0,0,,,
31545,52.3,0,0,97,154,kings_bay
31546,68.7,0,0,86,163,kings_bay
31547,148.7,1,0,0,279,kings_bay
31548,140.1,0,0,17,92,kings_bay
31549,36.4,0,0,,,
31550,90.7,1,0,108,111,kings_bay
31551,50.2,0,0,104,138,kings_bay
31552,75.6,0,0,115,119,kings_bay
31553,92.1,0,0,59,135,kings_bay
31554,56.3,0,0,129,127,kings_bay
31555,36.6,0,0,113,153,kings_bay
31556,62.7,1,0,88,141,kings_bay
31557,66.4,1,0,84,140,kings_bay
31558,148.9,0,0,3,246,kings_bay
31560,56.2,0,0,92,149,kings_bay
31561,126.9,0,0,51,205,kings_bay
31562,163.9,0,0,65,57,kings_bay
31563,26.9,0,0,122,150,kings_bay
31564,77.1,2,0,102,120,kings_bay
31565,116.8,0,0,33,162,kings_bay
31566,97.9,0,0,51,150,kings_bay
31567,48,0,0,145,130,kings_bay
31568,113.9,0,0,36,133,kings_bay
31569,125.3,0,0,25,130,kings_bay
31599,58.8,2,0,93,158,kings_bay
31601,159.4,1,0,,,
31602,151.7,0,0,,,
31605,139,0,0,,,
31606,149.1,0,0,,,
31620,137.5,2,0,,,
31622,102.2,0,0,,,
31623,100.1,0,0,110,106,kings_bay
31624,79.8,0,0,127,116,kings_bay
31625,153.4,0,0,,,
31626,134.3,0,0,,,
31627,140.5,0,0,,,
31629,142.9,0,0,,,
31630,122.5,0,0,127,96,kings_bay
31631,139.3,0,0,106,85,kings_bay
31632,142.5,0,0,,,
31634,107,1,0,117,103,kings_bay
31635,114.5,0,0,148,103,kings_bay
31636,152.3,0,0,,,
31637,125.7,0,0,,,
31638,156.4,0,0,,,
31639,113.4,1,0,,,
31641,133.2,0,0,149,95,kings_bay
31642,90.4,0,0,139,112,kings_bay
31643,156.4,0,0,,,
31645,127.7,0,0,,,
31647,130.7,1,0,,,
31648,150.2,0,0,141,86,kings_bay
31649,127.4,0,0,142,96,kings_bay
31650,89.5,0,0,,,
31698,150.4,5,0,,,
31699,134.1,1,0,,,
31701,98.8,3,2,,,
31704,106.6,3,0,,,
31705,106.6,1,0,,,
31707,95,2,2,,,
31709,129.1,0,0,,,
31711,142.4,0,0,,,
31712,130.4,0,0,,,
31714,128.5,0,0,,,
31716,96.4,0,0,,,
31719,122.6,0,0,,,
31720,137.6,0,0,,,
31721,84,0,0,,,
31722,144.1,0,0,,,
31727,114.1,0,0,,,
31730,79,0,0,,,
31733,114.7,0,0,,,
31735,136.1,0,0,,,
31738,119.7,0,0,,,
31743,128.7,0,0,,,
31744,115.6,0,0,,,
31747,144.7,0,0,,,
31749,109.3,0,0,,,
31750,85.1,1,0,,,
31753,117.8,0,0,,,
31756,109.5,0,0,,,
31757,121.6,0,0,,,
31763,107.7,0,0,,,
31764,128,0,0,,,
31765,104.3,0,0,,,
31768,120.9,0,1,,,
31771,138.6,0,0,,,
31772,122.5,0,0,,,
31773,105.1,0,0,,,
31774,96.1,0,0,,,
31775,136.2,0,0,,,
31778,137.2,0,0,,,
31779,88.7,0,0,,,
31780,112.5,0,0,,,
31781,130.4,0,0,,,
31783,108.1,0,0,,,
31784,101.2,0,0,,,
31787,110.8,0,0,,,
31788,136.4,0,0,,,
31789,134,0,0,,,
31790,120.7,0,0,,,
31791,120.5,0,0,,,
31792,113.8,0,0,,,
31793,128.2,0,0,,,
31794,118.1,2,0,,,
31795,134.5,0,0,,,
31796,132.1,0,0,,,
31798,73.8,0,0,,,
31801,152.1,0,0,,,
31803,133,0,0,,,
31804,161.7,0,0,,,
31805,120.9,0,0,,,
31806,138.5,2,0,,,
31807,160.7,0,0,,,
31808,157,0,2,,,
31810,159.5,0,0,,,
31811,169.1,0,1,,,
31812,169.8,0,0,,,
31814,110.8,0,0,,,
31815,94.2,0,0,,,
31816,190.3,0,0,,,
31820,152.8,1,6,,,
31821,103,0,0,,,
31822,183.6,0,0,,,
31823,177.4,1,0,,,
31824,108.4,1,0,,,
31825,107.7,0,0,,,
31826,179.5,0,0,,,
31827,173.5,0,0,,,
31829,153.7,0,0,,,
31830,190,0,0,,,
31831,165.1,0,0,,,
31832,94.3,0,0,,,
31833,180.1,0,0,,,
31836,183.2,0,0,,,
31901,138.5,2,6,,,
31903,133.3,2,0,,,
31904,148.3,1,8,,,
31905,130.4,0,0,,,
31906,139.3,2,10,,,
31907,141.6,6,11,,,
31909,148.5,2,12,,,
32003,213.2,0,0,79,12,kings_bay
32008,231.4,0,0,,,
32009,171.7,0,0,58,45,kings_bay
32011,159.1,0,0,38,50,kings_bay
32013,208.3,0,0,,,
32024,208.1,0,0,138,56,kings_bay
32025,204.6,0,2,125,52,kings_bay
32026,209,1,0,103,37,kings_bay
32033,253.6,0,0,112,356,kings_bay
32034,169.3,0,0,22,346,kings_bay
32038,224.8,0,0,146,49,kings_bay
32040,187.9,1,0,90,48,kings_bay
32043,230.4,0,0,98,12,kings_bay
32044,231.4,0,0,121,31,kings_bay
32046,143,0,0,38,75,kings_bay
32052,170.3,0,0,139,76,kings_bay
32053,170.1,0,0,,,
32054,211.3,0,0,118,44,kings_bay
32055,187,0,0,119,61,kings_bay
32058,204.3,0,0,93,36,kings_bay
32059,192.9,0,0,,,
32060,196,1,0,,,
32061,206.5,0,0,122,50,kings_bay
32062,208.7,0,0,,,
32063,186.2,0,0,80,44,kings_bay
32064,192.6,1,0,150,68,kings_bay
32065,200.7,0,0,76,25,kings_bay
32066,224.8,0,0,,,
32068,210.5,0,0,85,23,kings_bay
32071,216.6,0,0,,,
32072,194.8,0,0,108,51,kings_bay
32073,204.7,0,0,72,16,kings_bay
32079,223.5,0,0,94,16,kings_bay
32080,257,0,0,111,346,kings_bay
32081,219.9,0,0,75,352,kings_bay
32082,222.8,0,0,77,348,kings_bay
32083,202.6,0,0,100,41,kings_bay
32084,243.3,0,0,99,350,kings_bay
32086,263.5,1,0,119,349,kings_bay
32087,174.5,0,0,87,57,kings_bay
32091,223.6,0,0,110,30,kings_bay
32092,236.4,0,0,96,359,kings_bay
32094,199.5,0,0,140,61,kings_bay
32095,228.9,0,0,85,354,kings_bay
32096,158,0,0,108,74,kings_bay
32097,156.1,0,0,18,37,kings_bay
32102,235,0,0,,,
32110,257,0,0,,,
32112,265.2,0,0,,,
32113,281.7,0,0,,,
32114,219.5,2,0,,,
32117,224.4,2,0,,,
32118,219.8,1,0,,,
32119,215.5,0,0,,,
32124,220.4,3,0,,,
32127,208.3,0,0,,,
32128,211,0,0,,,
32129,212.9,0,0,,,
32130,227,1,0,,,
32131,261.7,0,0,124,1,kings_bay
32132,193.1,7,0,,,
32133,246.9,0,0,,,
32134,273.5,0,0,,,
32136,251.2,1,0,,,
32137,265.5,1,0,138,347,kings_bay
32139,262.2,0,0,,,
32140,245.7,0,0,119,15,kings_bay
32141,187.7,1,0,,,
32145,265.9,0,0,124,355,kings_bay
32147,261.2,0,0,131,10,kings_bay
32148,263.2,0,0,136,14,kings_bay
32157,269.1,0,0,148,2,kings_bay
32159,238.1,0,0,,,
32162,245.2,1,0,,,
32163,235.8,0,0,,,
32164,255.4,1,0,149,348,kings_bay
32168,198.3,0,0,,,
32169,190.9,2,0,,,
32174,233.9,1,0,,,
32176,234.9,1,0,,,
32177,256.1,2,0,122,7,kings_bay
32179,252.9,0,0,,,
32180,240.8,0,0,,,
32181,274.3,0,0,143,2,kings_bay
32182,272.4,0,0,148,15,kings_bay
32187,272.7,0,0,135,0,kings_bay
32189,273.3,0,0,138,4,kings_bay
32190,252.6,0,0,,,
32192,287.8,0,0,,,
32193,274.3,0,0,147,5,kings_bay
32195,243,0,0,,,
32202,190.9,6,0,53,11,kings_bay
32203,188.8,11,0,52,14,kings_bay
32204,190.6,5,0,54,15,kings_bay
32205,190.9,10,0,57,18,kings_bay
32206,188.5,7,0,50,11,kings_bay
32207,194.7,2,0,57,10,kings_bay
32208,182.6,2,0,46,17,kings_bay
32209,185.5,9,0,50,18,kings_bay
32210,194.1,0,0,62,19,kings_bay
32211,192.3,3,0,51,5,kings_bay
32212,200.7,2,0,64,12,kings_bay
32214,202,2,0,66,12,kings_bay
32216,197.6,3,0,57,4,kings_bay
