zip,nearest_nuclear_km,tri_within_5km,dams_high_within_10km_naming_town,strategic_km,strategic_bearing,strategic_site
62349,164.9,0,0,,,
62351,156.9,0,0,,,
62352,132.2,0,0,,,
62353,161,0,0,,,
62354,159.8,0,1,,,
62355,112.8,0,0,,,
62356,110.2,0,0,,,
62357,129.6,0,0,,,
62358,149.6,0,0,,,
62359,150.2,0,0,,,
62360,125.8,0,0,,,
62361,128.9,0,0,,,
62362,142.9,0,0,,,
62363,126.9,0,1,,,
62365,126.8,0,0,,,
62366,109.6,0,0,,,
62367,165.3,0,0,,,
62370,107.4,0,0,,,
62373,168.8,0,0,,,
62374,155,0,0,,,
62375,159.3,0,0,,,
62376,154,0,0,,,
62378,156.2,0,0,,,
62379,171,0,0,,,
62380,172,0,0,,,
62401,119.4,2,0,,,
62410,204.8,0,0,,,
62411,122.7,0,0,,,
62413,143,0,0,,,
62414,111,0,0,,,
62417,187.3,0,0,,,
62418,128.4,0,0,,,
62419,186.8,0,0,,,
62420,121.6,0,0,,,
62421,175.4,0,0,,,
62422,104.5,0,0,,,
62423,133,0,0,,,
62424,136.1,0,0,,,
62425,161.3,0,0,,,
62426,143.1,0,0,,,
62427,176.6,0,0,,,
62428,117.3,1,1,,,
62431,106.2,0,0,,,
62432,129.7,0,0,,,
62433,152.3,0,0,,,
62434,154.3,0,0,,,
62436,120.7,0,0,,,
62438,94.1,0,0,,,
62439,189,0,0,,,
62440,99.3,0,0,,,
62441,129.9,1,0,,,
62442,127.8,1,0,,,
62443,136.3,0,0,,,
62444,99.6,0,0,,,
62445,120,0,0,,,
62446,194.6,0,0,,,
62447,101.1,0,0,,,
62448,145.2,1,0,,,
62449,152,0,0,,,
62450,174.4,1,1,,,
62451,169.8,1,0,,,
62452,189.5,0,0,,,
62454,160,2,1,,,
62458,127.4,0,0,,,
62459,154.4,0,0,,,
62460,198.8,0,0,,,
62461,109.5,0,0,,,
62462,108.3,0,0,,,
62463,101.2,0,0,,,
62464,156.6,0,0,,,
62465,93.4,0,0,,,
62466,181.3,0,0,,,
62467,121,0,0,,,
62468,110.6,0,0,,,
62469,100.8,0,0,,,
62471,137.2,0,1,,,
62473,130,0,0,,,
62474,104.7,0,0,,,
62475,158.4,0,0,,,
62476,195.5,0,0,,,
62477,145.8,0,0,,,
62478,144.4,0,0,,,
62479,134,0,0,,,
62480,148.9,0,0,,,
62481,135.3,0,0,,,
62501,27.3,0,0,,,
62510,73.2,1,0,,,
62512,32.2,0,0,,,
62513,56.9,0,0,,,
62514,48.5,0,0,,,
62515,57.1,0,0,,,
62517,82.1,1,0,,,
62518,34.1,0,0,,,
62519,54.9,0,0,,,
62520,65.5,0,0,,,
62521,41,4,1,,,
62522,42.4,0,1,,,
62523,37.8,11,2,,,
62526,32.8,1,1,,,
62530,97.8,0,0,,,
62531,72.2,0,0,,,
62532,45.7,1,0,,,
62533,105.5,0,2,,,
62534,71.4,0,0,,,
62535,29.6,0,0,,,
62536,92.3,0,0,,,
62537,41.8,0,0,,,
62538,108,0,0,,,
62539,49,0,0,,,
62540,82.2,1,0,,,
62541,51.6,0,0,,,
62543,35.1,0,0,,,
62544,52.8,0,0,,,
62545,65,0,0,,,
62546,97.6,0,0,,,
62547,56.6,0,0,,,
62548,43.8,0,0,,,
62549,44.7,0,0,,,
62550,63,0,0,,,
62551,44.7,0,0,,,
62553,102.7,0,0,,,
62554,25.7,0,0,,,
62555,85.1,0,1,,,
62556,90.2,0,0,,,
62557,88.7,0,0,,,
62558,89.2,0,2,,,
62560,117.2,0,0,,,
62561,66.4,0,1,,,
62563,75.6,0,0,,,
62565,84,0,1,,,
62567,65.8,0,0,,,
62568,78.3,2,1,,,
62570,84.4,1,0,,,
62571,88.6,0,0,,,
62572,116.7,0,0,,,
62573,32.3,0,0,,,
62601,112.9,0,0,,,
62610,144,0,0,,,
62611,137,0,0,,,
62612,109,0,0,,,
62613,73.8,0,0,,,
62615,102,0,0,,,
62617,113.5,0,0,,,
62618,134.2,2,0,,,
62621,152.1,0,0,,,
62622,130.2,0,0,,,
62624,128.6,0,0,,,
62625,79.8,0,0,,,
62626,133.4,1,0,,,
62627,109.3,0,2,,,
62628,140.6,0,0,,,
62629,93.3,0,0,,,
62630,146.6,0,0,,,
62631,135,0,0,,,
62633,88.3,0,0,,,
62634,55.4,1,2,,,
62635,55.4,0,0,,,
62638,123.4,0,0,,,
62639,141.3,0,0,,,
62640,117.2,0,0,,,
62642,76.2,0,0,,,
62643,53.6,0,0,,,
62644,105,0,3,,,
62649,138.5,0,0,,,
62650,127.6,2,1,,,
62655,98,0,0,,,
62656,45.4,1,0,,,
62661,101.5,0,0,,,
62663,145.5,0,0,,,
62664,75.7,1,0,,,
62665,149.8,0,0,,,
62666,60.9,0,0,,,
62667,124.7,0,0,,,
62668,137.6,0,0,,,
62670,102.5,0,0,,,
62671,60.8,0,0,,,
62672,119.5,0,0,,,
62673,96.9,0,0,,,
62674,130.1,0,0,,,
62675,89.4,0,1,,,
62677,95.8,0,0,,,
62681,145.3,0,0,,,
62682,69.1,0,0,,,
62684,70.5,0,0,,,
62685,151.6,0,0,,,
62688,96.1,0,0,,,
62689,106.6,0,0,,,
62690,108.7,0,0,,,
62691,121.1,0,0,,,
62692,114.7,0,0,,,
62693,62.7,0,0,,,
62694,147.7,0,0,,,
62695,133.6,0,0,,,
62701,80.8,0,2,,,
62702,79,2,2,,,
62703,81.7,1,2,,,
62704,84.9,0,2,,,
62706,81.4,0,2,,,
62707,77.9,2,1,,,
62711,88.9,0,1,,,
62712,79.2,1,1,,,
62801,186.6,3,1,,,
62803,195.2,0,0,,,
62806,208.6,2,0,,,
62807,158.1,0,0,,,
62808,209.7,0,0,,,
62809,214.8,0,0,,,
62810,218.7,0,0,,,
62811,214,0,0,,,
62812,241,1,1,,,
62814,199.7,0,0,,,
62815,204.7,0,0,,,
62816,220.5,0,0,,,
62817,248.5,0,0,,,
62818,212.9,0,0,,,
62819,244.8,0,0,,,
62820,220,0,0,,,
62821,241.4,1,0,,,
62822,245.1,0,0,,,
62823,187,0,0,,,
62824,172.4,0,0,,,
62825,242.5,0,0,,,
62827,232.6,0,0,,,
62828,220.7,0,0,,,
62829,243,0,0,,,
62830,192.6,0,0,,,
62831,218,0,0,,,
62832,235.4,3,0,,,
62833,211.6,0,0,,,
62835,233.9,0,0,,,
62836,231,0,0,,,
62837,205.1,0,0,,,
62838,145.6,0,0,,,
62839,170.5,3,0,,,
62841,257.6,0,0,,,
62842,193.3,0,0,,,
62843,206.4,0,0,,,
62844,224,0,0,,,
62846,224.7,0,0,,,
62848,195.3,0,0,,,
62849,176.5,0,0,,,
62850,187.6,0,0,,,
62851,194.5,0,0,,,
62852,219,0,0,,,
62853,184.3,0,0,,,
62854,156.4,0,0,,,
62856,246.8,0,0,,,
62858,154,0,0,,,
62859,235.5,0,0,,,
62860,237.1,1,0,,,
62861,247.2,0,0,,,
62862,222,0,0,,,
62863,212.5,0,0,,,
62864,204.8,1,2,,,
62865,245.2,0,0,,,
62867,259.2,0,0,,,
62868,174.1,0,0,,,
62869,250.9,0,1,,,
62870,171.9,0,0,,,
62871,259.3,0,0,,,
62872,211.3,0,0,,,
62874,250.9,0,0,,,
62875,159.5,0,0,,,
62876,213,0,0,,,
62877,200.4,0,0,,,
62878,179.9,0,0,,,
62879,161.7,0,0,,,
62880,145.1,0,0,,,
62881,170.6,1,1,,,
62882,172.5,0,0,,,
62883,224,0,0,,,
62884,232.7,0,1,,,
62885,147.2,0,0,,,
62886,201,0,0,,,
62887,224.4,0,0,,,
62888,229.9,0,0,,,
62889,190.7,0,0,,,
62890,252.1,0,1,,,
62891,240.4,0,1,,,
62892,153,0,0,,,
62893,190.4,0,0,,,
62894,218.9,0,0,,,
62895,208.9,0,0,,,
62896,253.5,1,1,,,
62897,231.2,0,0,,,
62898,203.5,0,0,,,
62899,173.5,0,0,,,
62901,251.3,1,2,,,
62902,262.3,0,3,,,
62903,249.7,0,1,,,
62905,249.6,0,0,,,
62906,269.3,0,0,,,
62907,222.7,0,0,,,
62908,301.8,0,0,,,
62910,300.6,0,0,,,
62912,279.4,0,0,,,
62914,295.9,1,0,,,
62915,256,0,0,,,
62916,212.2,0,0,,,
62917,276.1,0,0,,,
62918,258.8,0,0,,,
62919,300.5,0,0,,,
62920,259.9,0,0,,,
62921,258.4,0,0,,,
62922,283.7,0,0,,,
62923,287.3,0,0,,,
62924,248.7,0,0,,,
62926,278.7,0,1,,,
62927,238.2,1,0,,,
62928,300.8,0,0,,,
62930,260.7,0,0,,,
62931,298.4,0,0,,,
62932,243.6,0,0,,,
62933,264.7,3,0,,,
62934,277.1,0,1,,,
62935,259.3,0,0,,,
62938,311,0,0,,,
62939,279.6,0,0,,,
62940,232.4,0,0,,,
62941,298.2,0,0,,,
62942,237,0,0,,,
62943,307.9,0,0,,,
62946,276.1,0,0,,,
62947,295.7,0,0,,,
62948,261.9,0,0,,,
62949,252.1,0,0,,,
62950,224,0,0,,,
62951,261,1,0,,,
62952,260.2,0,0,,,
62953,309.4,1,0,,,
62954,279.5,0,0,,,
62956,298.8,0,0,,,
62957,261.4,0,0,,,
62958,263.4,0,0,,,
62959,273.7,0,1,,,
62960,316.2,0,0,,,
62961,271.6,0,0,,,
62962,284.6,0,0,,,
62963,294.2,0,0,,,
62964,287.9,0,0,,,
62965,268.8,0,0,,,
62966,238.6,1,1,,,
62967,287.9,0,0,,,
62969,279.9,0,0,,,
62970,289.8,0,0,,,
62972,292.3,0,0,,,
62974,266.1,0,1,,,
62975,244.4,0,0,,,
62976,282.5,0,0,,,
62977,259.1,0,0,,,
62979,267.6,0,0,,,
62982,308.1,0,0,,,
62983,252.1,0,0,,,
62984,275.4,0,0,,,
62985,300.9,0,0,,,
62987,284.3,0,0,,,
62988,276.4,0,0,,,
62990,269.1,0,0,,,
62992,283.8,0,0,,,
62994,232.3,0,0,,,
62995,294.2,0,0,,,
62996,289.6,0,0,,,
62997,209.3,0,0,,,
62998,245.8,0,0,,,
62999,256.7,0,0,,,
63005,98.7,0,12,,,
63010,126,3,6,,,
63011,107.3,0,1,,,
63012,124,1,1,,,
63013,67.1,0,0,,,
63014,42.1,0,1,,,
63015,98,0,0,,,
63016,107.8,0,20,,,
63017,107.9,0,9,,,
63019,135.5,1,1,,,
63020,127.7,0,1,,,
63021,109.1,0,1,,,
63023,108.6,0,0,,,
63025,105.3,1,4,,,
63026,118.1,2,1,,,
63028,138.8,0,2,,,
63030,112.6,0,0,,,
63031,123.6,0,0,,,
63033,130.5,0,0,,,
63034,129.5,0,0,,,
63036,150.4,0,0,,,
63037,54.7,0,1,,,
63038,98.5,0,0,,,
63039,86.5,1,1,,,
63040,101.5,0,0,,,
63041,102,0,0,,,
63042,121.4,3,0,,,
63043,114.9,11,1,,,
63044,117,9,0,,,
63045,114,9,0,,,
63047,128.7,0,0,,,
63048,132.8,4,3,,,
63049,113,2,1,,,
63050,118.3,0,2,,,
63051,112.7,0,1,,,
63052,123.9,1,2,,,
63053,130.5,0,0,,,
63055,85.8,1,0,,,
63056,63.2,0,0,,,
63060,96.1,0,0,,,
63061,100.1,0,0,,,
63068,51.2,1,2,,,
63069,98.5,1,10,,,
63070,129.2,3,1,,,
63071,107.4,0,0,,,
63072,94.1,0,0,,,
63073,89.8,0,0,,,
63074,120.6,8,0,,,
63077,84,3,3,,,
63079,80.6,0,0,,,
63080,86,0,1,,,
63084,75.9,2,1,,,
63087,142,0,0,,,
63088,113.3,6,0,,,
63089,84.9,0,1,,,
63090,68.1,4,3,,,
63091,55.7,0,1,,,
63101,138.4,25,0,,,
63102,138.9,21,0,,,
63103,136.3,19,0,,,
63104,136.8,25,0,,,
63105,126.5,13,0,,,
63106,136.9,17,0,,,
63107,136.4,20,0,,,
63108,133,16,0,,,
63109,130.3,10,0,,,
63110,132.1,12,0,,,
63111,134.6,12,0,,,
63112,130.3,12,0,,,
63113,133.3,19,0,,,
63114,122.9,12,0,,,
63115,133.8,12,0,,,
63116,132.9,15,0,,,
63117,126.5,9,0,,,
63118,136.2,23,0,,,
63119,125.5,4,0,,,
63120,131.8,5,0,,,
63121,128.3,10,0,,,
63122,119.6,3,0,,,
63123,128.2,0,0,,,
63124,122.6,2,0,,,
63125,131.8,5,0,,,
63126,123.8,1,0,,,
63127,120.9,4,2,,,
63128,124.5,0,2,,,
63129,131.2,3,0,,,
63130,126.6,10,1,,,
63131,117.3,0,0,,,
63132,122,11,2,,,
63133,128,10,0,,,
63134,124.3,6,0,,,
63135,128.2,5,0,,,
63136,131.7,2,0,,,
63137,135.8,2,0,,,
63138,137.6,1,0,,,
63139,130.1,13,0,,,
63140,126.2,6,0,,,
63141,115.4,1,3,,,
63143,127.6,9,0,,,
63144,125.2,4,0,,,
63146,112.8,3,1,,,
63147,135.9,19,0,,,
63155,137.4,25,0,,,
63301,114.5,0,2,,,
63303,107.1,0,6,,,
63304,95,1,9,,,
63330,102,0,0,,,
63332,78.9,0,4,,,
63333,50.2,0,0,,,
63334,79.4,0,3,,,
63336,96.9,0,0,,,
63339,73.3,0,0,,,
63341,85,0,2,,,
63343,93.3,0,3,,,
63344,84.6,0,1,,,
63345,60.3,0,1,,,
63347,93.8,0,3,,,
63348,72.3,0,0,,,
63349,59.8,0,0,,,
63350,40.4,1,0,,,
63351,42,1,7,,,
63352,55.4,1,1,,,
63353,96.3,0,7,,,
63357,59.8,0,4,,,
63359,58.3,0,0,,,
63361,29,0,2,,,
63362,78.9,0,1,,,
63363,30.6,0,1,,,
63365,78.8,0,4,,,
63366,92,0,3,,,
63367,85.3,1,3,,,
63368,91.1,0,3,,,
63369,89.1,0,1,,,
63373,122.2,0,1,,,
63376,101.3,6,3,,,
63377,70.6,0,1,,,
63379,72.9,2,2,,,
63380,57.2,1,0,,,
63381,52.1,0,0,,,
63382,66.3,0,1,,,
63383,50.9,1,13,,,
63384,41.9,0,0,,,
63385,80,4,2,,,
63386,135.6,1,0,,,
63387,81.1,0,2,,,
63388,13,0,0,,,
63389,91.1,0,0,,,
63390,64.2,1,19,,,
63401,107,0,5,,,
63430,180.5,0,1,,,
63431,119.1,0,0,,,
63432,179.3,0,0,,,
63433,101.3,0,0,,,
63434,128.8,0,0,,,
63435,161,0,1,,,
63436,85,0,0,,,
63437,114.3,0,2,,,
63438,134.8,0,0,,,
63439,116.4,0,0,,,
63440,134.6,0,0,,,
63441,89.7,0,0,,,
63443,100.6,0,0,,,
63445,182,0,0,,,
63446,154.8,0,0,,,
63447,148.9,0,0,,,
63448,141.3,0,0,,,
63450,106.1,0,0,,,
63451,133.9,0,0,,,
63452,148.3,0,0,,,
63453,178.8,0,0,,,
63454,129.9,0,0,,,
63456,99.6,2,0,,,
63457,156.6,0,1,,,
63458,138.7,0,2,,,
63459,97.9,0,0,,,
63460,143.4,0,0,,,
63461,117.6,0,0,,,
63462,73.7,0,3,,,
63463,121.4,0,0,,,
63465,175.1,0,0,,,
63466,168.1,0,0,,,
63467,108.4,1,0,,,
63468,104.5,1,0,,,
63469,120.8,0,1,,,
63471,132,0,0,,,
63472,181.3,0,1,,,
63473,166,0,0,,,
63474,177.2,0,0,,,
63501,171.3,0,3,,,
63530,139.8,0,0,,,
63531,175.9,0,0,,,
63532,131.3,0,0,143,216,whiteman_afb
63533,168.7,0,0,,,
63534,132,0,0,136,215,whiteman_afb
63535,184.9,0,0,,,
63536,186.1,0,0,,,
63537,157.4,0,0,,,
63538,153.8,0,0,,,
63539,155.2,0,2,149,207,whiteman_afb
63540,158.1,0,0,,,
63541,191.2,0,0,,,
63543,178.3,0,0,,,
63544,188.9,0,0,,,
63545,196.1,0,0,,,
63546,186.2,0,1,,,
63547,159.5,0,0,,,
63548,183.9,0,1,,,
63549,152.7,0,0,,,
63551,195.5,0,0,,,
63552,124.7,1,2,148,220,whiteman_afb
63555,182.9,0,2,,,
63556,194.7,0,3,,,
63557,165.7,0,0,,,
63558,138.3,0,1,133,212,whiteman_afb
63559,185.5,0,0,,,
63560,212.3,0,0,,,
63561,194.8,0,0,,,
63563,173.8,0,0,,,
63565,204.9,0,1,,,
63566,173.6,0,0,,,
63567,200.3,0,0,,,
63601,150,1,0,,,
63620,182.1,0,3,,,
63621,177.9,0,0,,,
63622,131.8,0,0,,,
63623,142.2,0,0,,,
63624,149.8,0,1,,,
63625,149.5,0,0,,,
63626,120.4,0,0,,,
63627,155.3,0,1,,,
63628,142,0,3,,,
63629,160.3,0,0,,,
63630,123,1,0,,,
63631,141.2,0,0,,,
63633,160.7,1,2,,,
63636,194,0,4,,,
63637,160.2,0,0,,,
63638,184.1,0,0,,,
63640,166.2,0,2,,,
63645,185.5,0,8,,,
63648,140.9,0,3,,,
63650,162.3,0,2,,,
63653,144.1,1,10,,,
63654,162.8,0,0,,,
63655,206.4,0,3,,,
63656,155.3,0,0,,,
63660,132.4,0,8,,,
63662,203.2,0,0,,,
63663,160.2,0,0,,,
63664,120.2,0,3,,,
63665,182.4,0,0,,,
63670,169.9,0,3,,,
63673,186.4,0,1,,,
63674,126.4,0,0,,,
63675,186.6,1,0,,,
63701,249.3,1,6,,,
63703,256.3,2,5,,,
63730,246.6,0,0,,,
63732,232.1,0,0,,,
63735,264.2,0,0,,,
63736,271.9,0,0,,,
63738,244.9,0,0,,,
63739,232.9,0,0,,,
63740,254.6,0,2,,,
63742,270.9,0,1,,,
63743,219.7,0,0,,,
63744,250.9,0,0,,,
63745,249.8,1,1,,,
63746,216.3,0,0,,,
63747,217.5,0,0,,,
63748,225.3,0,0,,,
63750,228.2,0,0,,,
63751,219.3,0,0,,,
63755,237.8,0,1,,,
63758,261.7,1,1,,,
63760,234.5,0,0,,,
63763,235.3,0,0,,,
63764,224.4,0,0,,,
63766,223.4,0,1,,,
63767,269.4,1,0,,,
63769,223.9,0,0,,,
63770,223.1,0,0,,,
63771,260.4,0,1,,,
63774,255.3,0,0,,,
63775,202.9,2,0,,,
63780,266.5,0,0,,,
63781,212.1,0,0,,,
63782,237.7,0,0,,,
63783,223.5,0,0,,,
63784,268.1,0,0,,,
63785,238.5,0,1,,,
63787,232.4,0,1,,,
63801,280.2,4,0,,,
63820,304.5,0,0,,,
63821,282.8,0,0,,,
63822,281,0,1,,,
63823,292.2,0,0,,,
63824,277.7,0,0,,,
63825,259.2,0,0,,,
63826,297.2,0,0,,,
63827,305.3,0,0,,,
63828,289,0,0,,,
63829,276.3,0,0,,,
63830,282.1,0,0,,,
63833,295.7,0,0,,,
63834,300.8,0,0,,,
63837,301.4,0,0,,,
63839,286.1,0,0,,,
63840,300.2,0,0,,,
63841,271.6,1,2,,,
63845,298.6,0,0,,,
63846,276.5,0,0,,,
63847,299.8,0,0,,,
63848,307.2,0,0,,,
63849,305.3,0,0,,,
63850,277.8,0,0,,,
63851,291.9,0,0,,,
63852,308.1,0,0,,,
63853,291.1,0,0,,,
63855,299.1,0,0,,,
63857,305.1,1,0,,,
63860,300.9,0,0,,,
63862,303.9,0,0,,,
63863,291.2,0,0,,,
63866,302.8,2,0,,,
63867,297,0,0,,,
63868,280.9,0,0,,,
63869,301.5,0,0,,,
63870,292.4,0,0,,,
63873,299.6,1,0,,,
63874,299.3,0,0,,,
63876,291.8,0,0,,,
63877,290.9,0,0,,,
63878,304.3,0,0,,,
63879,305.5,0,0,,,
63880,310.7,0,0,,,
63882,304.1,0,0,,,
63901,249.9,0,5,,,
63932,267,0,0,,,
63933,289.1,0,1,,,
63934,213,0,0,,,
63935,243.7,0,1,,,
63936,260.8,1,0,,,
63937,220,0,0,,,
63939,249.8,0,2,,,
63940,260,0,0,,,
63941,215.4,0,0,,,
63942,238.7,0,0,,,
63943,230.5,0,0,,,
63944,221.4,0,0,,,
63945,259.4,0,0,,,
63950,204.8,0,0,,,
63951,226.3,0,0,,,
63952,218.5,0,0,,,
63953,261.5,0,0,,,
63954,269.6,0,0,,,
63955,258.6,0,0,,,
63956,204.1,0,0,,,
63957,203.5,0,2,,,
63960,247.1,0,0,,,
63961,277.3,0,0,,,
63962,250.3,0,0,,,
63964,207.5,0,0,,,
63965,210.3,0,0,,,
63966,240,0,0,,,
63967,231.9,0,0,,,
64001,156.8,0,1,41,182,whiteman_afb
64011,162.1,0,0,43,256,kcnsc
64012,116.3,1,3,9,1,kcnsc
64014,151.1,1,4,30,238,kcnsc
64015,148.6,1,6,28,231,kcnsc
64016,160.7,1,4,40,227,kcnsc
64017,179.1,0,1,58,230,kcnsc
64018,127.8,0,0,67,167,kcnsc
64019,169.7,0,0,28,101,whiteman_afb
64020,159.4,1,0,27,171,whiteman_afb
64021,164.5,0,0,43,171,whiteman_afb
64022,170.9,0,0,54,169,whiteman_afb
64024,166.8,2,3,58,209,kcnsc
64028,138,0,0,53,152,kcnsc
64029,153.8,0,4,33,242,kcnsc
64030,124,5,3,3,234,kcnsc
64034,139.3,2,7,22,272,kcnsc
64035,185.3,0,0,66,160,whiteman_afb
64036,186,0,2,62,148,whiteman_afb
64037,172.2,0,0,39,156,whiteman_afb
64040,157.4,2,3,38,88,whiteman_afb
64048,149.8,0,2,66,194,kcnsc
64050,147.7,3,1,30,203,kcnsc
64052,142.1,4,1,25,200,kcnsc
64053,143.7,8,4,28,195,kcnsc
64054,145.9,5,1,30,199,kcnsc
64055,144,0,3,24,213,kcnsc
64056,153.9,3,2,34,217,kcnsc
64057,150.8,1,3,30,221,kcnsc
64058,158.3,0,0,40,211,kcnsc
64060,154.7,1,0,58,196,kcnsc
64061,152.4,1,2,41,282,kcnsc
64062,160.4,0,1,73,206,kcnsc
64063,138.2,5,2,18,253,kcnsc
64064,143.3,1,2,22,234,kcnsc
64065,137,3,1,16,233,kcnsc
64066,167.8,1,0,47,230,kcnsc
64067,183.2,0,3,53,152,whiteman_afb
64068,159.8,2,5,46,198,kcnsc
64070,152.1,0,1,35,266,kcnsc
64071,180.2,0,0,41,144,whiteman_afb
64072,164.1,0,1,47,207,kcnsc
64074,169,0,1,48,240,kcnsc
64075,158.6,0,1,38,247,kcnsc
64076,172.5,0,2,44,129,whiteman_afb
64077,173.5,0,0,53,222,kcnsc
64078,118.1,0,0,19,339,kcnsc
64079,132.6,1,1,59,159,kcnsc
64080,137.4,2,4,28,294,kcnsc
64081,133.9,3,2,13,247,kcnsc
64082,131.2,3,0,12,272,kcnsc
64083,124.8,0,1,11,309,kcnsc
64084,172.6,0,0,71,216,kcnsc
64085,183.2,0,1,74,224,kcnsc
64086,143.4,2,3,24,261,kcnsc
64088,166.5,1,0,46,224,kcnsc
64089,141.9,0,3,58,179,kcnsc
64090,144.9,0,0,35,290,kcnsc
64092,132.9,2,0,45,150,kcnsc
64093,169.3,2,1,17,114,whiteman_afb
64096,161.3,0,0,52,179,whiteman_afb
64097,176.7,0,1,56,241,kcnsc
64098,118.3,0,1,73,156,kcnsc
64101,134.8,26,0,27,170,kcnsc
64102,133.9,16,0,26,170,kcnsc
64105,135.6,31,0,27,172,kcnsc
64106,136.8,25,1,27,176,kcnsc
64108,134.3,11,1,25,173,kcnsc
64109,133.9,8,2,22,176,kcnsc
64110,131.2,5,2,19,174,kcnsc
64111,131.6,2,0,22,170,kcnsc
64112,130,0,0,19,168,kcnsc
64113,128.3,0,1,17,167,kcnsc
64114,124,0,7,11,157,kcnsc
64116,140,29,1,32,176,kcnsc
64117,144.3,14,1,33,184,kcnsc
64118,145.2,0,1,39,177,kcnsc
64119,148.4,1,1,38,185,kcnsc
64120,142.5,27,2,30,186,kcnsc
64123,140.5,24,3,28,185,kcnsc
64124,138.9,27,3,27,182,kcnsc
64125,141.6,16,3,27,190,kcnsc
64126,140.4,12,3,25,191,kcnsc
64127,137.6,14,2,25,182,kcnsc
64128,136,10,2,22,183,kcnsc
64129,137.2,8,3,21,193,kcnsc
64130,133.3,7,3,19,182,kcnsc
64131,125.9,1,10,11,170,kcnsc
64132,129.3,2,11,13,183,kcnsc
64133,137.4,0,7,18,206,kcnsc
64134,129.8,1,12,9,217,kcnsc
64136,140.8,0,5,21,217,kcnsc
64137,126,1,11,7,185,kcnsc
64138,133.3,1,13,13,211,kcnsc
64139,137.9,3,7,17,228,kcnsc
64145,118.7,5,8,4,109,kcnsc
64146,120.7,6,9,3,135,kcnsc
64147,119.9,7,7,2,16,kcnsc
64149,126.7,0,10,7,271,kcnsc
64150,138.5,14,2,35,168,kcnsc
64151,142.2,2,2,39,170,kcnsc
64152,137.4,0,7,42,159,kcnsc
64153,142.2,0,2,48,161,kcnsc
64154,148,2,2,47,172,kcnsc
64155,151.2,0,1,46,178,kcnsc
64156,153.5,0,0,45,183,kcnsc
64157,156.5,1,0,46,189,kcnsc
64158,152.3,2,1,41,188,kcnsc
64161,148.4,6,2,34,195,kcnsc
64163,139.5,0,1,54,167,kcnsc
64164,143.9,0,1,52,173,kcnsc
64165,147.1,0,1,51,177,kcnsc
64166,150,0,0,51,183,kcnsc
64167,152.5,0,0,51,187,kcnsc
64401,113.2,0,4,86,170,kcnsc
64402,112.4,1,1,,,
64420,115.2,0,0,,,
64421,78.9,0,2,120,164,kcnsc
64422,110.5,0,0,115,182,kcnsc
64423,69.5,0,0,138,320,offutt_afb
64424,136.8,0,2,,,
64426,151.6,0,0,,,
64427,73.1,0,1,141,169,kcnsc
64428,47.3,0,0,105,319,offutt_afb
64429,139.1,0,3,101,196,kcnsc
64430,108.4,0,0,108,179,kcnsc
64431,57.6,0,0,102,311,offutt_afb
64432,83.8,0,0,143,313,offutt_afb
64433,82.6,0,0,144,314,offutt_afb
64434,77.6,0,0,139,315,offutt_afb
64436,98.7,0,0,110,174,kcnsc
64437,34.2,0,2,120,337,offutt_afb
64438,106.5,0,0,144,185,kcnsc
64439,120.1,0,1,75,166,kcnsc
64440,106.6,0,0,86,159,kcnsc
64441,116.1,0,1,,,
64442,139.2,0,0,,,
64443,108.7,0,0,98,175,kcnsc
64444,129.2,0,0,69,173,kcnsc
64445,46,0,1,92,316,offutt_afb
64446,20.9,0,0,100,334,offutt_afb
64448,109.2,0,1,85,164,kcnsc
64449,66.7,0,0,136,164,kcnsc
64451,54.8,1,1,138,155,kcnsc
64453,99.3,0,0,150,306,offutt_afb
64454,122.5,0,0,83,177,kcnsc
64455,57.6,0,0,131,324,offutt_afb
64456,106.8,0,0,147,299,offutt_afb
64457,84.3,0,0,145,175,kcnsc
64458,127.7,0,0,,,
64459,97.4,0,0,118,176,kcnsc
64461,72.5,1,0,116,307,offutt_afb
64463,103.8,0,0,133,182,kcnsc
64465,146.5,0,2,79,197,kcnsc
64466,50.4,0,0,127,328,offutt_afb
64467,124,0,0,,,
64468,64.4,3,5,124,315,offutt_afb
64469,119.1,0,2,120,188,kcnsc
64470,41,0,2,121,332,offutt_afb
64471,123.1,0,0,,,
64473,64.2,0,0,132,160,kcnsc
64474,126.9,0,0,100,188,kcnsc
64475,86.1,0,0,133,306,offutt_afb
64476,69.3,0,2,118,310,offutt_afb
64477,133.9,0,5,79,186,kcnsc
64479,82.2,0,0,137,310,offutt_afb
64480,86.6,0,0,133,174,kcnsc
64481,148.5,0,1,,,
64482,11.8,0,0,82,338,offutt_afb
64483,77,0,0,133,169,kcnsc
64484,103.8,0,0,87,152,kcnsc
64485,83.5,0,0,123,169,kcnsc
64486,89.1,0,1,128,302,offutt_afb
64487,46.7,0,0,115,323,offutt_afb
64489,93.8,0,0,,,
64490,118.1,0,1,97,182,kcnsc
64491,25.7,0,0,90,329,offutt_afb
64492,135.4,0,0,68,180,kcnsc
64493,140,0,0,88,194,kcnsc
64494,96.8,0,0,125,178,kcnsc
64496,15.1,0,0,75,341,offutt_afb
64497,130,0,0,122,194,kcnsc
64498,34.1,0,0,83,323,offutt_afb
64499,103.9,0,0,,,
64501,94.9,9,2,103,166,kcnsc
64503,96.1,16,2,101,165,kcnsc
