fips,p_pga_ge_0_1g_per_year,p_pga_ge_0_2g_per_year,mmi6_100yr,model
36063,0.0003697,0.0001384,0.06872,conus-2023-grid
36065,0.0006863,0.0002061,0.106,conus-2023-grid
36067,0.0004177,0.0001196,0.0406,conus-2023-grid
36069,0.0003566,0.0001163,0.03546,conus-2023-grid
36071,0.001689,0.000656,0.1445,conus-2023-grid
36073,0.0003716,0.0001327,0.0628,conus-2023-grid
36075,0.0004828,0.0001375,0.07647,conus-2023-grid
36077,0.0006217,0.0001846,0.05579,conus-2023-grid
36079,0.001835,0.0007323,0.1284,conus-2023-grid
36081,0.00181,0.0007146,0.1918,conus-2023-grid
36083,0.0008147,0.0002412,0.07992,conus-2023-grid
36085,0.00203,0.0008288,0.198,conus-2023-grid
36087,0.002094,0.0008582,0.1441,conus-2023-grid
36089,0.001932,0.0006543,0.2193,conus-2023-grid
36091,0.0009841,0.0003081,0.09662,conus-2023-grid
36093,0.000856,0.0002689,0.07287,conus-2023-grid
36095,0.0007766,0.0002457,0.07134,conus-2023-grid
36097,0.000348,0.0001067,0.03365,conus-2023-grid
36099,0.0003556,0.0001084,0.06651,conus-2023-grid
36101,0.0003329,0.000105,0.05621,conus-2023-grid
36103,0.0009739,0.0003283,0.1336,conus-2023-grid
36105,0.0009618,0.0003151,0.1222,conus-2023-grid
36107,0.0004198,0.0001267,0.0394,conus-2023-grid
36109,0.0003775,0.0001123,0.08012,conus-2023-grid
36111,0.001034,0.0003469,0.08215,conus-2023-grid
36113,0.001559,0.0005479,0.161,conus-2023-grid
36115,0.00105,0.0003255,0.1042,conus-2023-grid
36117,0.0003672,0.0001153,0.08152,conus-2023-grid
36119,0.002013,0.0008154,0.1562,conus-2023-grid
36121,0.0003831,0.0001408,0.03697,conus-2023-grid
36123,0.0003461,0.0001085,0.03335,conus-2023-grid
37001,0.0004262,0.0001026,0.125,conus-2023-grid
37003,0.000952,0.0002914,0.1286,conus-2023-grid
37005,0.001176,0.000405,0.1042,conus-2023-grid
37007,0.000887,0.0002585,0.1598,conus-2023-grid
37009,0.00133,0.0004618,0.1144,conus-2023-grid
37011,0.001379,0.0004571,0.1197,conus-2023-grid
37013,0.0001858,0.00004509,0.0591,conus-2023-grid
37015,0.0002331,0.00005388,0.08536,conus-2023-grid
37017,0.0005786,0.0001608,0.09903,conus-2023-grid
37019,0.0006398,0.000193,0.1266,conus-2023-grid
37021,0.001755,0.0005859,0.1484,conus-2023-grid
37023,0.001152,0.0003564,0.1071,conus-2023-grid
37025,0.0007502,0.000203,0.1352,conus-2023-grid
37027,0.001128,0.0003603,0.1543,conus-2023-grid
37029,0.0001819,0.00004511,0.06922,conus-2023-grid
37031,0.0001605,0.00004071,0.06737,conus-2023-grid
37033,0.0004642,0.0001134,0.0686,conus-2023-grid
37035,0.0009023,0.0002594,0.1489,conus-2023-grid
37037,0.0004154,0.00009794,0.105,conus-2023-grid
37039,0.003613,0.001373,0.259,conus-2023-grid
37041,0.0002043,0.00004863,0.07725,conus-2023-grid
37043,0.002507,0.000836,0.1942,conus-2023-grid
37045,0.001038,0.0002983,0.1474,conus-2023-grid
37047,0.0007584,0.0002381,0.1552,conus-2023-grid
37049,0.0002133,0.00005214,0.08095,conus-2023-grid
37051,0.0004903,0.0001236,0.136,conus-2023-grid
37053,0.0001613,0.000041,0.0647,conus-2023-grid
37055,0.0001113,0.00003016,0.02189,conus-2023-grid
37057,0.0005962,0.0001588,0.1312,conus-2023-grid
37059,0.0007014,0.0001985,0.1148,conus-2023-grid
37061,0.0003395,0.00008149,0.09331,conus-2023-grid
37063,0.0003738,0.00008567,0.07473,conus-2023-grid
37065,0.0002722,0.0000612,0.08119,conus-2023-grid
37067,0.0006284,0.0001756,0.08678,conus-2023-grid
37069,0.0003538,0.00008103,0.08389,conus-2023-grid
37071,0.0009283,0.0002593,0.1539,conus-2023-grid
37073,0.0002768,0.00006741,0.08776,conus-2023-grid
37075,0.003714,0.001395,0.3511,conus-2023-grid
37077,0.0004258,0.0001006,0.1204,conus-2023-grid
37079,0.0002549,0.00005717,0.07273,conus-2023-grid
37081,0.0004944,0.0001262,0.1032,conus-2023-grid
37083,0.0003672,0.00008878,0.09323,conus-2023-grid
37085,0.0004103,0.00009732,0.0809,conus-2023-grid
37087,0.002265,0.0007865,0.1799,conus-2023-grid
37089,0.001637,0.0005388,0.1474,conus-2023-grid
37091,0.0003048,0.00007342,0.09495,conus-2023-grid
37093,0.0006076,0.0001616,0.1315,conus-2023-grid
37095,0.0001312,0.00003407,0.06068,conus-2023-grid
37097,0.0007976,0.0002288,0.1738,conus-2023-grid
37099,0.00221,0.0007584,0.1758,conus-2023-grid
37101,0.0003222,0.00007325,0.1028,conus-2023-grid
37103,0.0002459,0.00005841,0.07943,conus-2023-grid
37105,0.0004385,0.0001048,0.07722,conus-2023-grid
37107,0.0002627,0.00006014,0.09285,conus-2023-grid
37109,0.0009023,0.0002531,0.1064,conus-2023-grid
37111,0.001355,0.0004321,0.1749,conus-2023-grid
37113,0.002307,0.0007741,0.1896,conus-2023-grid
37115,0.002006,0.0006878,0.1611,conus-2023-grid
37117,0.000222,0.00005044,0.08643,conus-2023-grid
37119,0.0008678,0.0002405,0.1363,conus-2023-grid
37121,0.001513,0.0005025,0.1295,conus-2023-grid
37123,0.0006386,0.000169,0.091,conus-2023-grid
37125,0.0005501,0.0001401,0.08887,conus-2023-grid
37127,0.0003101,0.00007056,0.09072,conus-2023-grid
37129,0.0004593,0.0001242,0.1056,conus-2023-grid
37131,0.0004034,0.0001005,0.0991,conus-2023-grid
37133,0.0002884,0.00006959,0.0866,conus-2023-grid
37135,0.0003969,0.00009286,0.09846,conus-2023-grid
37137,0.0001742,0.00004459,0.06733,conus-2023-grid
37139,0.0001839,0.0000452,0.07014,conus-2023-grid
37141,0.0004056,0.0001045,0.09914,conus-2023-grid
37143,0.0001891,0.0000458,0.06334,conus-2023-grid
37145,0.0004509,0.0001079,0.1031,conus-2023-grid
37147,0.0002283,0.00005134,0.07246,conus-2023-grid
37149,0.001378,0.000433,0.2224,conus-2023-grid
37151,0.0005148,0.0001302,0.08128,conus-2023-grid
37153,0.0007722,0.00022,0.135,conus-2023-grid
37155,0.0007588,0.0002248,0.1663,conus-2023-grid
37157,0.0005256,0.0001373,0.06737,conus-2023-grid
37159,0.0006912,0.0001876,0.1468,conus-2023-grid
37161,0.001218,0.0003697,0.1776,conus-2023-grid
37163,0.0004093,0.0001001,0.1007,conus-2023-grid
37165,0.0007776,0.0002248,0.1644,conus-2023-grid
37167,0.0007206,0.0001948,0.08915,conus-2023-grid
37169,0.0006897,0.0002026,0.07011,conus-2023-grid
37171,0.000906,0.0002931,0.1246,conus-2023-grid
37173,0.00314,0.001148,0.2242,conus-2023-grid
37175,0.001882,0.0006379,0.1548,conus-2023-grid
37177,0.000145,0.00003646,0.06175,conus-2023-grid
37179,0.0009678,0.0002817,0.1577,conus-2023-grid
37181,0.0004554,0.0001104,0.0574,conus-2023-grid
37183,0.0003393,0.0000763,0.052,conus-2023-grid
37185,0.0004721,0.0001179,0.08546,conus-2023-grid
37187,0.0001749,0.00004193,0.07243,conus-2023-grid
37189,0.001334,0.0004512,0.1165,conus-2023-grid
37191,0.0002939,0.00006744,0.08933,conus-2023-grid
37193,0.001064,0.0003503,0.1481,conus-2023-grid
37195,0.0002772,0.00006245,0.07438,conus-2023-grid
37197,0.0007989,0.0002423,0.151,conus-2023-grid
37199,0.001597,0.0005306,0.1362,conus-2023-grid
38001,0.0001104,0.00003095,0.03532,conus-2023-grid
38003,0.00007391,0.00002444,0.009701,conus-2023-grid
38005,0.00005388,0.00001791,0.008734,conus-2023-grid
38007,0.00008318,0.00002277,0.01174,conus-2023-grid
38009,0.00006254,0.00002091,0.01705,conus-2023-grid
38011,0.0001327,0.00003416,0.04,conus-2023-grid
38013,0.00006735,0.00002172,0.01431,conus-2023-grid
38015,0.00006954,0.00002232,0.01129,conus-2023-grid
38017,0.00007452,0.00002468,0.01505,conus-2023-grid
38019,0.00004763,0.00001603,0.01127,conus-2023-grid
38021,0.0001134,0.00003793,0.02396,conus-2023-grid
38023,0.00007033,0.00002199,0.01286,conus-2023-grid
38025,0.00006982,0.00002079,0.02855,conus-2023-grid
38027,0.00005575,0.00001846,0.01544,conus-2023-grid
38029,0.00009406,0.00002988,0.01193,conus-2023-grid
38031,0.00005946,0.00001962,0.01417,conus-2023-grid
38033,0.00009314,0.00002459,0.02281,conus-2023-grid
38035,0.00004922,0.00001636,0.01016,conus-2023-grid
38037,0.00008934,0.00002694,0.01984,conus-2023-grid
38039,0.00005902,0.00001951,0.01482,conus-2023-grid
38041,0.00009194,0.00002634,0.01945,conus-2023-grid
38043,0.00007092,0.00002301,0.01271,conus-2023-grid
38045,0.00009366,0.00003111,0.0215,conus-2023-grid
38047,0.0000878,0.00002834,0.01797,conus-2023-grid
38049,0.00005813,0.00001921,0.01801,conus-2023-grid
38051,0.0001091,0.00003566,0.01974,conus-2023-grid
38053,0.00008071,0.00002499,0.01804,conus-2023-grid
38055,0.00006152,0.00001963,0.01807,conus-2023-grid
38057,0.00006595,0.00002042,0.01029,conus-2023-grid
38059,0.00007675,0.0000238,0.01238,conus-2023-grid
38061,0.00006527,0.00002078,0.02271,conus-2023-grid
38063,0.00005155,0.00001712,0.01043,conus-2023-grid
38065,0.00006757,0.00002124,0.01337,conus-2023-grid
38067,0.00004265,0.0000143,0.009321,conus-2023-grid
38069,0.00005567,0.00001851,0.01429,conus-2023-grid
38071,0.00005041,0.0000168,0.01302,conus-2023-grid
38073,0.0001024,0.00003506,0.01876,conus-2023-grid
38075,0.00006472,0.00002129,0.01912,conus-2023-grid
38077,0.0001246,0.00004493,0.02,conus-2023-grid
38079,0.00005657,0.00001906,0.01354,conus-2023-grid
38081,0.0001264,0.00004438,0.02269,conus-2023-grid
38083,0.00005994,0.00001959,0.0153,conus-2023-grid
38085,0.00009897,0.00003035,0.01102,conus-2023-grid
38087,0.0001073,0.00002816,0.02868,conus-2023-grid
38089,0.00008011,0.00002295,0.01051,conus-2023-grid
38091,0.00005833,0.0000193,0.01056,conus-2023-grid
38093,0.00007099,0.00002324,0.01543,conus-2023-grid
38095,0.00005248,0.00001766,0.0132,conus-2023-grid
38097,0.00005709,0.00001889,0.01238,conus-2023-grid
38099,0.0000454,0.00001512,0.009314,conus-2023-grid
38101,0.00006087,0.00001973,0.01543,conus-2023-grid
38103,0.0000589,0.00001939,0.01768,conus-2023-grid
38105,0.00007686,0.0000243,0.01196,conus-2023-grid
39001,0.0006539,0.0002125,0.07101,conus-2023-grid
39003,0.001109,0.0004186,0.1536,conus-2023-grid
39005,0.0003239,0.00009976,0.08604,conus-2023-grid
39007,0.0003754,0.0001419,0.07131,conus-2023-grid
39009,0.0004068,0.0001319,0.07014,conus-2023-grid
39011,0.001885,0.0009162,0.2192,conus-2023-grid
39013,0.00023,0.00006577,0.05547,conus-2023-grid
39015,0.00065,0.0002062,0.1451,conus-2023-grid
39017,0.0005521,0.000147,0.07555,conus-2023-grid
39019,0.0002287,0.00006714,0.04375,conus-2023-grid
39021,0.0007875,0.0002556,0.1358,conus-2023-grid
39023,0.0005907,0.0001705,0.1175,conus-2023-grid
39025,0.0006057,0.0001793,0.07084,conus-2023-grid
39027,0.0005034,0.0001418,0.1241,conus-2023-grid
39029,0.0002373,0.00007175,0.03335,conus-2023-grid
39031,0.0002579,0.0000738,0.04252,conus-2023-grid
39033,0.0004322,0.0001356,0.1094,conus-2023-grid
39035,0.0004047,0.0001492,0.07615,conus-2023-grid
39037,0.0009104,0.0002994,0.1711,conus-2023-grid
39039,0.0006088,0.0002063,0.1253,conus-2023-grid
39041,0.0003926,0.0001112,0.1142,conus-2023-grid
39043,0.0004282,0.0001447,0.09039,conus-2023-grid
39045,0.0003466,0.00009929,0.09002,conus-2023-grid
39047,0.0004487,0.0001246,0.1366,conus-2023-grid
39049,0.0003747,0.0001034,0.07128,conus-2023-grid
39051,0.0005876,0.0002075,0.1156,conus-2023-grid
39053,0.0005472,0.0001796,0.07603,conus-2023-grid
39055,0.0004043,0.000153,0.04495,conus-2023-grid
39057,0.0005236,0.0001449,0.09357,conus-2023-grid
39059,0.0002399,0.00006808,0.06757,conus-2023-grid
39061,0.0005723,0.0001543,0.1302,conus-2023-grid
39063,0.0006441,0.0002128,0.1284,conus-2023-grid
39065,0.0008108,0.0002804,0.128,conus-2023-grid
39067,0.000221,0.00006282,0.02845,conus-2023-grid
39069,0.0006266,0.0002146,0.1255,conus-2023-grid
39071,0.0005374,0.0001609,0.1276,conus-2023-grid
39073,0.0003888,0.0001191,0.07798,conus-2023-grid
39075,0.0002667,0.00007833,0.03264,conus-2023-grid
39077,0.0004038,0.0001318,0.08207,conus-2023-grid
39079,0.0005176,0.0001676,0.08521,conus-2023-grid
39081,0.0002206,0.00006382,0.06685,conus-2023-grid
39083,0.0003044,0.00008772,0.05336,conus-2023-grid
39085,0.0004324,0.0001695,0.04453,conus-2023-grid
39087,0.0006023,0.0001933,0.06416,conus-2023-grid
39089,0.0003082,0.00008691,0.08534,conus-2023-grid
39091,0.001084,0.0004069,0.09274,conus-2023-grid
39093,0.0003788,0.0001267,0.09072,conus-2023-grid
39095,0.0006042,0.0002268,0.1111,conus-2023-grid
39097,0.0004514,0.0001249,0.1155,conus-2023-grid
39099,0.0002676,0.00008548,0.06579,conus-2023-grid
39101,0.0004728,0.0001421,0.1094,conus-2023-grid
39103,0.0003299,0.0001072,0.03877,conus-2023-grid
39105,0.0004658,0.0001539,0.09706,conus-2023-grid
39107,0.001168,0.0004426,0.1561,conus-2023-grid
39109,0.001016,0.000358,0.155,conus-2023-grid
39111,0.0002586,0.00007531,0.03252,conus-2023-grid
39113,0.0005904,0.0001636,0.1342,conus-2023-grid
39115,0.0003227,0.00009913,0.08421,conus-2023-grid
39117,0.00037,0.0001087,0.09231,conus-2023-grid
39119,0.0002739,0.00007911,0.08068,conus-2023-grid
39121,0.0002669,0.00007762,0.03537,conus-2023-grid
39123,0.0005368,0.0001949,0.05678,conus-2023-grid
39125,0.0006584,0.0002192,0.1338,conus-2023-grid
39127,0.0003246,0.00009652,0.06703,conus-2023-grid
39129,0.0003922,0.0001093,0.06669,conus-2023-grid
39131,0.0005176,0.0001593,0.07808,conus-2023-grid
39133,0.0003249,0.0001114,0.05471,conus-2023-grid
39135,0.0005854,0.0001583,0.1376,conus-2023-grid
39137,0.000743,0.0002504,0.1413,conus-2023-grid
39139,0.0003531,0.0001083,0.04137,conus-2023-grid
39141,0.0004476,0.0001312,0.0537,conus-2023-grid
39143,0.0005417,0.0001909,0.1102,conus-2023-grid
39145,0.0005931,0.0001893,0.1376,conus-2023-grid
39147,0.0005102,0.0001708,0.1139,conus-2023-grid
39149,0.002083,0.001112,0.2359,conus-2023-grid
39151,0.0002609,0.00008028,0.05551,conus-2023-grid
39153,0.0003231,0.0001081,0.06086,conus-2023-grid
39155,0.000327,0.0001145,0.06045,conus-2023-grid
39157,0.0002345,0.00006777,0.04088,conus-2023-grid
39159,0.0005281,0.0001563,0.116,conus-2023-grid
39161,0.0008355,0.0002864,0.1498,conus-2023-grid
39163,0.00045,0.000144,0.05223,conus-2023-grid
39165,0.0005307,0.000146,0.09193,conus-2023-grid
39167,0.0003277,0.0001012,0.03927,conus-2023-grid
39169,0.0002884,0.00008846,0.08576,conus-2023-grid
39171,0.0005557,0.0001929,0.1056,conus-2023-grid
39173,0.0006078,0.0002133,0.1194,conus-2023-grid
39175,0.0005396,0.0001715,0.1203,conus-2023-grid
40001,0.0005737,0.0001438,0.08383,conus-2023-grid
40003,0.0003733,0.0001225,0.09207,conus-2023-grid
40005,0.0006419,0.0002129,0.06663,conus-2023-grid
40007,0.0003847,0.0001262,0.08161,conus-2023-grid
40009,0.0006216,0.0002194,0.08686,conus-2023-grid
40011,0.0006799,0.0002413,0.08384,conus-2023-grid
40013,0.0004925,0.0001515,0.1049,conus-2023-grid
40015,0.0009788,0.0004546,0.1098,conus-2023-grid
40017,0.0008469,0.0003163,0.108,conus-2023-grid
40019,0.0007984,0.0002926,0.1009,conus-2023-grid
40021,0.0005045,0.0001315,0.1391,conus-2023-grid
40023,0.0004725,0.0001339,0.1195,conus-2023-grid
40025,0.0004379,0.0001436,0.06461,conus-2023-grid
40027,0.0009299,0.0003449,0.1249,conus-2023-grid
40029,0.0007283,0.0002506,0.1237,conus-2023-grid
40031,0.0009893,0.0006012,0.1169,conus-2023-grid
40033,0.000784,0.0003573,0.1025,conus-2023-grid
40035,0.0002965,0.00006159,0.08386,conus-2023-grid
40037,0.0004128,0.0001148,0.1195,conus-2023-grid
40039,0.0006605,0.000235,0.08912,conus-2023-grid
40041,0.0004349,0.00009792,0.07564,conus-2023-grid
40043,0.0005827,0.0001985,0.06572,conus-2023-grid
40045,0.0004834,0.0001572,0.08113,conus-2023-grid
40047,0.0004535,0.0001484,0.08852,conus-2023-grid
40049,0.001032,0.000404,0.1328,conus-2023-grid
40051,0.001121,0.0004943,0.1118,conus-2023-grid
40053,0.0003032,0.00009192,0.08075,conus-2023-grid
40055,0.0006097,0.0002256,0.1004,conus-2023-grid
40057,0.0005094,0.0001737,0.06869,conus-2023-grid
40059,0.0003289,0.0001017,0.05181,conus-2023-grid
40061,0.0005869,0.0001657,0.07645,conus-2023-grid
40063,0.0007012,0.0002356,0.1153,conus-2023-grid
40065,0.0005535,0.0002066,0.09555,conus-2023-grid
40067,0.0007125,0.0002693,0.1126,conus-2023-grid
40069,0.000701,0.0002395,0.1171,conus-2023-grid
40071,0.0002289,0.0000597,0.08972,conus-2023-grid
40073,0.0006631,0.0002345,0.1016,conus-2023-grid
40075,0.0008433,0.0004716,0.1121,conus-2023-grid
40077,0.0006007,0.0001776,0.07075,conus-2023-grid
40079,0.0006491,0.0001782,0.1155,conus-2023-grid
40081,0.0005552,0.0001724,0.06443,conus-2023-grid
40083,0.0005947,0.0001984,0.1053,conus-2023-grid
40085,0.0005585,0.0001836,0.1128,conus-2023-grid
40087,0.001056,0.000416,0.1124,conus-2023-grid
40089,0.0005483,0.0001505,0.1356,conus-2023-grid
40091,0.000549,0.0001621,0.1258,conus-2023-grid
40093,0.0005164,0.0001745,0.08765,conus-2023-grid
40095,0.0005608,0.0001803,0.1357,conus-2023-grid
40097,0.000379,0.00009048,0.1158,conus-2023-grid
40099,0.0008799,0.0003239,0.1365,conus-2023-grid
40101,0.0005078,0.0001416,0.09555,conus-2023-grid
40103,0.0003569,0.0001039,0.0801,conus-2023-grid
40105,0.0002457,0.00005232,0.1076,conus-2023-grid
40107,0.0005756,0.0001799,0.122,conus-2023-grid
40109,0.0007635,0.0002674,0.1258,conus-2023-grid
40111,0.0004815,0.0001384,0.1305,conus-2023-grid
40113,0.0002344,0.00005536,0.05606,conus-2023-grid
40115,0.0003584,0.00007369,0.1238,conus-2023-grid
40117,0.0003121,0.00008183,0.07138,conus-2023-grid
40119,0.0004192,0.0001218,0.07827,conus-2023-grid
40121,0.0006292,0.0001987,0.1227,conus-2023-grid
40123,0.0008268,0.0002928,0.08526,conus-2023-grid
40125,0.0008083,0.0002818,0.08027,conus-2023-grid
40127,0.0005684,0.0001727,0.06617,conus-2023-grid
40129,0.000586,0.000197,0.08731,conus-2023-grid
40131,0.0003222,0.0000779,0.08408,conus-2023-grid
40133,0.0007381,0.0002508,0.1087,conus-2023-grid
40135,0.0006079,0.0001612,0.1505,conus-2023-grid
40137,0.001033,0.0004657,0.1288,conus-2023-grid
40139,0.0004143,0.0001355,0.0566,conus-2023-grid
40141,0.0006181,0.0002526,0.08984,conus-2023-grid
40143,0.0003541,0.00009209,0.0863,conus-2023-grid
40145,0.0004226,0.0001122,0.1336,conus-2023-grid
40147,0.0002382,0.00005325,0.09664,conus-2023-grid
40149,0.0007668,0.0003237,0.1078,conus-2023-grid
40151,0.0003753,0.0001227,0.05859,conus-2023-grid
40153,0.0004385,0.0001414,0.0764,conus-2023-grid
41001,0.0007237,0.0002188,0.2169,conus-2023-grid
41003,0.003594,0.001622,0.6536,conus-2023-grid
41005,0.002589,0.0007472,0.2988,conus-2023-grid
41007,0.003696,0.002008,0.6107,conus-2023-grid
41009,0.003938,0.001547,0.3912,conus-2023-grid
41011,0.004638,0.002888,0.5415,conus-2023-grid
41013,0.0002151,0.00004271,0.04982,conus-2023-grid
41015,0.00624,0.003645,0.6755,conus-2023-grid
41017,0.0006737,0.0001692,0.1182,conus-2023-grid
41019,0.00211,0.000959,0.3497,conus-2023-grid
41021,0.0008162,0.0002134,0.1153,conus-2023-grid
41023,0.0002308,0.00006156,0.03702,conus-2023-grid
41025,0.0001461,0.00002375,0.03309,conus-2023-grid
41027,0.001953,0.0005359,0.2437,conus-2023-grid
41029,0.002018,0.0006665,0.2744,conus-2023-grid
41031,0.0008905,0.0002405,0.2128,conus-2023-grid
41033,0.003753,0.001892,0.5358,conus-2023-grid
41035,0.001073,0.0002613,0.1673,conus-2023-grid
41037,0.001194,0.0005156,0.1512,conus-2023-grid
41039,0.001876,0.0007491,0.3345,conus-2023-grid
41041,0.006608,0.00302,0.6848,conus-2023-grid
41043,0.002093,0.0006933,0.2638,conus-2023-grid
41045,0.00005957,0.000009445,0.2903,conus-2023-grid
41047,0.002985,0.001004,0.4417,conus-2023-grid
41049,0.0005671,0.000146,0.08132,conus-2023-grid
41051,0.003518,0.001166,0.833,conus-2023-grid
41053,0.003881,0.001726,0.3994,conus-2023-grid
41055,0.0009752,0.0002449,0.1381,conus-2023-grid
41057,0.003939,0.00211,0.5055,conus-2023-grid
41059,0.0006913,0.0001766,0.08705,conus-2023-grid
41061,0.001102,0.0005708,0.2252,conus-2023-grid
41063,0.0004617,0.0001102,0.06241,conus-2023-grid
41065,0.001246,0.0003275,0.168,conus-2023-grid
41067,0.004275,0.001844,0.6834,conus-2023-grid
41069,0.0003599,0.00009353,0.06128,conus-2023-grid
41071,0.004028,0.001794,0.3999,conus-2023-grid
42001,0.000921,0.0003189,0.1072,conus-2023-grid
42003,0.00025,0.00007701,0.02874,conus-2023-grid
42005,0.0002645,0.00008279,0.03422,conus-2023-grid
42007,0.0002344,0.00007113,0.08022,conus-2023-grid
42009,0.0005305,0.0001756,0.0472,conus-2023-grid
42011,0.001341,0.0004959,0.1583,conus-2023-grid
42013,0.0004349,0.0001404,0.03953,conus-2023-grid
42015,0.0004579,0.000143,0.04164,conus-2023-grid
42017,0.001518,0.0005531,0.1418,conus-2023-grid
42019,0.0002485,0.00007817,0.03102,conus-2023-grid
42021,0.0003671,0.0001165,0.0518,conus-2023-grid
42023,0.000297,0.00009111,0.02882,conus-2023-grid
42025,0.0009561,0.0003144,0.1074,conus-2023-grid
42027,0.0004083,0.000127,0.08336,conus-2023-grid
42029,0.001664,0.0006582,0.121,conus-2023-grid
42031,0.0002545,0.00008082,0.02731,conus-2023-grid
42033,0.0003198,0.00009984,0.03077,conus-2023-grid
42035,0.000375,0.0001144,0.03481,conus-2023-grid
42037,0.0006967,0.0002248,0.05808,conus-2023-grid
42039,0.0002837,0.00009584,0.03161,conus-2023-grid
42041,0.0008245,0.0002816,0.09589,conus-2023-grid
42043,0.001003,0.0003627,0.08345,conus-2023-grid
42045,0.001595,0.0006192,0.1276,conus-2023-grid
42047,0.0002709,0.00008416,0.03262,conus-2023-grid
42049,0.0002614,0.00008555,0.03403,conus-2023-grid
42051,0.0003127,0.00009394,0.03449,conus-2023-grid
42053,0.000248,0.00007816,0.03998,conus-2023-grid
42055,0.0007329,0.0002474,0.07829,conus-2023-grid
42057,0.0006491,0.0002198,0.05546,conus-2023-grid
42059,0.0002632,0.00007698,0.03147,conus-2023-grid
42061,0.000517,0.0001683,0.04597,conus-2023-grid
42063,0.0003015,0.00009406,0.06115,conus-2023-grid
42065,0.0002702,0.00008463,0.0301,conus-2023-grid
42067,0.0006137,0.0001979,0.0525,conus-2023-grid
42069,0.0007508,0.0002394,0.0625,conus-2023-grid
42071,0.001629,0.0006664,0.1437,conus-2023-grid
42073,0.0002494,0.00007795,0.03101,conus-2023-grid
42075,0.001266,0.0004867,0.1022,conus-2023-grid
42077,0.001182,0.0004047,0.1008,conus-2023-grid
42079,0.0007531,0.0002427,0.06307,conus-2023-grid
42081,0.000448,0.0001387,0.04069,conus-2023-grid
42083,0.0002673,0.00008401,0.03263,conus-2023-grid
42085,0.0002763,0.00009136,0.02886,conus-2023-grid
42087,0.0005249,0.0001674,0.04609,conus-2023-grid
42089,0.001042,0.0003451,0.08122,conus-2023-grid
42091,0.001509,0.0005571,0.1281,conus-2023-grid
42093,0.00063,0.0002009,0.06782,conus-2023-grid
42095,0.001213,0.000413,0.09241,conus-2023-grid
42097,0.0007041,0.0002293,0.06368,conus-2023-grid
42099,0.0007246,0.000241,0.06007,conus-2023-grid
42101,0.001537,0.0005788,0.1574,conus-2023-grid
42103,0.001073,0.0003593,0.08202,conus-2023-grid
42105,0.0003041,0.00009375,0.02934,conus-2023-grid
42107,0.0009835,0.0003397,0.07713,conus-2023-grid
42109,0.0006266,0.0002007,0.05385,conus-2023-grid
42111,0.0004081,0.0001286,0.04349,conus-2023-grid
42113,0.0005349,0.0001691,0.04714,conus-2023-grid
42115,0.0005728,0.0001779,0.05103,conus-2023-grid
42117,0.0003591,0.0001108,0.0341,conus-2023-grid
42119,0.0005485,0.0001719,0.07755,conus-2023-grid
42121,0.0002506,0.0000793,0.02683,conus-2023-grid
42123,0.000238,0.0000733,0.02444,conus-2023-grid
42125,0.0002441,0.00007351,0.0293,conus-2023-grid
42127,0.0007627,0.0002397,0.06351,conus-2023-grid
42129,0.0002944,0.00009037,0.04265,conus-2023-grid
42131,0.00062,0.0001972,0.05307,conus-2023-grid
42133,0.00128,0.0004914,0.1085,conus-2023-grid
44001,0.001063,0.0003779,0.09127,conus-2023-grid
44003,0.001074,0.0003772,0.1057,conus-2023-grid
44005,0.000972,0.0003484,0.09307,conus-2023-grid
44007,0.001128,0.0003895,0.106,conus-2023-grid
44009,0.000981,0.0003475,0.09306,conus-2023-grid
45001,0.001741,0.0006191,0.2059,conus-2023-grid
45003,0.001711,0.0005745,0.214,conus-2023-grid
45005,0.001793,0.0006806,0.238,conus-2023-grid
45007,0.001507,0.0004848,0.2159,conus-2023-grid
45009,0.002301,0.0009299,0.281,conus-2023-grid
45011,0.001802,0.0006445,0.2572,conus-2023-grid
45013,0.002045,0.0009885,0.2356,conus-2023-grid
45015,0.00478,0.002724,0.3863,conus-2023-grid
45017,0.002295,0.0008902,0.2671,conus-2023-grid
45019,0.004754,0.002697,0.3873,conus-2023-grid
45021,0.00115,0.0003398,0.1843,conus-2023-grid
45023,0.001405,0.0004585,0.1804,conus-2023-grid
45025,0.001171,0.0003718,0.1819,conus-2023-grid
45027,0.002538,0.00113,0.29,conus-2023-grid
45029,0.003272,0.001681,0.323,conus-2023-grid
45031,0.001374,0.0004731,0.2195,conus-2023-grid
45033,0.001049,0.0003498,0.1925,conus-2023-grid
45035,0.005041,0.002739,0.4024,conus-2023-grid
45037,0.001793,0.0006191,0.2382,conus-2023-grid
45039,0.001745,0.0006155,0.1909,conus-2023-grid
45041,0.001586,0.0006168,0.228,conus-2023-grid
45043,0.001898,0.0008987,0.2361,conus-2023-grid
45045,0.001471,0.0004695,0.213,conus-2023-grid
45047,0.001767,0.0006146,0.1993,conus-2023-grid
45049,0.001981,0.0008369,0.2516,conus-2023-grid
45051,0.001162,0.0004377,0.1909,conus-2023-grid
45053,0.001773,0.0007762,0.2368,conus-2023-grid
45055,0.001676,0.000586,0.2014,conus-2023-grid
45057,0.001309,0.0004202,0.2011,conus-2023-grid
45059,0.00151,0.0004846,0.17,conus-2023-grid
45061,0.001693,0.0006116,0.2451,conus-2023-grid
