fips,p_pga_ge_0_1g_per_year,p_pga_ge_0_2g_per_year,mmi6_100yr,model
27109,0.00003635,0.0000111,0.01531,conus-2023-grid
27111,0.00008841,0.00003045,0.008262,conus-2023-grid
27113,0.00004296,0.00001436,0.00892,conus-2023-grid
27115,0.0000347,0.00001152,0.005949,conus-2023-grid
27117,0.0001425,0.00004874,0.03525,conus-2023-grid
27119,0.00004807,0.00001601,0.01014,conus-2023-grid
27121,0.0001152,0.00004146,0.01167,conus-2023-grid
27123,0.00003956,0.00001289,0.01344,conus-2023-grid
27125,0.00004561,0.00001522,0.008963,conus-2023-grid
27127,0.00009052,0.00002992,0.0338,conus-2023-grid
27129,0.00009117,0.00003212,0.03163,conus-2023-grid
27131,0.00004224,0.00001351,0.02859,conus-2023-grid
27133,0.0001413,0.00004741,0.02523,conus-2023-grid
27135,0.00003741,0.00001258,0.00565,conus-2023-grid
27137,0.00003403,0.00001152,0.004734,conus-2023-grid
27139,0.0000459,0.00001486,0.01988,conus-2023-grid
27141,0.00004995,0.00001642,0.01433,conus-2023-grid
27143,0.00006171,0.00002037,0.03112,conus-2023-grid
27145,0.00007426,0.00002517,0.01214,conus-2023-grid
27147,0.0000417,0.00001312,0.03378,conus-2023-grid
27149,0.0001519,0.00005818,0.02017,conus-2023-grid
27151,0.0001262,0.00004523,0.02009,conus-2023-grid
27153,0.00007343,0.00002468,0.008514,conus-2023-grid
27155,0.0001698,0.00006678,0.02359,conus-2023-grid
27157,0.00003377,0.00001046,0.01039,conus-2023-grid
27159,0.00006165,0.0000205,0.0102,conus-2023-grid
27161,0.00004604,0.00001462,0.02875,conus-2023-grid
27163,0.00003706,0.00001206,0.01621,conus-2023-grid
27165,0.00006559,0.00002108,0.03572,conus-2023-grid
27167,0.0001125,0.00004016,0.01817,conus-2023-grid
27169,0.00003581,0.00001065,0.0092,conus-2023-grid
27171,0.00005605,0.00001855,0.01526,conus-2023-grid
27173,0.0001158,0.00003866,0.02123,conus-2023-grid
28001,0.0002568,0.00005657,0.06739,conus-2023-grid
28003,0.002764,0.001007,0.3446,conus-2023-grid
28005,0.000226,0.00005168,0.07944,conus-2023-grid
28007,0.0009433,0.0002404,0.1981,conus-2023-grid
28009,0.003395,0.001331,0.3357,conus-2023-grid
28011,0.00179,0.0006111,0.286,conus-2023-grid
28013,0.001748,0.0005578,0.2132,conus-2023-grid
28015,0.001264,0.000364,0.244,conus-2023-grid
28017,0.001619,0.000488,0.1976,conus-2023-grid
28019,0.001122,0.0002989,0.2333,conus-2023-grid
28021,0.000383,0.00008393,0.1108,conus-2023-grid
28023,0.0005951,0.000169,0.1152,conus-2023-grid
28025,0.001353,0.0003774,0.2492,conus-2023-grid
28027,0.002513,0.001003,0.3406,conus-2023-grid
28029,0.0003655,0.0000816,0.1087,conus-2023-grid
28031,0.0003547,0.00008821,0.1162,conus-2023-grid
28033,0.004801,0.002212,0.4289,conus-2023-grid
28035,0.0002829,0.00007524,0.07636,conus-2023-grid
28037,0.0002659,0.00005881,0.0464,conus-2023-grid
28039,0.000239,0.00006709,0.08102,conus-2023-grid
28041,0.0003106,0.00008764,0.0617,conus-2023-grid
28043,0.001653,0.0005302,0.2717,conus-2023-grid
28045,0.0001804,0.00005012,0.0866,conus-2023-grid
28047,0.000187,0.00005315,0.08676,conus-2023-grid
28049,0.0004991,0.0001152,0.1215,conus-2023-grid
28051,0.0009833,0.0002609,0.218,conus-2023-grid
28053,0.001027,0.0002837,0.2218,conus-2023-grid
28055,0.0007654,0.000196,0.1843,conus-2023-grid
28057,0.001786,0.0005494,0.2468,conus-2023-grid
28059,0.000188,0.00005375,0.08769,conus-2023-grid
28061,0.0005133,0.000136,0.1241,conus-2023-grid
28063,0.0003152,0.00006857,0.09885,conus-2023-grid
28065,0.0003209,0.00007668,0.05748,conus-2023-grid
28067,0.0003834,0.0001019,0.09771,conus-2023-grid
28069,0.001017,0.0002995,0.2146,conus-2023-grid
28071,0.002533,0.0009328,0.296,conus-2023-grid
28073,0.0002714,0.00006965,0.09131,conus-2023-grid
28075,0.00078,0.0002194,0.1776,conus-2023-grid
28077,0.0003039,0.00007025,0.1013,conus-2023-grid
28079,0.0007541,0.0001829,0.1672,conus-2023-grid
28081,0.001939,0.0006214,0.3243,conus-2023-grid
28083,0.001434,0.0004425,0.2627,conus-2023-grid
28085,0.0002882,0.0000647,0.09844,conus-2023-grid
28087,0.001344,0.0003876,0.2637,conus-2023-grid
28089,0.0006745,0.0001653,0.1827,conus-2023-grid
28091,0.0002607,0.00006378,0.08922,conus-2023-grid
28093,0.003703,0.001513,0.3487,conus-2023-grid
28095,0.001501,0.000433,0.2871,conus-2023-grid
28097,0.00129,0.00037,0.2566,conus-2023-grid
28099,0.000803,0.000201,0.1787,conus-2023-grid
28101,0.0006514,0.0001641,0.1288,conus-2023-grid
28103,0.001224,0.000365,0.2366,conus-2023-grid
28105,0.0012,0.0003246,0.2497,conus-2023-grid
28107,0.00282,0.001115,0.3424,conus-2023-grid
28109,0.0002122,0.00005619,0.08204,conus-2023-grid
28111,0.0002916,0.00008005,0.08826,conus-2023-grid
28113,0.000232,0.00005404,0.0809,conus-2023-grid
28115,0.002034,0.0006755,0.2903,conus-2023-grid
28117,0.002272,0.0007709,0.2534,conus-2023-grid
28119,0.002595,0.001024,0.3461,conus-2023-grid
28121,0.0005148,0.0001222,0.1558,conus-2023-grid
28123,0.0005966,0.0001447,0.1623,conus-2023-grid
28125,0.0008587,0.0002274,0.1978,conus-2023-grid
28127,0.0003977,0.00009328,0.07613,conus-2023-grid
28129,0.0004647,0.0001152,0.09657,conus-2023-grid
28131,0.0002277,0.00006332,0.08346,conus-2023-grid
28133,0.001534,0.0004908,0.2672,conus-2023-grid
28135,0.002007,0.0007098,0.3084,conus-2023-grid
28137,0.003719,0.001594,0.3386,conus-2023-grid
28139,0.002907,0.00108,0.3528,conus-2023-grid
28141,0.002214,0.0007429,0.3381,conus-2023-grid
28143,0.003758,0.001718,0.4123,conus-2023-grid
28145,0.002445,0.0008638,0.2634,conus-2023-grid
28147,0.0002395,0.00005715,0.06961,conus-2023-grid
28149,0.0005303,0.0001222,0.138,conus-2023-grid
28151,0.001234,0.0003772,0.2347,conus-2023-grid
28153,0.0004363,0.0001254,0.1158,conus-2023-grid
28155,0.001352,0.0003872,0.1939,conus-2023-grid
28157,0.0002106,0.00004857,0.097,conus-2023-grid
28159,0.0009827,0.000254,0.2156,conus-2023-grid
28161,0.002024,0.0007003,0.2396,conus-2023-grid
28163,0.000751,0.0001889,0.1867,conus-2023-grid
29001,0.0002284,0.00004389,0.07087,conus-2023-grid
29003,0.0001435,0.0000369,0.05288,conus-2023-grid
29005,0.000141,0.00004543,0.04588,conus-2023-grid
29007,0.0007399,0.0001688,0.1744,conus-2023-grid
29009,0.0007621,0.0001866,0.105,conus-2023-grid
29011,0.0003793,0.00007722,0.1425,conus-2023-grid
29013,0.0002982,0.00006313,0.1073,conus-2023-grid
29015,0.0005651,0.0001295,0.1139,conus-2023-grid
29017,0.007403,0.00324,0.5086,conus-2023-grid
29019,0.0006743,0.0001551,0.1799,conus-2023-grid
29021,0.0001692,0.00004426,0.06851,conus-2023-grid
29023,0.01005,0.004746,0.6654,conus-2023-grid
29025,0.0001904,0.00004147,0.07847,conus-2023-grid
29027,0.0009522,0.0002339,0.177,conus-2023-grid
29029,0.0009181,0.0002324,0.1509,conus-2023-grid
29031,0.007903,0.003564,0.5563,conus-2023-grid
29033,0.0002602,0.0000532,0.06818,conus-2023-grid
29035,0.006426,0.002712,0.5156,conus-2023-grid
29037,0.0002682,0.00006063,0.07437,conus-2023-grid
29039,0.0004928,0.0001073,0.1353,conus-2023-grid
29041,0.0003182,0.00006431,0.113,conus-2023-grid
29043,0.00112,0.0003003,0.1971,conus-2023-grid
29045,0.0002844,0.00005567,0.1138,conus-2023-grid
29047,0.0002068,0.00004985,0.05528,conus-2023-grid
29049,0.0001791,0.00004268,0.0586,conus-2023-grid
29051,0.0009587,0.000242,0.1612,conus-2023-grid
29053,0.0005572,0.0001266,0.09921,conus-2023-grid
29055,0.00264,0.000878,0.2694,conus-2023-grid
29057,0.0005546,0.0001228,0.1352,conus-2023-grid
29059,0.0009063,0.0002298,0.1396,conus-2023-grid
29061,0.0001589,0.00003427,0.04044,conus-2023-grid
29063,0.0001526,0.00003592,0.08091,conus-2023-grid
29065,0.002847,0.0009726,0.2974,conus-2023-grid
29067,0.001838,0.0005592,0.1797,conus-2023-grid
29069,0.01322,0.006277,0.7472,conus-2023-grid
29071,0.00246,0.0007933,0.2616,conus-2023-grid
29073,0.001698,0.0004901,0.1959,conus-2023-grid
29075,0.0001304,0.00003101,0.04777,conus-2023-grid
29077,0.0008764,0.0002186,0.1722,conus-2023-grid
29079,0.0001635,0.00003327,0.06895,conus-2023-grid
29081,0.0001277,0.00002815,0.06894,conus-2023-grid
29083,0.0003973,0.00008748,0.121,conus-2023-grid
29085,0.0006576,0.0001552,0.1121,conus-2023-grid
29087,0.0001447,0.00004173,0.04017,conus-2023-grid
29089,0.0004847,0.0001058,0.1097,conus-2023-grid
29091,0.003193,0.001131,0.2853,conus-2023-grid
29093,0.004736,0.001854,0.3394,conus-2023-grid
29095,0.0002399,0.00005617,0.08927,conus-2023-grid
29097,0.000427,0.00008914,0.08961,conus-2023-grid
29099,0.00407,0.001525,0.3726,conus-2023-grid
29101,0.0003362,0.0000742,0.09913,conus-2023-grid
29103,0.0002924,0.00005653,0.1114,conus-2023-grid
29105,0.00124,0.0003372,0.1882,conus-2023-grid
29107,0.0002843,0.0000615,0.1009,conus-2023-grid
29109,0.0006465,0.0001493,0.1253,conus-2023-grid
29111,0.0003687,0.00007258,0.1234,conus-2023-grid
29113,0.00152,0.0004201,0.1863,conus-2023-grid
29115,0.0002308,0.00004513,0.0988,conus-2023-grid
29117,0.0002032,0.00004111,0.09219,conus-2023-grid
29119,0.0005309,0.0001189,0.12,conus-2023-grid
29121,0.0003079,0.00006094,0.09374,conus-2023-grid
29123,0.006038,0.002514,0.484,conus-2023-grid
29125,0.001487,0.0004165,0.2038,conus-2023-grid
29127,0.0004903,0.0001005,0.07366,conus-2023-grid
29129,0.0001358,0.00002828,0.07944,conus-2023-grid
29131,0.00103,0.0002654,0.1349,conus-2023-grid
29133,0.01368,0.006823,0.751,conus-2023-grid
29135,0.0007334,0.000176,0.1597,conus-2023-grid
29137,0.0005347,0.0001143,0.1289,conus-2023-grid
29139,0.001192,0.0003072,0.2311,conus-2023-grid
29141,0.0006926,0.000165,0.1244,conus-2023-grid
29143,0.01893,0.01015,0.8375,conus-2023-grid
29145,0.0004798,0.0001036,0.0794,conus-2023-grid
29147,0.0001276,0.00003542,0.06234,conus-2023-grid
29149,0.004941,0.001956,0.4333,conus-2023-grid
29151,0.001292,0.0003467,0.1418,conus-2023-grid
29153,0.002158,0.0006922,0.1996,conus-2023-grid
29155,0.01869,0.009657,0.824,conus-2023-grid
29157,0.006294,0.002641,0.494,conus-2023-grid
29159,0.0004526,0.0001004,0.1207,conus-2023-grid
29161,0.001941,0.0005881,0.2671,conus-2023-grid
29163,0.0009839,0.0002375,0.1188,conus-2023-grid
29165,0.0001941,0.00005096,0.04603,conus-2023-grid
29167,0.0007169,0.0001707,0.1471,conus-2023-grid
29169,0.001473,0.0004134,0.1564,conus-2023-grid
29171,0.0001585,0.00003154,0.07737,conus-2023-grid
29173,0.0006543,0.0001426,0.1598,conus-2023-grid
29175,0.0004361,0.00009248,0.1102,conus-2023-grid
29177,0.0002316,0.00005114,0.08401,conus-2023-grid
29179,0.004767,0.001875,0.3496,conus-2023-grid
29181,0.007603,0.003313,0.5528,conus-2023-grid
29183,0.002606,0.0008632,0.3073,conus-2023-grid
29185,0.0004591,0.0001004,0.07171,conus-2023-grid
29186,0.005394,0.002163,0.4669,conus-2023-grid
29187,0.00487,0.001911,0.3514,conus-2023-grid
29189,0.003568,0.001309,0.3675,conus-2023-grid
29195,0.0003653,0.00007678,0.1097,conus-2023-grid
29197,0.0001943,0.00003784,0.09204,conus-2023-grid
29199,0.0002312,0.00004488,0.1109,conus-2023-grid
29201,0.01053,0.004976,0.6842,conus-2023-grid
29203,0.004032,0.001519,0.3165,conus-2023-grid
29205,0.0003984,0.00008027,0.1441,conus-2023-grid
29207,0.01076,0.004976,0.6474,conus-2023-grid
29209,0.001007,0.0002657,0.1289,conus-2023-grid
29211,0.0001819,0.00003562,0.04859,conus-2023-grid
29213,0.001439,0.0004202,0.1488,conus-2023-grid
29215,0.002326,0.0007494,0.2841,conus-2023-grid
29217,0.0003351,0.0000678,0.1222,conus-2023-grid
29219,0.00175,0.0005073,0.277,conus-2023-grid
29221,0.003624,0.001317,0.3028,conus-2023-grid
29223,0.007566,0.003313,0.4875,conus-2023-grid
29225,0.001222,0.0003336,0.2041,conus-2023-grid
29227,0.000116,0.00002857,0.03173,conus-2023-grid
29229,0.001626,0.0004755,0.2609,conus-2023-grid
29510,0.004078,0.001556,0.3929,conus-2023-grid
30001,0.00219,0.000593,0.2915,conus-2023-grid
30003,0.0008033,0.0002072,0.09572,conus-2023-grid
30005,0.000116,0.00003116,0.02742,conus-2023-grid
30007,0.003295,0.001041,0.5682,conus-2023-grid
30009,0.001552,0.0004462,0.1438,conus-2023-grid
30011,0.0003163,0.00007946,0.05188,conus-2023-grid
30013,0.0006993,0.0002656,0.06219,conus-2023-grid
30015,0.000221,0.0000557,0.02398,conus-2023-grid
30017,0.0002252,0.00005469,0.0281,conus-2023-grid
30019,0.0001237,0.00003832,0.01543,conus-2023-grid
30021,0.0001295,0.00003586,0.01889,conus-2023-grid
30023,0.0005449,0.0001113,0.07725,conus-2023-grid
30025,0.0001445,0.00003474,0.0204,conus-2023-grid
30027,0.0002001,0.00004777,0.02487,conus-2023-grid
30029,0.003538,0.001016,0.3072,conus-2023-grid
30031,0.003852,0.0009722,0.3253,conus-2023-grid
30033,0.0002868,0.00009493,0.04155,conus-2023-grid
30035,0.001372,0.0006121,0.1616,conus-2023-grid
30037,0.0004382,0.0001122,0.05564,conus-2023-grid
30039,0.0007371,0.000175,0.09467,conus-2023-grid
30041,0.0001417,0.00003568,0.0381,conus-2023-grid
30043,0.002289,0.00061,0.2003,conus-2023-grid
30045,0.0004026,0.0001233,0.04266,conus-2023-grid
30047,0.006309,0.001983,0.6358,conus-2023-grid
30049,0.001504,0.0004074,0.1484,conus-2023-grid
30051,0.0002907,0.00008255,0.05704,conus-2023-grid
30053,0.0005297,0.0001248,0.0537,conus-2023-grid
30055,0.0002799,0.0001023,0.03828,conus-2023-grid
30057,0.004654,0.001335,0.5293,conus-2023-grid
30059,0.001071,0.0002676,0.09576,conus-2023-grid
30061,0.0006737,0.0001274,0.1467,conus-2023-grid
30063,0.001582,0.0004377,0.1681,conus-2023-grid
30065,0.0002945,0.00006822,0.0461,conus-2023-grid
30067,0.002779,0.0007846,0.2269,conus-2023-grid
30069,0.0001927,0.00004746,0.03759,conus-2023-grid
30071,0.0001743,0.00005256,0.02975,conus-2023-grid
30073,0.00111,0.0004768,0.09788,conus-2023-grid
30075,0.0006057,0.0001656,0.05904,conus-2023-grid
30077,0.002045,0.0006036,0.2914,conus-2023-grid
30079,0.0001677,0.00004328,0.03228,conus-2023-grid
30081,0.0004564,0.0001957,0.07709,conus-2023-grid
30083,0.000108,0.00003139,0.02643,conus-2023-grid
30085,0.000126,0.00003823,0.0164,conus-2023-grid
30087,0.0003023,0.0000715,0.0424,conus-2023-grid
30089,0.001534,0.0003702,0.3123,conus-2023-grid
30091,0.0000842,0.00002564,0.01114,conus-2023-grid
30093,0.001218,0.0002846,0.2545,conus-2023-grid
30095,0.001211,0.0003718,0.1088,conus-2023-grid
30097,0.001453,0.0005227,0.1344,conus-2023-grid
30099,0.00118,0.0004805,0.1004,conus-2023-grid
30101,0.000574,0.0002011,0.06132,conus-2023-grid
30103,0.0003057,0.0000704,0.03542,conus-2023-grid
30105,0.000362,0.0001524,0.03506,conus-2023-grid
30107,0.0005869,0.0001798,0.06776,conus-2023-grid
30109,0.000103,0.00002682,0.01538,conus-2023-grid
30111,0.0004912,0.0001154,0.06294,conus-2023-grid
31001,0.0001382,0.00004257,0.05249,conus-2023-grid
31003,0.0003277,0.0001192,0.04341,conus-2023-grid
31005,0.0002974,0.0000909,0.03025,conus-2023-grid
31007,0.0004135,0.0001097,0.04939,conus-2023-grid
31009,0.0003794,0.0001276,0.05332,conus-2023-grid
31011,0.0003005,0.00011,0.053,conus-2023-grid
31013,0.0005213,0.000158,0.09071,conus-2023-grid
31015,0.0003577,0.000129,0.04125,conus-2023-grid
31017,0.0003683,0.0001246,0.05375,conus-2023-grid
31019,0.0001911,0.00006033,0.04144,conus-2023-grid
31021,0.0001506,0.00004892,0.04802,conus-2023-grid
31023,0.0001953,0.000068,0.06189,conus-2023-grid
31025,0.0001263,0.00003976,0.04832,conus-2023-grid
31027,0.0002701,0.00009757,0.03377,conus-2023-grid
31029,0.0001676,0.00004663,0.0508,conus-2023-grid
31031,0.0005172,0.0001853,0.07868,conus-2023-grid
31033,0.0002693,0.0000706,0.06977,conus-2023-grid
31035,0.0001306,0.00004001,0.05358,conus-2023-grid
31037,0.0002507,0.00009424,0.04415,conus-2023-grid
31039,0.0002225,0.00008022,0.02423,conus-2023-grid
31041,0.000448,0.0001658,0.05928,conus-2023-grid
31043,0.0001752,0.00005821,0.03057,conus-2023-grid
31045,0.0007446,0.0002496,0.06324,conus-2023-grid
31047,0.0002576,0.00008535,0.05599,conus-2023-grid
31049,0.0002265,0.00006282,0.06311,conus-2023-grid
31051,0.0002148,0.0000743,0.02254,conus-2023-grid
31053,0.0001838,0.00006343,0.06072,conus-2023-grid
31055,0.0001224,0.00003751,0.03926,conus-2023-grid
31057,0.0001551,0.00004266,0.05123,conus-2023-grid
31059,0.0001249,0.00003792,0.05353,conus-2023-grid
31061,0.0001263,0.00003854,0.05044,conus-2023-grid
31063,0.0001863,0.00005744,0.02441,conus-2023-grid
31065,0.0001549,0.00004918,0.03883,conus-2023-grid
31067,0.0001281,0.0000399,0.05802,conus-2023-grid
31069,0.0003191,0.00009553,0.06697,conus-2023-grid
31071,0.0002819,0.00009195,0.05014,conus-2023-grid
31073,0.0001811,0.000057,0.04414,conus-2023-grid
31075,0.0003893,0.0001266,0.07359,conus-2023-grid
31077,0.0002673,0.00009198,0.05525,conus-2023-grid
31079,0.0001755,0.00005645,0.05874,conus-2023-grid
31081,0.0001662,0.0000534,0.05872,conus-2023-grid
31083,0.0001381,0.00004253,0.03709,conus-2023-grid
31085,0.0001707,0.00004965,0.02947,conus-2023-grid
31087,0.0001502,0.00004361,0.01927,conus-2023-grid
31089,0.0003247,0.0001122,0.04768,conus-2023-grid
31091,0.0003767,0.0001229,0.06802,conus-2023-grid
31093,0.0002265,0.00007693,0.04618,conus-2023-grid
31095,0.0001159,0.00003494,0.05174,conus-2023-grid
31097,0.0001413,0.00004659,0.05398,conus-2023-grid
31099,0.0001476,0.00004528,0.05005,conus-2023-grid
31101,0.0002306,0.00006738,0.02371,conus-2023-grid
31103,0.0003592,0.0001214,0.03908,conus-2023-grid
31105,0.0003626,0.00009438,0.08663,conus-2023-grid
31107,0.0003296,0.0001208,0.02875,conus-2023-grid
31109,0.0001314,0.00004086,0.04759,conus-2023-grid
31111,0.0002656,0.00008316,0.04938,conus-2023-grid
31113,0.0005081,0.0001911,0.06348,conus-2023-grid
31115,0.0003162,0.0001027,0.05153,conus-2023-grid
31117,0.0003225,0.0001013,0.04314,conus-2023-grid
31119,0.0003294,0.0001271,0.03674,conus-2023-grid
31121,0.0002154,0.00007394,0.06112,conus-2023-grid
31123,0.0003627,0.000102,0.03839,conus-2023-grid
31125,0.0002593,0.00009335,0.03784,conus-2023-grid
31127,0.0001497,0.00005058,0.0399,conus-2023-grid
31129,0.0001125,0.00003406,0.03499,conus-2023-grid
31131,0.0001369,0.00004513,0.04838,conus-2023-grid
31133,0.0001463,0.00004742,0.02683,conus-2023-grid
31135,0.0001916,0.00005458,0.05531,conus-2023-grid
31137,0.000165,0.00005112,0.05053,conus-2023-grid
31139,0.0003283,0.0001239,0.05739,conus-2023-grid
31141,0.0002899,0.0001108,0.05003,conus-2023-grid
31143,0.0002106,0.00007338,0.06054,conus-2023-grid
31145,0.0001574,0.00004922,0.03481,conus-2023-grid
31147,0.0001536,0.00004912,0.04314,conus-2023-grid
31149,0.0003258,0.0001078,0.05428,conus-2023-grid
31151,0.0001231,0.00003738,0.05029,conus-2023-grid
31153,0.0001209,0.00003714,0.03634,conus-2023-grid
31155,0.0001539,0.00005015,0.05473,conus-2023-grid
31157,0.0004767,0.0001293,0.04718,conus-2023-grid
31159,0.0001461,0.00004617,0.05361,conus-2023-grid
31161,0.0006173,0.0002145,0.08108,conus-2023-grid
31163,0.0002345,0.00007665,0.03148,conus-2023-grid
31165,0.0007402,0.0002268,0.08247,conus-2023-grid
31167,0.0002905,0.0001115,0.05177,conus-2023-grid
31169,0.0001111,0.00003332,0.03749,conus-2023-grid
31171,0.0003961,0.0001336,0.0578,conus-2023-grid
31173,0.0001769,0.00005934,0.04867,conus-2023-grid
31175,0.0002655,0.00008698,0.0629,conus-2023-grid
31177,0.0001316,0.00004121,0.04982,conus-2023-grid
31179,0.0002758,0.0001024,0.04973,conus-2023-grid
31181,0.0001179,0.00003591,0.0475,conus-2023-grid
31183,0.0002918,0.00009985,0.05388,conus-2023-grid
31185,0.0001571,0.00005007,0.04505,conus-2023-grid
32001,0.003928,0.001195,0.2985,conus-2023-grid
32003,0.001342,0.0003926,0.1393,conus-2023-grid
32005,0.01008,0.003392,0.8298,conus-2023-grid
32007,0.001229,0.000374,0.2756,conus-2023-grid
32009,0.006393,0.001556,0.6378,conus-2023-grid
32011,0.001124,0.0003459,0.3135,conus-2023-grid
32013,0.001148,0.0003714,0.5096,conus-2023-grid
32015,0.001689,0.0004866,0.3089,conus-2023-grid
32017,0.003037,0.0008568,0.4476,conus-2023-grid
32019,0.006368,0.00167,0.8593,conus-2023-grid
32021,0.01355,0.004704,0.8734,conus-2023-grid
32023,0.002657,0.0008183,0.3499,conus-2023-grid
32027,0.001316,0.0003513,0.3907,conus-2023-grid
32029,0.00776,0.002319,0.6187,conus-2023-grid
32031,0.002238,0.0006569,0.3578,conus-2023-grid
32033,0.0006037,0.0001596,0.06998,conus-2023-grid
32510,0.009896,0.003806,0.9224,conus-2023-grid
33001,0.001592,0.0005843,0.1202,conus-2023-grid
33003,0.001428,0.0005098,0.1747,conus-2023-grid
33005,0.001211,0.0004096,0.102,conus-2023-grid
33007,0.001092,0.0003559,0.09274,conus-2023-grid
33009,0.001258,0.0004258,0.1076,conus-2023-grid
33011,0.001745,0.0006747,0.1509,conus-2023-grid
33013,0.001623,0.0006032,0.19,conus-2023-grid
33015,0.002135,0.0008727,0.2149,conus-2023-grid
33017,0.001855,0.0007141,0.1488,conus-2023-grid
33019,0.001204,0.0003994,0.09922,conus-2023-grid
34001,0.0008256,0.0002803,0.1254,conus-2023-grid
34003,0.002151,0.0008805,0.2039,conus-2023-grid
34005,0.00125,0.0004563,0.1653,conus-2023-grid
34007,0.00129,0.0004764,0.1671,conus-2023-grid
34009,0.0005991,0.0001946,0.09766,conus-2023-grid
34011,0.0009429,0.0003417,0.1365,conus-2023-grid
34013,0.002147,0.000876,0.1478,conus-2023-grid
34015,0.001318,0.0004973,0.1582,conus-2023-grid
34017,0.00211,0.0008613,0.2081,conus-2023-grid
34019,0.001599,0.000591,0.1337,conus-2023-grid
34021,0.001707,0.0006578,0.1704,conus-2023-grid
34023,0.001925,0.0007751,0.1979,conus-2023-grid
34025,0.001681,0.000669,0.1973,conus-2023-grid
34027,0.001878,0.0007332,0.1322,conus-2023-grid
34029,0.001103,0.000398,0.1466,conus-2023-grid
34031,0.002018,0.0008099,0.1698,conus-2023-grid
34033,0.001293,0.0004973,0.1314,conus-2023-grid
34035,0.001899,0.0007482,0.1872,conus-2023-grid
34037,0.001531,0.000565,0.1104,conus-2023-grid
34039,0.002124,0.0008686,0.2069,conus-2023-grid
34041,0.001381,0.0004882,0.1032,conus-2023-grid
35001,0.000971,0.0003276,0.2107,conus-2023-grid
35003,0.0002285,0.00004681,0.06917,conus-2023-grid
35005,0.00007452,0.00002138,0.03841,conus-2023-grid
35006,0.001113,0.00045,0.1403,conus-2023-grid
35007,0.0005205,0.0001882,0.09641,conus-2023-grid
35009,0.0002095,0.0000636,0.03259,conus-2023-grid
35011,0.0001473,0.0000463,0.04417,conus-2023-grid
35013,0.0003676,0.0001446,0.09336,conus-2023-grid
35015,0.00009528,0.00003175,0.01319,conus-2023-grid
35017,0.0001574,0.00003081,0.04118,conus-2023-grid
35019,0.000251,0.00009195,0.04197,conus-2023-grid
35021,0.0003757,0.0001208,0.03322,conus-2023-grid
35023,0.0004242,0.0001778,0.07874,conus-2023-grid
35025,0.0001287,0.00004399,0.02796,conus-2023-grid
35027,0.0001199,0.00003409,0.02333,conus-2023-grid
35028,0.001041,0.0003386,0.1594,conus-2023-grid
35029,0.0002184,0.0001061,0.1081,conus-2023-grid
35031,0.00167,0.000729,0.1584,conus-2023-grid
35033,0.0005562,0.0002189,0.04857,conus-2023-grid
35035,0.0001875,0.00006807,0.02318,conus-2023-grid
35037,0.0003076,0.00009971,0.06263,conus-2023-grid
35039,0.0006995,0.0001875,0.1753,conus-2023-grid
35041,0.0001268,0.00003668,0.02649,conus-2023-grid
35043,0.0007854,0.0002102,0.1257,conus-2023-grid
35045,0.00117,0.0004404,0.1424,conus-2023-grid
35047,0.0003945,0.0001504,0.06381,conus-2023-grid
35049,0.0007791,0.0002769,0.148,conus-2023-grid
35051,0.000351,0.0001168,0.07024,conus-2023-grid
35053,0.0009333,0.000311,0.184,conus-2023-grid
35055,0.0005585,0.0001446,0.07446,conus-2023-grid
35057,0.0002965,0.0000644,0.06202,conus-2023-grid
35059,0.0004414,0.0001418,0.0435,conus-2023-grid
35061,0.001256,0.000399,0.1949,conus-2023-grid
36001,0.0008322,0.0002628,0.07838,conus-2023-grid
36003,0.0003191,0.0001052,0.06192,conus-2023-grid
36005,0.002028,0.0008171,0.1673,conus-2023-grid
36007,0.0004863,0.0001453,0.0448,conus-2023-grid
36009,0.0002868,0.00009416,0.02692,conus-2023-grid
36011,0.0003784,0.000112,0.08605,conus-2023-grid
36013,0.0002428,0.00007609,0.0235,conus-2023-grid
36015,0.000375,0.0001145,0.03665,conus-2023-grid
36017,0.0004896,0.000142,0.04994,conus-2023-grid
36019,0.002998,0.001163,0.204,conus-2023-grid
36021,0.0009134,0.0002868,0.07529,conus-2023-grid
36023,0.0004133,0.0001197,0.03978,conus-2023-grid
36025,0.0006553,0.0001956,0.05816,conus-2023-grid
36027,0.001397,0.0005133,0.1163,conus-2023-grid
36029,0.0003539,0.0001289,0.03312,conus-2023-grid
36031,0.002323,0.0008713,0.166,conus-2023-grid
36033,0.002971,0.001127,0.2462,conus-2023-grid
36035,0.0009846,0.0003146,0.08495,conus-2023-grid
36037,0.0004015,0.0001492,0.07422,conus-2023-grid
36039,0.0008613,0.0002746,0.07169,conus-2023-grid
36041,0.00215,0.0008702,0.1519,conus-2023-grid
36043,0.001474,0.0005234,0.1088,conus-2023-grid
36045,0.0006575,0.0001817,0.1003,conus-2023-grid
36047,0.001898,0.0007584,0.1914,conus-2023-grid
36049,0.0009739,0.0003004,0.1075,conus-2023-grid
36051,0.0003697,0.0001288,0.05146,conus-2023-grid
36053,0.0005092,0.0001465,0.06197,conus-2023-grid
36055,0.0003654,0.0001238,0.06147,conus-2023-grid
36057,0.0008459,0.0002657,0.07171,conus-2023-grid
36059,0.001543,0.0005817,0.1773,conus-2023-grid
36061,0.002097,0.0008535,0.1561,conus-2023-grid
