fips,strategic_class,strategic_site_ids,strategic_km,strategic_bearing,uasi_share,uasi_area
20121,B,warren_field,745.4,291,0.00009905,37
20123,B,warren_field,441.4,290,0,
20125,B,warren_field,753.4,304,0,
20127,B,warren_field,600.8,294,0,
20129,E,,,,0,
20131,B,warren_field,612.4,282,0,
20133,B,warren_field,747.3,300,0,
20135,B,warren_field,369.9,313,0,
20137,B,warren_field,290.6,291,0,
20139,B,warren_field,669.9,292,0,
20141,B,warren_field,400.2,293,0,
20143,B,warren_field,495.5,293,0,
20145,B,warren_field,441.4,311,0,
20147,B,warren_field,335.3,290,0,
20149,B,warren_field,598.5,288,0,
20151,B,warren_field,508.5,314,0,
20153,B,warren_field,201.1,301,0,
20155,B,warren_field,533.8,305,0,
20157,B,warren_field,471.7,284,0,
20159,B,warren_field,497.5,304,0,
20161,B,warren_field,576.2,289,0,
20163,B,warren_field,357.5,297,0,
20165,B,warren_field,407.7,308,0,
20167,B,warren_field,416.5,300,0,
20169,B,warren_field,514.7,296,0,
20171,B,warren_field,376.5,309,0,
20173,B,warren_field,599.8,306,0,
20175,E,,,,0,
20177,B,warren_field,657.4,289,0,
20179,B,warren_field,269.9,305,0,
20181,B,warren_field,263.2,301,0,
20183,B,warren_field,378.9,288,0,
20185,B,warren_field,481.5,310,0,
20187,E,,,,0,
20189,E,,,,0,
20191,B,warren_field,621.2,310,0,
20193,B,warren_field,229.1,311,0,
20195,B,warren_field,334.3,306,0,
20197,B,warren_field,620.6,290,0,
20199,B,warren_field,291.1,310,0,
20201,B,warren_field,523.3,284,0,
20203,B,warren_field,346.7,312,0,
20205,B,warren_field,727.7,302,0,
20207,B,warren_field,707.6,299,0,
20209,B,warren_field,736.6,287,0.0004903,37
21001,E,,,,0,
21003,E,,,,0,
21005,E,,,,0,
21007,E,,,,0,
21009,E,,,,0,
21011,E,,,,0,
21013,E,,,,0,
21015,C2,metro_17140,,,0.0003793,38
21017,E,,,,0,
21019,C2,refinery_21019,,,0,
21021,E,,,,0,
21023,C2,metro_17140,,,0.00002341,38
21025,E,,,,0,
21027,E,,,,0,
21029,C2,metro_31140,,,0,
21031,E,,,,0,
21033,E,,,,0,
21035,E,,,,0,
21037,C2,metro_17140,,,0.0002593,38
21039,E,,,,0,
21041,E,,,,0,
21043,E,,,,0,
21045,E,,,,0,
21047,E,,,,0,
21049,E,,,,0,
21051,E,,,,0,
21053,E,,,,0,
21055,E,,,,0,
21057,E,,,,0,
21059,E,,,,0,
21061,E,,,,0,
21063,E,,,,0,
21065,E,,,,0,
21067,E,,,,0,
21069,E,,,,0,
21071,E,,,,0,
21073,E,,,,0,
21075,E,,,,0,
21077,C2,metro_17140,,,0.00002423,38
21079,E,,,,0,
21081,C2,metro_17140,,,0.00006942,38
21083,E,,,,0,
21085,E,,,,0,
21087,E,,,,0,
21089,E,,,,0,
21091,E,,,,0,
21093,E,,,,0,
21095,E,,,,0,
21097,E,,,,0,
21099,E,,,,0,
21101,E,,,,0,
21103,C2,metro_31140,,,0,
21105,E,,,,0,
21107,E,,,,0,
21109,E,,,,0,
21111,C2,metro_31140,,,0,
21113,E,,,,0,
21115,E,,,,0,
21117,C2,metro_17140,,,0.0004714,38
21119,E,,,,0,
21121,E,,,,0,
21123,E,,,,0,
21125,E,,,,0,
21127,E,,,,0,
21129,E,,,,0,
21131,E,,,,0,
21133,E,,,,0,
21135,E,,,,0,
21137,E,,,,0,
21139,E,,,,0,
21141,E,,,,0,
21143,E,,,,0,
21145,E,,,,0,
21147,E,,,,0,
21149,E,,,,0,
21151,E,,,,0,
21153,E,,,,0,
21155,E,,,,0,
21157,E,,,,0,
21159,E,,,,0,
21161,E,,,,0,
21163,C2,metro_31140,,,0,
21165,E,,,,0,
21167,E,,,,0,
21169,E,,,,0,
21171,E,,,,0,
21173,E,,,,0,
21175,E,,,,0,
21177,E,,,,0,
21179,C2,metro_31140,,,0,
21181,E,,,,0,
21183,E,,,,0,
21185,C2,metro_31140,,,0,
21187,E,,,,0,
21189,E,,,,0,
21191,C2,metro_17140,,,0.00004078,38
21193,E,,,,0,
21195,E,,,,0,
21197,E,,,,0,
21199,E,,,,0,
21201,E,,,,0,
21203,E,,,,0,
21205,E,,,,0,
21207,E,,,,0,
21209,E,,,,0,
21211,C2,metro_31140,,,0,
21213,E,,,,0,
21215,C2,metro_31140,,,0,
21217,E,,,,0,
21219,E,,,,0,
21221,E,,,,0,
21223,E,,,,0,
21225,E,,,,0,
21227,E,,,,0,
21229,E,,,,0,
21231,E,,,,0,
21233,E,,,,0,
21235,E,,,,0,
21237,E,,,,0,
21239,E,,,,0,
22001,E,,,,0,
22003,E,,,,0,
22005,C2,port_8,,,0,
22007,E,,,,0,
22009,E,,,,0,
22011,E,,,,0,
22013,D,barksdale_afb,50.6,285,0,
22015,A,barksdale_afb,,,0,
22017,A,barksdale_afb,19,79,0,
22019,C2,port_10;refinery_22019,,,0,
22021,D,barksdale_afb,148.4,289,0,
22023,E,,,,0,
22025,E,,,,0,
22027,D,barksdale_afb,64.3,236,0,
22029,E,,,,0,
22031,E,,,,0,
22033,C2,port_8;refinery_22033,,,0,
22035,E,,,,0,
22037,E,,,,0,
22039,E,,,,0,
22041,E,,,,0,
22043,E,,,,0,
22045,E,,,,0,
22047,C2,port_8,,,0,
22049,D,barksdale_afb,93,285,0,
22051,C2,port_6,,,0.003055,32
22053,E,,,,0,
22055,E,,,,0,
22057,E,,,,0,
22059,E,,,,0,
22061,D,barksdale_afb,89.7,267,0,
22063,E,,,,0,
22065,E,,,,0,
22067,E,,,,0,
22069,E,,,,0,
22071,C2,port_6,,,0.00266,32
22073,D,barksdale_afb,137.7,270,0,
22075,E,,,,0.0001626,32
22077,E,,,,0,
22079,E,,,,0,
22081,E,,,,0,
22083,E,,,,0,
22085,E,,,,0,
22087,C2,port_6,,,0.0003031,32
22089,C2,port_2;refinery_22089,,,0.0003639,32
22091,E,,,,0,
22093,C2,port_2,,,0.0001398,32
22095,C2,port_2;refinery_22095,,,0.0002945,32
22097,E,,,,0,
22099,E,,,,0,
22101,E,,,,0,
22103,E,,,,0,
22105,E,,,,0,
22107,E,,,,0,
22109,E,,,,0,
22111,D,barksdale_afb,117,254,0,
22113,E,,,,0,
22115,E,,,,0,
22117,E,,,,0,
22119,D,barksdale_afb,33,228,0,
22121,C2,port_8,,,0,
22123,E,,,,0,
22125,E,,,,0,
22127,D,barksdale_afb,107.4,306,0,
23001,E,,,,0,
23003,E,,,,0,
23005,E,,,,0,
23007,E,,,,0,
23009,E,,,,0,
23011,E,,,,0,
23013,E,,,,0,
23015,E,,,,0,
23017,E,,,,0,
23019,E,,,,0,
23021,E,,,,0,
23023,E,,,,0,
23025,E,,,,0,
23027,E,,,,0,
23029,E,,,,0,
23031,E,,,,0,
24001,E,,,,0,
24003,C2,metro_12580,,,0.00244,21
24005,C2,metro_12580,,,0.003546,21
24009,D,metro_47900;pentagon;mount_weather,35.6,276,0,
24011,D,metro_47900;pentagon,91.7,273,0,
24013,C2,metro_12580,,,0.0007173,21
24015,C1,metro_37980,,,0.0004722,8
24017,C1,metro_47900,,,0.001462,3
24019,D,metro_47900;pentagon,81.7,271,0,
24021,C1,metro_47900,,,0.002384,3
24023,E,,,,0,
24025,C2,metro_12580,,,0.001082,21
24027,C2,metro_12580,,,0.001379,21
24029,D,metro_47900;pentagon;raven_rock,80.8,243,0,
24031,A,pentagon,24.8,166,0.009319,3
24033,A,pentagon,15.1,253,0.008484,3
24035,C2,metro_12580,,,0.0002069,21
24037,D,metro_47900;mount_weather,44.6,313,0,
24039,D,metro_47900;pentagon,116.6,296,0,
24041,D,metro_47900;pentagon,70.2,283,0,
24043,A,raven_rock,29.6,64,0,
24045,D,metro_47900;pentagon,120.5,282,0,
24047,E,,,,0,
24510,C2,metro_12580,,,0.002431,21
25001,A,cape_cod_sfs,,,0,
25003,E,,,,0,
25005,C2,metro_39300,,,0,
25007,E,,,,0,
25009,C2,metro_14460,,,0.004182,11
25011,E,,,,0,
25013,D,metro_35620,123.8,230,0,
25015,E,,,,0,
25017,C2,metro_14460,,,0.008427,11
25019,E,,,,0,
25021,C2,metro_14460,,,0.003751,11
25023,C2,metro_14460,,,0.002742,11
25025,C2,metro_14460,,,0.004117,11
25027,E,,,,0,
26001,E,,,,0,
26003,E,,,,0,
26005,E,,,,0,
26007,E,,,,0,
26009,E,,,,0,
26011,E,,,,0,
26013,E,,,,0,
26015,C2,metro_24340,,,0,
26017,E,,,,0,
26019,E,,,,0,
26021,D,metro_16980,78.1,228,0,
26023,E,,,,0,
26025,E,,,,0,
26027,D,metro_16980,97.8,245,0,
26029,E,,,,0,
26031,E,,,,0,
26033,E,,,,0,
26035,E,,,,0,
26037,E,,,,0,
26039,E,,,,0,
26041,E,,,,0,
26043,E,,,,0,
26045,E,,,,0,
26047,E,,,,0,
26049,E,,,,0,
26051,E,,,,0,
26053,B,minot_field,793.3,283,0,
26055,E,,,,0,
26057,E,,,,0,
26059,E,,,,0,
26061,E,,,,0,
26063,E,,,,0,
26065,E,,,,0,
26067,C2,metro_24340,,,0,
26069,E,,,,0,
26071,E,,,,0,
26073,E,,,,0,
26075,E,,,,0,
26077,E,,,,0,
26079,E,,,,0,
26081,C2,metro_24340,,,0,
26083,E,,,,0,
26085,E,,,,0,
26087,C2,metro_19820,,,0.0002489,20
26089,E,,,,0,
26091,E,,,,0,
26093,C2,metro_19820,,,0.0005439,20
26095,E,,,,0,
26097,E,,,,0,
26099,C2,metro_19820,,,0.002473,20
26101,E,,,,0,
26103,E,,,,0,
26105,E,,,,0,
26107,E,,,,0,
26109,E,,,,0,
26111,E,,,,0,
26113,E,,,,0,
26115,E,,,,0,
26117,C2,metro_24340,,,0,
26119,E,,,,0,
26121,E,,,,0,
26123,E,,,,0,
26125,C2,metro_19820,,,0.003579,20
26127,E,,,,0,
26129,E,,,,0,
26131,E,,,,0,
26133,E,,,,0,
26135,E,,,,0,
26137,E,,,,0,
26139,C2,metro_24340,,,0,
26141,E,,,,0,
26143,E,,,,0,
26145,E,,,,0,
26147,C2,metro_19820,,,0.0004506,20
26149,D,metro_16980,137.4,253,0,
26151,E,,,,0,
26153,E,,,,0,
26155,E,,,,0,
26157,E,,,,0,
26159,D,metro_16980,123.4,228,0,
26161,E,,,,0,
26163,C2,metro_19820,,,0.005037,20
26165,E,,,,0,
27001,B,minot_field,526.9,285,0,
27003,B,minot_field,602.8,299,0.001409,16
27005,B,minot_field,353.2,285,0,
27007,B,minot_field,410,272,0,
27009,B,minot_field,522.4,297,0,
27011,B,minot_field;warren_field,384,311,0,
27013,B,minot_field,622.4,310,0,
27015,B,minot_field;warren_field,575.4,312,0,
27017,B,minot_field,599,283,0,
27019,B,minot_field,595.6,303,0.0004139,16
27021,B,minot_field,454.6,283,0,
27023,B,minot_field;warren_field,464.7,310,0,
27025,B,minot_field,613.9,295,0.0002191,16
27027,B,minot_field,287.7,288,0,
27029,B,minot_field,370.7,272,0,
27031,B,minot_field,747.8,272,0,
27033,B,minot_field;warren_field,572,317,0,
27035,B,minot_field,484.8,288,0,
27037,B,minot_field,634.9,302,0.001703,16
27039,B,minot_field,703.9,307,0,
27041,B,minot_field,419.9,298,0,
27043,B,minot_field;warren_field,658.2,313,0,
27045,B,minot_field,772.6,307,0,
27047,B,minot_field,695,311,0,
27049,B,minot_field,686.4,303,0,
27051,B,minot_field;warren_field,381,300,0,
27053,B,minot_field,608.6,301,0.00496,16
27055,E,,,,0,
27057,B,minot_field,410.9,280,0,
27059,B,minot_field,585.9,295,0.0001592,16
27061,B,minot_field,512.8,276,0,
27063,B,minot_field;warren_field,660.9,314,0,
27065,B,minot_field,568,292,0,
27067,B,minot_field;warren_field,488.7,305,0,
27069,B,minot_field,289.5,260,0,
27071,B,minot_field,518.8,261,0,
27073,B,minot_field;warren_field,433.1,313,0,
27075,B,minot_field,661.4,277,0,
27077,B,minot_field,434.7,254,0,
27079,B,minot_field,621.4,307,0.0001109,16
27081,B,minot_field;warren_field,540.5,314,0,
27083,B,minot_field;warren_field,495.4,317,0,
27085,B,minot_field,556,305,0,
27087,B,minot_field,339.3,277,0,
27089,B,minot_field,294.3,256,0,
27091,B,minot_field;warren_field,627.8,316,0,
27093,B,minot_field,524.6,303,0,
27095,B,minot_field,548.8,294,0.0001022,16
27097,B,minot_field,490.1,293,0,
27099,B,minot_field,722.9,310,0,
27101,B,minot_field;warren_field,600.1,315,0,
27103,B,minot_field,609.1,309,0,
27105,B,minot_field;warren_field,632.1,317,0,
27107,B,minot_field,290.8,277,0,
27109,B,minot_field,725.5,306,0,
27111,B,minot_field,368.2,292,0,
27113,B,minot_field,317.5,261,0,
27115,B,minot_field,591.4,290,0,
27117,B,minot_field;warren_field,571,317,0,
27119,B,minot_field,283,267,0,
27121,B,minot_field;warren_field,432,302,0,
27123,B,minot_field,625,300,0.002138,16
27125,B,minot_field,315.7,266,0,
27127,B,minot_field;warren_field,528.6,313,0,
27129,B,minot_field;warren_field,522.7,309,0,
27131,B,minot_field,652.1,306,0,
27133,B,warren_field;minot_field,618.1,246,0,
27135,B,minot_field,373,262,0,
27137,B,minot_field,607,278,0,
27139,B,minot_field,617.1,304,0.0005842,16
27141,B,minot_field,560.9,298,0.0003761,16
27143,B,minot_field,580.5,307,0,
27145,B,minot_field,509,298,0,
27147,B,minot_field,675.5,308,0,
27149,B,minot_field;warren_field,403.9,305,0,
27151,B,minot_field;warren_field,441.8,307,0,
27153,B,minot_field,446.9,294,0,
27155,B,minot_field;warren_field,353.1,307,0,
27157,B,minot_field,725.2,303,0,
27159,B,minot_field,417.2,288,0,
27161,B,minot_field,654.7,309,0,
27163,B,minot_field,638,300,0.001036,16
27165,B,minot_field;warren_field,597.9,314,0,
27167,B,minot_field;warren_field,321.2,297,0,
27169,B,minot_field,775.4,304,0,
27171,B,minot_field,565.1,300,0.0005471,16
27173,B,minot_field;warren_field,469.1,314,0,
28001,E,,,,0,
28003,E,,,,0,
28005,E,,,,0,
28007,E,,,,0,
28009,C2,metro_32820,,,0,
28011,E,,,,0,
28013,E,,,,0,
28015,E,,,,0,
28017,E,,,,0,
28019,E,,,,0,
28021,E,,,,0,
28023,E,,,,0,
28025,E,,,,0,
28027,E,,,,0,
28029,E,,,,0,
28031,E,,,,0,
28033,C2,metro_32820,,,0,
28035,E,,,,0,
28037,E,,,,0,
28039,E,,,,0,
28041,E,,,,0,
28043,E,,,,0,
28045,E,,,,0,
28047,E,,,,0,
28049,E,,,,0,
28051,E,,,,0,
28053,E,,,,0,
28055,E,,,,0,
28057,E,,,,0,
28059,C2,refinery_28059,,,0,
28061,E,,,,0,
28063,E,,,,0,
28065,E,,,,0,
28067,E,,,,0,
28069,E,,,,0,
28071,E,,,,0,
28073,E,,,,0,
28075,E,,,,0,
28077,E,,,,0,
28079,E,,,,0,
28081,E,,,,0,
28083,E,,,,0,
28085,E,,,,0,
28087,E,,,,0,
28089,E,,,,0,
28091,E,,,,0,
28093,C2,metro_32820,,,0,
28095,E,,,,0,
28097,E,,,,0,
28099,E,,,,0,
28101,E,,,,0,
28103,E,,,,0,
28105,E,,,,0,
28107,E,,,,0,
28109,E,,,,0,
28111,E,,,,0,
28113,E,,,,0,
28115,E,,,,0,
28117,E,,,,0,
28119,E,,,,0,
28121,E,,,,0,
28123,E,,,,0,
28125,E,,,,0,
28127,E,,,,0,
28129,E,,,,0,
28131,E,,,,0,
28133,E,,,,0,
28135,E,,,,0,
28137,C2,metro_32820,,,0,
28139,E,,,,0,
28141,E,,,,0,
28143,C2,metro_32820,,,0,
28145,E,,,,0,
28147,E,,,,0,
28149,E,,,,0,
28151,E,,,,0,
28153,E,,,,0,
28155,E,,,,0,
28157,E,,,,0,
28159,E,,,,0,
28161,E,,,,0,
28163,E,,,,0,
29001,E,,,,0,
29003,B,warren_field,706.8,284,0,
29005,B,warren_field,643.4,280,0,
29007,E,,,,0,
29009,E,,,,0,
29011,E,,,,0,
29013,B,warren_field,796.3,293,0.0000464,37
29015,D,kcnsc,109.1,298,0,
29017,E,,,,0,
29019,D,whiteman_afb,109.5,257,0,
29021,B,warren_field,710.1,281,0,
29023,E,,,,0,
29025,B,warren_field,780.8,282,0.00002542,37
29027,D,whiteman_afb,135,267,0,
29029,E,,,,0,
29031,E,,,,0,
29033,D,kcnsc,92.9,242,0,
29035,E,,,,0,
29037,C1,kcnsc,16.8,320,0.0003121,37
29039,E,,,,0,
29041,D,kcnsc,140.6,248,0,
29043,E,,,,0,
29045,E,,,,0,
29047,B,warren_field,749.9,285,0.0007329,37
29049,B,warren_field,751.4,282,0.00006132,37
29051,D,whiteman_afb,117.3,280,0,
29053,D,whiteman_afb;kcnsc,70.4,254,0,
29055,E,,,,0,
29057,E,,,,0,
29059,E,,,,0,
29061,B,warren_field,775.5,283,0,
29063,B,warren_field,747.5,281,0,
29065,E,,,,0,
29067,E,,,,0,
29069,E,,,,0,
29071,C2,metro_41180,,,0.0003513,29
29073,E,,,,0,
29075,B,warren_field,731.5,282,0,
29077,E,,,,0,
29079,E,,,,0,
29081,B,warren_field,765.1,280,0,
29083,D,kcnsc,71.7,304,0,
29085,D,kcnsc,133.6,315,0,
29087,B,warren_field,671.8,283,0,
29089,D,whiteman_afb,86.4,238,0,
29091,E,,,,0,
29093,E,,,,0,
29095,C1,kcnsc,,,0.002077,37
29097,E,,,,0,
29099,C2,metro_41180,,,0.000762,29
29101,A,whiteman_afb,,,0,
29103,E,,,,0,
29105,E,,,,0,
29107,C2,metro_28140,,,0.0000954,37
29109,E,,,,0,
29111,E,,,,0,
29113,C2,metro_41180,,,0.0001999,29
29115,D,kcnsc,147.2,234,0,
29117,D,kcnsc,140.9,227,0,
29119,E,,,,0,
29121,E,,,,0,
29123,E,,,,0,
29125,E,,,,0,
29127,E,,,,0,
29129,B,warren_field,798.3,279,0,
29131,D,whiteman_afb,105.5,301,0,
29133,E,,,,0,
29135,D,whiteman_afb,82.5,278,0,
29137,E,,,,0,
29139,E,,,,0,
29141,D,whiteman_afb;kcnsc,72,302,0,
29143,E,,,,0,
29145,E,,,,0,
29147,B,warren_field,692.1,281,0,
29149,E,,,,0,
29151,D,whiteman_afb,148.1,282,0,
29153,E,,,,0,
29155,E,,,,0,
29157,E,,,,0,
29159,A,whiteman_afb,26.6,277,0,
29161,E,,,,0,
29163,E,,,,0,
29165,B,warren_field,734.2,286,0.0003086,37
29167,E,,,,0,
29169,E,,,,0,
29171,E,,,,0,
29173,E,,,,0,
29175,D,whiteman_afb,121.7,232,0,
29177,B,warren_field,783.7,284,0.00006706,37
29179,E,,,,0,
29181,E,,,,0,
29183,C2,metro_41180,,,0.001362,29
29185,E,,,,0,
29186,E,,,,0,
29187,E,,,,0,
29189,C2,metro_41180,,,0.003375,29
29195,D,kcnsc,107.8,264,0,
29197,E,,,,0,
29199,E,,,,0,
29201,E,,,,0,
29203,E,,,,0,
29205,E,,,,0,
29207,E,,,,0,
29209,E,,,,0,
29211,E,,,,0,
29213,E,,,,0,
29215,E,,,,0,
29217,E,,,,0,
29219,C2,metro_41180,,,0.0001192,29
29221,E,,,,0,
29223,E,,,,0,
29225,E,,,,0,
29227,B,warren_field,725.5,279,0,
29229,E,,,,0,
29510,C2,metro_41180,,,0.001013,29
30001,E,,,,0,
30003,B,malmstrom_field,209.3,300,0,
30005,B,malmstrom_field,131,243,0,
30007,B,malmstrom_field,58.4,54,0,
30009,B,malmstrom_field,199.7,315,0,
30011,B,malmstrom_field,398.9,297,0,
30013,A,malmstrom_afb;malmstrom_field,,,0,
30015,A,malmstrom_field,,,0,
30017,B,malmstrom_field,275.6,291,0,
30019,B,malmstrom_field,331.8,240,0,
30021,B,malmstrom_field,339,273,0,
30023,E,,,,0,
30025,B,malmstrom_field,386.3,286,0,
30027,A,malmstrom_field,,,0,
30029,E,,,,0,
30031,E,,,,0,
30033,B,malmstrom_field,172.8,268,0,
30035,E,,,,0,
30037,B,malmstrom_field,60.7,292,0,
30039,E,,,,0,
30041,B,malmstrom_field,201.8,249,0,
30043,E,,,,0,
30045,A,malmstrom_field,,,0,
30047,E,,,,0,
30049,A,malmstrom_field,,,0,
30051,B,malmstrom_field,125,231,0,
30053,E,,,,0,
30055,B,malmstrom_field,273.3,263,0,
30057,E,,,,0,
30059,A,malmstrom_field,,,0,
30061,E,,,,0,
30063,E,,,,0,
30065,B,malmstrom_field,105.6,275,0,
30067,E,,,,0,
30069,B,malmstrom_field,73.1,289,0,
30071,B,malmstrom_field,198.1,255,0,
30073,B,malmstrom_field,44.6,192,0,
30075,B,malmstrom_field,345.7,306,0,
30077,E,,,,0,
30079,B,malmstrom_field,303.4,280,0,
30081,E,,,,0,
30083,B,malmstrom_field,382,264,0,
30085,B,malmstrom_field,317.6,253,0,
30087,B,malmstrom_field,248.3,307,0,
30089,E,,,,0,
30091,B,malmstrom_field,390.7,246,0,
30093,E,,,,0,
30095,B,malmstrom_field,168.8,310,0,
30097,B,malmstrom_field,74.4,3,0,
30099,A,malmstrom_field,,,0,
30101,E,,,,0,
30103,B,malmstrom_field,186.1,306,0,
30105,B,malmstrom_field,230.7,242,0,
30107,A,malmstrom_field,,,0,
30109,B,malmstrom_field,382.6,276,0,
30111,B,malmstrom_field,128,308,0,
31001,B,warren_field,392.6,282,0,
31003,B,warren_field,424.3,258,0,
31005,B,warren_field,118,251,0,
31007,A,warren_field,,,0,
31009,B,warren_field,261.1,254,0,
31011,B,warren_field,419.7,265,0,
31013,B,warren_field;malmstrom_field,95,226,0,
31015,B,warren_field,398.7,244,0,
31017,B,warren_field,300.6,242,0,
31019,B,warren_field,334.9,280,0,
31021,B,warren_field,559,265,0,
31023,B,warren_field,490.8,272,0,
31025,A,offutt_afb,23.7,32,0,
31027,B,warren_field,500.2,254,0,
31029,B,warren_field,126.2,282,0,
31031,B,warren_field,256.1,228,0,
31033,A,warren_field,,,0,
31035,B,warren_field,425.5,282,0,
31037,B,warren_field,496.4,268,0,
31039,B,warren_field,525.7,264,0,
31041,B,warren_field,279.6,267,0,
31043,B,warren_field,561.4,258,0,
31045,B,warren_field;malmstrom_field,131,234,0,
31047,B,warren_field,268.2,280,0,
31049,B,warren_field,58.2,284,0,
31051,B,warren_field,530.1,257,0,
31053,B,warren_field,541.9,269,0,
31055,A,offutt_afb,19.4,138,0,
31057,B,warren_field,144.9,300,0,
31059,B,warren_field,462.7,281,0,
31061,B,warren_field,355.1,281,0,
31063,B,warren_field,227.4,274,0,
31065,B,warren_field,272.1,282,0,
31067,B,warren_field,540.5,283,0,
31069,B,warren_field,62.2,248,0,
31071,B,warren_field,331.9,260,0,
31073,B,warren_field,275.7,274,0,
31075,B,warren_field,135.4,232,0,
31077,B,warren_field,378.3,266,0,
31079,B,warren_field,389.9,276,0,
31081,B,warren_field,420,277,0,
31083,B,warren_field,318.4,283,0,
31085,B,warren_field,174.1,279,0,
31087,B,warren_field,185.6,289,0,
31089,B,warren_field,379.7,250,0,
31091,B,warren_field,185.5,242,0,
31093,B,warren_field,378.3,272,0,
31095,B,warren_field,507.2,279,0,
31097,B,warren_field,577.9,281,0,
31099,B,warren_field,346.8,275,0,
31101,B,warren_field,110.1,275,0,
31103,B,warren_field,328.4,237,0,
31105,A,warren_field,,,0,
31107,B,warren_field,460.1,252,0,
31109,B,warren_field,533.9,277,0,
31111,B,warren_field,186.3,274,0,
31113,B,warren_field,211.4,262,0,
31115,B,warren_field,307.1,258,0,
31117,B,warren_field,171.8,258,0,
31119,B,warren_field,469.7,261,0,
31121,B,warren_field,416.4,273,0,
31123,B,warren_field;malmstrom_field,50.5,248,0,
31125,B,warren_field,427.7,269,0,
31127,B,warren_field,610.2,281,0,
31129,B,warren_field,431.1,281,0,
31131,B,warren_field,588.8,278,0,
31133,B,warren_field,588.6,284,0,
31135,B,warren_field,119.4,291,0,
31137,B,warren_field,312.5,277,0,
31139,B,warren_field,464.4,257,0,
31141,B,warren_field,470.5,268,0,
31143,B,warren_field,456.4,272,0,
31145,B,warren_field,219.1,286,0,
31147,B,warren_field,631.4,284,0,
31149,B,warren_field,325.8,244,0,
31151,B,warren_field,508.7,280,0,
31153,A,offutt_afb,,,0,
31155,B,warren_field,539.6,272,0,
31157,B,warren_field;malmstrom_field,36.4,186,0,
31159,B,warren_field,496.9,276,0,
31161,B,warren_field;malmstrom_field,174.1,248,0,
31163,B,warren_field,338.1,271,0,
31165,B,warren_field;malmstrom_field,55.6,231,0,
31167,B,warren_field,486.2,262,0,
31169,B,warren_field,466.1,279,0,
31171,B,warren_field,220,248,0,
31173,B,warren_field,548.9,261,0,
31175,B,warren_field,341.2,265,0,
31177,B,warren_field,572.9,269,0,
31179,B,warren_field,506.8,259,0,
31181,B,warren_field,393.9,280,0,
31183,B,warren_field,379,260,0,
31185,B,warren_field,455.1,277,0,
32001,E,,,,0,
32003,C2,metro_29820,,,0.01313,19
32005,D,beale_afb,142.7,278,0,
32007,E,,,,0,
32009,E,,,,0,
32011,E,,,,0,
32013,E,,,,0,
32015,E,,,,0,
32017,D,nnss,142.9,242,0,
32019,E,,,,0,
32021,E,,,,0,
32023,C1,nnss,,,0,
32027,E,,,,0,
32029,E,,,,0,
32031,D,beale_afb,145.3,252,0,
32033,E,,,,0,
32510,D,beale_afb,141.7,268,0,
33001,E,,,,0,
33003,E,,,,0,
33005,E,,,,0,
33007,E,,,,0,
33009,E,,,,0,
33011,E,,,,0,
33013,E,,,,0,
33015,C2,metro_14460,,,0.001624,11
33017,C2,metro_14460,,,0.0006767,11
33019,E,,,,0,
34001,D,metro_37980,58.8,307,0,
34003,C1,metro_35620,,,0.007539,4
34005,C1,metro_37980,,,0.002102,8
34007,C1,metro_37980,,,0.002383,8
34009,D,metro_37980,96.2,313,0,
34011,D,metro_37980,32.9,311,0,
34013,C1,metro_35620,,,0.006812,4
34015,C1,metro_37980,,,0.001376,8
34017,C1,metro_35620,,,0.005708,4
34019,C1,metro_35620,,,0.001017,4
34021,D,metro_37980,27.8,266,0,
34023,C1,metro_35620,,,0.006806,4
34025,C1,metro_35620,,,0.005075,4
34027,C1,metro_35620,,,0.004015,4
34029,C1,metro_35620,,,0.005026,4
34031,C1,metro_35620,,,0.004134,4
34033,C1,metro_37980,,,0.0002952,8
34035,C1,metro_35620,,,0.002724,4
34037,C1,metro_35620,,,0.001137,4
34039,C1,metro_35620,,,0.004538,4
34041,E,,,,0,
35001,A,kirtland_afb,,,0,
35003,E,,,,0,
35005,E,,,,0,
35006,E,,,,0,
35007,E,,,,0,
35009,E,,,,0,
35011,E,,,,0,
35013,E,,,,0,
35015,E,,,,0,
35017,E,,,,0,
35019,E,,,,0,
35021,E,,,,0,
35023,E,,,,0,
35025,E,,,,0,
35027,E,,,,0,
35028,C1,lanl,,,0,
35029,E,,,,0,
35031,E,,,,0,
35033,D,lanl,94.4,261,0,
35035,E,,,,0,
35037,E,,,,0,
35039,E,,,,0,
35041,E,,,,0,
35043,E,,,,0,
35045,E,,,,0,
35047,D,lanl;sandia_nm;kirtland_afb,93,291,0,
35049,D,lanl,37.5,315,0,
35051,E,,,,0,
35053,E,,,,0,
35055,E,,,,0,
35057,D,kirtland_afb;sandia_nm,44.2,296,0,
35059,E,,,,0,
35061,E,,,,0,
36001,E,,,,0,
36003,E,,,,0,
36005,C1,metro_35620,,,0.02728,1
36007,E,,,,0,
36009,E,,,,0,
36011,E,,,,0,
36013,E,,,,0,
36015,E,,,,0,
36017,E,,,,0,
36019,E,,,,0,
36021,E,,,,0,
36023,E,,,,0,
36025,E,,,,0,
36027,D,metro_35620,94.2,226,0,
36029,C2,metro_15380,,,0,
36031,E,,,,0,
36033,E,,,,0,
36035,E,,,,0,
36037,E,,,,0,
36039,E,,,,0,
36041,E,,,,0,
36043,E,,,,0,
