fips,smoke_days_35,smoke_days_55,smoke_trend,hms_smoke_days,smoke_basis
01001,0,0,0,11.4,imputed
01003,0,0,0,9.38,monitor
01005,0,0,0,10.5,imputed
01007,0,0,0,12.4,imputed
01009,0,0,0,11.6,imputed
01011,0,0,0,10.8,imputed
01013,0,0,0,9.88,imputed
01015,0,0,0,12,imputed
01017,0,0,0,11.6,imputed
01019,0,0,0,12,imputed
01021,0.306,0,0.141,12.2,imputed
01023,0,0,0,11.4,imputed
01025,0,0,0,11,imputed
01027,0,0,0,12.1,monitor
01029,0,0,0,11.8,imputed
01031,0,0,0,9.88,imputed
01033,0,0,0,13.2,imputed
01035,0,0,0,11.6,imputed
01037,0,0,0,12.1,imputed
01039,0,0,0,10.8,imputed
01041,0,0,0,9.62,imputed
01043,0,0,0,12.8,imputed
01045,0,0,0,10.2,imputed
01047,0,0,0,11.8,imputed
01049,0,0,0,11.6,monitor
01051,0,0,0,11.4,imputed
01053,0,0,0,10.6,imputed
01055,0,0,0,11.6,monitor
01057,0,0,0,12.5,imputed
01059,0,0,0,12.6,imputed
01061,0,0,0,10.2,imputed
01063,0,0,0,12.1,imputed
01065,0,0,0,12.2,imputed
01067,0,0,0,9.5,imputed
01069,0.916,0.114,0.418,9.5,imputed
01071,0,0,0,11.9,imputed
01073,0.25,0,0.167,11.6,monitor
01075,0,0,0,12.2,imputed
01077,0,0,0,13.8,imputed
01079,0,0,0,12.6,imputed
01081,0,0,0,11.5,imputed
01083,0.178,0,0.0811,13.5,imputed
01085,0,0,0,10.1,imputed
01087,0,0,0,12.2,imputed
01089,0.127,0,0.0826,12.2,monitor
01091,0,0,0,12.5,imputed
01093,0,0,0,12.2,imputed
01095,0,0,0,12,imputed
01097,0,0,0,9.25,monitor
01099,0,0,0,10.9,imputed
01101,0,0,0,10.8,monitor
01103,0,0,0,12.2,monitor
01105,0,0,0,12,imputed
01107,0,0,0,12.9,imputed
01109,0,0,0,10.4,imputed
01111,0,0,0,11,imputed
01113,0,0,0,11.5,monitor
01115,0,0,0,11.9,imputed
01117,0.294,0,0.138,11.8,imputed
01119,0,0,0,12.9,monitor
01121,0,0,0,12,imputed
01123,0,0,0,12.1,imputed
01125,0,0,0,11.9,monitor
01127,0.316,0,0.143,12.6,imputed
01129,0,0,0,10.6,imputed
01131,0,0,0,11,imputed
01133,0,0,0,12.6,imputed
02013,0.234,0.167,0.0372,1.12,imputed
02016,0.026,0.0185,0.0174,0.125,imputed
02020,0.75,0.375,0,4.88,monitor
02050,0.703,0.5,0.141,3.38,imputed
02060,0.625,0.444,0.0942,3,imputed
02063,0.729,0.519,0.134,3.5,imputed
02066,1.22,0.87,0.375,5.88,imputed
02068,1.95,1.39,0.613,9.38,imputed
02070,0.625,0.444,0.104,3,imputed
02090,4.47,3.69,1.56,11.5,monitor
02100,0.365,0,0.0952,4.75,imputed
02105,0.298,0,0.0723,3.88,imputed
02110,0.406,0,-0.0387,5.12,monitor
02122,1.12,0.796,0.186,5.38,imputed
02130,1.15,0.815,0.263,5.5,imputed
02150,0.599,0.426,0.117,2.88,imputed
02158,0.677,0.481,0.154,3.25,imputed
02164,0.625,0.444,0.114,3,imputed
02170,0.125,0,-0.0119,5.88,monitor
02180,0.729,0.519,0.0694,3.5,imputed
02185,1.22,0.87,0.33,5.88,imputed
02188,1.12,0.796,0.26,5.38,imputed
02195,1.46,1.04,0.313,7,imputed
02198,0.885,0.63,0.228,4.25,imputed
02220,0.327,0,0.0769,4.25,imputed
02230,0.442,0,0.126,5.75,imputed
02240,2.03,1.44,0.595,9.75,imputed
02275,1.2,0.852,0.322,5.75,imputed
02282,0.755,0.537,0.161,3.62,imputed
02290,2.29,1.63,0.595,11,imputed
04001,0,0,0,8.38,monitor
04003,0,0,0,4.75,imputed
04005,1.89,0.98,0.186,8.75,imputed
04007,1.41,0,0.0288,10.5,imputed
04009,1.13,0,0.168,8.38,imputed
04011,1.98,1.02,0.26,9.12,imputed
04012,0,0,0,6,monitor
04013,0,0,0,6.12,monitor
04015,0,0,0,7.12,monitor
04017,0,0,0,9.38,imputed
04019,0,0,0,4.88,monitor
04021,0.875,0,0.107,6.5,monitor
04023,0,0,0,4.75,monitor
04025,0,0,0,7.88,imputed
04027,0,0,0,5.88,monitor
05001,0,0,0,21.4,monitor
05003,0.313,0,0.198,17.6,monitor
05005,0,0,0,19,imputed
05007,0,0,0,18.6,imputed
05009,0,0,0,17.6,imputed
05011,0.343,0,0.146,17.1,imputed
05013,0.419,0,0.176,16.8,imputed
05015,0,0,0,18.5,imputed
05017,0.37,0,0.162,18.5,imputed
05019,0,0,0,17.2,imputed
05021,0.149,0,0.0578,23.2,imputed
05023,0,0,0,19,imputed
05025,0,0,0,17.6,imputed
05027,0.359,0,0.147,14.4,imputed
05029,0,0,0,18.1,imputed
05031,0,0,0,23,imputed
05033,0,0,0,17.5,imputed
05035,0,0,0,21.2,monitor
05037,0,0,0,23.2,imputed
05039,0,0,0,16.8,imputed
05041,0,0,0,20,imputed
05043,0.37,0,0.156,18.5,imputed
05045,0,0,0,19.2,imputed
05047,0,0,0,18.5,imputed
05049,0,0,0,18.4,imputed
05051,0,0,0,17.8,monitor
05053,0,0,0,17.6,imputed
05055,0,0,0,22.8,imputed
05057,0,0,0,15.8,imputed
05059,0,0,0,17.2,imputed
05061,0,0,0,15.6,imputed
05063,0,0,0,20.6,imputed
05065,0,0,0,18.4,imputed
05067,0,0,0,21.8,monitor
05069,0,0,0,20.2,imputed
05071,0,0,0,18,imputed
05073,0,0,0,14.6,imputed
05075,0,0,0,22.1,imputed
05077,0,0,0,21.2,imputed
05079,0,0,0,20.9,imputed
05081,0,0,0,15.4,imputed
05083,0,0,0,18.6,imputed
05085,0,0,0,21.1,imputed
05087,0,0,0,18.4,imputed
05089,0,0,0,18.5,imputed
05091,0,0,0,15.5,imputed
05093,0,0,0,22.5,imputed
05095,0,0,0,20.6,imputed
05097,0,0,0,18.2,imputed
05099,0.369,0,0.153,14.8,imputed
05101,0,0,0,18.1,imputed
05103,0.397,0,0.166,15.9,imputed
05105,0,0,0,17.4,imputed
05107,0,0,0,21.2,imputed
05109,0,0,0,17,imputed
05111,0,0,0,23.1,imputed
05113,0,0,0,17.1,monitor
05115,0,0,0,17.9,imputed
05117,0,0,0,21.5,imputed
05119,0,0,0,19.2,monitor
05121,0,0,0,20.8,imputed
05123,0,0,0,22,imputed
05125,0,0,0,17.6,imputed
05127,0,0,0,17.6,imputed
05129,0,0,0,18.1,imputed
05131,0,0,0,18,imputed
05133,0,0,0,16.1,imputed
05135,0,0,0,19.2,imputed
05137,0,0,0,17.8,imputed
05139,0.311,0,0.193,14.4,monitor
05141,0,0,0,18,imputed
05143,0,0,0,18.2,monitor
05145,0,0,0,20.1,imputed
05147,0,0,0,21.8,imputed
05149,0,0,0,18.1,imputed
06001,3.62,2.12,-0.179,16.8,monitor
06003,8.18,5.75,0.814,22.2,imputed
06005,5.81,2.54,0.321,22.6,imputed
06007,8.27,4.25,0.265,25.9,monitor
06009,6.18,2.71,-0.259,24.2,monitor
06011,9.6,5.84,0.0863,24.8,monitor
06013,3.88,2.25,-0.274,18.8,monitor
06015,0,0,0,28.8,monitor
06017,7.5,4.14,0.635,22.4,imputed
06019,10.6,6.25,0.44,24,monitor
06021,10.1,6.1,0.277,26.4,imputed
06023,2.87,1.17,0.616,23.8,monitor
06025,0.125,0,0.0595,6.5,monitor
06027,7,5,0.929,13.8,monitor
06029,7,2.38,0.881,17.4,monitor
06031,6.88,2.62,0.321,19.4,monitor
06033,7.01,5.09,-0.503,20.8,monitor
06035,7.97,5.1,0.677,23.1,imputed
06037,1.75,1,0.119,7.88,monitor
06039,6.85,2.76,0.367,24.4,monitor
06041,2.25,1.38,-0.333,16.6,monitor
06043,7.45,3.04,0.0603,26.5,imputed
06045,6.29,2.52,0.0833,19.8,monitor
06047,5.62,2.38,0.0595,19.9,monitor
06049,8.49,5.43,0.529,24.6,imputed
06051,10.7,7.88,0.56,20.8,monitor
06053,3.62,2.38,-0.774,16.4,monitor
06055,5.63,3.38,-0.187,21,monitor
06057,8.11,5.31,0.915,21.5,monitor
06059,0.75,0.25,0.0714,7.25,monitor
06061,7.49,4.09,0.912,22.2,monitor
06063,8.86,5.23,0.944,22.5,monitor
06065,1,0.25,0.0952,5.88,monitor
06067,6.12,3.5,0.25,21.5,monitor
06069,2.14,1,-0.0175,17.8,monitor
06071,1.38,0.25,0.131,8,monitor
06073,1.12,0.625,0.107,5.12,monitor
06075,1.9,1.15,-0.282,15.4,monitor
06077,4.88,2.88,-0.131,20.2,monitor
06079,1.88,1.25,0.131,13.1,monitor
06081,2.28,1.46,-0.362,15.4,monitor
06083,1.88,1.12,-0.25,10.9,monitor
06085,3.12,1.38,-0.202,16.9,monitor
06087,2.5,1.5,-0.0238,15.6,monitor
06089,13,11.9,0.808,26.5,monitor
06091,7.65,4.94,0.775,19.6,imputed
06093,15.4,9.53,0.593,33.1,monitor
06095,3.4,2.15,-0.589,21.2,monitor
06097,2.12,1.88,-0.226,18.6,monitor
06099,6.38,3.25,0.131,19.4,monitor
06101,6.42,2.54,0.454,23.4,monitor
06103,10.3,6.53,0.395,28.1,monitor
06105,5.11,2.36,0.464,27.5,imputed
06107,8.75,3.35,0.916,24.8,monitor
06109,6.39,2.79,0.413,24.9,imputed
06111,2,1.25,-0.571,10.5,monitor
06113,6.04,2.81,-0.388,22.1,monitor
06115,6.48,2.64,0.315,23,imputed
08001,1.02,0.255,0.201,18.9,monitor
08003,0.145,0,0.0215,9,imputed
08005,0.823,0,-0.00298,18.9,monitor
08007,2.11,1.27,0.213,8.88,imputed
08009,3.95,2.04,0.593,18.2,imputed
08011,1.08,0,0.15,17.8,imputed
08013,3.14,0.517,0.324,16.5,monitor
08014,2.43,0.486,0.325,17.2,imputed
08015,1.15,0.328,0.158,10,imputed
08017,4.09,2.11,0.57,18.9,imputed
08019,2.64,0.459,0.337,13.9,imputed
08021,0.143,0,0.0221,8.88,imputed
08023,0.161,0,0.025,10,imputed
08025,1.09,0,0.0967,18,imputed
08027,0.636,0,0.0924,10.5,imputed
08029,0.402,0,0.103,11.5,monitor
08031,2.5,0.5,0.405,17.8,monitor
08033,2.23,1.34,0.235,9.38,imputed
08035,1.79,0.518,0.368,16.1,monitor
08037,0.349,0.116,0.0529,11.9,imputed
08039,0.788,0,0.0999,18.1,imputed
08041,0.503,0.125,0.144,16.4,monitor
08043,0.72,0,0.0685,11.9,imputed
08045,0.393,0.131,0.0921,13.4,monitor
08047,2.85,0.496,0.38,15,imputed
08049,2.8,0.488,0.403,14.8,imputed
08051,0.315,0,0.041,10.2,imputed
08053,2.17,1.3,0.207,9.12,imputed
08055,0.72,0,0.0815,11.9,imputed
08057,0,0,0,16.2,monitor
08059,2.27,0.454,0.273,16.1,imputed
08061,4.03,2.09,0.549,18.6,imputed
08063,3.98,2.06,0.611,18.4,imputed
08065,1.35,0.385,0.186,11.8,imputed
08067,2.11,1.27,0.179,9,monitor
08069,2.06,0.26,0.113,19.6,monitor
08071,0.886,0,0.135,14.6,imputed
08073,0.585,0.146,0.069,18.9,imputed
08075,1.87,0.268,0.196,22.9,imputed
08077,0.25,0,0.0714,11.9,monitor
08079,2.17,1.3,0.224,9.12,imputed
08081,0.77,0.154,0.0909,14.6,imputed
08083,2.08,1.25,0.215,8.75,imputed
08085,0.288,0,0.0436,9.38,imputed
08087,1.68,0.24,0.228,20.5,imputed
08089,1.02,0,0.116,16.9,imputed
08091,0.292,0,0.0374,9.5,imputed
08093,1.36,0.389,0.198,11.9,imputed
08095,4.95,2.56,0.6,22.9,imputed
08097,0.323,0,0.0498,10.5,imputed
08099,3.92,2.03,0.575,18.1,imputed
08101,0.89,0,-0.0949,15.6,monitor
08103,0.668,0.125,0.159,13.5,monitor
08105,0.157,0,0.0234,9.75,imputed
08107,0,0,0,14.2,imputed
08109,1.98,1.02,0.276,9.12,imputed
08111,2.29,1.38,0.213,9.62,imputed
08113,2.29,1.38,0.207,9.62,imputed
08115,5.03,2.6,0.505,23.2,imputed
08117,2.45,0.426,0.319,12.9,imputed
08119,1.51,0.43,0.165,13.1,imputed
08121,1.07,0.269,0.164,19.9,imputed
08123,1.75,0.25,0.262,21.4,monitor
08125,4.63,2.39,0.683,21.4,imputed
09110,0.875,0.375,0.488,14.2,monitor
09120,0.785,0.518,0.471,15.2,monitor
09130,0.959,0.36,0.356,14.5,imputed
09140,1.06,0.382,0.523,14.9,monitor
09150,0.379,0,0.145,13.5,imputed
09160,0.762,0.375,0.408,14.4,monitor
09170,1,0.375,0.524,15.2,monitor
09180,0.774,0.389,0.468,14,monitor
09190,0.875,0.375,0.488,14.9,monitor
10001,0.875,0.375,0.583,14.6,monitor
10003,0.875,0.375,0.488,13.6,monitor
10005,0.75,0.375,0.5,14.1,monitor
11001,0.75,0.375,0.452,12.6,monitor
12001,0.141,0,0.0764,4.38,monitor
12003,0.131,0,0.0479,5.38,imputed
12005,0.254,0,0.116,7.88,imputed
12007,0.145,0,0.0538,4.5,imputed
12009,0.137,0,0.0799,2.88,monitor
12011,0.125,0,0.0833,1.75,monitor
12013,0.315,0,0.137,9.75,imputed
12015,0,0,0,2.25,imputed
12017,0.137,0,0.0622,4.25,imputed
12019,0.119,0,0.0357,4.88,imputed
12021,0,0,0,2.38,imputed
12023,0.173,0,0.0657,5.38,imputed
12027,0.119,0,0.0567,2.5,imputed
12029,0.137,0,0.0584,4.25,imputed
12031,0.128,0,0.083,5.25,monitor
12033,0,0,0,9,monitor
12035,0.121,0,0.0492,3.75,imputed
12037,0.262,0,0.0979,8.12,imputed
12039,0.323,0,0.136,10,imputed
12041,0.141,0,0.0572,4.38,imputed
12043,0.125,0,0.0569,2.25,imputed
12045,0.242,0,0.111,7.5,imputed
12047,0.399,0,0.153,6.25,imputed
12049,0,0,0,2.62,imputed
12051,0.139,0,0.0595,2.5,imputed
12053,0.138,0,0.0616,4,imputed
12055,0,0,0,2,imputed
12057,0.125,0,0.0833,3.62,monitor
12059,0,0,0,9.38,imputed
12061,0.113,0,0.0402,2.38,imputed
12063,0.306,0,0.137,9.5,imputed
12065,0.282,0,0.114,8.75,imputed
12067,0.157,0,0.0657,4.88,imputed
12069,0,0,0,4.38,imputed
12071,0,0,0,2.12,monitor
12073,0.257,0,0.136,9.62,monitor
12075,0.137,0,0.063,4.25,imputed
12077,0.351,0,0.14,10.9,imputed
12079,0.407,0,0.172,6.38,imputed
12081,0.155,0,0.0692,3.25,imputed
12083,0.125,0,0.0595,3.88,imputed
12085,0.104,0,0.0311,1.88,imputed
12086,0,0,0,1.38,monitor
12087,0,0,0,2.25,imputed
12089,0.143,0,0.0473,5.88,imputed
12091,0,0,0,11.1,imputed
12093,0.118,0,0.0456,2.12,imputed
12095,0,0,0,3.12,monitor
12097,0.149,0,0.0561,3.12,imputed
12099,0.139,0,0.0794,2.5,monitor
12101,0.125,0,0.062,3.62,imputed
12103,0.125,0,0.0833,3.88,monitor
12105,0,0,0,3,monitor
12107,0.125,0,0.0611,3.88,imputed
12109,0.107,0,0.0427,4.38,imputed
12111,0.0903,0,0.0337,1.62,imputed
12113,0,0,0,9.88,imputed
12115,0.125,0,0.0833,2.75,monitor
12117,0.125,0,0.0833,3.5,monitor
12119,0,0,0,4,imputed
12121,0.343,0,0.138,5.38,imputed
12123,0.169,0,0.0699,5.25,imputed
12125,0.161,0,0.0645,5,imputed
12127,0.125,0,0.0833,3.88,monitor
12129,0.29,0,0.109,9,imputed
12131,0,0,0,9.25,imputed
12133,0.278,0,0.123,8.62,imputed
13001,0.41,0,0.175,7.38,imputed
13003,0.424,0,0.162,7.62,imputed
13005,0.389,0,0.163,7,imputed
13007,0.976,0.122,0.437,10.1,imputed
13009,0.442,0,0.189,10.8,imputed
13011,0.25,0,0.118,9.75,imputed
13013,0.271,0,0.124,11.4,imputed
13015,0.367,0,0.168,11,imputed
13017,0.458,0,0.208,8.25,imputed
13019,0.438,0,0.191,7.88,imputed
13021,0.127,0.127,0.0826,10.5,monitor
13023,0.247,0.123,0.108,9.25,imputed
13025,0.18,0,0.0677,5.75,imputed
13027,0.527,0,0.222,8.25,imputed
13029,0.176,0,0.0531,10.4,imputed
13031,0.144,0,0.0597,8.5,imputed
13033,0,0,0,9.12,imputed
13035,0,0,0,11.2,imputed
13037,0.976,0.122,0.435,10.1,imputed
13039,0.16,0,0.0636,5.12,imputed
13043,0.344,0,0.151,8.38,imputed
13045,0.375,0,0.17,12,imputed
13047,0.144,0,0.0661,11.5,imputed
13049,0.152,0,0.0523,6.25,imputed
13051,0.129,0,0.0813,7.62,monitor
13053,0.158,0,0.0746,11.4,imputed
13055,0.147,0,0.0631,11.8,imputed
13057,0.346,0,0.157,10.4,imputed
13059,0.25,0,0.167,10.1,monitor
13061,0.952,0.119,0.428,9.88,imputed
13063,0,0,0,11.6,monitor
13065,0.415,0,0.143,6.5,imputed
13067,0.358,0,0.227,11.1,monitor
13069,0.375,0,0.193,7.5,monitor
13071,0.88,0.11,0.387,9.12,imputed
13073,0,0,0,8.88,imputed
13075,0.511,0,0.205,8,imputed
13077,0,0,0,10.9,imputed
13079,0.128,0.128,0.0584,10.6,imputed
13081,0.243,0.122,0.108,9.12,imputed
13083,0.148,0,0.0671,11.9,imputed
13085,0.276,0,0.121,10.8,imputed
13087,0.331,0,0.151,10.2,imputed
13089,0.5,0.125,0.167,11,monitor
13091,0.233,0.117,0.108,8.75,imputed
13093,0.247,0.123,0.11,9.25,imputed
13095,1,0.125,0.571,10.4,monitor
13097,0.363,0,0.168,11.6,imputed
13099,0.928,0.116,0.43,9.62,imputed
13101,0.383,0,0.15,6,imputed
13103,0.133,0,0.0567,7.88,imputed
13105,0.25,0,0.115,9.75,imputed
13107,0.36,0,0.167,8.75,imputed
13109,0.133,0,0.0571,7.88,imputed
13111,0.122,0,0.0559,11.1,imputed
13113,0,0,0,11.1,imputed
13115,0.141,0,0.0634,11.2,imputed
13117,0.272,0,0.124,10.6,imputed
13119,0.266,0,0.118,10.4,imputed
13121,0.347,0,0.216,11.2,monitor
13123,0.288,0,0.116,11.2,imputed
13125,0.406,0,0.174,9.88,imputed
13127,0.141,0,0.0558,5.5,monitor
13129,0.139,0,0.0641,11.1,imputed
13131,0.294,0,0.139,9.12,imputed
13133,0.266,0,0.12,10.4,imputed
13135,0.25,0,0.167,11.1,monitor
13137,0.256,0,0.114,10,imputed
13139,0.256,0,0.162,10,monitor
13141,0.411,0,0.182,10,imputed
13143,0.387,0,0.181,11.6,imputed
13145,0.158,0,0.0736,11.4,imputed
13147,0.247,0,0.117,9.62,imputed
13149,0,0,0,11.4,imputed
13151,0,0,0,11.2,imputed
13153,0.253,0.127,0.141,9.62,monitor
13155,0.444,0,0.201,8,imputed
13157,0.272,0,0.127,10.6,imputed
13159,0.139,0.139,0.0611,11.5,imputed
13161,0.431,0,0.183,7.75,imputed
13163,0.396,0,0.182,9.62,imputed
13165,0,0,0,9.25,imputed
13167,0.38,0,0.17,9.25,imputed
13169,0.139,0.139,0.0622,11.5,imputed
13171,0.134,0.134,0.0621,11.1,imputed
13173,0.447,0,0.178,7,imputed
13175,0.344,0,0.157,8.38,imputed
13177,0.916,0.114,0.411,9.5,imputed
13179,0.131,0,0.0525,7.75,imputed
13181,0,0,0,9.5,imputed
13183,0.223,0,0.0904,7.12,imputed
13185,0.431,0,0.239,6.75,monitor
13187,0.263,0,0.121,10.2,imputed
13189,0,0,0,9.5,imputed
13191,0.184,0,0.0755,5.88,imputed
13193,0.28,0.14,0.128,10.5,imputed
13195,0.256,0,0.12,10,imputed
13197,0.165,0,0.0746,11.9,imputed
13199,0.155,0,0.0719,11.1,imputed
13201,1,0.125,0.46,10.4,imputed
13205,0.976,0.122,0.433,10.1,imputed
13207,0.134,0.134,0.0607,11.1,imputed
13209,0.479,0,0.222,8.62,imputed
13211,0.269,0,0.125,10.5,imputed
13213,0.139,0,0.0638,11.1,imputed
13215,0.132,0,0.081,11.4,monitor
13217,0.494,0.124,0.221,10.9,imputed
13219,0.272,0,0.127,10.6,imputed
13221,0.272,0,0.124,10.6,imputed
13223,0.388,0,0.173,11.6,imputed
13225,0.27,0.135,0.123,10.1,imputed
13227,0.362,0,0.163,10.9,imputed
13229,0.375,0,0.143,6.75,imputed
13231,0,0,0,11.4,imputed
13233,0.396,0,0.184,11.9,imputed
13235,0.237,0.118,0.107,8.88,imputed
13237,0.133,0.133,0.0625,11,imputed
13239,0,0,0,9.75,imputed
13241,0.298,0,0.114,11.6,imputed
13243,0.928,0.116,0.421,9.62,imputed
13245,0,0,0,9.12,monitor
13247,0.489,0.122,0.226,10.8,imputed
13249,0.142,0,0.0658,10.2,imputed
13251,0,0,0,8.62,imputed
13253,0.306,0,0.144,9.5,imputed
13255,0,0,0,11.4,imputed
13257,0.276,0,0.119,10.8,imputed
13259,0,0,0,9.88,imputed
13261,0.952,0.119,0.428,9.88,imputed
13263,0.151,0,0.0686,10.9,imputed
13265,0.26,0,0.123,10.1,imputed
13267,0.125,0,0.0559,7.38,imputed
13269,0.293,0.147,0.136,11,imputed
13271,0.451,0,0.208,8.12,imputed
13273,0.952,0.119,0.433,9.88,imputed
13275,0.306,0,0.134,9.5,imputed
13277,0.807,0.101,0.352,8.38,imputed
13279,0.444,0,0.194,8,imputed
13281,0.276,0,0.128,10.8,imputed
13283,0.339,0,0.159,8.25,imputed
13285,0.151,0,0.0709,10.9,imputed
13287,0.843,0.105,0.372,8.75,imputed
13289,0.123,0.123,0.0539,10.2,imputed
13291,0.279,0,0.132,10.9,imputed
13293,0.136,0.136,0.062,11.2,imputed
13295,0.138,0,0.087,11.1,monitor
13297,0.259,0,0.118,10.9,imputed
13299,0.354,0,0.134,6.38,imputed
13301,0.406,0,0.172,9.88,imputed
13303,0.451,0,0.118,10,monitor
13305,0.199,0,0.0763,6.38,imputed
13307,0.13,0,0.0584,9.38,imputed
13309,0.472,0,0.217,8.5,imputed
13311,0.247,0,0.116,9.62,imputed
13313,0.148,0,0.0656,11.9,imputed
13315,0.233,0.117,0.104,8.75,imputed
13317,0.247,0,0.113,9.62,imputed
13319,0.426,0,0.17,10.4,imputed
13321,0.88,0.11,0.391,9.12,imputed
15001,0,0,0,0,hms_only
15003,,,,0.125,hms_only
15005,0,0,0,0,hms_only
15007,0,0,0,0,hms_only
15009,0,0,0,0,hms_only
16001,4.46,0.806,-0.0211,25.6,monitor
16003,5.46,1.75,0.54,26.1,imputed
16005,3.51,2.11,0.467,21.2,monitor
16007,1.59,0.145,0.152,18.2,imputed
16009,5.06,2.72,0.0132,26.2,monitor
16011,4.38,2.62,0.339,22.8,imputed
16013,4.08,0.371,0.238,24.5,imputed
16015,4.66,0.848,0.0307,27.1,imputed
16017,5.83,3.59,0.806,26,imputed
16019,4.11,2.47,0.355,21.4,imputed
16021,5.81,3.58,0.845,26,monitor
16023,4.66,2.8,0.325,24.2,imputed
16025,4.02,0.366,0.188,24.1,imputed
16027,5.02,1.58,0.193,26.1,monitor
16029,3.73,2.24,0.304,19.4,imputed
16031,3.52,0.32,0.204,21.1,imputed
16033,7.23,3.13,0.492,23.6,imputed
16035,5.27,2.94,0.676,26,imputed
16037,7.81,3.38,0.379,25.5,imputed
16039,4.32,0.785,0.276,25.1,imputed
16041,1.58,0.132,-0.0117,19.2,monitor
16043,5.43,3.04,0.452,22,imputed
16045,5.49,1.76,0.448,26.2,imputed
16047,4.35,0.396,0.24,26.1,imputed
16049,6.42,3.59,0.699,26,imputed
16051,4.47,2.68,0.325,23.2,imputed
16053,3.52,0.326,0.0279,25,monitor
16055,5.9,3.18,0.763,27.2,imputed
16057,5.69,3.06,0.66,26.2,imputed
16059,6.49,2.42,1.02,27.1,monitor
16061,5.69,3.06,0.557,26.2,imputed
16063,4.19,0.381,0.204,25.1,imputed
16065,4.33,2.6,0.311,22.5,imputed
16067,3.98,0.362,0.292,23.9,imputed
16069,5.5,2.96,0.632,25.4,imputed
16071,1.75,0.159,0.141,20,imputed
16073,4.04,0.734,0.295,23.5,imputed
16075,5.41,1.74,0.41,25.9,imputed
16077,4.35,2.61,0.327,22.6,imputed
16079,5.39,3.02,0.117,26.8,monitor
16081,4.16,2.5,0.318,21.6,imputed
16083,3.75,0.341,0.286,22.5,imputed
16085,7.58,3.28,0.897,24.8,imputed
16087,5.49,1.76,0.473,26.2,imputed
17001,0,0,0,22.8,imputed
17003,0.14,0,0.0505,21.8,imputed
17005,0,0,0,20.9,imputed
17007,1.45,0.434,0.397,26.5,imputed
17009,0.405,0.27,0.126,21.9,imputed
17011,0,0,0,24.4,imputed
17013,0.399,0.133,0.133,21.1,imputed
17015,0.658,0.494,0.182,26.5,imputed
17017,0.4,0.267,0.122,21.6,imputed
17019,0.382,0.255,0.255,20.1,monitor
17021,0.377,0.252,0.114,20.4,imputed
17023,0.388,0.259,0.13,18.6,imputed
17025,0.534,0.133,0.172,19.9,imputed
17027,0.443,0.221,0.145,20.4,imputed
17029,0.37,0.247,0.12,19.6,imputed
17031,0.875,0.625,0.536,23.8,monitor
17033,0,0,0,19,imputed
17035,0,0,0,19.8,imputed
17037,0.673,0.673,0.178,25.2,imputed
17039,0.632,0.379,0.187,21.4,imputed
17041,0.363,0.242,0.113,19.2,imputed
17043,0.454,0.454,0.303,24,monitor
17045,0.396,0.264,0.132,19,imputed
17047,0.5,0.125,0.17,18.6,imputed
17049,0.722,0.241,0.227,19.6,imputed
17051,0,0,0,20.1,imputed
17053,0.392,0.261,0.116,20.8,imputed
17055,0.53,0.133,0.191,19.8,imputed
17057,0,0,0,22,imputed
17059,0.503,0.126,0.178,18.8,imputed
17061,0.403,0.134,0.127,21.4,imputed
17063,0.75,0.5,0.203,22.5,imputed
17065,0.508,0.125,0.288,19.1,monitor
17067,0,0,0,22.2,imputed
17069,0.487,0.122,0.179,18.1,imputed
17071,0,0,0,23.6,imputed
17073,0.769,0.385,0.21,24.9,imputed
17075,0.406,0.27,0.119,21.5,imputed
17077,0.131,0,0.0478,20.4,imputed
17079,0,0,0,19.2,imputed
17081,0.54,0.135,0.183,20.1,imputed
17083,0.377,0.126,0.248,21,monitor
17085,0.643,0.482,0.182,25.9,imputed
17087,0.51,0.128,0.183,19,imputed
17089,0.639,0.639,0.426,24.8,monitor
17091,0.733,0.489,0.202,22,imputed
17093,0.623,0.623,0.167,23.4,imputed
17095,0,0,0,23.5,imputed
17097,0.922,0.658,0.242,24.8,imputed
17099,0.62,0.62,0.167,23.2,imputed
17101,0,0,0,18.4,imputed
17103,1.42,0.426,0.39,26,imputed
17105,0.64,0.384,0.181,21.6,imputed
17107,0.782,0.261,0.231,21.2,imputed
17109,0,0,0,22.4,imputed
17111,0.782,0.391,0.479,25.8,monitor
17113,0.627,0.375,0.37,21.4,monitor
17115,0.75,0.25,0.357,21.1,monitor
17117,0.401,0.134,0.126,21.2,imputed
17119,0,0,0,20.6,monitor
17121,0.544,0.136,0.176,20.2,imputed
17123,0,0,0,22.9,imputed
17125,0.414,0.276,0.125,22.4,imputed
17127,0.493,0.123,0.19,18.4,imputed
17129,0.4,0.267,0.121,21.6,imputed
17131,0.769,0.385,0.226,24.9,imputed
17133,0.448,0.224,0.151,20.6,imputed
17135,0,0,0,20.5,imputed
17137,0.391,0.261,0.124,21.1,imputed
17139,0.741,0.247,0.234,20.1,imputed
17141,1.41,0.424,0.378,25.9,imputed
17143,0,0,0,22.6,monitor
17145,0.132,0,0.0456,20.5,imputed
17147,0.755,0.252,0.238,20.5,imputed
17149,0.408,0.136,0.134,21.6,imputed
17151,0.5,0.125,0.179,18.6,imputed
17153,0.547,0.137,0.198,20.4,imputed
17155,0,0,0,23.8,imputed
17157,0.13,0,0.0857,20.4,monitor
17159,0,0,0,19.6,imputed
