fips,smoke_days_35,smoke_days_55,smoke_trend,hms_smoke_days,smoke_basis
47121,0.13,0,0.0546,11.9,imputed
47123,0.129,0,0.0529,11.4,imputed
47125,0.257,0,0.124,15.1,monitor
47127,0.16,0,0.0719,12.1,imputed
47129,0.126,0,0.0538,11.9,imputed
47131,0.126,0,0.0515,19.6,imputed
47133,0.132,0,0.0549,12.5,imputed
47135,0,0,0,14,imputed
47137,0.137,0,0.0574,13,imputed
47139,0.129,0,0.0568,11.8,imputed
47141,0.128,0,0.0851,12,monitor
47143,0.126,0,0.0547,11.5,imputed
47145,0.125,0,0.0833,11.8,monitor
47147,0.128,0,0.0518,15.1,imputed
47149,0.223,0,0.0997,12.4,imputed
47151,0.129,0,0.0551,12.1,imputed
47153,0.33,0,0.145,11.9,imputed
47155,0.141,0,0.0586,11,imputed
47157,0,0,0,18,monitor
47159,0.139,0,0.0586,13.2,imputed
47161,0.269,0,0.111,15.6,imputed
47163,0.25,0,0.167,10.8,monitor
47165,0.125,0,0.0357,15.1,monitor
47167,0,0,0,18.8,imputed
47169,0.121,0,0.0506,14.2,imputed
47171,0.128,0,0.0562,10.1,imputed
47173,0.653,0,0.286,11.6,imputed
47175,0.121,0,0.0526,11.5,imputed
47177,0.124,0,0.0546,11.8,imputed
47179,0.238,0,0.105,10.2,imputed
47181,0,0,0,13.6,imputed
47183,0.109,0,0.0461,17,imputed
47185,0.125,0,0.054,11.9,imputed
47187,0.232,0,0.107,12.9,imputed
47189,0.111,0,0.0481,13.1,imputed
48001,0,0,0,12.8,imputed
48003,0,0,0,9.62,imputed
48005,0,0,0,12,imputed
48007,0,0,0,13.2,imputed
48009,0.23,0,0.065,13.1,imputed
48011,0.263,0,0.0631,15.1,imputed
48013,0,0,0,8,monitor
48015,0,0,0,10.1,imputed
48017,0,0,0,12.9,imputed
48019,0,0,0,7.5,imputed
48021,0,0,0,9.25,imputed
48023,0.217,0,0.0553,12.4,imputed
48025,0,0,0,11.1,imputed
48027,0,0,0,10.9,monitor
48029,0,0,0,7.75,monitor
48031,0,0,0,9,imputed
48033,0,0,0,9.88,imputed
48035,0,0,0,12.5,imputed
48037,0,0,0,14.8,monitor
48039,0,0,0,12.4,imputed
48041,0,0,0,10.2,monitor
48043,0,0,0,4.75,monitor
48045,0.248,0,0.0592,14.2,imputed
48047,0,0,0,13.9,imputed
48049,0.185,0.029,0.0556,10.9,imputed
48051,0,0,0,10,imputed
48053,0,0,0,9.75,imputed
48055,0,0,0,8.75,imputed
48057,0,0,0,12.8,imputed
48059,0.17,0.0266,0.0478,10,imputed
48061,0.5,0,0.262,18.9,monitor
48063,0,0,0,13.9,imputed
48065,0.293,0,0.0669,16.9,imputed
48067,0,0,0,15,imputed
48069,0.248,0,0.0534,14.2,imputed
48071,0,0,0,12.8,imputed
48073,0,0,0,12.8,imputed
48075,0.232,0.0363,0.0528,13.6,imputed
48077,0.118,0,0.0364,14.1,imputed
48079,0,0,0,11,imputed
48081,0.149,0.0233,0.0421,8.75,imputed
48083,0.164,0.0256,0.0488,9.62,imputed
48085,0,0,0,14.6,imputed
48087,0.253,0.0396,0.0528,14.9,imputed
48089,0,0,0,10.4,imputed
48091,0,0,0,8.38,imputed
48093,0,0,0,11.4,imputed
48095,0.149,0.0233,0.0437,8.75,imputed
48097,0,0,0,14.6,imputed
48099,0,0,0,11.4,imputed
48101,0.221,0.0346,0.0546,13,imputed
48103,0,0,0,8,imputed
48105,0.123,0.0193,0.0372,7.25,imputed
48107,0,0,0,11.5,imputed
48109,0.119,0.0186,0.019,7,imputed
48111,0.289,0,0.054,16.6,imputed
48113,0,0,0,13.9,monitor
48115,0,0,0,10.4,imputed
48117,0.248,0,0.0567,14.2,imputed
48119,0,0,0,15,imputed
48121,0,0,0,14.8,monitor
48123,0,0,0,9.88,imputed
48125,0,0,0,12.1,imputed
48127,0.134,0,0.0554,7.75,imputed
48129,0.259,0,0.0553,14.9,imputed
48131,0.428,0,0.188,11.1,imputed
48133,0.193,0.0303,0.0601,11.4,imputed
48135,0,0,0,8.88,monitor
48137,0.123,0,0.0445,7.12,imputed
48139,0,0,0,13.1,imputed
48141,0,0,0,6.25,monitor
48143,0,0,0,11.8,imputed
48145,0,0,0,11.5,imputed
48147,0,0,0,15.2,imputed
48149,0,0,0,9.38,imputed
48151,0.168,0.0263,0.0407,9.88,imputed
48153,0,0,0,12.2,imputed
48155,0.228,0,0.0564,13,imputed
48157,0,0,0,11.4,imputed
48159,0,0,0,14.4,imputed
48161,0,0,0,11.8,imputed
48163,0,0,0,8.38,imputed
48165,0,0,0,10,imputed
48167,0,0,0,13.1,monitor
48169,0,0,0,11,imputed
48171,0,0,0,8.75,imputed
48173,0,0,0,9.38,imputed
48175,0,0,0,10.8,imputed
48177,0,0,0,9.12,imputed
48179,0.291,0,0.0609,16.8,imputed
48181,0,0,0,15.2,imputed
48183,0,0,0,13.8,imputed
48185,0,0,0,10.4,imputed
48187,0,0,0,8.25,imputed
48189,0,0,0,12.9,imputed
48191,0,0,0,13.8,imputed
48193,0,0,0,11.2,imputed
48195,0.311,0,0.059,17.9,imputed
48197,0.246,0,0.0589,14,imputed
48199,0,0,0,12.5,imputed
48201,0,0,0,11.2,monitor
48203,0,0,0,13.8,monitor
48205,0.267,0,0.0532,15.4,imputed
48207,0.191,0.03,0.0498,11.2,imputed
48209,0,0,0,9,imputed
48211,0.248,0,0.0483,17.2,imputed
48213,0,0,0,13.1,imputed
48215,0.128,0,-0.014,15,monitor
48217,0,0,0,12.6,imputed
48219,0,0,0,11.1,imputed
48221,0,0,0,12.4,imputed
48223,0,0,0,14.9,imputed
48225,0,0,0,12,imputed
48227,0,0,0,9.38,imputed
48229,0,0,0,6.12,imputed
48231,0,0,0,14.5,imputed
48233,0.302,0,0.0615,17.4,imputed
48235,0.14,0.022,0.0409,8.25,imputed
48237,0,0,0,13.8,imputed
48239,0.189,0.0296,0.0856,11.1,imputed
48241,0,0,0,13.1,imputed
48243,0,0,0,6.12,imputed
48245,0,0,0,13.4,monitor
48247,0.108,0,0.0461,11.8,imputed
48249,0,0,0,11.9,imputed
48251,0,0,0,12.8,imputed
48253,0.181,0.0283,0.048,10.6,imputed
48255,0,0,0,9.25,imputed
48257,0,0,0,13.9,monitor
48259,0,0,0,8.25,imputed
48261,0,0,0,16.4,imputed
48263,0,0,0,10.9,imputed
48265,0,0,0,8.62,imputed
48267,0.14,0.022,0.049,8.25,imputed
48269,0,0,0,12,imputed
48271,0.134,0,0.0521,7.75,imputed
48273,0,0,0,14.1,monitor
48275,0.198,0.0309,0.0484,11.6,imputed
48277,0,0,0,16.1,imputed
48279,0,0,0,12.6,imputed
48281,0,0,0,10.2,imputed
48283,0.337,0,0.144,8.75,imputed
48285,0,0,0,9.62,imputed
48287,0,0,0,9.5,imputed
48289,0,0,0,11.6,imputed
48291,0,0,0,11.6,imputed
48293,0,0,0,11.9,imputed
48295,0.257,0,0.0533,17.9,imputed
48297,0,0,0,9.62,imputed
48299,0,0,0,9.12,imputed
48301,0,0,0,8.12,imputed
48303,0,0,0,11.9,monitor
48305,0,0,0,11.1,imputed
48307,0.164,0.0256,0.0516,9.62,imputed
48309,0,0,0,11.8,imputed
48311,0,0,0,8.62,imputed
48313,0,0,0,11.1,imputed
48315,0,0,0,14,imputed
48317,0,0,0,9.62,imputed
48319,0.149,0.0233,0.0502,8.75,imputed
48321,0,0,0,12.6,imputed
48323,0.129,0,0.0813,7.62,monitor
48325,0,0,0,7.38,imputed
48327,0.138,0.0216,0.0443,8.12,imputed
48329,0,0,0,9.25,imputed
48331,0,0,0,11.1,imputed
48333,0,0,0,11,imputed
48335,0.161,0.0253,0.0397,9.5,imputed
48337,0.125,0,0.0399,15,imputed
48339,0,0,0,11,monitor
48341,0.289,0,0.0582,16.6,imputed
48343,0,0,0,14.5,imputed
48345,0,0,0,12.9,imputed
48347,0,0,0,12.8,imputed
48349,0,0,0,12.1,monitor
48351,0,0,0,13.1,imputed
48353,0.166,0.026,0.0429,9.75,imputed
48355,0,0,0,12.9,monitor
48357,0.315,0,0.066,18.1,imputed
48359,0.265,0,0.0576,15.2,imputed
48361,0,0,0,12.8,monitor
48363,0,0,0,12.4,imputed
48365,0,0,0,13.6,imputed
48367,0,0,0,12.9,imputed
48369,0.241,0,0.0524,13.9,imputed
48371,0,0,0,7,imputed
48373,0,0,0,12.5,imputed
48375,0.292,0,0.0322,16.2,monitor
48377,0,0,0,4.5,imputed
48379,0,0,0,14.1,imputed
48381,0.267,0,0.0598,15.4,imputed
48383,0,0,0,8.25,imputed
48385,0.131,0,0.0507,7.62,imputed
48387,0,0,0,14.8,imputed
48389,0,0,0,7.88,imputed
48391,0,0,0,12.8,imputed
48393,0.293,0,0.0636,16.9,imputed
48395,0,0,0,11.1,imputed
48397,0,0,0,14.8,imputed
48399,0.161,0.0253,0.0449,9.5,imputed
48401,0,0,0,13.2,imputed
48403,0,0,0,13.4,imputed
48405,0,0,0,13.2,imputed
48407,0,0,0,11.9,imputed
48409,0,0,0,11.8,imputed
48411,0,0,0,9.75,imputed
48413,0.134,0.021,0.0435,7.88,imputed
48415,0,0,0,9.62,imputed
48417,0.193,0.0303,0.052,11.4,imputed
48419,0,0,0,14,imputed
48421,0.293,0,0.0536,16.9,imputed
48423,0,0,0,13.4,imputed
48425,0,0,0,12.6,imputed
48427,0.112,0,0.0481,12.2,imputed
48429,0,0,0,11.2,imputed
48431,0,0,0,8.38,imputed
48433,0.187,0.0293,0.0457,11,imputed
48435,0.127,0.02,0.0457,7.5,imputed
48437,0.246,0,0.0565,14.1,imputed
48439,0,0,0,13.4,monitor
48441,0.168,0.0263,0.0496,9.88,imputed
48443,0,0,0,5.88,imputed
48445,0,0,0,11,imputed
48447,0.208,0.0326,0.055,12.2,imputed
48449,0,0,0,14.4,imputed
48451,0.147,0.023,0.0415,8.62,imputed
48453,0,0,0,9.38,monitor
48455,0,0,0,12,imputed
48457,0,0,0,12.6,imputed
48459,0,0,0,13.9,imputed
48461,0,0,0,8.12,imputed
48463,0.134,0,0.0513,7.75,imputed
48465,0.104,0.0163,0.0354,6.12,imputed
48467,0,0,0,13.6,imputed
48469,0,0,0,11.2,imputed
48471,0,0,0,11.9,imputed
48473,0,0,0,10.5,imputed
48475,0,0,0,8.5,imputed
48477,0,0,0,10.5,imputed
48479,0.38,0,0.152,9.88,monitor
48481,0,0,0,11.1,imputed
48483,0.232,0,0.0461,16.1,imputed
48485,0.237,0,0.0698,13.5,imputed
48487,0.239,0,0.0587,13.6,imputed
48489,0.473,0,0.202,17.5,imputed
48491,0,0,0,9.5,imputed
48493,0,0,0,8.5,imputed
48495,0,0,0,8.25,imputed
48497,0,0,0,13.1,imputed
48499,0,0,0,14,imputed
48501,0,0,0,10.4,imputed
48503,0,0,0,12.2,imputed
48505,0.394,0,0.173,10.2,imputed
48507,0.129,0,0.0521,7.5,imputed
49001,0.412,0.137,0.0634,9.75,imputed
49003,1.95,0,0.114,19.9,monitor
49005,2,0.375,-0.0952,18,monitor
49007,0,0,0,12.9,monitor
49009,0.724,0.145,0.0564,16.5,imputed
49011,1.38,0.125,0.179,15.4,monitor
49013,1.08,0.141,0.189,16.8,monitor
49015,0,0,0,11,imputed
49017,2.19,1.13,0.0954,10.1,imputed
49019,0.224,0,0.0243,10.6,imputed
49021,0.396,0.132,0.0951,9.5,monitor
49023,1.45,0.29,0.187,11.9,imputed
49025,0.296,0.148,0.0201,9.62,imputed
49027,0.428,0.143,0.0639,10.1,imputed
49029,1.29,0,0.127,14.9,imputed
49031,0.496,0.165,0.0473,11.8,imputed
49033,1.93,0.362,0.181,17.4,imputed
49035,2.12,0.5,0.321,14.1,monitor
49037,1.98,1.02,0.173,9.12,imputed
49039,2.01,0.223,0.241,12.4,imputed
49041,0,0,0,11.4,imputed
49043,0.953,0.119,0.0759,15.2,imputed
49045,1.88,0.375,0.298,15.4,monitor
49047,0.646,0.13,0.161,14.6,monitor
49049,2.25,0.25,0.119,13.9,monitor
49051,2.55,0.284,0.143,15.8,imputed
49053,0.25,0.125,0.0714,8.25,monitor
49055,2.16,1.12,0.258,10,imputed
49057,1.36,0,0.197,15.6,monitor
50001,0.392,0,0.14,14.5,imputed
50003,0.75,0.25,0.452,14.1,monitor
50005,0.13,0,0.0464,14.1,imputed
50007,0.625,0.25,0.369,14.8,monitor
50009,0.139,0,0.0492,14.5,imputed
50011,0.651,0.261,0.234,15.4,imputed
50013,0.673,0.269,0.235,15.9,imputed
50015,0.62,0.248,0.222,14.6,imputed
50017,0.128,0,0.0452,14,imputed
50019,0.636,0.254,0.226,15,imputed
50021,0.395,0,0.213,14.4,monitor
50023,0.625,0.25,0.228,14.8,imputed
50025,0.723,0.241,0.251,13.6,imputed
50027,0.358,0,0.125,13.2,imputed
51001,0.277,0.139,0.122,12.8,imputed
51003,0.766,0.383,0.498,12,monitor
51005,0.685,0.137,0.325,11.5,imputed
51007,0.495,0,0.228,11.4,imputed
51009,0.776,0,0.371,11.2,imputed
51011,0.776,0,0.355,11.2,imputed
51013,0.814,0.814,0.518,12.6,monitor
51015,0.773,0.387,0.358,12.4,imputed
51017,0.75,0.375,0.336,12,imputed
51019,0.759,0,0.342,11,imputed
51021,0.677,0.135,0.293,11.4,imputed
51023,0.388,0,0.183,11.2,imputed
51025,0.136,0,0.0618,10.6,imputed
51027,0.236,0,0.0995,12.4,imputed
51029,0.726,0.363,0.35,11.2,imputed
51031,0.77,0,0.469,11.6,monitor
51033,0.666,0.399,0.294,12.2,imputed
51035,0.825,0.138,0.366,11,imputed
51036,0.408,0.136,0.247,12,monitor
51037,0.75,0,0.344,10.9,imputed
51041,0.456,0,0.276,11.1,monitor
51043,0.852,0.426,0.386,12.5,imputed
51045,0.677,0.135,0.301,11.4,imputed
51047,0.99,0.371,0.44,12.1,imputed
51049,0.484,0,0.23,11.1,imputed
51051,0.231,0,0.0959,12.1,imputed
51053,0.462,0,0.209,10.6,imputed
51057,0.776,0.155,0.329,12.9,imputed
51059,1,0.375,0.619,12.2,monitor
51061,0.735,0.735,0.331,12.1,imputed
51063,0.64,0.128,0.281,10.8,imputed
51065,0.75,0.375,0.359,11.6,imputed
51067,0.375,0,0.163,10.9,imputed
51069,0.784,0.392,0.497,12.5,monitor
51071,0.692,0.138,0.304,11.6,imputed
51073,0.261,0.13,0.122,12,imputed
51075,0.639,0.383,0.294,11.8,imputed
51077,0.777,0,0.336,10.9,imputed
51079,0.782,0.391,0.334,12.1,imputed
51081,0.138,0,0.062,10.8,imputed
51083,0.716,0,0.328,10.4,imputed
51085,0.618,0.371,0.288,11.4,imputed
51087,0.653,0.128,0.371,11.1,monitor
51089,0.759,0.127,0.337,10.1,imputed
51091,0.758,0.379,0.336,12.1,imputed
51093,0.253,0.126,0.113,11.6,imputed
51095,0.605,0.202,0.271,11.5,imputed
51097,0.645,0.215,0.289,12.2,imputed
51099,1.03,0.386,0.458,12.6,imputed
51101,0.73,0.146,0.326,12.1,imputed
51103,0.632,0.211,0.289,12,imputed
51105,0.448,0,0.194,11.5,imputed
51107,0.731,0.731,0.47,12.2,monitor
51109,0.758,0.379,0.341,11.8,imputed
51111,0.489,0,0.225,11.2,imputed
51113,0.798,0.399,0.354,12.4,imputed
51115,0.269,0.135,0.118,12.4,imputed
51117,0.408,0,0.181,10.9,imputed
51119,0.638,0.213,0.293,12.1,imputed
51121,0.655,0.131,0.298,11,imputed
51125,0.774,0.387,0.363,12,imputed
51127,0.632,0.211,0.284,12,imputed
51131,0.261,0.13,0.111,12,imputed
51133,0.664,0.221,0.289,12.6,imputed
51135,0.484,0,0.22,11.1,imputed
51137,0.75,0.375,0.334,11.6,imputed
51139,0.75,0.375,0.327,12,imputed
51141,0.769,0.128,0.336,10.2,imputed
51143,0.707,0,0.305,10.2,imputed
51145,0.5,0,0.233,11.5,imputed
51147,0.784,0,0.357,11.4,imputed
51149,0.579,0.193,0.264,11,imputed
51153,0.969,0.364,0.438,11.9,imputed
51155,0.67,0.134,0.295,11.2,imputed
51157,0.844,0.422,0.376,12.4,imputed
51159,0.671,0.224,0.293,12.8,imputed
51161,0.67,0.134,0.358,11.2,monitor
51163,0.81,0,0.383,11.8,imputed
51165,0.774,0.387,0.479,12.6,monitor
51167,0.804,0,0.349,11.2,imputed
51169,0.25,0,0.109,10.8,imputed
51171,0.801,0.401,0.359,11.8,imputed
51173,0.786,0,0.342,11,imputed
51175,0.141,0,0.0644,11,imputed
51177,0.652,0.391,0.294,12,imputed
51179,0.959,0.36,0.433,11.8,imputed
51181,0.605,0.202,0.268,11.5,imputed
51183,0.566,0.189,0.261,10.8,imputed
51185,0.812,0,0.349,11.4,imputed
51187,0.861,0.43,0.376,12.6,imputed
51191,0.786,0,0.344,11,imputed
51193,0.684,0.228,0.301,13,imputed
51195,0.839,0,0.35,11.8,imputed
51197,0.662,0.132,0.284,11.1,imputed
51199,0.253,0.126,0.113,11.6,imputed
51510,0.806,0.806,0.355,12.5,imputed
51520,0.795,0,0.492,10.8,monitor
51530,0.784,0,0.369,11.4,imputed
51540,0.766,0.383,0.346,11.9,imputed
51550,0.188,0.188,0.0802,11.2,imputed
51570,0.489,0,0.22,11.2,imputed
51580,0.692,0.138,0.322,11.6,imputed
51590,0.385,0,0.172,10,imputed
51595,0.138,0,0.062,10.8,imputed
51600,1,0.375,0.443,12.2,imputed
51610,0.806,0.806,0.352,12.5,imputed
51620,0.143,0,0.0655,11.1,imputed
51630,0.969,0.364,0.431,11.9,imputed
51640,0.834,0.139,0.365,11.1,imputed
51650,0.25,0.125,0.167,11.8,monitor
51660,0.781,0.391,0.335,12.5,imputed
51670,0.67,0.134,0.311,11.1,imputed
51678,0.802,0,0.377,11.6,imputed
51680,0.81,0,0.365,11.8,imputed
51683,0.98,0.367,0.441,12,imputed
51685,0.969,0.364,0.436,11.9,imputed
51690,0.389,0,0.174,10.1,imputed
51700,0.25,0.125,0.109,11.5,imputed
51710,0,0,0,11.6,monitor
51720,0.839,0,0.35,11.8,imputed
51730,0.484,0,0.218,11.1,imputed
51735,0.253,0.126,0.105,11.6,imputed
51740,0,0,0,11.1,imputed
51750,0.67,0.134,0.299,11.2,imputed
51760,0.625,0.375,0.369,11.5,monitor
51770,0.392,0,0.175,11.4,imputed
51775,0.385,0,0.235,11.4,monitor
51790,0.766,0.383,0.353,12.2,imputed
51800,0,0,0,11.4,imputed
51810,0.125,0.125,0.0833,11.2,monitor
51820,0.79,0.395,0.352,12.2,imputed
51830,0.612,0.204,0.275,11.6,imputed
51840,0.852,0.426,0.386,12.5,imputed
53001,5.44,3.36,0.575,25.1,imputed
53003,5.34,2.87,0.586,24.6,imputed
53005,8.6,5.14,0.681,23.6,imputed
53007,5.84,2.71,0.919,24.5,imputed
53009,2.16,0.866,0.29,12.9,imputed
53011,2.75,1.5,-0.167,17.5,monitor
53013,5.5,2.96,0.642,25.4,imputed
53015,2.49,1.36,0.339,15.9,imputed
53017,9.43,6.51,0.924,25.6,imputed
53019,6.45,4.23,0.887,27,imputed
53021,8.88,5.3,0.854,24.4,imputed
53023,5.36,2.89,0.557,24.8,imputed
53025,5.84,2.71,0.63,24.5,imputed
53027,2.14,0.857,0.24,12.8,imputed
53029,2.75,1.1,0.53,16.4,imputed
53031,2.33,0.933,0.294,13.9,imputed
53033,4,1.62,0.119,17,monitor
53035,2.77,1.26,-0.144,15.9,monitor
53037,5.35,2.46,-0.518,22.4,monitor
53039,8.1,4.84,0.884,22.2,imputed
53041,3.08,2.01,0.413,15.9,imputed
53043,5.44,3.36,0.554,25.1,imputed
53045,2.27,0.908,0.316,13.5,imputed
53047,10.2,7.26,-0.0783,26.8,monitor
53049,1.57,0.447,0.164,12.8,imputed
53051,6.06,3.98,0.861,25.4,imputed
53053,3.25,2.12,0.119,16.8,monitor
53055,0.75,0.5,0.143,15.2,imputed
53057,0.842,0.561,-0.015,17.4,monitor
53059,2.75,1.5,0.404,17.5,imputed
53061,5.93,2.78,0.588,18.2,monitor
53063,5.89,3.63,-0.0981,27.2,monitor
53065,6.33,4.15,0.576,26.6,monitor
53067,2.93,1.92,0.395,15.1,imputed
53069,1.67,0.478,0.212,13.6,imputed
53071,6.11,3.42,0.629,24.8,imputed
53073,2.75,1.38,-0.0476,17,monitor
53075,5.39,2.9,0.555,24.9,imputed
53077,8.44,5.05,0.0181,23.1,monitor
54001,0.358,0.358,0.154,13.2,imputed
54003,0.738,0.369,0.469,12.8,monitor
54005,0.13,0.13,0.0547,13.5,imputed
54007,0.358,0.358,0.147,13.2,imputed
54009,0.697,0.349,0.465,14.6,monitor
54011,0.341,0,0.224,14.8,monitor
54013,0.318,0.318,0.128,14,imputed
54015,0.131,0.131,0.0546,13.6,imputed
54017,0.385,0.385,0.16,14.2,imputed
54019,0.123,0.123,0.0543,12.8,imputed
54021,0.375,0.375,0.154,13.9,imputed
54023,0.238,0.238,0.104,12.6,imputed
54025,0.109,0.109,0.0512,11.4,imputed
54027,0.728,0.364,0.327,12.4,imputed
54029,0.711,0.355,0.474,15,monitor
54031,0.229,0.229,0.104,12.1,imputed
54033,0.45,0.45,0.3,13.6,monitor
54035,0.318,0.318,0.129,14,imputed
54037,0.743,0.371,0.338,12.6,imputed
54039,0.135,0.135,0.09,14.1,monitor
54041,0.378,0.378,0.159,14,imputed
54043,0.35,0,0.143,14,imputed
54045,0.131,0.131,0.0553,13.6,imputed
54047,0.118,0.118,0.049,12.2,imputed
54049,0.39,0.39,0.26,14,monitor
54051,0.515,0.26,0.296,14.5,monitor
54053,0.372,0,0.146,14.9,imputed
54055,0.112,0.112,0.0486,11.6,imputed
54057,0.245,0.245,0.105,13,imputed
54059,0.356,0,0.151,14.2,imputed
54061,0.396,0.396,0.257,13.8,monitor
54063,0.111,0.111,0.049,11.5,imputed
54065,0.765,0.382,0.332,13,imputed
54067,0.123,0.123,0.0545,12.8,imputed
54069,0.736,0.368,0.491,14.8,monitor
54071,0.226,0.226,0.0997,12,imputed
54073,0.327,0.327,0.131,14.4,imputed
54075,0.321,0.321,0.143,11.9,imputed
54077,0.257,0.257,0.11,13.6,imputed
54079,0.353,0,0.143,14.1,imputed
54081,0.121,0.121,0.0541,12.6,imputed
54083,0.341,0.341,0.151,12.6,imputed
54085,0.321,0.321,0.131,14.1,imputed
54087,0.135,0.135,0.0549,14,imputed
54089,0.112,0.112,0.0521,11.6,imputed
54091,0.341,0.341,0.147,13.6,imputed
54093,0.241,0.241,0.103,12.8,imputed
54095,0.564,0.282,0.226,14.4,imputed
54097,0.365,0.365,0.16,13.5,imputed
54099,0.359,0,0.143,14.4,imputed
54101,0.351,0.351,0.155,13,imputed
54103,0.554,0.277,0.223,14.1,imputed
54105,0.33,0.33,0.135,14.5,imputed
54107,0.355,0.355,0.237,14.6,monitor
54109,0.123,0.123,0.0508,12.8,imputed
55001,1.04,0.519,0.277,27.8,imputed
55003,1,0.125,0.524,30.1,monitor
55005,1.39,0.63,0.364,28.9,imputed
55007,1.22,0.153,0.314,30.8,imputed
55009,1.25,0.5,0.738,25.8,monitor
55011,1.38,0.628,0.374,28.8,imputed
55013,1.01,0.127,0.266,29.4,imputed
55015,1.27,0.507,0.34,26.1,imputed
55017,1.41,0.639,0.357,29.2,imputed
55019,1.13,0.377,0.31,27.9,imputed
55021,1.13,0.502,0.301,26.5,imputed
55023,0.775,0.258,0.219,26.9,imputed
55025,1.12,0.5,0.75,26.9,monitor
55027,0.875,0.5,0.583,25.9,monitor
55029,1.31,0.526,0.352,25.6,imputed
55031,1.03,0.129,0.27,30,imputed
55033,1.42,0.644,0.373,29.5,imputed
55035,1.4,0.636,0.71,29.1,monitor
55037,1.43,0.389,0.355,27.8,imputed
55039,0.932,0.532,0.248,26.6,imputed
55041,1.4,0.381,0.737,27.9,monitor
55043,0.75,0.25,0.5,26.4,monitor
55045,1.15,0.512,0.311,27,imputed
55047,0.927,0.53,0.249,26.5,imputed
55049,0.775,0.258,0.208,26.9,imputed
55051,1.17,0.146,0.303,29.4,imputed
55053,1.12,0.373,0.435,27.5,monitor
55055,1.09,0.408,0.289,26.6,imputed
55057,0.747,0.373,0.2,27.6,imputed
55059,0.661,0.397,0.441,25.5,monitor
55061,1.29,0.515,0.35,25.1,imputed
55063,0.628,0.5,0.37,28,monitor
55065,0.754,0.251,0.216,26.1,imputed
55067,1.39,0.379,0.367,27,imputed
55069,1.55,0.903,0.386,28,imputed
55071,1.29,0.515,0.339,25.1,imputed
55073,1.55,0.903,0.383,28,imputed
55075,1.39,0.38,0.359,27.1,imputed
55077,1.01,0.505,0.254,27,imputed
55078,1.32,0.527,0.351,27.1,imputed
55079,0.875,0.375,0.583,25,monitor
55081,0.757,0.378,0.285,28,monitor
55083,1.35,0.541,0.385,26.4,imputed
55085,1.14,0.142,0.29,28.2,imputed
55087,1.25,0.5,0.738,26.5,monitor
55089,0.644,0.386,0.404,25.4,monitor
55091,1.4,0.636,0.369,29.1,imputed
55093,0,0,0,29.2,imputed
55095,0,0,0,29.2,imputed
55097,1.32,0.527,0.344,27.1,imputed
55099,1.57,0.915,0.419,28.4,imputed
55101,0.897,0.385,0.255,25.2,imputed
55103,1,0.502,0.268,26.9,imputed
55105,1.48,0.443,0.39,27,imputed
55107,1.56,0.907,0.394,28.1,imputed
55109,0,0,0,29.8,imputed
55111,1,0.5,0.571,27.4,monitor
55113,1.12,0.141,0.298,28.2,imputed
55115,1.3,0.519,0.356,26.8,imputed
55117,0.66,0.396,0.187,26,imputed
55119,1.55,0.905,0.792,28,monitor
55121,1.15,0.382,0.315,28.2,imputed
55123,0.611,0.489,0.168,26.8,imputed
55125,1.07,0.133,0.53,28.2,monitor
55127,1.1,0.549,0.299,26,imputed
55129,1,0.125,0.261,29,imputed
55131,0.66,0.396,0.189,26,imputed
55133,1,0.375,0.667,25,monitor
55135,1.3,0.519,0.346,26.8,imputed
55137,1.31,0.524,0.333,27,imputed
55139,1.3,0.519,0.339,26.8,imputed
55141,1.12,0.375,0.288,27.8,imputed
56001,0.89,0.146,0.0984,19.8,monitor
56003,1.17,0.391,0.0872,23.9,imputed
56005,1.96,0.375,0.49,27.4,monitor
56007,0.681,0.17,0.0585,17.9,imputed
56009,1.01,0,-0.0626,23.9,monitor
56011,2.21,0.442,0.289,28.1,imputed
56013,1.25,0.125,0.0952,21,monitor
56015,0.576,0.192,0.0526,24,imputed
56017,1.38,0.138,0.0645,23.1,imputed
56019,1.24,0.412,0.0907,25.1,imputed
56021,1.51,0.625,0.194,23.1,monitor
56023,0.562,0,0.033,18,monitor
56025,1.02,0,0.0866,22.2,monitor
56027,0.94,0,0.112,25.4,imputed
56029,1.62,0,0.054,23.4,monitor
56031,0.895,0.224,0.0635,23.5,imputed
56033,0.942,0.344,0.00463,26.8,monitor
56035,0.875,0.125,-0.0119,19.5,monitor
56037,0.127,0,0.0355,16.9,monitor
56039,2.92,0.625,0.373,21,monitor
56041,0.492,0,0.0344,16,imputed
56043,1.15,0.383,0.0498,23.4,imputed
56045,2.1,0.42,0.251,26.8,imputed
72001,0,0,0,0,hms_only
72003,0,0,0,0,hms_only
72005,0,0,0,0,hms_only
72007,0,0,0,0,hms_only
72009,0,0,0,0,hms_only
72011,0,0,0,0,hms_only
72013,0,0,0,0,hms_only
72015,0,0,0,0,hms_only
72017,0,0,0,0,hms_only
72019,0,0,0,0,hms_only
72021,0,0,0,0,hms_only
72023,0,0,0,0,hms_only
72025,0,0,0,0,hms_only
72027,0,0,0,0,hms_only
72029,0,0,0,0,hms_only
72031,0,0,0,0,hms_only
72033,0,0,0,0,hms_only
72035,0,0,0,0,hms_only
72037,0,0,0,0,hms_only
72039,0,0,0,0,hms_only
72041,0,0,0,0,hms_only
72043,0,0,0,0,hms_only
72045,0,0,0,0,hms_only
