fips,sdwis_violation_pop_share,cws_pop_share
28003,0,1
28005,0.0268,0.882
28007,0.0318,1
28009,0.147,0.75
28011,0.72,1
28013,0.153,1
28015,0,1
28017,0.0765,1
28019,0.167,1
28021,0.17,1
28023,0,0.961
28025,0.00777,1
28027,0.886,1
28029,0.446,0.914
28031,0.298,0.782
28033,0.187,1
28035,0.0296,1
28037,0.672,0.996
28039,0,0.626
28041,0.0459,0.806
28043,0.0918,1
28045,0.397,1
28047,0.049,0.891
28049,0.869,1
28051,0.335,1
28053,0.526,1
28055,1,1
28057,0.467,0.98
28059,0.195,0.927
28061,0.0627,1
28063,0.799,1
28065,0.134,1
28067,0.00909,1
28069,0.0194,1
28071,0.0835,1
28073,0.13,1
28075,0.0219,1
28077,0.0338,0.984
28079,0.0769,0.963
28081,0.0238,1
28083,0.0782,1
28085,0.373,0.961
28087,0.0406,1
28089,0.247,1
28091,0.352,0.944
28093,0.2,0.685
28095,0.07,1
28097,0.61,1
28099,0,0.844
28101,0.25,1
28103,0.827,1
28105,0.0609,1
28107,0.204,0.984
28109,0.053,0.962
28111,0.164,0.844
28113,0.613,0.875
28115,0.666,1
28117,0.434,1
28119,0.643,1
28121,0.414,1
28123,0.0956,1
28125,1,1
28127,0,1
28129,0.227,0.911
28131,0.434,0.81
28133,0.855,1
28135,0.47,1
28137,0.718,0.525
28139,0.103,1
28141,0,1
28143,0.454,1
28145,0.0808,0.973
28147,0,1
28149,0.0423,1
28151,0.81,1
28153,0.575,1
28155,0,1
28157,0,1
28159,0,1
28161,0.136,1
28163,0.476,0.928
29001,0.693,1
29003,0.0113,1
29005,0,0.809
29007,0.0378,1
29009,0.0011,0.659
29011,0,0.602
29013,0.533,0.964
29015,0.0689,0.431
29017,0,0.184
29019,0,1
29021,0,0.819
29023,0.5,0.847
29025,0.367,0.835
29027,0,0.867
29029,0.0342,0.841
29031,0.56,0.873
29033,0.0367,0.98
29035,0,0.561
29037,0.0249,1
29039,0.628,0.621
29041,0.117,0.579
29043,0,0.66
29045,0,1
29047,0.000387,0.95
29049,0.158,1
29051,0,0.943
29053,0,0.76
29055,0,0.442
29057,0.013,0.461
29059,0,0.237
29061,0.0335,1
29063,0.0545,1
29065,0,0.435
29067,0,0.262
29069,0.411,1
29071,0.248,0.568
29073,0.0643,0.515
29075,0.477,1
29077,0.00339,0.851
29079,0,1
29081,0.675,1
29083,0.0364,1
29085,0.167,0.457
29087,0.447,1
29089,0.387,0.818
29091,0.549,0.591
29093,0.535,0.533
29095,0,1
29097,0.0117,1
29099,0.0453,0.806
29101,0,1
29103,0,1
29105,0,0.872
29107,0.116,0.944
29109,0.0117,0.475
29111,0.125,0.7
29113,0.172,0.735
29115,0.097,1
29117,0.119,1
29119,0.156,0.509
29121,0,1
29123,0,0.508
29125,0,0.238
29127,0.668,0.898
29129,0.124,0.728
29131,0.635,0.364
29133,0.323,1
29135,0.469,0.624
29137,0.452,0.64
29139,0.114,0.851
29141,0.247,0.374
29143,0.162,0.901
29145,0.00776,0.33
29147,0.615,0.949
29149,0.0271,0.513
29151,0.0444,0.673
29153,0.564,0.167
29155,0.163,0.865
29157,0.0583,0.724
29159,0.0274,0.624
29161,0.0421,0.653
29163,0.23,0.913
29165,0.0131,0.968
29167,0.0405,0.482
29169,0.0919,1
29171,0.354,1
29173,0.546,1
29175,0,1
29177,0.362,0.693
29179,0.572,0.227
29181,0.44,0.792
29183,0,1
29185,0.291,0.392
29186,0.425,0.698
29187,0.451,0.765
29189,0,0.823
29195,0.22,0.988
29197,0,1
29199,0.352,1
29201,0.0483,0.891
29203,0,0.384
29205,0.0278,1
29207,0.112,0.793
29209,0.0742,0.711
29211,0.325,1
29213,0.00543,1
29215,0.0316,0.651
29217,0.493,1
29219,0.136,0.618
29221,0.0426,0.231
29223,0.293,0.618
29225,0.34,0.454
29227,0,1
29229,0,0.438
29510,0,1
30001,0.0364,0.596
30003,0,0.353
30005,0.91,0.34
30007,0,0.318
30009,0.104,0.457
30011,0,0.286
30013,0.0176,0.967
30015,0.147,0.567
30017,0.935,0.869
30019,0,0.667
30021,0.0229,0.831
30023,0,0.841
30025,0,0.717
30027,0.0792,0.645
30029,0.00845,0.735
30031,0.00623,0.846
30033,0,0.311
30035,0,0.4
30037,0.73,0.455
30039,1,0.413
30041,0.812,0.75
30043,0.719,0.449
30045,0,0.373
30047,0.159,0.457
30049,0.762,0.667
30051,0.211,0.935
30053,0.463,0.569
30055,0,0.586
30057,0.157,1
30059,0,0.603
30061,0.218,0.502
30063,0.0244,0.732
30065,0,0.472
30067,0.0241,0.605
30069,0,0.377
30071,0.0498,0.573
30073,0.164,0.781
30075,0,0.267
30077,0,0.722
30081,0.0798,0.257
30083,0.0135,0.547
30085,0,0.42
30087,0.601,0.682
30089,0,0.461
30091,0,0.743
30093,0,0.999
30095,0,0.369
30097,0,0.479
30099,0.0876,0.627
30101,0.0158,1
30103,1,0.347
30105,0.0663,0.72
30107,0,1
30109,1,0.587
30111,0.0526,0.919
31001,0.898,0.893
31003,0.189,0.588
31007,0,0.224
31009,0,0.239
31011,0,0.595
31013,0,0.821
31015,0,0.806
31017,0,0.702
31019,0.00117,0.823
31021,0,1
31023,0.0367,0.575
31025,0.105,0.908
31027,0.474,0.876
31029,0,0.675
31031,0.0489,0.591
31033,0,0.833
31035,0.0933,0.752
31037,0.0687,0.78
31039,0.76,0.867
31041,0.0972,0.628
31043,0,0.894
31045,0.0224,0.917
31047,0.187,0.795
31049,0.76,0.638
31051,0.13,0.622
31053,0.00776,0.867
31055,0,1
31057,0.16,0.612
31059,0.0573,0.768
31061,0,0.748
31063,0.0186,0.598
31065,0,0.829
31067,0,0.805
31069,0,0.432
31071,0,0.596
31073,0,0.478
31075,0,0.275
31077,0.196,0.669
31079,0.951,0.876
31081,0.0612,0.668
31083,0.116,0.566
31085,0,0.257
31087,0.326,0.627
31089,0,0.633
31091,0,0.392
31093,0,0.502
31095,0.0092,0.901
31097,0.095,0.826
31099,0,0.651
31101,0.0849,0.684
31103,0,0.264
31105,0.0876,0.865
31107,0,0.668
31109,0.0198,0.98
31111,0,0.816
31113,0,0.426
31119,0.0375,0.894
31121,0,0.598
31123,0,0.618
31125,0.942,0.694
31127,0,0.921
31129,0,0.762
31131,0.00394,0.911
31133,0,1
31135,0.0584,0.611
31137,0.791,0.783
31139,0.314,0.558
31141,0.075,0.779
31143,0.374,0.593
31145,0.0066,0.821
31147,0.12,1
31149,0.897,0.618
31151,0.0558,0.846
31153,0.00721,0.262
31155,0.307,0.659
31157,0,0.813
31159,0.193,0.7
31161,0,0.572
31163,0,0.514
31165,0,0.221
31167,0.401,0.674
31169,0.019,0.714
31171,0,0.299
31175,0,0.639
31177,0.466,0.823
31179,0,0.709
31181,0,0.72
31183,0,0.233
31185,0.0627,0.8
32001,0.0286,0.555
32003,0.0143,1
32005,0.0779,0.93
32007,0.027,0.879
32009,0,0.673
32011,0,0.55
32013,0.0264,0.65
32015,0.919,0.759
32017,0,0.823
32019,0.605,0.831
32021,0.119,0.841
32023,0.0991,0.527
32027,0.00869,0.871
32029,0,0.665
32031,0.0238,0.994
32033,0,0.885
33001,0.164,0.583
33003,0.234,0.764
33005,0.00945,0.632
33007,0.113,0.762
33009,0.277,0.761
33011,0.021,0.711
33013,0.0478,0.582
33015,0.119,0.634
33017,0.297,0.704
33019,0.367,0.57
34001,0.463,1
34003,0.0771,0.832
34005,0.227,1
34007,0.118,0.796
34009,0.0762,1
34011,0.917,0.63
34013,0.704,0.856
34015,0.139,0.838
34017,0.0536,1
34019,0.0568,0.354
34021,0.809,0.783
34023,0.281,0.816
34025,0.132,0.724
34027,0.218,0.874
34029,0.0962,1
34031,0.732,0.956
34033,0.0426,0.661
34035,0.733,0.277
34037,0.411,0.559
34039,0,1
34041,0.00942,0.742
35001,0.0739,0.947
35003,0.626,0.554
35005,0.867,0.972
35006,0.95,0.609
35007,0.99,1
35009,0.0339,1
35011,0.202,1
35013,0.295,1
35015,0.196,0.99
35017,0.115,0.924
35019,0.361,0.998
35021,0.657,1
35023,0.961,0.905
35025,0.313,0.878
35027,0.129,1
35028,0,1
35029,0.136,0.766
35031,0.885,0.365
35033,0.81,0.933
35035,0.119,0.98
35037,0.0412,1
35039,0.898,0.66
35041,0.227,0.971
35043,0.894,0.875
35045,0.61,0.849
35047,0.973,0.76
35049,0.824,0.828
35051,0.636,0.93
35053,0.231,1
35055,0.454,0.579
35057,0.868,0.608
35059,0.0749,0.863
35061,0.435,0.656
36001,0.323,0.96
36003,0.18,0.645
36005,1,0.94
36007,0.00349,0.833
36009,0.0791,0.594
36011,0.00771,0.681
36013,0.117,0.853
36015,0.184,0.969
36017,0.0236,0.449
36019,0.0467,0.7
36021,0.0359,0.41
36023,0.0041,0.745
36025,0.0808,0.475
36027,0.106,0.676
36029,0.000443,0.991
36031,0.121,0.913
36033,0.187,0.619
36035,0.0102,0.618
36037,0.0172,0.782
36039,0.407,0.594
36041,0.275,0.93
36043,0.436,0.626
36045,0.356,0.984
36047,1,0.94
36049,0.379,0.433
36051,0.0668,0.854
36053,0.0247,0.404
36055,0.955,0.979
36057,0.73,0.697
36059,0.305,0.97
36061,1,0.94
36063,0,1
36065,0.00915,0.84
36067,0.33,1
36069,0.158,0.799
36071,0.106,0.845
36073,0.404,1
36075,0.0035,0.652
36077,0.095,0.508
36079,0.0811,0.381
36081,1,0.94
36083,0.75,0.708
36085,1,0.94
36087,0.00562,0.889
36089,0,0.583
36091,0.0328,0.736
36093,0.0919,0.907
36095,0.438,0.398
36097,0.0311,0.361
36099,0.015,0.735
36101,0.208,0.55
36103,0.0256,0.897
36105,0.188,0.658
36107,0,0.511
36109,0.00246,0.925
36111,0.132,0.535
36113,0.0134,0.77
36115,0.09,0.508
36117,0.00286,0.936
36119,0.11,1
36121,0.398,0.543
36123,0.1,0.57
37001,0.492,0.733
37003,0,1
37005,0,0.323
37007,0.0592,1
37009,0.65,0.197
37011,0.381,0.659
37013,0.309,1
37015,0.0266,1
37017,0.287,1
37019,0.189,1
37021,0.94,0.724
37023,0.137,0.838
37025,0.16,0.678
37027,0.434,0.914
37029,0,0.939
37031,0.372,1
37033,0.798,0.11
37035,0.00923,0.848
37037,0.709,0.628
37039,0.555,0.345
37041,1,1
37043,0.765,0.232
37045,0.198,1
37047,0.356,0.622
37049,0.375,1
37051,0.0527,1
37053,0.666,1
37055,0,1
37057,0,1
37059,0.998,0.886
37061,0.216,0.851
37063,0.000904,1
37065,0.886,0.627
37067,0,1
37069,0.69,0.615
37071,0.184,0.84
37073,0,1
37075,0,0.587
37077,0.0158,0.467
37079,0.0816,0.891
37081,0.257,0.871
37083,0.00403,0.909
37085,0.108,1
37087,0.825,0.79
37089,0.0114,0.73
37091,0.216,0.936
37093,0.64,1
37095,0,1
37097,0.498,0.73
37099,0.345,0.599
37101,0.138,0.995
37103,0.0793,1
37105,0.957,0.88
37107,0,1
37109,0.737,0.777
37111,0.846,0.338
37113,0.82,0.579
37115,0,0.337
37117,0.904,0.722
37119,0.0000543,1
37121,0.108,0.449
37123,0.904,1
37125,0.31,0.994
37127,0.106,0.819
37129,0.0262,1
37131,0.74,1
37133,0.738,1
37135,0.0844,0.765
37137,0.945,1
37139,0,1
37141,0.905,0.932
37143,1,1
37145,0,0.339
37147,0.283,1
37149,0.729,0.568
37151,0.576,0.393
37153,0.527,1
37155,0.326,0.953
37157,0.61,0.602
37159,0.861,0.827
37161,0.0846,0.776
37163,0.00966,0.618
37165,0.0388,0.727
37167,0.135,0.786
37169,0.00396,0.595
37171,0.198,0.329
37173,0.0485,0.368
37175,0.113,0.57
37177,0.781,1
37179,0.195,0.929
37181,0.845,0.462
37183,0.206,1
37185,0.0725,0.954
37187,0.95,0.997
37189,0.315,0.76
37191,0.491,1
37193,0.713,0.695
37195,0.0312,0.852
37197,0.408,0.298
37199,0,0.292
38001,0,0.634
38003,0,1
38005,0.0923,0.191
38007,0,0.119
38009,0.0292,0.763
38011,0,0.641
38013,0.0602,0.498
38015,0,0.939
38017,0.00171,0.958
38019,0,1
38021,0.301,0.963
38023,0.0224,0.712
38025,0,0.361
38027,0,0.68
38029,0,1
38031,0,0.77
38033,0,0.634
38035,0,0.955
38037,0,0.503
38039,0,1
38041,0,0.595
38043,0,0.349
38045,0,0.537
38047,0,0.587
38049,0.209,0.429
38051,0,0.738
38053,0.00273,0.799
38055,0.0364,0.94
38057,0,1
38059,0,0.893
38061,0,0.147
38063,0,1
38065,0,0.314
38067,0,1
38069,0,1
38071,0,1
38073,0,0.849
38075,0,0.616
38077,0,0.935
38079,0.218,0.291
38081,0.0504,0.567
38083,0.205,0.378
38087,0,0.195
38089,0,1
38091,0,0.444
38093,0.00746,1
38095,0,0.618
38097,0,0.956
38099,0,0.881
38101,0,0.939
38103,0.0071,1
38105,0.00683,0.916
39001,0.168,1
39003,0.777,0.827
39005,0.103,0.491
39007,0.0094,0.82
39009,0.133,1
39011,0.332,0.66
39013,0.547,0.926
39015,0.0574,1
39017,0,0.965
39019,0.624,0.261
39021,0.611,0.484
39023,0.0165,0.68
39025,0.0275,0.893
39027,0.122,0.501
39029,0.187,0.582
39031,0.00308,0.399
39033,0.831,0.659
39035,0,1
39037,0.143,0.482
39039,0.826,0.665
39041,0,0.915
39043,0,1
39045,0.0206,0.59
39047,0.0548,0.854
39049,0.00969,1
39051,0.743,0.588
39053,0,0.992
39055,0.0539,0.239
39057,0.0557,1
39059,0.484,0.754
39061,0.00529,0.998
39063,0.0354,0.788
39065,0.624,0.594
39067,0.489,0.722
39069,0.115,0.543
39071,0,0.982
39073,0.108,0.324
39075,0.258,0.254
39077,0.18,1
39079,0.293,1
39081,0.401,0.864
39083,0,0.499
39085,0,0.984
39087,0.315,1
39089,0.0731,0.632
39091,0.72,0.487
39093,0.0334,1
39095,0.841,0.993
39097,0.484,0.726
39099,0.000511,0.907
39101,0,0.739
39103,0.0217,0.594
39105,0.435,1
39107,0.0045,0.539
39109,0.00594,0.862
39111,0.519,0.998
39113,0.0201,0.948
39115,0.112,0.372
39117,0,0.217
39119,0.0977,0.807
39121,0.199,0.809
39123,0.205,1
39125,0.562,0.41
39127,0.428,0.769
39129,0.183,0.707
39131,0,0.918
39133,0.107,0.62
39135,0.163,0.518
39137,0.514,0.437
39139,0.569,0.725
39141,0.144,0.903
39143,0.00333,0.511
39145,0,1
39147,0.0521,0.712
39149,0.708,0.604
39151,0.0891,0.768
39153,0.854,0.813
39155,0.0534,0.752
39157,0.0702,0.668
39159,0.0768,0.46
39161,0.825,0.471
39163,0.111,0.255
39165,0.0446,0.85
39167,0.144,1
39169,0.075,0.503
39171,0.213,0.586
39173,0.181,0.829
39175,0,0.55
40001,0.626,0.678
40003,0.34,0.78
40005,1,0.779
40007,0.266,0.535
40009,0.131,0.918
40011,0.72,0.865
40013,0.939,0.861
40015,0.924,0.804
40017,0.663,0.459
40019,0.939,0.995
40021,0.808,0.718
40023,0.964,0.796
40025,0.825,0.787
40027,0.81,0.699
40029,0.945,0.762
40031,0.0929,1
40033,1,1
40035,0.777,1
40037,0.91,0.918
40039,0.43,0.842
40041,0.735,0.617
40043,0.48,0.586
40045,0.653,0.666
40047,0.832,0.991
40049,0.667,0.919
40051,0.909,0.608
40053,0.861,0.981
40055,0.799,1
40057,0.629,1
40059,0,0.763
40061,1,0.593
40063,0.613,0.939
40065,0.954,1
40067,0.907,1
40069,0.669,0.954
40071,0.323,1
40073,0.903,0.668
40075,0.463,0.911
40077,1,0.897
40079,0.862,0.971
40081,0.693,0.489
40083,0.867,0.532
40085,0,0.52
40087,0.289,0.586
40089,0.747,0.94
40091,1,1
40093,0.912,0.623
40095,1,1
40097,0.585,1
40099,0.381,1
40101,0.93,1
40103,0.74,0.944
40105,0.845,1
40107,1,0.853
40109,0.0714,1
40111,1,1
40113,0.683,0.731
40115,0.381,0.794
40117,0.726,0.854
40119,0.891,1
40121,1,1
40123,0.742,0.969
40125,0.885,0.673
40127,0.936,1
40129,1,0.733
40131,0.68,0.792
40133,0.541,0.693
40135,0.859,1
40137,0.933,0.894
40139,0.696,0.86
40141,1,1
40143,0.0718,0.997
40145,0.929,0.745
40147,0.97,0.872
40149,0.86,0.817
40151,0.915,0.864
40153,0.971,0.926
41001,0.0168,0.732
41003,0.0202,0.731
41005,0.176,0.864
41007,0.025,0.97
41009,0.278,0.719
41011,0.0208,0.746
41013,0.0392,0.607
41015,0.458,0.714
41017,0.00681,0.957
41019,0.204,0.763
41021,0,0.706
41023,0.183,0.594
41025,0.599,0.61
41027,0.0649,0.955
41029,0.00869,0.815
41031,0,0.814
41033,0.0136,0.484
41035,0.0502,0.705
41037,0.674,0.453
41039,0.0267,0.786
41041,0.0237,1
41043,0.0486,0.811
41045,0.0193,0.639
41047,0.0418,0.978
41049,0.0604,0.819
41051,0.799,1
41053,0.0529,0.595
41055,0.364,0.677
41057,0.184,1
41059,0.00666,0.78
41061,0,0.77
41063,0,0.655
41065,0.305,0.832
41067,0.00415,0.975
41069,0,0.517
41071,0.0509,0.815
42001,0.0228,0.464
42003,0.158,1
42005,0.113,0.69
42007,0.302,0.986
42009,0.279,0.396
42011,0.502,0.711
42013,0.63,0.812
42015,0.178,0.494
42017,0.16,0.852
42019,0.317,0.711
42021,0.461,1
42023,0,0.785
42025,0.172,0.685
42027,0.101,1
42029,0.103,0.482
42031,0.207,0.613
42033,0.0745,0.693
42035,0.459,0.793
42037,0.0416,0.809
42039,0.0278,0.48
42041,0.0646,0.897
42043,0.0163,0.921
42045,0.00168,0.258
42047,0.268,0.992
42049,0.0553,1
42051,0.632,1
42053,0,0.772
42055,0.0459,0.722
42057,0,0.163
42059,0.0915,1
42061,0.235,0.719
42063,0.0958,0.589
42065,0.13,0.611
42067,0.0485,0.41
42069,0.0137,0.742
42071,0.559,0.617
42073,0.0262,0.804
42075,0.682,0.592
42077,0.0715,0.692
42079,0.0537,0.834
42081,0.0577,0.693
42083,0.564,0.839
42085,0.0806,0.774
42087,0.0155,0.669
42089,0.26,0.555
42091,0.697,1
42093,0.952,0.29
42095,0.033,1
42097,0.133,0.944
42099,0.279,0.25
42101,0,0.999
42103,0.338,0.72
42105,0.378,0.579
42107,0.205,0.83
42109,0.0356,0.484
42111,0.0147,0.74
42113,0.42,0.214
42115,0.125,0.328
42117,0.204,0.614
42119,0.0745,0.134
42121,0.285,0.74
42123,0.105,0.614
42125,0.955,0.209
42127,0.183,0.474
42129,0.118,0.718
42131,0.0943,0.607
42133,0.596,0.771
44001,0,0.974
44003,0,1
44005,0.227,1
44007,0.00696,0.914
44009,0.271,1
45001,0.598,0.56
45003,0.366,0.86
45005,0,1
45007,0.185,1
45009,0.436,0.604
45011,0,0.512
45013,0.759,1
45015,0.000971,0.714
45017,0,0.402
45019,0.000712,1
45021,0.203,0.982
45023,0,0.486
45025,0.143,1
45027,0,0.509
45029,0.00565,0.473
45031,0,1
45033,0,1
45035,0.000628,1
45037,0,1
45039,0.122,1
45041,0,0.73
45043,0.166,1
45045,0.0062,0.999
45047,0.000582,0.843
45049,0,0.599
45051,0.0405,1
45053,0,0.102
45055,0,1
45057,0,1
45059,0.00059,1
45061,0,0.253
45063,0.0678,0.605
45065,1,1
45067,0,1
45069,0,0.799
45071,0.0992,0.66
45073,0.00833,1
45075,0,0.77
45077,0.0812,0.962
45079,0.903,0.944
45081,0.827,0.508
45083,0.47,1
45085,0.00285,0.842
45087,0.297,1
45089,0.569,0.584
45091,0.255,0.734
46003,0,0.711
46005,0.0156,0.809
46007,0,0.444
46009,0.339,0.953
46011,0,1
46013,0.596,1
46015,0.154,0.739
46017,0,0.0805
46019,0.0194,0.782
46021,0.399,0.757
46023,0,1
46025,0.109,0.61
46027,0.0192,0.959
46029,0.00798,1
46031,0.0646,0.186
46033,0.0853,0.431
46035,0,1
46037,0.0529,1
46039,0.0932,0.601
46041,0.782,0.979
46043,0,0.978
46045,0.0492,0.977
46047,0.123,0.929
46049,0,0.855
46051,0.0192,0.648
46053,0,0.74
46055,0.137,0.471
46057,0.503,0.618
46059,0.00762,1
46061,0.29,0.647
46063,0,0.264
46065,0,1
46067,0.241,0.877
46069,0,1
46071,0,0.194
46073,0.721,0.746
46075,0,1
46077,0,1
46079,0,0.996
46081,0.0302,0.883
46083,0.0284,0.508
46085,0,1
46087,0,1
46089,0.223,0.805
46091,0,0.906
46093,0.0674,0.81
46095,0.588,0.482
46097,0.095,0.408
46099,0.00577,1
46101,0.55,0.68
46102,0,0.102
46103,0.128,1
46105,0,0.683
46107,0,0.914
46109,0.127,0.515
46111,0,0.517
46115,0.0843,0.837
46117,0,1
46119,0,0.957
46121,0,0.198
46123,0.0741,0.776
46125,0.0864,1
46127,0,1
46129,0,1
46135,0.00723,0.95
46137,0.788,0.276
47001,0,1
47003,0.384,1
47005,0,0.753
47007,0.498,0.734
47009,0.34,1
47011,0,1
47013,0,1
47015,0,0.789
47017,0,0.704
47019,0.155,1
47021,0,1
47023,0,0.515
47025,0.0116,0.918
47027,0.419,1
47029,0,0.971
47031,0,1
47033,0,1
47035,0.0763,1
47037,0,1
47039,0,1
47041,0.363,1
47043,0,1
47045,0,0.99
47047,0,0.637
47049,0.702,1
47051,0,1
47053,0,0.84
47055,0.524,1
47057,0,0.53
47059,0.0675,1
47061,0.518,1
47063,0,1
47065,0,1
47067,0,0.457
47069,0,0.637
47071,0.243,1
47073,0.056,0.845
47075,0,0.849
47077,0,1
47079,0,0.758
47081,0,1
47083,0,1
47085,0,0.835
47087,0.355,0.95
47089,0,1
47091,0,0.616
47093,0,1
47095,0.439,0.669
47097,0,1
47099,0,1
47101,0,1
47103,0,1
47105,0,1
47107,0,1
47109,0,1
47111,0,1
47113,0,0.924
47115,0,0.976
47117,0,1
47119,0,1
47121,0,0.506
47123,0.00501,1
47125,0.135,1
47127,0,1
47129,0,0.574
47131,0,1
47133,0,1
47135,0,1
47137,1,1
47139,0,0.381
47141,0,1
47143,0.584,1
47145,0.346,1
47147,0.149,0.847
47149,0.262,1
47151,0,1
47153,0,0.872
47155,0,0.759
47157,0,0.885
47159,0.623,1
47161,0.551,0.88
47163,0.0786,1
47165,0,1
47167,0.0521,1
47169,1,0.91
47171,0,0.935
47173,0.419,0.956
47175,1,0.98
47177,0.433,1
47179,0.239,1
47181,0.323,0.785
47183,0,0.623
47185,0,1
47187,0.307,1
47189,0.117,1
48001,0.654,1
48003,1,0.771
48005,0.259,1
48007,0.739,0.791
48009,0.114,1
48011,0.897,0.786
48013,0.311,0.922
48015,0.347,0.675
48017,0.00578,0.752
48019,0.104,0.745
48021,0.11,1
48023,0,1
48025,0.96,0.685
48027,0.0421,1
48029,0.0219,1
48031,0.638,0.706
48033,1,0.439
48035,0.16,1
48037,0.118,1
48039,0.0772,0.99
48041,0.00391,1
48043,0.108,0.905
48045,1,0.804
48047,1,0.666
48049,0.0716,1
48051,0.416,0.907
48053,0.479,0.821
48055,0.343,1
48057,0.876,1
48059,0.934,1
48061,0.0431,1
48063,0.696,1
48065,0.227,0.715
48067,0.597,0.815
48069,0.248,0.793
48071,0.334,1
48073,0.558,1
48075,0.932,1
48077,0.472,0.86
48079,0.817,0.805
48081,0.578,0.758
48083,0.604,1
48085,0.0347,1
48087,0.938,0.899
48089,0.0604,0.656
48091,0.236,1
48093,1,0.807
48095,0.662,1
48097,0.162,1
48099,0.103,0.917
48101,1,0.852
48103,1,0.855
48105,0,1
48107,0.813,0.944
48109,0.983,0.959
48111,0.0515,1
48113,0.0175,1
48115,0.0543,0.83
48117,1,0.878
48119,0.294,1
48121,0.00384,0.893
48123,0.0188,0.9
48125,0,0.77
48127,0.181,1
48129,0.795,0.888
48131,0.984,1
48133,0.951,1
48135,0.00549,0.866
48137,0.144,1
48139,0.0593,1
48141,0.00779,1
48143,0.165,0.749
48145,0.793,1
48147,0.0498,1
48149,0.7,0.794
48151,1,1
48153,0.0123,0.755
48155,1,1
48157,0.0372,1
48159,0,1
48161,0.406,1
48163,0.321,0.797
48165,1,0.468
48167,0.176,1
48169,1,0.984
48171,0.123,0.563
48173,0,0.408
48175,0.613,0.396
48177,0.0194,1
48179,0.0687,0.949
48181,0.0778,1
48183,0.191,1
48185,0.583,0.792
48187,0.333,1
48189,0.0838,0.905
48191,0.841,1
48193,0.677,0.521
48195,0.0227,0.833
48197,0.883,1
48199,0.099,1
48201,0.528,1
48203,0.512,1
48205,0.586,0.119
48207,0.755,0.991
48209,0.386,1
48211,0,0.68
48213,0.295,1
48215,0.438,1
48217,0.347,1
48219,0.92,0.758
48221,0.298,1
48223,0.441,1
48225,0.577,1
48227,1,0.892
48229,0.33,1
48231,0.163,1
48233,0.11,1
48235,0.161,0.616
48237,0.166,0.623
48239,0.241,0.826
48241,0.303,0.946
48243,0.132,0.721
48245,0.424,0.99
48247,1,1
48249,0.142,0.647
48251,0.023,1
48253,0.156,0.883
48255,1,1
48257,0.174,1
48259,0.813,0.847
48261,0.867,0.742
48263,1,0.996
48265,0.518,0.966
48267,0.967,0.654
48269,1,1
48271,0,1
48273,0.127,1
48275,0.369,1
48277,0.11,1
48279,0.217,0.845
48281,0.382,1
48283,0.816,1
48285,0,0.281
48287,0.426,1
48289,0.791,1
48291,0.0307,1
48293,0.897,1
48295,0.279,0.835
48297,0.0126,0.736
48299,0.398,1
48301,1,1
48303,0.0203,0.976
48305,0.317,0.835
48307,1,0.831
48309,0.0465,1
48311,1,1
48313,0.254,0.941
48315,0.813,1
48317,1,0.518
48319,1,0.565
48321,0.814,1
48323,0.03,0.978
48325,0.183,1
48327,1,0.752
48329,0.985,0.985
48331,0.31,1
48333,0.869,0.475
48335,0.536,0.934
48337,0.211,0.638
48339,0.0948,1
48341,0.102,0.914
48343,0.34,0.816
48345,0.257,0.802
48347,0.136,1
48349,0.106,1
48351,0.506,0.817
48353,0.25,1
48355,0.0973,1
48357,0.0185,0.864
48359,0.0744,0.997
48361,0.597,0.869
48363,0.913,1
48365,0.771,1
48367,0.383,0.792
48369,0.599,0.817
48371,0.744,0.931
48373,0.33,1
48375,0.000382,1
48377,0.763,1
48379,0.993,1
48381,0.15,0.139
48383,0,0.881
48385,0.329,1
48387,0.429,1
48389,0.0321,1
48391,0.271,0.756
48393,0,0.598
48395,0,0.908
48397,0.253,1
48399,1,1
48401,0.7,1
48403,0.689,1
48405,0.753,0.867
48407,0.367,1
48409,0.901,0.988
48411,0.362,1
48413,0,0.643
48415,0.0537,0.749
48417,0.656,1
48419,0.429,1
48421,0.135,0.841
48423,0.47,1
48425,0.464,0.882
48427,0.957,1
48429,0.529,1
48431,0,0.648
48433,1,0.768
48435,1,0.823
48437,0.196,0.884
48439,0.0133,1
48441,0.0862,1
48443,1,1
48445,0.0839,0.799
48447,1,0.506
48449,0,1
48451,0.988,1
48453,0.832,1
48455,0.728,1
48457,0.425,1
48459,0.271,0.972
48461,1,0.567
48463,0.184,1
48465,0.0181,0.929
48467,0.187,0.932
48469,0.0737,0.81
48471,0.164,0.914
48473,0.306,0.977
48475,0.0673,0.96
48477,0.107,0.725
48479,1,1
48481,0.0211,0.642
48483,0.94,0.835
48485,0.0798,1
48487,0.937,0.992
48489,0.164,0.82
48491,0.295,1
48493,0.217,1
48495,1,0.97
48497,0.47,0.621
48499,0.0686,1
48501,0.198,0.894
48503,0.611,1
48505,0.889,1
48507,0.107,1
49001,0,0.822
49003,0.0264,1
49005,0.0114,0.97
49007,0.0738,0.971
49009,0,1
49011,0.194,1
49013,0.432,1
49015,0.00578,1
49017,0.129,1
49019,0.028,1
49021,0.81,1
49023,0,1
49025,0.0605,1
49027,0.192,0.803
49029,0.122,0.881
49031,0.164,0.979
49033,0.341,0.854
49035,0.0395,1
49037,0.518,0.536
49039,0.103,0.997
49041,0.022,0.948
49043,0.0186,0.959
