fips,sfha_home_share,claims_per_1000_policies_year,mean_paid_usd,residential_structures,residential_structures_sfha,policies_in_force,sfha_policy_share,claims_per_year,sfha_share_basis
01001,0.03021,7.387,15260,20790,628,185,0.2197,1.367,structures
01003,0.1072,58.5,43750,97390,10440,9007,0.6362,526.9,structures
01005,0.01492,14.44,59640,10460,156,30,0.1346,0.4333,structures
01007,0.03198,13.73,1480,7693,246,17,0.05285,0.2333,structures
01009,0.008501,13.04,10780,22590,192,23,0.08854,0.3,structures
01011,0.03788,22.22,30730,3986,151,3,0.01325,0.06667,structures
01013,0.008917,11.11,,8411,75,3,0.02667,0.03333,structures
01015,0.03374,7.648,15180,46410,1566,292,0.1603,2.233,structures
01017,0.008798,22.22,26910,14660,129,24,0.1318,0.5333,structures
01019,0.07252,4.51,21980,13330,967,170,0.1448,0.7667,structures
01021,0.01316,2.667,2344,17020,224,25,0.05357,0.06667,structures
01023,0.06877,25.93,22330,7576,521,27,0.03839,0.7,structures
01025,0.01208,20.24,47230,9602,116,28,0.1983,0.5667,structures
01027,0.009194,,,6200,57,0,0,0,structures
01029,0.02003,0,,6341,127,3,0.02362,0,structures
01031,0.01878,75.06,25600,24860,467,151,0.2013,11.33,structures
01033,0.01858,28.4,19720,24010,446,81,0.1143,2.3,structures
01035,0.007321,11.11,,5737,42,3,0.02381,0.03333,structures
01037,0.02352,16.67,31010,5569,131,18,0.08397,0.3,structures
01039,0.03299,13.04,17990,18640,615,92,0.1382,1.2,structures
01041,0.00921,11.11,,6732,62,3,0.03226,0.03333,structures
01043,0.008323,10.39,24390,35680,297,77,0.1852,0.8,structures
01045,0.006289,28.86,25210,20040,126,67,0.2619,1.933,structures
01047,0.1364,8.333,15820,16960,2312,192,0.07742,1.6,structures
01049,0.01581,10.46,46990,32260,510,51,0.07255,0.5333,structures
01051,0.02488,4.93,15980,28940,720,311,0.325,1.533,structures
01053,0.03403,48.06,20280,16280,554,86,0.1011,4.133,structures
01055,0.0165,11.48,9557,42120,695,212,0.2518,2.433,structures
01057,0.01812,0,,8170,148,15,0.08784,0,structures
01059,0.01244,8.889,17360,12940,161,15,0.06832,0.1333,structures
01061,0.01987,57.58,20130,13080,260,55,0.1231,3.167,structures
01063,0.1329,20.29,21370,3867,514,69,0.1304,1.4,structures
01065,0.1275,29.63,12110,6511,830,63,0.07108,1.867,structures
01067,0.01982,15.48,47400,8778,174,28,0.1034,0.4333,structures
01069,0.01666,15.38,27390,42860,714,312,0.2773,4.8,structures
01071,0.03784,13.39,10700,23650,895,117,0.1073,1.567,structures
01073,0.02311,51.4,18940,241900,5592,1129,0.1309,58.03,structures
01075,0.03477,4.762,1731,6068,211,14,0.05213,0.06667,structures
01077,0.02079,28.39,12420,39630,824,128,0.09951,3.633,structures
01079,0.02419,17.82,21610,14380,348,58,0.1437,1.033,structures
01081,0.01916,6.133,16470,51560,988,250,0.1387,1.533,structures
01083,0.01235,6.422,16820,36520,451,218,0.1907,1.4,structures
01085,0.08218,2.151,5304,3845,316,62,0.1804,0.1333,structures
01087,0.03085,10.42,18650,8687,268,16,0.01866,0.1667,structures
01089,0.0334,6.354,17600,137500,4593,3053,0.3841,19.4,structures
01091,0.05496,5.556,9439,8461,465,66,0.1247,0.3667,structures
01093,0.01275,12.12,21050,12950,165,22,0.07879,0.2667,structures
01095,0.009458,18.31,31030,38380,363,71,0.1129,1.3,structures
01097,0.06313,57.32,34140,150000,9472,5422,0.4515,310.8,structures
01099,0.02045,25,10820,9194,188,8,0.03723,0.2,structures
01101,0.03538,12.64,26940,82950,2935,725,0.1274,9.167,structures
01103,0.02144,9.703,18450,44880,962,426,0.316,4.133,structures
01105,0.02276,0,,4393,100,2,0.01,0,structures
01107,0.05523,32.18,15530,6717,371,58,0.1456,1.867,structures
01109,0.005305,0,,13200,70,12,0.05714,0,structures
01111,0.00846,2.222,15830,12060,102,15,0.08824,0.03333,structures
01113,0.01245,24.44,30740,20640,257,60,0.1323,1.467,structures
01115,0.01946,7.752,17560,33510,652,301,0.388,2.333,structures
01117,0.01242,31.3,28450,76020,944,491,0.3072,15.37,structures
01119,0.07067,9.009,22310,6368,450,37,0.05778,0.3333,structures
01121,0.05245,7.849,25020,33520,1758,310,0.1416,2.433,structures
01123,0.0169,2.381,19180,19700,333,84,0.1471,0.2,structures
01125,0.0206,10.64,19080,65480,1349,539,0.301,5.733,structures
01127,0.01954,21.43,15980,29430,575,70,0.09565,1.5,structures
01129,0.03473,40.74,9319,8178,284,9,0.02817,0.3667,structures
01131,0.1156,2.632,10250,4707,544,38,0.0625,0.1,structures
01133,0.008831,11.11,28210,12460,110,30,0.2364,0.3333,structures
02013,0,,,623,0,0,,0,structures
02016,0,,,949,0,0,,0,structures
02020,0.00199,5.027,9639,77880,0,305,,1.533,policies_lower_bound
02050,0.02359,5.975,8774,4409,0,106,,0.6333,policies_lower_bound
02060,0,,,846,0,0,,0,structures
02063,0.0067,2.976,16590,2388,0,28,,0.08333,policies_lower_bound
02066,0,,16590,1774,0,0,,0.08333,structures
02068,0,,,1227,0,0,,0,structures
02070,0,,,1804,0,0,,0,structures
02090,0.05635,8.999,16050,30290,1707,563,0.2601,5.067,structures
02100,0.001574,0,,1271,0,9,,0,policies_lower_bound
02105,0,,,1268,0,0,,0,structures
02110,0.01908,3.21,64300,9118,174,945,0.8793,3.033,structures
02122,0.00928,6.25,14150,34160,317,288,0.612,1.8,structures
02130,0.01208,5,10600,4138,0,60,,0.3,policies_lower_bound
02150,0,,,4032,0,0,,0,structures
02158,0.006145,6.061,13410,1790,0,11,,0.06667,policies_lower_bound
02164,0.0008361,,,1196,1,0,0,0,structures
02170,0.01203,11.28,27260,44210,532,195,0.2256,2.2,structures
02180,0.007584,12,39290,2769,0,25,,0.3,policies_lower_bound
02185,0.0007479,33.33,55780,1337,0,1,,0.03333,policies_lower_bound
02188,0.009272,15.15,13910,1510,0,22,,0.3333,policies_lower_bound
02195,0.01833,0.6944,,1200,0,24,,0.01667,policies_lower_bound
02198,0,,,2669,0,0,,0,structures
02220,0.0416,1.818,20130,2644,110,55,0.3182,0.1,structures
02230,0,0,,420,0,3,,0,structures
02240,0,,,2907,0,0,,0,structures
02275,0,,,1016,0,0,,0.01667,structures
02282,0,,,321,0,0,,0,structures
02290,0.02062,18.41,54650,2764,0,67,,1.233,policies_lower_bound
04001,0.006079,6.897,3682,26480,161,29,0.1118,0.2,structures
04003,0.09459,3.709,12900,58070,5493,728,0.1116,2.7,structures
04005,0.0204,7.594,25950,52610,1073,733,0.2964,5.567,structures
04007,0.07428,10.07,29340,29880,2220,268,0.1059,2.7,structures
04009,0.08824,3.349,20190,13250,1169,209,0.1565,0.7,structures
04011,0.06281,12.82,19750,3773,237,13,0.02954,0.1667,structures
04012,0.2,2.516,17650,13900,2781,212,0.0676,0.5333,structures
04013,0.01383,3.311,28520,1511000,20900,8889,0.2912,29.43,structures
04015,0.02096,4.108,24510,117500,2464,568,0.1838,2.333,structures
04017,0.03792,3.963,9902,55330,2098,328,0.1397,1.3,structures
04019,0.02112,4.02,25200,383300,8094,2620,0.211,10.53,structures
04021,0.01695,3.298,40830,173000,2932,839,0.207,2.767,structures
04023,0.1345,5.882,13440,15570,2094,272,0.118,1.6,structures
04025,0.03667,6.113,25040,114800,4210,1396,0.2447,8.533,structures
04027,0.0239,2.599,27260,79150,1892,372,0.1649,0.9667,structures
05001,0.1688,24.54,22290,9712,1639,91,0.04942,2.233,structures
05003,0.06684,24.85,21140,9456,632,55,0.07911,1.367,structures
05005,0.0426,34.63,42180,23050,982,77,0.0723,2.667,structures
05007,0.01141,18.75,34310,102100,1165,439,0.2403,8.233,structures
05009,0.01369,24.24,5806,15630,214,11,0.03738,0.2667,structures
05011,0.003202,90.2,34050,5309,0,17,,1.533,policies_lower_bound
05013,0.001126,75,21200,2665,0,4,,0.3,policies_lower_bound
05015,0.008302,0,,15060,125,2,0.008,0,structures
05017,0.0751,25.27,36390,5140,386,153,0.1528,3.867,structures
05019,0.04988,13.33,28690,8239,411,45,0.1022,0.6,structures
05021,0.1487,49.4,26980,8939,1329,112,0.07825,5.533,structures
05023,0.0543,8.706,49110,16080,873,134,0.1203,1.167,structures
05025,0.005892,,,2546,15,0,0,0,structures
05027,0.01185,33.33,25930,6330,75,5,0.02667,0.1667,structures
05029,0.02503,19.75,15200,10350,259,27,0.08494,0.5333,structures
05031,0.01796,12,16160,35700,0,725,,8.7,policies_lower_bound
05033,0.01935,13.65,26860,25110,486,105,0.1646,1.433,structures
05035,0.04278,31.87,27940,16950,725,364,0.2,11.6,structures
05037,0.009935,12.2,47560,7650,0,82,,1,policies_lower_bound
05039,0.03378,11.11,7084,3493,118,3,0.01695,0.03333,structures
05041,0.1877,26.17,26480,4762,894,200,0.1857,5.233,structures
05043,0.05702,36.46,20270,5630,321,32,0.09657,1.167,structures
05045,0.04041,22.86,31390,42960,1736,420,0.1791,9.6,structures
05047,0.01221,60.61,21220,8680,106,11,0.08491,0.6667,structures
05049,0.0001625,146.2,32430,6155,1,13,9,1.9,structures
05051,0.03946,6.69,19280,45080,1779,573,0.2625,3.833,structures
05053,0.01819,25.49,7985,4453,81,17,0.1605,0.4333,structures
05055,0.1253,13.33,7578,17840,2236,320,0.1342,4.267,structures
05057,0.01276,27.78,16650,9249,118,6,0.0339,0.1667,structures
05059,0.02683,8.805,20030,13460,361,53,0.133,0.4667,structures
05061,0.02103,31.37,5703,7133,150,17,0.09333,0.5333,structures
05063,0.05364,73.33,19310,11320,607,60,0.08731,4.4,structures
05065,0.005241,39.01,44880,7060,0,47,,1.833,policies_lower_bound
05067,0.1823,31.37,23490,7206,1314,136,0.09056,4.267,structures
05069,0.07002,44.08,39580,28910,2024,273,0.1166,12.03,structures
05071,0.03322,3.623,11370,10680,355,46,0.1155,0.1667,structures
05073,0.0003152,100,40710,3173,0,1,,0.1,policies_lower_bound
05075,0.1132,14.68,26710,5671,642,84,0.1075,1.233,structures
05077,0.01848,23.66,33350,2652,0,62,,1.467,policies_lower_bound
05079,0.1333,17.46,29880,3278,437,42,0.08009,0.7333,structures
05081,0.0006465,25,40750,6187,0,4,,0.1,policies_lower_bound
05083,0.0191,12.82,13140,11310,216,13,0.05556,0.1667,structures
05085,0.05795,13.15,15470,27580,1598,180,0.08135,2.367,structures
05087,0.0003681,40,18850,8149,0,5,,0.2,policies_lower_bound
05089,0.001146,21.21,28090,6982,0,11,,0.2333,policies_lower_bound
05091,0.05949,23.65,30270,17360,1033,148,0.1065,3.5,structures
05093,0.04112,22.64,25390,15560,640,106,0.1187,2.4,structures
05095,0.02444,45.83,34690,3887,0,104,,4.767,policies_lower_bound
05097,0.001937,34.88,33590,5679,0,43,,1.5,policies_lower_bound
05099,0.001267,6.667,5209,3947,0,5,,0.03333,policies_lower_bound
05101,0,,19470,2910,0,0,,0.2,structures
05103,0.04513,48.67,21220,8730,394,50,0.1091,2.433,structures
05105,0.004988,29.89,43700,5212,0,29,,0.8667,policies_lower_bound
05107,0.1621,27.37,23340,6895,1118,123,0.09571,3.367,structures
05109,0.003393,7.576,39350,6189,0,22,,0.1667,policies_lower_bound
05111,0.06958,28.57,36840,9298,647,63,0.08037,1.8,structures
05113,0.0004547,27.27,9244,11000,0,11,,0.3,policies_lower_bound
05115,0.02304,15.28,8447,22520,519,72,0.1156,1.1,structures
05117,0.006995,77.14,39740,4289,0,35,,2.7,policies_lower_bound
05119,0.03575,18.5,28210,144400,5163,1526,0.2227,28.23,structures
05121,0.04602,81.75,40340,8691,400,84,0.0875,6.867,structures
05123,0.009443,6.173,18300,6989,0,81,,0.5,policies_lower_bound
05125,0.01363,22.78,36900,47770,651,237,0.2197,5.4,structures
05127,0.00165,3.704,,5454,0,9,,0.03333,policies_lower_bound
05129,0,,,4301,0,0,,0,structures
05131,0.02187,26.44,77330,47500,1039,290,0.1809,7.667,structures
05133,0.002664,20,50850,7133,0,20,,0.4,policies_lower_bound
05135,0.04875,55.56,38370,10750,524,57,0.08969,3.167,structures
05137,0.0005302,50,65010,7545,0,4,,0.2,policies_lower_bound
05139,0.04317,24.07,23000,14240,615,72,0.09268,1.733,structures
05141,0.0009484,22.22,32380,9490,0,18,,0.4,policies_lower_bound
05143,0.01877,23.49,38460,74760,1403,525,0.2466,12.33,structures
05145,0.05014,29.44,27670,31690,1589,137,0.07048,4.033,structures
05147,0.0076,71.26,26730,3421,0,29,,2.067,policies_lower_bound
05149,0.04034,14.58,17590,6965,281,16,0.05338,0.2333,structures
06001,0.01687,2.973,20320,405500,6841,3420,0.3597,10.17,structures
06003,0.009585,10.26,8788,939,0,13,,0.1333,policies_lower_bound
06005,0.01969,18.18,27380,16000,315,99,0.2476,1.8,structures
06007,0.05609,6.214,25970,71780,4026,1384,0.2231,8.6,structures
06009,0.006962,19.14,46050,24700,172,108,0.3663,2.067,structures
06011,0.07109,6.048,19320,6907,491,474,0.721,2.867,structures
06013,0.02292,7.82,20590,310900,7128,2681,0.2802,20.97,structures
06015,0.03298,7.059,21050,9977,329,85,0.1581,0.6,structures
06017,0.005437,18.17,24500,81840,445,244,0.2404,4.433,structures
06019,0.01105,3.728,14960,267400,2954,921,0.196,3.433,structures
06021,0.1231,14,18130,9569,1178,319,0.2309,4.467,structures
06023,0.05042,10.62,25770,50420,2542,342,0.09795,3.633,structures
06025,0.014,5.051,20820,42920,601,33,0.0416,0.1667,structures
06027,0.009772,0.7752,4062,8494,83,43,0.1446,0.03333,structures
06029,0.0495,2.132,13190,259600,12850,2955,0.1966,6.3,structures
06031,0.03361,1.376,4115,40590,1364,218,0.1166,0.3,structures
06033,0.1468,28.09,14320,36230,5319,871,0.1513,24.47,structures
06035,0.04463,15.34,42560,12190,544,63,0.09375,0.9667,structures
06037,0.005247,11.67,19990,2285000,11990,10580,0.3274,123.5,structures
06039,0.05891,2.141,6097,45540,2683,467,0.1539,1,structures
06041,0.1161,8.975,31680,84610,9823,4542,0.3801,40.77,structures
06043,0.005842,,,8388,49,0,0,0,structures
06045,0.04775,11.7,34740,33030,1577,339,0.1737,3.967,structures
06047,0.2045,3.963,41250,74380,15210,3886,0.2432,15.4,structures
06049,0.07203,0,,5734,413,58,0.1356,0,structures
06051,0.04333,5.346,17200,9462,410,106,0.1878,0.5667,structures
06053,0.02767,16.44,25740,110700,3063,1190,0.2282,19.57,structures
06055,0.04008,18.09,26150,45740,1833,868,0.3622,15.7,structures
06057,0.00588,13.91,23940,49660,292,115,0.226,1.6,structures
06059,0.02827,6.976,11960,791900,22390,7994,0.1865,55.77,structures
06061,0.006051,6.425,18890,149600,905,939,0.4298,6.033,structures
06063,0.03468,17.75,31300,14910,517,77,0.1103,1.367,structures
06065,0.01932,4.377,45210,728200,14070,3343,0.1555,14.63,structures
06067,0.08047,1.4,18160,443200,35670,42330,0.8113,59.27,structures
06069,0.02528,38.14,45940,16100,407,97,0.1744,3.7,structures
06071,0.01486,8.616,23410,624200,9277,1919,0.148,16.53,structures
06073,0.01454,6.094,39030,890600,12950,6088,0.2422,37.1,structures
06075,0.000005123,2.451,80280,195200,0,204,,0.5,policies_lower_bound
06077,0.03664,2.561,31420,210700,7720,3840,0.2469,9.833,structures
06079,0.02703,8.65,28810,105900,2861,1183,0.2244,10.23,structures
06081,0.03866,5.678,27160,182400,7052,3346,0.3088,19,structures
06083,0.03594,8.575,63110,123000,4422,2383,0.2743,20.43,structures
06085,0.06656,3.963,30250,486400,32370,8141,0.2158,32.27,structures
06087,0.06406,14.21,29840,83750,5365,2095,0.3297,29.77,structures
06089,0.0299,11.19,29160,68760,2056,551,0.1911,6.167,structures
06091,0.09995,18.02,18610,2011,201,37,0.1592,0.6667,structures
06093,0.07958,9.024,13790,22880,1821,181,0.08567,1.633,structures
06095,0.03913,6.014,27940,133200,5211,1696,0.2531,10.2,structures
06097,0.02377,45.57,22610,167100,3971,1790,0.3133,81.57,structures
06099,0.01438,6.453,28390,162300,2334,718,0.2266,4.633,structures
06101,0.02549,1.137,33800,27620,0,3166,,3.6,policies_lower_bound
06103,0.1106,13.7,27500,25210,2788,523,0.1654,7.167,structures
06105,0.03518,10.3,1674,7647,269,55,0.1487,0.5667,structures
06107,0.1407,2.463,23510,132100,18580,3871,0.1957,9.533,structures
06109,0.002029,14.81,19860,26610,54,36,0.2407,0.5333,structures
06111,0.03187,5.684,26140,230100,7333,3771,0.3087,21.43,structures
06113,0.05789,1.816,15900,52450,3036,2606,0.2813,4.733,structures
06115,0.05667,5.481,45320,25890,1467,1271,0.2849,6.967,structures
08001,0.003274,8.952,5468,146000,478,283,0.2134,2.533,structures
08003,0.003577,4.167,,6989,0,40,,0.1667,policies_lower_bound
08005,0.001995,8.173,10670,199000,397,677,0.4836,5.533,structures
08007,0.02505,3.463,2581,8622,216,77,0.2824,0.2667,structures
08009,0,,,2028,0,0,,0,structures
08011,0,0,,2012,0,2,,0,structures
08013,0.02577,19.32,32800,111400,2870,2543,0.4446,49.13,structures
08014,0.00008973,4.889,3504,22290,0,75,,0.3667,policies_lower_bound
08015,0.02621,1.778,1007,11180,293,75,0.1706,0.1333,structures
08017,0,,,1313,0,0,,0,structures
08019,0.05595,5.479,4050,5094,285,73,0.1895,0.4,structures
08021,0.001024,13.33,,4882,0,10,,0.1333,policies_lower_bound
08023,0.003534,6.667,10320,2264,0,10,,0.06667,policies_lower_bound
08025,0,,,1441,0,0,,0.03333,structures
08027,0,,768.7,4137,0,0,,0.03333,structures
08029,0.01383,6.25,5839,15480,214,32,0.09346,0.2,structures
08031,0.001362,5.882,3655,204800,0,765,,4.5,policies_lower_bound
08033,0.001652,0,,1211,0,4,,0,policies_lower_bound
08035,0.0006388,5.038,9498,111200,71,311,0.1972,1.567,structures
08037,0.01584,2.817,20370,19510,309,213,0.2945,0.6,structures
08039,0.004362,3.922,,10540,46,17,0.1087,0.06667,structures
08041,0.007009,18.1,12530,231300,1621,1208,0.2733,21.87,structures
08043,0.07245,9.783,9853,20830,1509,184,0.1093,1.8,structures
08045,0.002628,3.236,6048,22830,0,103,,0.3333,policies_lower_bound
08047,0.002654,0,,3391,0,11,,0,policies_lower_bound
08049,0.005679,1.01,,13740,78,33,0.1026,0.03333,structures
08051,0.05623,4.233,2568,12430,699,126,0.1187,0.5333,structures
08053,0.004013,0,,1246,0,9,,0,policies_lower_bound
08055,0.006104,2.941,1116,3932,0,34,,0.1,policies_lower_bound
08057,0,,,1212,0,0,,0,structures
08059,0.008648,6.522,11710,205600,1778,1293,0.4094,8.433,structures
08061,0,,,749,0,0,,0,structures
08063,0,,,3662,0,0,,0,structures
08065,0.0004999,4.167,2582,4001,0,8,,0.03333,policies_lower_bound
08067,0.04035,5.357,28070,25480,1028,336,0.1654,1.8,structures
08069,0.008674,14.86,35790,132400,1148,794,0.1786,11.8,structures
08071,0.02152,14.29,2004,6923,149,7,0.03356,0.1,structures
08073,0.001185,26.67,4362,2531,0,5,,0.1333,policies_lower_bound
08075,0.291,6.166,10510,9306,2708,173,0.06315,1.067,structures
08077,0.01001,3.317,7531,62720,628,201,0.2245,0.6667,structures
08079,0,,,1426,0,0,,0,structures
08081,0.002522,0,,5947,0,20,,0,policies_lower_bound
08083,0.02944,2.646,9294,14440,425,63,0.1082,0.1667,structures
08085,0.03043,1.778,12790,19550,595,75,0.08571,0.1333,structures
08087,0.1153,5.983,13430,10820,1248,78,0.0601,0.4667,structures
08089,0.004179,98.33,15930,9093,0,40,,3.933,policies_lower_bound
08091,0.002904,0,,3444,0,24,,0,policies_lower_bound
08093,0.0104,2.667,342.9,13170,137,25,0.1387,0.06667,structures
08095,0.002486,13.33,3701,2011,0,5,,0.06667,policies_lower_bound
08097,0.02838,1.996,10350,10570,300,167,0.22,0.3333,structures
08099,0.02502,15.69,3163,5675,142,17,0.07746,0.2667,structures
08101,0.005658,13.84,8820,63100,357,106,0.1204,1.467,structures
08103,0.00314,13.33,5928,3822,0,15,,0.2,policies_lower_bound
08105,0.08833,1.754,10290,6317,558,95,0.1434,0.1667,structures
08107,0.03445,3.753,25100,13930,480,151,0.2687,0.5667,structures
08109,0,0,,4219,0,2,,0,structures
08111,0,0,,538,0,2,,0,structures
08113,0.02063,3.628,14730,5525,0,147,,0.5333,policies_lower_bound
08115,0.0006109,0,,1637,0,1,,0,policies_lower_bound
08117,0.009559,4.828,2172,15800,151,145,0.4305,0.7,structures
08119,0.006522,7.207,3006,12270,80,37,0.2375,0.2667,structures
08121,0,0,,2226,0,1,,0,structures
08123,0.01565,15.28,38980,106800,1671,325,0.1209,4.967,structures
08125,0.001322,11.11,20690,6053,0,9,,0.1,policies_lower_bound
09110,0.007948,21.21,10530,258600,2055,1280,0.3178,27.15,structures
09120,0.08724,14.79,32230,79300,6918,3901,0.5072,57.69,structures
09130,0.07877,19.01,28490,60010,4727,2463,0.4208,46.83,structures
09140,0.007631,149.7,30060,121300,926,548,0.3812,82.01,structures
09150,0.0003804,53.07,24310,34170,13,81,3.077,4.299,structures
09160,0.0007817,25.63,12880,43500,34,313,5.029,8.022,structures
09170,0.04869,21.55,30100,152500,7427,4848,0.5219,104.5,structures
09180,0.03367,17.58,24090,81020,2728,2137,0.6067,37.57,structures
09190,0.0386,34.53,32190,167200,6453,5431,0.5721,187.5,structures
10001,0.02168,7.705,13710,64900,1407,822,0.3603,6.333,structures
10003,0.01103,21.16,25340,181900,2006,1599,0.4452,33.83,structures
10005,0.146,6.618,11550,119500,17440,15130,0.614,100.1,structures
11001,0.002106,9.24,10270,125800,0,1443,,13.33,policies_lower_bound
12001,0.04787,3.754,46570,84600,4050,2149,0.1837,8.067,structures
12003,0.04611,20.55,35820,9954,459,146,0.2092,3,structures
12005,0.1321,12.29,51750,74930,9900,13380,0.6746,164.4,structures
12007,0.1211,13.3,32980,10880,1317,436,0.2688,5.8,structures
12009,0.06849,5.298,24410,249200,17070,29360,0.4698,155.6,structures
12011,0.1892,7.192,26610,652400,123400,125200,0.7613,900.4,structures
12013,0.0944,36.67,17170,6430,607,80,0.112,2.933,structures
12015,0.4871,10.38,66100,100700,49040,32250,0.5793,334.6,structures
12017,0.1534,28.49,75050,78840,12090,5549,0.3926,158.1,structures
12019,0.04416,13.13,58590,78160,3451,4005,0.4848,52.6,structures
12021,0.0008727,8.209,114200,174200,152,51470,253.7,422.5,structures
12023,0.06489,14.07,35830,28110,1824,654,0.2736,9.2,structures
12027,0.06574,26.8,53750,13370,879,434,0.3163,11.63,structures
12029,0.3954,41.31,32160,9564,3782,556,0.1423,22.97,structures
12031,0.02963,7.869,49880,328000,9721,20680,0.6027,162.7,structures
12033,0.06539,38.41,65510,120900,7909,10070,0.6201,386.7,structures
12035,0.05002,9.05,51100,49620,2482,7540,1.154,68.23,structures
12037,0.5499,30.29,25040,7893,4340,1984,0.427,60.1,structures
12039,0.01703,8.017,19740,18320,312,79,0.109,0.6333,structures
12041,0.1048,30.37,14500,7707,808,180,0.1757,5.467,structures
12043,0.08546,9.55,12900,7161,612,185,0.1748,1.767,structures
12045,0.4091,25.67,71460,8319,3403,1610,0.3876,41.33,structures
12047,0.05607,35.26,27130,5243,294,52,0.1429,1.833,structures
12049,0.05259,32.49,60130,9203,484,118,0.1488,3.833,structures
12051,0.0871,5.277,15900,14940,1301,657,0.3397,3.467,structures
12053,0.05635,17.8,60500,84650,4770,4089,0.5392,72.77,structures
12055,0.04265,6.432,24080,50390,2149,964,0.2099,6.2,structures
12057,0.1268,9.087,94020,448200,56830,54180,0.6136,492.3,structures
12059,0.11,33,19840,8793,967,99,0.07859,3.267,structures
12061,0.1336,7.302,37910,72130,9634,12860,0.5174,93.9,structures
12063,0.02416,18.91,20600,18670,451,104,0.1375,1.967,structures
12065,0.04702,4,2100,6317,297,75,0.1246,0.3,structures
12067,0.2249,23.06,14900,3659,823,146,0.1689,3.367,structures
12069,0.04516,3.902,26800,151900,6862,3776,0.2368,14.73,structures
12071,0.4185,17.31,110200,347000,145200,84120,0.4747,1456,structures
12073,0.03132,7.425,17210,92560,2899,2487,0.3994,18.47,structures
12075,0.137,35.12,60230,19340,2650,840,0.2891,29.5,structures
12077,0.05458,12.82,43580,2968,162,13,0.04938,0.1667,structures
12079,0.05476,21.59,28320,7670,420,88,0.1119,1.9,structures
12081,0.2294,10.17,86910,164500,37750,28440,0.4332,289.1,structures
12083,0.04604,1.825,49200,171500,7895,3398,0.2189,6.2,structures
12085,0.05771,6.643,26110,67660,3905,9539,0.7777,63.37,structures
12086,0.4048,9.005,18740,492200,199200,164200,0.7447,1478,structures
12087,0.8937,35.39,34700,38080,34030,22180,0.6128,785,structures
12089,0.08504,3.08,27330,39000,3317,6287,0.6069,19.37,structures
12091,0.06355,19.14,46440,79910,5078,8128,0.7393,155.6,structures
12093,0.2345,7.556,11190,19320,4529,1244,0.2193,9.4,structures
12095,0.02318,5.023,56460,397300,9209,13110,0.4416,65.87,structures
12097,0.1096,4.099,41720,131100,14370,7888,0.359,32.33,structures
12099,0.08207,3.43,16820,531000,43580,69150,0.4345,237.2,structures
12101,0.1553,14.1,72950,229200,35600,23600,0.4693,332.7,structures
12103,0.01227,15.73,114800,391700,4807,76020,11.81,1196,structures
12105,0.03928,7.013,39280,272500,10710,7144,0.3675,50.1,structures
12107,0.108,18.88,23620,39320,4247,1038,0.1994,19.6,structures
12109,0.02875,9.871,42100,96800,2783,22490,3.423,222,structures
12111,0.04874,10.35,31420,126100,6144,10960,0.4398,113.5,structures
12113,0.08023,27.35,70970,69720,5594,9799,0.6693,268,structures
12115,0.1986,9.312,98590,210400,41800,37770,0.422,351.7,structures
12117,0.02781,7.099,55010,155500,4324,6283,0.4711,44.6,structures
12119,0.03529,1.293,20130,70280,2480,2912,0.3863,3.767,structures
12121,0.07219,19.8,33620,20580,1486,436,0.2005,8.633,structures
12123,0.2743,26.66,63780,9758,2677,669,0.2361,17.83,structures
12125,0.03368,12.82,17580,4602,155,65,0.2903,0.8333,structures
12127,0.08442,14.39,61340,226100,19090,25180,0.574,362.5,structures
12129,0.2399,29.83,33210,13720,3291,1131,0.2984,33.73,structures
12131,0.1088,7.66,33360,42370,4608,8647,0.7031,66.23,structures
12133,0.0699,29.91,37240,11900,832,117,0.08774,3.5,structures
13001,0.05832,8.503,28650,8711,508,98,0.1417,0.8333,structures
13003,0.01998,0,,3553,71,6,0.05634,0,structures
13005,0.005982,4.762,,5182,31,7,0.1613,0.03333,structures
13007,0.09982,82.05,18430,1132,113,13,0.07965,1.067,structures
13009,0.01122,5.556,13890,17560,197,30,0.06599,0.1667,structures
13011,0.008853,8.333,53460,8585,76,8,0.06579,0.06667,structures
13013,0.01027,9.091,917.4,27950,287,33,0.0453,0.3,structures
13015,0.01139,7.263,28880,38100,434,179,0.3018,1.3,structures
13017,0.01891,29.82,10670,7244,137,19,0.1241,0.5667,structures
13019,0.03358,7.778,29750,8725,293,30,0.07509,0.2333,structures
13021,0.003725,14.8,19590,54500,203,214,0.4778,3.167,structures
13023,0.01164,0,,5411,63,15,0.127,0,structures
13025,0.0537,11.11,21280,8584,461,69,0.1193,0.7667,structures
13027,0.01639,31.37,44320,7931,130,17,0.08462,0.5333,structures
13029,0.09819,2.593,32790,14680,1441,3060,0.9292,7.933,structures
13031,0.0407,11.35,41640,25060,1020,417,0.2598,4.733,structures
13033,0.008798,4.762,30910,11370,100,14,0.1,0.06667,structures
13035,0.02842,15.03,38280,9253,263,102,0.3156,1.533,structures
13037,0.07105,33.33,20140,2435,173,5,0.02312,0.1667,structures
13039,0.08795,3.619,26170,19600,1724,2920,0.7506,10.57,structures
13043,0.02538,12.5,24810,4964,126,16,0.07937,0.2,structures
13045,0.009919,9.903,36260,42850,425,138,0.1812,1.367,structures
13047,0.03364,32.63,17970,25630,862,237,0.2227,7.733,structures
13049,0.02187,46.43,35740,4572,100,28,0.13,1.3,structures
