fips,sfha_home_share,claims_per_1000_policies_year,mean_paid_usd,residential_structures,residential_structures_sfha,policies_in_force,sfha_policy_share,claims_per_year,sfha_share_basis
45083,0.001571,18.45,26020,120900,190,224,0.3421,4.133,structures
45085,0.0233,15.95,32250,51060,1190,512,0.1992,8.167,structures
45087,0.002564,0,,16770,43,1,0,0,structures
45089,0.04882,30.24,36250,19050,930,97,0.07097,2.933,structures
45091,0.00298,4.961,13060,91620,273,383,0.4799,1.9,structures
46003,0.004425,22.22,49990,2938,13,3,0.1538,0.06667,structures
46005,0.01335,41.67,17740,10560,141,8,0.01418,0.3333,structures
46007,0,,,1083,0,0,,0,structures
46009,0,66.67,12090,4539,0,1,,0.06667,structures
46011,0.05199,57.63,12220,13660,710,59,0.05634,3.4,structures
46013,0.05161,85.96,12010,17130,884,114,0.08145,9.8,structures
46015,0,,78000,3950,0,0,,0.06667,structures
46017,0,,,717,0,0,,0,structures
46019,0.0486,8.642,2725,4095,199,27,0.1206,0.2333,structures
46021,0,33.33,165900,2042,0,1,,0.03333,structures
46023,0.01635,116.7,64340,4037,66,2,0.01515,0.2333,structures
46025,0.001306,33.33,20320,1531,0,10,,0.3333,policies_lower_bound
46027,0.004478,66.67,5994,6253,28,6,0,0.4,structures
46029,0.09027,45.82,18590,12850,1160,243,0.1922,11.13,structures
46031,0.01485,0,,2357,35,1,0,0,structures
46033,0.05562,35.61,17300,5843,325,44,0.1262,1.567,structures
46035,0.01338,16.67,82740,8968,120,44,0.175,0.7333,structures
46037,0.002358,566.7,20620,4240,0,12,,6.8,policies_lower_bound
46039,0,0,,3390,0,1,,0,structures
46041,0,,,1724,0,0,,0,structures
46043,0.0007275,8.333,520.3,2749,0,4,,0.03333,policies_lower_bound
46045,0,133.3,989.9,3552,0,1,,0.1333,structures
46047,0.02987,0,,4954,148,8,0.0473,0,structures
46049,0,100,2603,934,0,1,,0.1,structures
46051,0.03914,154.2,9924,4573,179,8,0.02793,1.233,structures
46053,0,100,55780,4552,0,1,,0.1,structures
46055,0.005319,13.33,,940,0,5,,0.06667,policies_lower_bound
46057,0.01262,168.9,16030,3646,0,61,,10.3,policies_lower_bound
46059,0,266.7,17410,1579,0,1,,0.2667,structures
46061,0.01512,46.67,25940,2117,32,5,0.0625,0.2333,structures
46063,0,,,1941,0,0,,0,structures
46065,0.02218,75.76,10390,7303,162,33,0.1358,2.5,structures
46067,0.01427,22.22,25620,5255,75,15,0.16,0.3333,structures
46069,0,,,1694,0,0,,0.03333,structures
46071,0,,,1775,0,0,,0,structures
46073,0,0,,2118,0,1,,0,structures
46075,0,,,682,0,0,,0,structures
46077,0.002035,116.7,12980,4913,0,10,,1.167,policies_lower_bound
46079,0.04189,55.16,28900,6780,284,139,0.2782,7.667,structures
46081,0.048,8.547,19440,13420,644,78,0.08696,0.6667,structures
46083,0.006681,15.9,47780,21400,143,65,0.1818,1.033,structures
46085,0,66.67,79730,1506,0,2,,0.1333,structures
46087,0.01811,45,21190,5466,99,20,0.1515,0.9,structures
46089,0,,7455,1205,0,0,,0.1,structures
46091,0,,12920,2714,0,0,,0.4,structures
46093,0.03473,8.718,3539,12210,424,65,0.1415,0.5667,structures
46095,0,,,1266,0,0,,0,structures
46097,0,,,2284,0,0,,0,structures
46099,0.01001,50.31,17740,62350,624,214,0.1907,10.77,structures
46101,0.03792,97.92,16540,4351,165,16,0.07879,1.567,structures
46102,0,,,3321,0,0,,0,structures
46103,0.03118,12.91,8683,40120,1251,253,0.1559,3.267,structures
46105,0,,,3282,0,0,,0,structures
46107,0,,,1340,0,0,,0,structures
46109,0.05563,50.67,14340,5141,286,25,0.04545,1.267,structures
46111,0.01346,200,13180,2080,28,1,0.03571,0.2,structures
46115,0.04596,131,19030,5614,258,14,0.03488,1.833,structures
46117,0.1988,40.15,28790,1197,238,88,0.2101,3.533,structures
46119,0,,7598,785,0,0,,0.1333,structures
46121,0.0003962,133.3,968.6,2524,0,1,,0.1333,policies_lower_bound
46123,0.0001828,0,,5469,0,1,,0,policies_lower_bound
46125,0.003451,26.19,50230,7245,0,28,,0.7333,policies_lower_bound
46127,0.02639,72.19,37020,7883,208,199,0.2596,14.37,structures
46129,0,0,,2486,0,1,,0,structures
46135,0.03614,22.71,31660,7499,271,69,0.1919,1.567,structures
46137,0.001205,50,3427,830,0,2,,0.1,policies_lower_bound
47001,0.008834,15.31,7554,31240,276,98,0.1558,1.5,structures
47003,0.01139,20.51,13290,20460,233,39,0.09871,0.8,structures
47005,0.02325,7.843,13950,9247,215,34,0.1349,0.2667,structures
47007,0.004462,0,,6724,30,3,0.1,0,structures
47009,0.01234,6.375,12270,55040,679,251,0.2297,1.6,structures
47011,0.01172,22.27,15540,37950,445,211,0.3708,4.7,structures
47013,0.01656,18.3,16950,19020,315,51,0.1016,0.9333,structures
47015,0.03748,30.37,14960,7018,263,45,0.1293,1.367,structures
47017,0.003151,33.33,31760,13330,42,8,0.07143,0.2667,structures
47019,0.06532,22.35,24430,25570,1670,361,0.1952,8.067,structures
47021,0.0269,48.47,60390,16400,441,251,0.3651,12.17,structures
47023,0.001285,9.524,20920,7003,9,7,0.2222,0.06667,structures
47025,0.01516,31.75,23340,15110,229,21,0.0786,0.6667,structures
47027,0.01141,61.54,20750,4644,53,13,0.0566,0.8,structures
47029,0.04599,11.37,72900,17550,807,173,0.1945,1.967,structures
47031,0.01471,7.116,14360,23460,345,89,0.1768,0.6333,structures
47033,0.01135,30.3,49560,6698,76,11,0.05263,0.3333,structures
47035,0.000433,6.061,7780,30020,13,22,0.07692,0.1333,structures
47037,0.01532,32.08,39760,222200,3405,3818,0.568,122.5,structures
47039,0.1092,26.38,18660,7209,787,139,0.1715,3.667,structures
47041,0.02035,17.17,12400,9826,200,33,0.13,0.5667,structures
47043,0.005839,32.73,80140,21240,124,55,0.1532,1.8,structures
47045,0.04986,43.95,22730,15280,762,179,0.185,7.867,structures
47047,0.004858,10.22,46050,18320,89,75,0.2584,0.7667,structures
47049,0.002545,0,,9823,25,4,0.04,0,structures
47051,0.01716,13.22,8526,20450,351,58,0.1168,0.7667,structures
47053,0.02534,22.51,22840,21110,535,114,0.1364,2.567,structures
47055,0.03357,7.443,11870,15020,504,103,0.1389,0.7667,structures
47057,0.005507,4.444,12250,12710,70,15,0.1286,0.06667,structures
47059,0.008659,11.4,45820,33260,288,76,0.1285,0.8667,structures
47061,0.009615,5.128,35750,7176,69,13,0.1159,0.06667,structures
47063,0.005493,7.937,17130,24390,134,63,0.3657,0.5,structures
47065,0.02939,22.93,20370,128900,3789,1269,0.2241,29.1,structures
47067,0.07035,26.67,23270,4023,283,15,0.04594,0.4,structures
47069,0.006672,25,4104,11240,75,4,0.05333,0.1,structures
47071,0.07519,30.04,27130,14740,1108,152,0.13,4.567,structures
47073,0.006208,8.642,11590,27220,169,54,0.1775,0.4667,structures
47075,0.04803,30.83,23030,7787,374,80,0.1952,2.467,structures
47077,0.004215,33.33,37460,12810,54,14,0.09259,0.4667,structures
47079,0.02027,7.56,6933,17610,357,97,0.2325,0.7333,structures
47081,0.01479,31.85,63090,10480,155,45,0.1226,1.433,structures
47083,0.04378,16.67,31780,4226,185,20,0.1027,0.3333,structures
47085,0.04612,87.65,51810,9301,429,81,0.1422,7.1,structures
47087,0.02376,35.71,18650,6060,144,14,0.05556,0.5,structures
47089,0.007577,5.622,17100,24810,188,83,0.2979,0.4667,structures
47091,0.03741,13.46,42040,9382,351,104,0.2422,1.4,structures
47093,0.005374,16.75,12790,167500,900,772,0.4144,12.93,structures
47095,0.03811,21.33,20810,2309,88,25,0.1023,0.5333,structures
47097,0.04247,72.64,24010,9819,417,67,0.1391,4.867,structures
47099,0.00588,37.04,24750,19390,114,27,0.1228,1,structures
47101,0.01789,30.95,27760,5814,104,14,0.07692,0.4333,structures
47103,0.01126,19.66,20110,16780,189,39,0.1005,0.7667,structures
47105,0.00654,16.67,16640,24620,161,72,0.1304,1.2,structures
47107,0.007461,8,6015,23720,177,25,0.08475,0.2,structures
47109,0.01087,19.44,15770,12420,135,12,0.08148,0.2333,structures
47111,0.01751,26.19,12940,10560,185,14,0.05946,0.3667,structures
47113,0.01051,20.28,20660,37880,398,166,0.2161,3.367,structures
47115,0.034,32.23,15260,13320,453,91,0.1567,2.933,structures
47117,0.03254,13.4,14790,14750,480,102,0.1771,1.367,structures
47119,0.01447,25.6,23070,38150,552,168,0.163,4.3,structures
47121,0.01106,11.11,15210,6690,74,6,0.02703,0.06667,structures
47123,0.01115,6.79,21280,22420,250,54,0.104,0.3667,structures
47125,0.002085,31.63,38290,66180,138,254,0.529,8.033,structures
47127,0.0177,0,,3276,58,4,0.06897,0,structures
47129,0.005405,14.81,4673,9435,51,9,0.1373,0.1333,structures
47131,0.03691,27.95,19990,14360,530,130,0.2151,3.633,structures
47133,0.004129,30.3,19900,10900,45,11,0.1556,0.3333,structures
47135,0.09967,52.31,24940,4605,459,65,0.1089,3.4,structures
47137,0.006275,0,,3506,22,4,0.1364,0,structures
47139,0.02102,17.26,19400,9136,192,56,0.25,0.9667,structures
47141,0.003971,15.05,33020,29210,116,62,0.1379,0.9333,structures
47143,0.05143,15.41,8442,14680,755,106,0.1192,1.633,structures
47145,0.01051,8.754,8973,24930,262,99,0.2137,0.8667,structures
47147,0.004601,36.54,42850,28040,129,52,0.1783,1.9,structures
47149,0.02041,11.62,18430,98450,2009,1067,0.3529,12.4,structures
47151,0.01548,0,,9691,150,22,0.06667,0,structures
47153,0.03016,20.43,6175,6996,211,31,0.128,0.6333,structures
47155,0.03431,13.85,12140,46630,1600,426,0.2144,5.9,structures
47157,0.01001,10.62,39190,303300,3036,1978,0.1789,21,structures
47159,0.04452,43.06,30770,8806,392,96,0.2041,4.133,structures
47161,0.007911,13.79,24480,6952,55,29,0.2909,0.4,structures
47163,0.01578,15.41,16810,61200,966,266,0.1946,4.1,structures
47165,0.01267,33.67,23000,65280,827,598,0.3543,20.13,structures
47167,0.01104,17.89,44890,22820,252,136,0.2857,2.433,structures
47169,0.02571,43.59,12170,3851,99,13,0.08081,0.5667,structures
47171,0.0485,13.24,15590,8041,390,136,0.2872,1.8,structures
47173,0.007238,16.67,23150,9533,69,10,0.07246,0.1667,structures
47175,0.03271,25,49090,3455,113,16,0.1327,0.4,structures
47177,0.01086,17.86,11650,17490,190,28,0.1158,0.5,structures
47179,0.01053,13.56,38270,49300,519,204,0.1773,2.767,structures
47181,0.05672,36.31,25360,7846,445,56,0.1011,2.033,structures
47183,0.006419,9.333,6358,14020,90,25,0.2333,0.2333,structures
47185,0.007221,15.15,17790,12190,88,11,0.04545,0.1667,structures
47187,0.01487,22.07,35800,53520,796,1284,0.8631,28.33,structures
47189,0.01967,23.46,17010,52320,1029,611,0.3576,14.33,structures
48001,0.00981,12.7,26400,16720,164,42,0.1037,0.5333,structures
48003,0,0,,6853,0,2,,0,structures
48005,0.02587,21.94,24390,32740,847,310,0.2515,6.8,structures
48007,0.1788,26.24,37560,14940,2671,3808,0.687,99.93,structures
48009,0.04296,18.8,46640,3422,147,39,0.1565,0.7333,structures
48011,0,,,829,0,0,,0,structures
48013,0.05152,6.475,20610,21390,1102,139,0.08802,0.9,structures
48015,0.04443,20.04,48820,12290,546,474,0.3278,9.5,structures
48017,0.004814,0,,2285,0,12,,0,policies_lower_bound
48019,0.08098,20.69,36440,11380,922,232,0.1475,4.8,structures
48021,0.03357,20.46,38790,37300,1252,474,0.2109,9.7,structures
48023,0.00314,0,,2229,0,8,,0,policies_lower_bound
48025,0.0777,9.787,27360,8147,633,235,0.2433,2.3,structures
48027,0.01092,15.25,40290,114000,1245,837,0.2892,12.77,structures
48029,0.01081,11.45,21140,567500,6137,4411,0.2843,50.5,structures
48031,0.002711,11.51,109500,5901,0,84,,0.9667,policies_lower_bound
48033,0,,,389,0,0,,0,structures
48035,0.039,12.22,69410,7795,304,60,0.1349,0.7333,structures
48037,0.02736,23.1,38040,31910,873,215,0.1753,4.967,structures
48039,0.2179,15.51,52240,121700,26530,27420,0.4277,425.1,structures
48041,0.01614,10.51,24720,62390,1007,1266,0.4161,13.3,structures
48043,0.02654,2.239,12060,4785,0,134,,0.3,policies_lower_bound
48045,0,,,916,0,0,,0,structures
48047,0.5729,9.091,6764,2646,1516,88,0.04815,0.8,structures
48049,0.1209,24.81,25460,17260,2086,387,0.1659,9.6,structures
48051,0.03955,8.943,22940,8622,341,82,0.1408,0.7333,structures
48053,0.0766,15.17,56400,23880,1829,1202,0.5309,18.23,structures
48055,0.03808,24.82,51800,16070,612,231,0.2876,5.733,structures
48057,0.1964,11.1,20270,10970,2154,1585,0.3988,17.6,structures
48059,0.0002076,8.333,930.1,4817,0,8,,0.06667,policies_lower_bound
48061,0.09471,12.08,45250,125300,11870,12200,0.3668,147.4,structures
48063,0,,,4308,0,0,,0,structures
48065,0.002354,11.11,18160,2974,0,9,,0.1,policies_lower_bound
48067,0.0147,15,14170,13260,195,20,0.06154,0.3,structures
48069,0.0003891,0,,2570,0,4,,0,policies_lower_bound
48071,0.05052,16.05,84340,15240,770,3453,0.4286,55.43,structures
48073,0.03117,17.76,15920,20050,625,107,0.1376,1.9,structures
48075,0,0,,2739,0,1,,0,structures
48077,0.00581,20.18,61650,4991,0,38,,0.7667,policies_lower_bound
48079,0.0007102,0,,1408,0,1,,0,policies_lower_bound
48081,0.001615,0,,2477,0,7,,0,policies_lower_bound
48083,0.001408,28.57,17310,4970,0,14,,0.4,policies_lower_bound
48085,0.003083,4.686,28530,300700,927,1451,0.3366,6.8,structures
48087,0.01407,5,16920,1421,0,20,,0.1,policies_lower_bound
48089,0.0754,6.711,58810,8979,677,303,0.2112,2.033,structures
48091,0.02261,22.36,62240,62280,1408,1500,0.4624,33.53,structures
48093,0.003408,9.524,13800,6748,0,28,,0.2667,policies_lower_bound
48095,0.0006618,33.33,26340,1511,0,1,,0.03333,policies_lower_bound
48097,0.03086,32.92,43950,16400,506,161,0.2312,5.3,structures
48099,0.01114,16.25,23590,22900,255,119,0.2314,1.933,structures
48101,0,,,805,0,0,,0,structures
48103,0,,,1658,0,0,,0,structures
48105,0.009841,1.754,11660,1829,0,19,,0.03333,policies_lower_bound
48107,0.002733,4.762,32520,2561,0,7,,0.03333,policies_lower_bound
48109,0.00496,0,,1008,0,5,,0,policies_lower_bound
48111,0.002595,11.11,884.3,2697,0,9,,0.1,policies_lower_bound
48113,0.01016,9.87,36640,615800,6257,4809,0.3967,47.47,structures
48115,0.01347,13.89,13350,4752,64,12,0.1406,0.1667,structures
48117,0.0008209,20,21070,6091,0,5,,0.1,policies_lower_bound
48119,0,,2841,2412,0,0,,0.03333,structures
48121,0.00778,6.59,33890,256300,1994,1740,0.2768,11.47,structures
48123,0.07878,26,35050,8467,667,200,0.1484,5.2,structures
48125,0,,,1186,0,0,,0,structures
48127,0.005392,12.7,78740,3524,0,21,,0.2667,policies_lower_bound
48129,0.002648,33.33,1560,1888,0,5,,0.1667,policies_lower_bound
48131,0.09156,14.49,31900,4303,394,23,0.04569,0.3333,structures
48133,0.008233,70.89,36060,8381,69,71,0.7971,5.033,structures
48135,0.1043,5.582,20930,56920,5938,830,0.129,4.633,structures
48137,0,,,1369,0,0,,0,structures
48139,0.01454,8.742,60420,60600,881,469,0.2917,4.1,structures
48141,0.008543,7.866,14790,244600,0,2695,,21.2,policies_lower_bound
48143,0.0167,11.31,38970,14010,234,56,0.1624,0.6333,structures
48145,0.0001761,50,23700,5679,0,2,,0.1,policies_lower_bound
48147,0.03758,8.153,60600,14160,532,139,0.2256,1.133,structures
48149,0.03408,19.1,67130,12500,426,171,0.1502,3.267,structures
48151,0,,27660,1649,0,0,,0.1,structures
48153,0.0004141,0,,2415,0,1,,0,policies_lower_bound
48155,0.001495,0,,669,0,1,,0,policies_lower_bound
48157,0.02554,5.352,97040,255900,6535,39540,0.4191,211.6,structures
48159,0.0006219,43.33,32630,4824,0,10,,0.4333,policies_lower_bound
48161,0.001248,15.48,67860,8012,0,28,,0.4333,policies_lower_bound
48163,0.0009872,23.81,18520,5065,0,7,,0.1667,policies_lower_bound
48165,0.0009255,4.762,15240,6483,0,7,,0.03333,policies_lower_bound
48167,0.3511,24.06,64400,125300,43980,52890,0.6599,1273,structures
48169,0,33.33,11850,1860,0,1,,0.03333,structures
48171,0.004865,1.961,8338,12540,0,153,,0.3,policies_lower_bound
48173,0,,,452,0,0,,0,structures
48175,0.05129,10.85,29930,2905,149,43,0.1275,0.4667,structures
48177,0.08658,42.04,31160,7912,685,134,0.1591,5.633,structures
48179,0.00763,22.22,3656,9568,73,3,0.0274,0.06667,structures
48181,0.0157,30.96,43530,57640,905,281,0.1691,8.7,structures
48183,0.01861,15.37,32090,42010,782,258,0.234,3.967,structures
48185,0.0401,9.983,24720,9926,398,197,0.1633,1.967,structures
48187,0.07078,34.18,53460,62020,4390,2244,0.3984,76.7,structures
48189,0.07016,3.509,8917,11600,814,57,0.06634,0.2,structures
48191,0,66.67,1380,1620,0,1,,0.06667,structures
48193,0.001352,13.33,5523,3697,0,5,,0.06667,policies_lower_bound
48195,0,33.33,966.2,2113,0,1,,0.03333,structures
48197,0,,,1992,0,0,,0,structures
48199,0.0691,21.03,121700,21330,1474,2595,0.4342,54.57,structures
48201,0.09087,20.18,72760,1246000,113200,206300,0.4837,4162,structures
48203,0.03836,37.08,27830,32300,1239,169,0.09362,6.267,structures
48205,0,0,,1896,0,1,,0,structures
48207,0.0107,44.44,30450,2898,0,54,,2.4,policies_lower_bound
48209,0.02887,24.94,60670,70420,2033,1620,0.4397,40.4,structures
48211,0,,,1439,0,0,,0,structures
48213,0.03026,9.63,19210,40440,1224,225,0.1021,2.167,structures
48215,0.00864,12.69,37660,241800,0,9038,,114.7,policies_lower_bound
48217,0.0198,8.92,22630,15450,306,71,0.1601,0.6333,structures
48219,0.004211,9.22,12910,9025,0,47,,0.4333,policies_lower_bound
48221,0.03467,10.77,30230,27660,959,458,0.2982,4.933,structures
48223,0.01099,15.15,10750,13100,144,55,0.25,0.8333,structures
48225,0.02867,7.692,19490,8197,235,65,0.06383,0.5,structures
48227,0.01185,9.22,32470,11640,138,47,0.1739,0.4333,structures
48229,0.00314,0,,1274,0,5,,0,policies_lower_bound
48231,0.01655,10.69,37510,38900,644,159,0.163,1.7,structures
48233,0.000215,13.33,7258,9303,0,5,,0.06667,policies_lower_bound
48235,0.0013,13.33,13410,769,0,5,,0.06667,policies_lower_bound
48237,0.01773,25,47410,3272,58,8,0.03448,0.2,structures
48239,0.2218,8.936,20220,7222,1602,470,0.1804,4.2,structures
48241,0.06039,19.53,47450,11720,708,285,0.1893,5.567,structures
48243,0.004484,0,,1338,0,10,,0,policies_lower_bound
48245,0.03317,29.12,79760,84840,0,18640,,542.9,policies_lower_bound
48247,0.004617,22.22,4820,2166,0,12,,0.2667,policies_lower_bound
48249,0.09833,13.17,12620,12800,1259,377,0.1986,4.967,structures
48251,0.02306,13.07,26020,63140,1456,510,0.2404,6.667,structures
48253,0.04329,30.99,56010,6052,262,71,0.2366,2.2,structures
48255,0.06207,13.1,15650,6541,406,28,0.03202,0.3667,structures
48257,0.01218,8.957,37730,49080,598,227,0.1789,2.033,structures
48259,0.03971,15.83,25280,14430,573,379,0.3124,6,structures
48261,0.00813,0,,246,0,2,,0,policies_lower_bound
48263,0,,,483,0,0,,0,structures
48265,0.0549,13.97,95620,21350,1172,520,0.3259,7.267,structures
48267,0.01026,7.5,36870,2242,0,40,,0.3,policies_lower_bound
48269,0,,,150,0,0,,0,structures
48271,0.003123,14.29,31760,1921,0,14,,0.2,policies_lower_bound
48273,0.08169,9.185,16200,9818,802,450,0.1808,4.133,structures
48275,0,0,,1507,0,1,,0,structures
48277,0.03128,29.63,22830,17100,535,117,0.1776,3.467,structures
48279,0.001209,4.762,,5790,0,7,,0.03333,policies_lower_bound
48281,0.006073,13.33,25830,7739,0,100,,1.333,policies_lower_bound
48283,0.0008514,200,9908,2349,0,3,,0.6,policies_lower_bound
48285,0.05217,7.042,16450,9488,495,142,0.1697,1,structures
48287,0.009047,24.69,33020,6411,58,27,0.1724,0.6667,structures
48289,0.02986,7.843,21630,8841,264,34,0.07197,0.2667,structures
48291,0.1107,33.56,49680,32540,3601,1918,0.1922,64.37,structures
48293,0.02258,99.44,24120,8903,201,60,0.1592,5.967,structures
48295,0.009346,16.67,79280,1284,0,12,,0.2,policies_lower_bound
48297,0.01274,17.19,22210,4787,0,95,,1.633,policies_lower_bound
48299,0.1009,20.17,44760,14570,1470,1038,0.5558,20.93,structures
48301,0,,,66,0,0,,0,structures
48303,0.05431,9.368,11760,102300,5555,765,0.114,7.167,structures
48305,0,33.33,21730,2492,0,1,,0.03333,structures
48307,0.003384,2.083,18990,3546,0,16,,0.03333,policies_lower_bound
48309,0.02128,10.04,21470,77760,1655,770,0.3257,7.733,structures
48311,0.003846,6.667,642,520,0,10,,0.06667,policies_lower_bound
48313,0.003427,17.78,23030,4669,0,30,,0.5333,policies_lower_bound
48315,0.0009361,115.2,20850,4273,0,11,,1.267,policies_lower_bound
48317,0.004103,0,,1706,0,7,,0,policies_lower_bound
48319,0.002167,14.81,28100,1846,0,9,,0.1333,policies_lower_bound
48321,0.2837,16.96,23470,15930,4518,2405,0.3329,40.8,structures
48323,0.04583,37.47,34710,17870,819,121,0.1233,4.533,structures
48325,0.07399,11.76,32400,19220,1422,357,0.166,4.2,structures
48327,0.05611,6.667,21200,1194,0,70,,0.4667,policies_lower_bound
48329,0.01699,2.312,19020,54040,0,1038,,2.4,policies_lower_bound
48331,0.003171,7.971,21290,10720,0,46,,0.3667,policies_lower_bound
48333,0,0,,3020,0,2,,0,structures
48335,0.0005429,0,,3684,0,2,,0,policies_lower_bound
48337,0.03508,17.99,30140,7924,278,63,0.1763,1.133,structures
48339,0.03631,13.7,69680,198500,7208,21230,0.355,290.8,structures
48341,0.001488,0,,6720,0,10,,0,policies_lower_bound
48343,0.002445,9.524,6507,4908,0,14,,0.1333,policies_lower_bound
48345,0,,,648,0,0,,0,structures
48347,0.01468,18.71,66060,20430,300,114,0.19,2.133,structures
48349,0.02789,19.58,34150,21440,598,143,0.1622,2.8,structures
48351,0.118,57.09,65760,5990,707,268,0.2801,15.3,structures
48353,0.008448,16.94,33300,6037,0,61,,1.033,policies_lower_bound
48355,0.09665,9.554,37690,113100,0,19660,,187.8,policies_lower_bound
48357,0,,,3621,0,0,,0,structures
48359,0,,,830,0,0,,0,structures
48361,0.1233,33.79,98000,37140,0,11070,,374.1,policies_lower_bound
48363,0.06365,16.27,21280,12520,797,127,0.123,2.067,structures
48365,0.0001144,5.128,16080,8742,0,13,,0.06667,policies_lower_bound
48367,0.03323,10.88,23590,44720,1486,429,0.1871,4.667,structures
48369,0.0002996,0,,3338,0,1,,0,policies_lower_bound
48371,0.001465,0,,5460,0,9,,0,policies_lower_bound
48373,0.06984,15.6,44580,22020,1538,549,0.2529,8.567,structures
48375,0.01097,4.141,12290,40740,447,161,0.2416,0.6667,structures
48377,0.003149,0,,3176,0,18,,0,policies_lower_bound
48379,0.01994,10.26,59540,6470,129,13,0.07752,0.1333,structures
48381,0.01436,10.96,23510,50690,728,304,0.3049,3.333,structures
48383,0,,,1448,0,0,,0,structures
48385,0.0435,13.6,14020,1977,0,125,,1.7,policies_lower_bound
48387,0.0002361,0,,4236,0,1,,0,policies_lower_bound
48389,0.002915,4.762,1020,4117,0,14,,0.06667,policies_lower_bound
48391,0.05135,28.05,34860,3038,156,101,0.1859,2.833,structures
48393,0,,,397,0,0,,0,structures
48395,0.07643,12.84,34590,7471,571,135,0.2102,1.733,structures
48397,0.009759,9.916,23670,33710,329,158,0.1793,1.567,structures
48399,0.0004686,10,41740,4268,0,10,,0.1,policies_lower_bound
48401,0.01802,18.13,10150,18040,325,57,0.1077,1.033,structures
48403,0.0002841,12.5,11500,7040,0,8,,0.1,policies_lower_bound
48405,0.006573,6.897,27430,3195,0,29,,0.2,policies_lower_bound
48407,0.09866,21.28,37480,16640,1642,379,0.1547,8.067,structures
48409,0.1216,12.82,20610,24260,2951,2174,0.3189,27.87,structures
48411,0.0329,10.26,44500,2097,0,78,,0.8,policies_lower_bound
48413,0.0007052,33.33,,1418,0,1,,0.03333,policies_lower_bound
48415,0.0002975,0,,6722,0,5,,0,policies_lower_bound
48417,0.008264,20,11440,1573,0,15,,0.3,policies_lower_bound
48419,0.001464,5.797,33160,9564,0,23,,0.1333,policies_lower_bound
48421,0,,,827,0,0,,0,structures
48423,0.008727,12.74,26990,79630,695,458,0.3237,5.833,structures
48425,0.01038,9.929,31490,3469,0,47,,0.4667,policies_lower_bound
48427,0.1389,14.91,33440,17010,2363,152,0.03809,2.267,structures
48429,0.01042,14.23,18810,3264,34,89,2.294,1.267,structures
48431,0,,,576,0,0,,0,structures
48433,0,,,797,0,0,,0,structures
48435,0.005515,50,38290,1632,0,12,,0.6,policies_lower_bound
48437,0.003868,2.778,9064,3102,0,12,,0.03333,policies_lower_bound
48439,0.002023,11.19,31120,575000,1163,4999,2.276,55.93,structures
48441,0.1705,10.47,27010,50230,8566,1923,0.203,20.13,structures
48443,0,0,,662,0,2,,0,structures
48445,0.001023,50,18180,3910,0,6,,0.3,policies_lower_bound
48447,0.001088,66.67,78830,919,0,1,,0.06667,policies_lower_bound
48449,0.008759,6.667,80370,10500,92,25,0.1522,0.1667,structures
48451,0.0333,9.211,47700,41920,1396,579,0.2815,5.333,structures
48453,0.01995,16.15,40590,309900,6184,6295,0.5268,101.7,structures
48455,0.001694,69.17,22670,7676,0,40,,2.767,policies_lower_bound
48457,0.05465,34.48,31720,10190,557,116,0.1041,4,structures
48459,0.01049,7.527,34770,15060,158,31,0.1203,0.2333,structures
48461,0,,,1629,0,0,,0,structures
48463,0.08817,7.944,55500,10750,948,214,0.1867,1.7,structures
48465,0.04746,22.57,29010,17210,817,189,0.1812,4.267,structures
48467,0.02477,8.723,35230,21070,522,107,0.1456,0.9333,structures
48469,0.007949,15.34,24270,33460,0,939,,14.4,policies_lower_bound
48471,0.04217,20.48,59700,20680,872,485,0.2649,9.933,structures
48473,0.08431,13.35,61400,17570,1481,1927,0.3147,25.73,structures
48475,0.0002037,0,,4910,0,3,,0,policies_lower_bound
48477,0.01534,10,35710,13040,200,180,0.21,1.8,structures
48479,0.03854,13.09,24280,70920,2733,484,0.1493,6.333,structures
48481,0.2916,20.31,57380,16210,4727,1617,0.2177,32.83,structures
48483,0.002441,4.762,29960,2458,0,7,,0.03333,policies_lower_bound
48485,0.0474,19.99,32370,47450,2249,602,0.1854,12.03,structures
48487,0.002108,5.128,45000,4744,0,13,,0.06667,policies_lower_bound
48489,0.4676,17.01,25200,6082,2844,588,0.147,10,structures
48491,0.007287,8.107,51190,177200,1291,1949,0.4578,15.8,structures
48493,0.03213,10.98,34480,20230,650,173,0.1615,1.9,structures
48495,0,,,3420,0,0,,0,structures
48497,0.02155,11.97,29900,28450,613,156,0.1713,1.867,structures
48499,0.01167,4.233,32080,18430,215,63,0.1488,0.2667,structures
48501,0.009511,12.22,6518,3049,0,30,,0.3667,policies_lower_bound
48503,0.06675,7.143,19790,8045,537,56,0.09497,0.4,structures
48505,0.09609,4.444,18740,5682,546,30,0.04396,0.1333,structures
48507,0.01332,20.34,16210,4128,0,59,,1.2,policies_lower_bound
49001,0,,,1862,0,0,,0,structures
49003,0.005314,3.509,,17690,94,38,0.2766,0.1333,structures
49005,0.02144,12.05,5650,34520,740,83,0.05811,1,structures
49007,0.04126,5.833,66500,7926,327,40,0.09786,0.2333,structures
49009,0,0,,1217,0,1,,0,structures
49011,0.004085,6.687,6989,99140,405,329,0.1136,2.2,structures
49013,0.0005516,0,,9064,0,6,,0,policies_lower_bound
49015,0.001881,12.5,6079,4254,0,8,,0.1,policies_lower_bound
