fips,karst_share,landslide_susceptible_share
26149,0,0.187
26151,0.00642,0.0481
26153,0.711,0.146
26155,0,0.0892
26157,0.0422,0.0767
26159,0,0.22
26161,0.00321,0.244
26163,0.11,0.108
26165,0,0.456
27001,0,0.208
27003,0,0.144
27005,0,0.381
27007,0,0.187
27009,0,0.0454
27011,0,0.059
27013,0.00151,0.167
27015,0,0.106
27017,0,0.246
27019,0,0.288
27021,0,0.296
27023,0,0.0731
27025,0,0.16
27027,0,0.101
27029,0,0.308
27031,0,0.641
27033,0,0.101
27035,0,0.246
27037,0.217,0.307
27039,0.168,0.0728
27041,0,0.286
27043,0,0.0601
27045,0.926,0.43
27047,0.0123,0.108
27049,0.745,0.375
27051,0,0.11
27053,0.0191,0.425
27055,0.594,0.717
27057,0,0.411
27059,0,0.117
27061,0,0.311
27063,0,0.0665
27065,0,0.118
27067,0,0.188
27069,0,0.0224
27071,0,0.108
27073,0,0.0646
27075,0,0.515
27077,0,0.0442
27079,0.00244,0.251
27081,0,0.16
27083,0,0.115
27085,0,0.0401
27087,0,0.242
27089,0,0.0193
27091,0,0.0606
27093,0,0.112
27095,0,0.0822
27097,0,0.152
27099,0.3,0.0303
27101,0,0.0955
27103,0,0.139
27105,0,0.0419
27107,0,0.0428
27109,0.879,0.333
27111,0,0.321
27113,0,0.0159
27115,0.0105,0.159
27117,0,0.0825
27119,0,0.074
27121,0,0.209
27123,0.0567,0.402
27125,0,0.0605
27127,0,0.0689
27129,0,0.0658
27131,0.132,0.292
27133,0,0.0447
27135,0,0.0118
27137,0,0.414
27139,0.0021,0.388
27141,0,0.136
27143,0,0.0861
27145,0,0.167
27147,0.0535,0.099
27149,0,0.0526
27151,0,0.0637
27153,0,0.175
27155,0,0.0282
27157,0.682,0.514
27159,0,0.0552
27161,0,0.127
27163,0.289,0.445
27165,0,0.0496
27167,0,0.0185
27169,0.698,0.601
27171,0,0.219
27173,0,0.0862
28001,0,0.645
28003,0.417,0.563
28005,0,0.334
28007,0,0.564
28009,0.0226,0.733
28011,0,0.0714
28013,0.0848,0.529
28015,0,0.698
28017,0.934,0.261
28019,0,0.521
28021,0,0.704
28023,0.124,0.538
28025,0.932,0.183
28027,0,0.0848
28029,0,0.598
28031,0,0.456
28033,0,0.43
28035,0,0.41
28037,0,0.792
28039,0,0.324
28041,0,0.477
28043,0,0.604
28045,0,0.0815
28047,0,0.141
28049,0.211,0.43
28051,0,0.51
28053,0,0.0799
28055,0,0.102
28057,0.0315,0.663
28059,0,0.115
28061,0.198,0.423
28063,0,0.755
28065,0,0.522
28067,0.00662,0.39
28069,0.365,0.438
28071,0.00964,0.743
28073,0,0.486
28075,0.00216,0.697
28077,0,0.51
28079,0.0931,0.52
28081,0.61,0.404
28083,0,0.0689
28085,0,0.404
28087,0.451,0.145
28089,0.00312,0.235
28091,0,0.493
28093,0.00762,0.642
28095,0.303,0.354
28097,0,0.649
28099,0,0.499
28101,0.226,0.492
28103,0.884,0.159
28105,0.932,0.234
28107,0,0.538
28109,0,0.307
28111,0,0.445
28113,0,0.311
28115,0.828,0.466
28117,0.24,0.645
28119,0,0.0641
28121,0.101,0.264
28123,0.0727,0.14
28125,0,0.06
28127,0,0.58
28129,0.138,0.523
28131,0,0.33
28133,0,0.0706
28135,0,0.311
28137,0,0.539
28139,0.63,0.719
28141,0.106,0.745
28143,0,0.0774
28145,0.747,0.55
28147,0,0.379
28149,0.166,0.581
28151,0,0.0918
28153,0.161,0.509
28155,0.0704,0.545
28157,0,0.722
28159,0.194,0.417
28161,0,0.744
28163,0.0269,0.402
29001,0,0.637
29003,0.355,0.485
29005,0,0.453
29007,0.582,0.0917
29009,0.989,0.619
29011,0.101,0.112
29013,0.477,0.117
29015,0.894,0.525
29017,0.907,0.655
29019,0.538,0.513
29021,0.686,0.567
29023,0.432,0.265
29025,0.831,0.319
29027,0.568,0.501
29029,1,0.794
29031,0.838,0.59
29033,0.0578,0.248
29035,0.995,0.749
29037,0.712,0.192
29039,0.529,0.297
29041,0.00661,0.285
29043,0.974,0.667
29045,0.145,0.415
29047,0.827,0.496
29049,0.957,0.305
29051,0.951,0.696
29053,0.89,0.427
29055,1,0.709
29057,0.736,0.221
29059,1,0.43
29061,0.556,0.339
29063,0.249,0.308
29065,1,0.63
29067,1,0.799
29069,0,0.0747
29071,0.956,0.694
29073,0.985,0.652
29075,0.183,0.432
29077,0.974,0.282
29079,0.0823,0.371
29081,0.105,0.542
29083,0.167,0.152
29085,0.921,0.46
29087,0.101,0.423
29089,0.452,0.661
29091,1,0.501
29093,0.793,0.798
29095,0.75,0.468
29097,0.847,0.13
29099,0.984,0.827
29101,0.501,0.249
29103,0.0931,0.328
29105,1,0.528
29107,0.572,0.328
29109,0.942,0.214
29111,0.221,0.383
29113,0.846,0.473
29115,0.0377,0.401
29117,0.114,0.285
29119,1,0.782
29121,0.0057,0.531
29123,0.666,0.708
29125,1,0.589
29127,0.777,0.424
29129,0.0466,0.691
29131,1,0.7
29133,0,0.0675
29135,0.973,0.426
29137,0.444,0.29
29139,0.591,0.385
29141,1,0.571
29143,0,0.0735
29145,0.99,0.324
29147,0.0254,0.395
29149,1,0.62
29151,0.958,0.805
29153,1,0.809
29155,0,0.0735
29157,0.872,0.635
29159,0.737,0.159
29161,1,0.641
29163,0.762,0.428
29165,0.645,0.568
29167,0.97,0.284
29169,1,0.734
29171,0,0.767
29173,0.821,0.361
29175,0.327,0.436
29177,0.386,0.423
29179,0.968,0.895
29181,0.936,0.48
29183,0.539,0.405
29185,0.381,0.342
29186,0.765,0.751
29187,0.708,0.504
29189,0.655,0.648
29195,0.317,0.294
29197,0,0.696
29199,0.0245,0.437
29201,0.111,0.188
29203,0.988,0.801
29205,0.24,0.255
29207,0.0251,0.152
29209,1,0.869
29211,0.02,0.724
29213,1,0.86
29215,1,0.606
29217,0.0924,0.151
29219,0.647,0.657
29221,0.97,0.774
29223,0.941,0.759
29225,1,0.488
29227,0,0.581
29229,0.999,0.598
29510,0.643,0.28
30001,0.119,0.666
30003,0.109,0.688
30005,0.00738,0.387
30007,0.267,0.646
30009,0.125,0.691
30011,0.0486,0.329
30013,0.186,0.517
30015,0,0.357
30017,0,0.636
30019,0,0.196
30021,0,0.438
30023,0.105,0.708
30025,0,0.369
30027,0.112,0.534
30029,0.255,0.81
30031,0.164,0.679
30033,0,0.485
30035,0.0574,0.452
30037,0.0384,0.35
30039,0.188,0.835
30041,0,0.177
30043,0.0689,0.755
30045,0.351,0.524
30047,0.144,0.65
30049,0.25,0.791
30051,0.00374,0.198
30053,0.274,0.867
30055,0,0.379
30057,0.121,0.714
30059,0.49,0.694
30061,0.376,0.95
30063,0.114,0.836
30065,0.000618,0.483
30067,0.0593,0.805
30069,0,0.489
30071,0.00526,0.378
30073,0.0674,0.28
30075,0,0.656
30077,0.133,0.765
30079,0,0.488
30081,0.0428,0.862
30083,0,0.398
30085,0,0.231
30087,0,0.512
30089,0.197,0.848
30091,0,0.225
30093,0.0788,0.791
30095,0.00364,0.565
30097,0.0278,0.697
30099,0.0939,0.348
30101,0,0.216
30103,0,0.575
30105,0,0.31
30107,0.0611,0.346
30109,0,0.47
30111,0.000584,0.456
31001,0.793,0.146
31003,0,0.154
31005,0,0.669
31007,0,0.294
31009,0,0.702
31011,0,0.467
31013,0,0.126
31015,0.695,0.483
31017,0.00472,0.469
31019,0.038,0.383
31021,0,0.291
31023,0,0.257
31025,0.161,0.276
31027,0.222,0.325
31029,0,0.218
31031,0,0.61
31033,0,0.149
31035,0.585,0.0883
31037,0,0.203
31039,0,0.132
31041,0,0.661
31043,0.0101,0.505
31045,0.307,0.43
31047,0,0.389
31049,0,0.109
31051,0.0202,0.506
31053,0,0.0882
31055,0,0.49
31057,0.165,0.262
31059,0,0.0574
31061,0.754,0.485
31063,0.0126,0.626
31065,0.321,0.416
31067,0.253,0.154
31069,0,0.41
31071,0,0.583
31073,0.00416,0.506
31075,0,0.738
31077,0,0.652
31079,0.34,0.0644
31081,0.818,0.0938
31083,0.38,0.433
31085,0.00488,0.427
31087,0.183,0.418
31089,0.146,0.141
31091,0,0.789
31093,0.107,0.412
31095,0.0449,0.254
31097,0.00206,0.27
31099,0.475,0.0729
31101,0,0.352
31103,0.201,0.334
31105,0,0.144
31107,0.333,0.511
31109,0,0.219
31111,0,0.46
31113,0,0.659
31115,0,0.713
31117,0,0.645
31119,0.0431,0.103
31121,0.798,0.0341
31123,0,0.371
31125,0.302,0.431
31127,0,0.273
31129,0.533,0.309
31131,0.00443,0.243
31133,0.0588,0.283
31135,0,0.0511
31137,0,0.119
31139,0,0.097
31141,0.182,0.148
31143,0.0165,0.103
31145,0.166,0.417
31147,0.00825,0.341
31149,0.0439,0.266
31151,0,0.181
31153,0.0255,0.424
31155,0,0.232
31157,0,0.22
31159,0.00668,0.227
31161,0.0103,0.51
31163,0,0.663
31165,0.114,0.431
31167,0,0.274
31169,0.0289,0.198
31171,0,0.881
31173,0,0.495
31175,0,0.583
31177,0,0.406
31179,0,0.274
31181,0.797,0.391
31183,0,0.347
31185,0,0.108
32001,0.0654,0.416
32003,0.295,0.561
32005,0.131,0.659
32007,0.314,0.534
32009,0.138,0.479
32011,0.164,0.446
32013,0.0703,0.408
32015,0.0523,0.467
32017,0.192,0.535
32019,0.098,0.502
32021,0.0729,0.583
32023,0.0753,0.421
32027,0.164,0.423
32029,0.0642,0.876
32031,0.0179,0.529
32033,0.298,0.501
32510,0.00741,0.79
33001,0,0.703
33003,0,0.713
33005,0.0122,0.814
33007,0,0.726
33009,0.0135,0.826
33011,0,0.597
33013,0,0.682
33015,0,0.556
33017,0,0.596
33019,0.0336,0.824
34001,0,0.0317
34003,0,0.406
34005,0.0461,0.1
34007,0.0508,0.179
34009,0,0.0366
34011,0,0.073
34013,0,0.403
34015,0.0883,0.156
34017,0,0.307
34019,0.0549,0.423
34021,0,0.195
34023,0,0.228
34025,0.139,0.283
34027,0.0499,0.553
34029,0.00666,0.0853
34031,0.00194,0.702
34033,0.16,0.093
34035,0.00253,0.343
34037,0.227,0.713
34039,0,0.273
34041,0.408,0.595
35001,0.0668,0.326
35003,0.00992,0.575
35005,0.437,0.2
35006,0.26,0.375
35007,0.0651,0.501
35009,0,0.0223
35011,0.23,0.0864
35013,0.0545,0.249
35015,0.402,0.191
35017,0.0143,0.678
35019,0.153,0.175
35021,0.103,0.195
35023,0.0277,0.311
35025,0.000264,0.00735
35027,0.648,0.423
35028,0,0.856
35029,0.00599,0.104
35031,0.122,0.409
35033,0.188,0.414
35035,0.575,0.4
35037,0.0372,0.15
35039,0.0551,0.705
35041,0,0.032
35043,0.159,0.585
35045,0.0275,0.421
35047,0.28,0.428
35049,0.189,0.528
35051,0.145,0.525
35053,0.207,0.426
35055,0.179,0.56
35057,0.271,0.16
35059,0.128,0.213
35061,0.109,0.206
36001,0.115,0.508
36003,0,0.634
36005,0.1,0.26
36007,0,0.638
36009,0,0.671
36011,0.317,0.326
36013,0,0.4
36015,0,0.658
36017,0.00344,0.537
36019,0.116,0.347
36021,0.0643,0.675
36023,0.0184,0.596
36025,0,0.818
36027,0.204,0.739
36029,0.265,0.266
36031,0.0566,0.817
36033,0.131,0.515
36035,0.135,0.442
36037,0.548,0.156
36039,0.0311,0.708
36041,0.0154,0.723
36043,0.161,0.593
36045,0.549,0.31
36047,0,0.081
36049,0.085,0.399
36051,0.0692,0.36
36053,0.191,0.561
36055,0.442,0.145
36057,0.208,0.396
36059,0,0.28
36061,0.11,0.207
36063,0.194,0.0488
36065,0.142,0.375
36067,0.427,0.361
36069,0.234,0.361
36071,0.12,0.652
36073,0.167,0.0898
36075,0,0.385
36077,0.0402,0.704
36079,0.0391,0.791
36081,0,0.112
36083,0.0105,0.694
36085,0,0.351
36087,0.0213,0.603
36089,0.351,0.486
36091,0.106,0.535
36093,0.0203,0.388
36095,0.147,0.707
36097,0,0.509
36099,0.252,0.161
36101,0,0.636
36103,0,0.257
36105,0.00581,0.587
36107,0,0.651
36109,0.00864,0.451
36111,0.0508,0.759
36113,0.0261,0.78
36115,0.106,0.737
36117,0.651,0.373
36119,0.111,0.66
36121,0,0.377
36123,0,0.369
37001,0,0.411
37003,0,0.788
37005,0,0.958
37007,0.0302,0.48
37009,0,0.983
37011,0.0281,0.975
37013,0.469,0.0476
37015,0.73,0.0605
37017,0.363,0.0592
37019,0.303,0.0446
37021,0.0257,0.951
37023,0.012,0.898
37025,0,0.542
37027,0.00488,0.922
37029,0,0.00859
37031,0.177,0.0311
37033,0,0.759
37035,0.0464,0.626
37037,0,0.423
37039,0.0322,0.967
37041,0.21,0.0489
37043,0,0.959
37045,0.0157,0.624
37047,0.797,0.0157
37049,0.732,0.0519
37051,0.234,0.138
37053,0,0.0288
37055,0,0.0697
37057,0,0.599
37059,0,0.579
37061,0.948,0.042
37063,0,0.485
37065,0.614,0.064
37067,0.0261,0.714
37069,0,0.344
37071,0.0669,0.629
37073,0.443,0.0354
37075,0,0.986
37077,0,0.358
37079,0.813,0.0582
37081,0,0.479
37083,0.238,0.152
37085,0.598,0.257
37087,0.00487,0.977
37089,0.0289,0.849
37091,0.768,0.121
37093,0.837,0.138
37095,0,0.00609
37097,0,0.621
37099,0,0.985
37101,0.377,0.168
37103,0.923,0.0432
37105,0.264,0.481
37107,0.713,0.0457
37109,0.102,0.582
37111,0.0303,0.955
37113,0.00148,0.98
37115,0.035,0.993
37117,0.861,0.0915
37119,0,0.519
37121,0,0.988
37123,0.0715,0.664
37125,0.348,0.426
37127,0.141,0.162
37129,0.732,0.0691
37131,0.36,0.0989
37133,0.67,0.0815
37135,0,0.385
37137,0.249,0.0167
37139,0,0.0121
37141,0.896,0.0342
37143,0.0215,0.0296
37145,0,0.494
37147,0.844,0.0484
37149,0,0.891
37151,0,0.631
37153,0.211,0.38
37155,0.889,0.0174
37157,0.0836,0.72
37159,0,0.426
37161,0,0.833
37163,0.763,0.0644
37165,0.903,0.0625
37167,0,0.585
37169,0.408,0.878
37171,0.131,0.868
37173,0.023,0.993
37175,0.0506,0.949
37177,0,0.00533
37179,0,0.335
37181,0,0.529
37183,0.0746,0.458
37185,0,0.42
37187,0.111,0.0193
37189,0.0567,0.978
37191,0.838,0.0778
37193,0,0.926
37195,0.689,0.0577
37197,0.158,0.674
37199,0,0.987
38001,0,0.148
38003,0.00971,0.078
38005,0,0.126
38007,0.000335,0.6
38009,0,0.0668
38011,0,0.21
38013,0,0.155
38015,0,0.139
38017,0,0.0375
38019,0.052,0.0696
38021,0,0.0597
38023,0,0.144
38025,0.00334,0.444
38027,0,0.106
38029,0,0.23
38031,0,0.0412
38033,0.00116,0.485
38035,0.0427,0.0438
38037,0,0.299
38039,0.00485,0.117
38041,0.000681,0.131
38043,0,0.164
38045,0,0.0546
38047,0,0.176
38049,0,0.054
38051,0,0.105
38053,0,0.612
38055,0,0.199
38057,0,0.361
38059,0,0.356
38061,0,0.284
38063,0,0.0595
38065,0,0.307
38067,0.00622,0.0406
38069,0,0.101
38071,0.00654,0.0197
38073,0.0277,0.0915
38075,0,0.0601
38077,0,0.0504
38079,0,0.175
38081,0,0.0376
38083,0,0.221
38085,0,0.351
38087,0.000317,0.345
38089,0.000576,0.217
38091,0.00705,0.0667
38093,0,0.152
38095,0,0.0146
38097,0,0.0405
38099,0.0129,0.0529
38101,0,0.21
38103,0,0.063
38105,0,0.216
39001,0.686,0.735
39003,0.726,0.051
39005,0,0.371
39007,0,0.163
39009,0,0.938
39011,0.175,0.0391
39013,0.218,0.947
39015,0.977,0.407
39017,0.782,0.352
39019,0,0.828
39021,0.0521,0.166
39023,0.237,0.155
39025,0.989,0.446
39027,0.512,0.134
39029,0.00649,0.66
39031,0,0.849
39033,0.149,0.0619
39035,0,0.325
39037,0.0899,0.0523
39039,0.0355,0.0948
39041,0.305,0.159
39043,0.344,0.152
39045,0,0.378
39047,0.342,0.0577
39049,0.0629,0.184
39051,0,0.0369
39053,0,0.913
39055,0,0.282
39057,0.506,0.194
39059,0,0.879
39061,0.814,0.667
39063,0.801,0.0305
39065,0.499,0.0378
39067,0.234,0.923
39069,0.245,0.0547
39071,0.942,0.368
39073,0,0.937
39075,0,0.729
39077,0.0179,0.129
39079,0,0.871
39081,0.307,0.923
39083,0,0.454
39085,0,0.306
39087,0,0.953
39089,0,0.462
39091,0.101,0.201
39093,0,0.152
39095,0.233,0.111
39097,0.0556,0.049
39099,0.205,0.22
39101,0.539,0.037
39103,0,0.266
39105,0,0.938
39107,0.447,0.0308
39109,0.602,0.114
39111,0,0.982
39113,0.621,0.211
39115,0,0.955
39117,0,0.18
39119,0,0.853
39121,0,0.956
39123,0.7,0.0521
39125,0.864,0.0612
39127,0,0.808
39129,0.0282,0.143
39131,0.0157,0.765
39133,0,0.275
39135,0.455,0.194
39137,0.676,0.0362
39139,0,0.374
39141,0.0357,0.579
39143,0.673,0.0525
39145,0.00251,0.86
39147,0.589,0.0685
39149,0.0104,0.094
39151,0,0.433
39153,0,0.397
39155,0,0.125
39157,0,0.818
39159,0.528,0.0493
39161,0.689,0.0199
39163,0,0.927
39165,0.794,0.303
39167,0,0.938
39169,0,0.268
39171,0,0.106
39173,0.755,0.044
39175,0.391,0.114
40001,0.791,0.666
40003,0.112,0.0918
40005,0.0373,0.389
40007,0.0507,0.166
40009,0.317,0.226
40011,0.556,0.245
40013,0.187,0.205
40015,0.8,0.298
40017,0.39,0.206
40019,0.101,0.288
40021,0.671,0.553
40023,0.307,0.25
40025,0.052,0.0914
40027,0.0396,0.261
40029,0.0307,0.301
40031,0.113,0.261
40033,0,0.0792
40035,0.314,0.156
40037,0.172,0.451
40039,0.427,0.316
40041,0.945,0.569
40043,0.583,0.456
40045,0.129,0.266
40047,0.0857,0.122
40049,0.000477,0.246
40051,0.413,0.263
40053,0.0285,0.0753
40055,0.369,0.218
40057,0.753,0.186
40059,0.615,0.315
40061,0,0.332
40063,0,0.38
40065,0.35,0.1
40067,0,0.106
40069,0.348,0.228
40071,0.257,0.137
40073,0.161,0.129
40075,0.0539,0.131
40077,0.018,0.579
40079,0,0.557
40081,0.292,0.338
40083,0.00155,0.32
40085,0.13,0.291
40087,0,0.275
40089,0.0619,0.474
40091,0,0.273
40093,0.383,0.343
40095,0.346,0.338
40097,0.485,0.269
40099,0.49,0.359
40101,0.0176,0.196
40103,0,0.203
40105,0.33,0.178
40107,0.119,0.304
40109,0.0989,0.218
40111,0.00334,0.222
40113,0.404,0.415
40115,0.607,0.232
40117,0.32,0.363
40119,0.165,0.349
40121,0.00701,0.387
40123,0.283,0.321
40125,0.104,0.334
40127,0.00436,0.55
40129,0.303,0.413
40131,0.125,0.255
40133,0.336,0.4
40135,0.0427,0.406
40137,0.106,0.186
40139,0.0132,0.0735
40141,0,0.0745
40143,0.0841,0.246
40145,0.0242,0.208
40147,0.0991,0.218
40149,0.642,0.152
40151,0.382,0.399
40153,0.449,0.306
41001,0.165,0.797
41003,0,0.721
41005,0,0.721
41007,0,0.845
41009,0,0.79
41011,0.00119,0.885
41013,0.00556,0.572
41015,0.00212,0.96
41017,0,0.371
41019,0.00822,0.905
41021,0,0.619
41023,0.0279,0.809
41025,0.00034,0.372
41027,0,0.807
41029,0.0161,0.787
41031,0.00797,0.613
41033,0.0854,0.918
41035,0,0.392
41037,0,0.313
41039,0,0.841
41041,0,0.955
41043,0,0.694
41045,0.0102,0.458
41047,0,0.566
41049,0,0.546
41051,0,0.634
41053,0.039,0.686
41055,0,0.501
41057,0,0.926
41059,0.00251,0.594
41061,0.00473,0.699
41063,0.0162,0.808
41065,0.000483,0.633
41067,0,0.678
41069,0.000225,0.86
41071,0,0.713
42001,0.0584,0.377
42003,0.267,0.905
42005,0.359,0.881
42007,0.1,0.847
42009,0.252,0.818
42011,0.226,0.591
42013,0.38,0.723
42015,0,0.692
42017,0.0192,0.303
42019,0.413,0.733
42021,0.0295,0.677
42023,0,0.813
42025,0.0149,0.56
42027,0.389,0.66
42029,0.0661,0.54
42031,0.333,0.676
42033,0.0107,0.699
42035,0.213,0.716
42037,0.145,0.68
42039,0,0.306
42041,0.477,0.502
42043,0.0774,0.663
42045,0,0.54
42047,0.000929,0.628
42049,0,0.333
42051,0.228,0.827
42053,0,0.592
42055,0.443,0.548
42057,0.175,0.866
42059,0.0781,0.964
42061,0.359,0.823
42063,0.143,0.771
42065,0.214,0.688
42067,0.453,0.766
42069,0,0.659
42071,0.454,0.421
42073,0.491,0.553
42075,0.325,0.465
42077,0.351,0.539
42079,0.00725,0.587
42081,0.127,0.736
42083,0,0.685
42085,0.0842,0.3
42087,0.436,0.72
42089,0.0556,0.541
42091,0.0483,0.41
42093,0.63,0.582
42095,0.353,0.477
42097,0.38,0.676
42099,0.339,0.808
42101,0.00273,0.341
42103,0,0.621
42105,0,0.823
42107,0.0123,0.705
42109,0.413,0.7
42111,0.0614,0.663
42113,0.0768,0.696
42115,0,0.745
42117,0,0.721
42119,0.665,0.615
42121,0.0865,0.531
42123,0,0.682
42125,0.299,0.956
42127,0,0.652
42129,0.243,0.812
42131,0.0286,0.735
42133,0.0883,0.619
44001,0,0.139
44003,0,0.486
44005,0,0.241
44007,0,0.536
44009,0,0.468
45001,0,0.594
45003,0.696,0.277
45005,1,0.0745
45007,0,0.5
45009,0.997,0.0484
45011,0.993,0.111
45013,0.615,0.0126
45015,0.858,0.0408
45017,0.782,0.248
45019,0.295,0.00886
45021,0.0523,0.723
45023,0,0.653
45025,0.639,0.266
45027,0.979,0.0331
45029,0.959,0.00752
45031,0.863,0.0922
45033,0.784,0.0315
45035,1,0.00839
45037,0.237,0.509
45039,0,0.753
45041,0.841,0.0603
45043,0.205,0.00654
45045,0,0.602
45047,0,0.428
45049,1,0.0225
45051,0.697,0.00793
45053,0.821,0.00978
45055,0.565,0.332
45057,0.0847,0.601
45059,0.0144,0.595
45061,0.876,0.0689
45063,0.154,0.265
45065,0,0.569
45067,0.534,0.0412
45069,0.643,0.0933
45071,0,0.499
45073,0.0524,0.883
45075,0.977,0.0609
45077,0,0.836
45079,0.468,0.348
45081,0.00502,0.205
45083,0,0.519
45085,0.789,0.0945
45087,0.0165,0.768
45089,1,0.0245
45091,0,0.601
46003,0.0114,0.0319
46005,0.00397,0.0416
46007,0,0.369
46009,0.01,0.14
46011,0,0.0898
46013,0,0.0279
46015,0.0219,0.117
46017,0.0341,0.26
46019,0.0511,0.246
46021,0,0.182
46023,0.0538,0.2
46025,0,0.0907
46027,0.0608,0.0814
46029,0,0.0929
46031,0,0.358
46033,0.302,0.697
46035,0.374,0.0727
46037,0,0.157
46039,0,0.162
46041,0,0.491
46043,0,0.0184
46045,0,0.0418
46047,0.375,0.424
46049,0,0.0309
46051,0,0.156
46053,0.171,0.507
46055,0,0.427
46057,0,0.0395
46059,0,0.0677
46061,0.0411,0.085
46063,0,0.328
46065,0,0.184
46067,0,0.0997
46069,0,0.0842
46071,0,0.46
46073,0,0.132
46075,0,0.448
46077,0,0.0356
46079,0,0.0625
46081,0.403,0.768
46083,0.000663,0.085
46085,0,0.375
46087,0,0.083
46089,0,0.0932
46091,0,0.215
46093,0.0402,0.385
46095,0,0.501
46097,0,0.0271
46099,0,0.13
46101,0,0.0696
46102,0.0307,0.604
46103,0.121,0.565
46105,0,0.322
46107,0,0.11
46109,0.00136,0.158
46111,0.0399,0.0397
46115,0.00538,0.0297
46117,0,0.491
46119,0,0.0897
46121,0,0.346
46123,0.0239,0.264
46125,0.00571,0.063
46127,0,0.185
46129,0,0.167
46135,0.0151,0.191
46137,0,0.439
47001,0.506,0.932
47003,0.951,0.368
47005,0.117,0.74
47007,0.227,0.724
47009,0.566,0.849
47011,0.873,0.648
47013,0.315,0.963
47015,0.632,0.678
47017,0,0.552
47019,0.264,0.951
47021,0.401,0.807
47023,0,0.638
47025,0.723,0.963
47027,0.405,0.914
47029,0.477,0.94
47031,0.738,0.299
47033,0,0.174
47035,0.035,0.707
47037,0.731,0.677
47039,0.323,0.739
47041,0.603,0.774
47043,0.769,0.808
47045,0,0.208
47047,0,0.387
47049,0.164,0.81
47051,0.672,0.557
47053,0,0.268
47055,0.624,0.743
47057,0.785,0.938
47059,0.877,0.849
47061,0.186,0.658
47063,0.993,0.85
47065,0.694,0.731
47067,0.667,0.982
47069,0.0397,0.64
47071,0.099,0.658
47073,0.733,0.906
47075,0,0.149
47077,0,0.684
47079,0.00651,0.553
47081,0.353,0.882
47083,0.699,0.92
47085,0.437,0.837
47087,0.554,0.929
47089,0.994,0.809
47091,0.212,0.952
47093,0.947,0.807
47095,0,0.0913
47097,0,0.356
47099,0.199,0.613
47101,0.245,0.867
47103,0.64,0.555
47105,0.986,0.817
47107,0.851,0.759
47109,0.0971,0.651
47111,0.23,0.826
47113,0,0.474
47115,0.357,0.773
47117,0.951,0.423
47119,0.809,0.635
47121,0.907,0.702
47123,0.348,0.881
47125,0.936,0.596
47127,0.68,0.785
47129,0,0.876
47131,0,0.409
47133,0.688,0.841
47135,0.263,0.903
47137,0.526,0.932
47139,0.206,0.903
47141,0.615,0.77
47143,0.481,0.7
47145,0.732,0.884
47147,0.919,0.418
47149,0.996,0.204
47151,0,0.934
47153,0.192,0.749
47155,0.369,0.945
47157,0,0.319
47159,0.861,0.84
47161,0.717,0.835
47163,0.929,0.923
47165,0.712,0.557
47167,0,0.308
47169,0.878,0.627
47171,0.113,0.961
47173,0.878,0.954
47175,0.262,0.735
47177,0.822,0.533
47179,0.886,0.859
47181,0.162,0.87
47183,0,0.389
47185,0.733,0.769
47187,0.708,0.641
47189,0.942,0.411
48001,0.000717,0.365
48003,0.0054,0.00561
48005,0,0.173
48007,0,0.00431
48009,0,0.11
48011,0.279,0.34
48013,0,0.0243
48015,0,0.0845
48017,0.000934,0.0214
48019,0.955,0.638
48021,0.0378,0.135
48023,0.492,0.184
48025,0,0.0311
48027,0.313,0.207
48029,0.416,0.195
48031,0.917,0.387
48033,0.564,0.124
48035,0.254,0.256
48037,0.231,0.0574
48039,0,0.0323
48041,0,0.0978
48043,0.346,0.52
48045,0.435,0.366
48047,0,0.0103
48049,0.205,0.167
48051,0,0.115
48053,0.663,0.294
48055,0.0757,0.0889
48057,0,0.0234
48059,0.371,0.175
48061,0,0.0551
48063,0,0.156
48065,0.0126,0.0936
48067,0,0.268
48069,0,0.00102
48071,0,0.026
48073,0,0.386
48075,0.806,0.187
48077,0,0.0642
48079,0,0.000764
48081,0.678,0.318
48083,0.346,0.138
48085,0.517,0.106
48087,0.593,0.259
48089,0,0.0512
48091,0.902,0.35
48093,0.273,0.128
48095,0.658,0.0401
48097,0.523,0.239
48099,0.374,0.228
48101,0.773,0.319
48103,0.142,0.0366
48105,0.825,0.312
48107,0.153,0.146
48109,0.543,0.341
48111,0,0.0101
48113,0.392,0.214
48115,0.0257,0.0266
48117,0.00283,0.022
48119,0.0502,0.0519
48121,0.397,0.107
48123,0,0.0451
48125,0.624,0.265
48127,0,0.00977
48129,0.285,0.35
48131,0,0.0117
48133,0.175,0.155
48135,0.37,0.00611
48137,0.986,0.454
48139,0.348,0.123
48141,0.195,0.208
48143,0.289,0.247
48145,0.128,0.069
48147,0.249,0.105
48149,0,0.116
48151,0.597,0.145
48153,0.0518,0.0753
48155,0.696,0.196
48157,0,0.0587
48159,0.329,0.142
48161,0.000865,0.189
48163,0,0.0307
48165,0.000514,0.00778
48167,0,0.0269
48169,0.652,0.21
48171,0.893,0.317
48173,0.231,0.00854
48175,0,0.041
48177,0,0.0665
48179,0.0216,0.183
48181,0.361,0.202
48183,0,0.244
48185,0,0.0729
48187,0.0867,0.0806
48189,0,0.00153
48191,0.691,0.38
48193,0.307,0.144
48195,0.00042,0.104
48197,0.629,0.15
48199,0,0.0217
48201,0,0.119
48203,0,0.176
48205,0.00449,0.0874
