fips,population,building_value_usd,eal_valt,sovi_score,resl_score,crf_value,coastal,tsunami_zone
01001,58760,10240000000,19760000,38.04,55.12,1.038,false,false
01003,231400,51600000000,237400000,44.24,93,1.067,true,false
01005,25160,5442000000,8924000,96.37,11.16,1.793,false,false
01007,22240,3533000000,8994000,75.25,22.17,1.409,false,false
01009,58990,8773000000,21290000,69.34,15.65,1.348,false,false
01011,10330,1772000000,5129000,97.55,33.14,1.732,false,false
01013,19020,3871000000,9390000,91.76,50.03,1.586,false,false
01015,116200,25470000000,53780000,81.49,48.44,1.446,false,false
01017,34740,6728000000,10900000,79.42,41.44,1.434,false,false
01019,24930,4977000000,16130000,81.81,16.13,1.504,false,false
01021,45000,7534000000,16120000,52.61,21.44,1.174,false,false
01023,12630,7010000000,20590000,79.71,12.79,1.479,false,false
01025,23040,4628000000,13320000,74.11,35.85,1.379,true,false
01027,14210,2863000000,5935000,89.41,49.9,1.556,false,false
01029,15040,2418000000,6039000,84.26,8.333,1.568,false,false
01031,53390,25040000000,43010000,59.57,42.4,1.223,false,false
01033,57130,13470000000,34940000,69.82,68.07,1.299,false,false
01035,11580,2431000000,6237000,93.29,17.4,1.69,false,false
01037,10320,2195000000,4940000,62.09,36.45,1.251,false,false
01039,37520,7597000000,33120000,86.74,40.43,1.533,false,false
01041,13180,2878000000,7201000,90.3,32.67,1.598,false,false
01043,87660,16400000000,34820000,75.67,33.68,1.396,false,false
01045,49220,9934000000,18520000,81.87,15.78,1.506,false,false
01047,38340,7808000000,18520000,95.87,50,1.651,false,false
01049,71380,13850000000,31590000,74.68,13.45,1.417,false,false
01051,87760,14040000000,28730000,49.08,61.42,1.121,false,false
01053,36710,7709000000,36190000,89.69,26.53,1.601,false,false
01055,103300,21330000000,50260000,77.99,57.57,1.395,false,false
01057,16300,3434000000,8593000,78.85,24.05,1.447,false,false
01059,32000,6310000000,17190000,89.92,17.72,1.622,false,false
01061,26620,5178000000,11750000,87.66,29.77,1.562,false,false
01063,7714,1504000000,5594000,98.12,21.15,1.784,false,false
01065,14750,2725000000,7836000,90.62,22.65,1.617,false,false
01067,17070,3623000000,8538000,93.38,46.69,1.615,false,false
01069,107100,26670000000,55200000,72.23,75.95,1.319,false,false
01071,52500,11840000000,29370000,77.74,27.13,1.43,false,false
01073,673800,143700000000,262400000,56.2,79.99,1.167,false,false
01075,13960,2709000000,7600000,74.9,25.48,1.397,false,false
01077,93510,19130000000,53790000,46.85,61.04,1.103,false,false
01079,33010,5939000000,20550000,78.72,32.57,1.436,false,false
01081,173900,33140000000,40360000,42.68,52,1.074,false,false
01083,101100,19630000000,47630000,23.76,76.18,0.919,false,false
01085,10310,1944000000,5480000,99.62,26.65,1.806,false,false
01087,19490,3576000000,5359000,92.46,55.79,1.586,false,false
01089,387800,83740000000,179600000,26.62,83.68,0.9398,false,false
01091,19290,3671000000,10390000,96.88,35.37,1.712,false,false
01093,29280,6137000000,16560000,95.1,9.606,1.773,false,false
01095,97550,19490000000,50220000,75.35,39.03,1.386,false,false
01097,414500,85340000000,298200000,53.94,79.68,1.149,true,false
01099,19740,4164000000,10330000,87.82,23.54,1.574,true,false
01101,228800,51890000000,87270000,71.34,72.46,1.311,false,false
01103,123300,24320000000,65070000,60.88,47.93,1.231,false,false
01105,8480,1634000000,4130000,98.95,30.76,1.768,false,false
01107,19100,3386000000,8944000,91.67,18.32,1.651,false,false
01109,32960,7311000000,10730000,74.49,57.6,1.356,false,false
01111,21930,4377000000,7894000,66.92,23.82,1.314,false,false
01113,59130,8941000000,14740000,63.45,14.22,1.286,false,false
01115,90900,14720000000,32600000,30.44,42.05,0.9862,false,false
01117,222800,47390000000,105800000,16.57,74.01,0.8505,false,false
01119,12320,3633000000,9905000,99.27,14.76,1.835,false,false
01121,81990,16850000000,37010000,86.55,40.46,1.529,false,false
01123,41280,9593000000,19150000,80.76,44.56,1.443,false,false
01125,226700,42200000000,83150000,55.18,71.85,1.164,false,false
01127,65280,13350000000,34840000,80.15,22.71,1.465,false,false
01129,15330,2580000000,10780000,78.82,60.27,1.402,true,false
01131,10550,2671000000,6874000,97.07,19.59,1.764,false,false
01133,23480,5463000000,12420000,95.99,16.63,1.748,false,false
02013,3374,513900000,4084000,99.9,0.7316,1.942,false,true
02016,5168,1925000000,29250000,22.04,0.4771,0.9415,false,true
02020,291000,72280000000,366800000,11.39,34.8,0.7894,true,true
02050,18630,2908000000,8285000,99.97,39.06,1.766,false,true
02060,843,732200000,1391000,43.96,29.29,1.095,false,false
02063,7011,945500000,9740000,10.62,24.08,0.7702,true,true
02066,2596,540800000,7994000,93.35,41.89,1.626,false,false
02068,1615,888500000,11180000,17.46,26.46,0.8707,false,false
02070,4845,1473000000,6709000,98.98,32.7,1.761,false,true
02090,95580,27050000000,101300000,10.62,25.99,0.7689,false,false
02100,2080,986000000,2556000,52.13,10.34,1.182,false,true
02105,2313,690900000,3331000,98,10.05,1.837,true,true
02110,32110,8828000000,6008000,21.12,62.4,0.9004,true,true
02122,58730,21190000000,120500000,47.11,6.489,1.143,true,true
02130,13940,4157000000,1865000,28.09,68.64,0.9553,true,true
02150,13080,5168000000,25330000,33.21,18.7,1.014,false,true
02158,8356,968700000,10870000,100,5.916,1.905,false,false
02164,1472,671000000,1999000,96.66,11.7,1.801,true,true
02170,107000,32580000000,161000000,17.24,3.721,0.8812,true,true
02180,10030,2238000000,6172000,99.94,16.09,1.846,false,false
02185,10650,2258000000,4903000,58.87,3.181,1.265,false,false
02188,7726,1378000000,9926000,99.84,5.852,1.902,false,false
02195,3393,915200000,5127000,59.54,18.67,1.242,false,false
02198,5714,1647000000,838600,92.81,44.37,1.612,false,true
02220,8434,2580000000,7336000,55.06,80.85,1.157,true,true
02230,1238,574300000,674600,51.62,16.76,1.169,false,true
02240,6763,2391000000,12050000,88.77,5.28,1.669,false,false
02275,2120,601900000,171700,67.62,31.62,1.312,false,false
02282,647,234300000,1415000,97.9,8.62,1.849,false,true
02290,5280,1691000000,12380000,99.4,7.061,1.88,false,false
04001,65840,10280000000,21010000,99.81,0.2863,1.969,false,false
04003,125200,27310000000,90800000,76.78,5.153,1.47,false,false
04005,144600,32780000000,130900000,58.72,46.18,1.213,false,false
04007,53120,12110000000,55240000,86.67,6.361,1.616,false,false
04009,38450,6306000000,18170000,71.56,7.824,1.393,false,false
04011,9527,1584000000,5350000,37.44,22.33,1.046,false,false
04012,16450,7350000000,27510000,94.62,0.1908,1.938,false,false
04013,4419000,854700000000,2196000000,27.1,18.03,0.9649,false,false
04015,212800,47480000000,104900000,87.34,3.244,1.662,false,false
04017,106500,21220000000,39980000,97.74,3.594,1.882,false,false
04019,1043000,177800000000,531400000,50.86,20.32,1.159,false,false
04021,424100,69060000000,137500000,43.73,13.87,1.103,false,false
04023,47630,7835000000,42460000,92.3,2.322,1.802,false,false
04025,235800,50150000000,107800000,72.96,18,1.386,false,false
04027,203300,33160000000,91450000,68.54,1.177,1.412,false,false
05001,17080,5054000000,16200000,85.88,54.96,1.495,false,false
05003,19010,4659000000,11750000,87.47,18.19,1.582,false,false
05005,41600,8518000000,21050000,84.32,17.08,1.538,false,false
05007,284100,52320000000,91890000,16.98,43.42,0.8616,false,false
05009,37310,7274000000,21460000,45.55,36.93,1.105,false,false
05011,10530,2175000000,5754000,96.76,9.701,1.815,false,false
05013,4734,1116000000,2767000,12.75,11.1,0.8195,false,false
05015,28220,7212000000,16380000,84.26,15.01,1.543,false,false
05017,10180,2529000000,8877000,92.24,31.9,1.629,false,false
05019,21400,4116000000,10200000,68.03,32.86,1.316,false,false
05021,14530,3400000000,20660000,82.41,11.8,1.526,false,false
05023,24670,6501000000,23160000,77.48,34.57,1.418,false,false
05025,7546,1207000000,2879000,90.08,8.524,1.672,false,false
05027,22770,3767000000,8627000,92.3,47.61,1.601,false,false
05029,20700,5377000000,13420000,82.98,37.47,1.478,false,false
05031,111200,22150000000,89630000,66.03,52.86,1.273,false,false
05033,60120,11400000000,29920000,38.3,26.02,1.053,false,false
05035,48100,8892000000,38800000,70.77,39.34,1.336,false,false
05037,16820,3769000000,19640000,66.83,36.39,1.297,false,false
05039,6477,1329000000,3223000,87.21,27.77,1.56,false,false
05041,11360,2474000000,6545000,98,53.18,1.683,false,false
05043,17320,3039000000,7150000,94.08,43.26,1.636,false,false
05045,123400,21540000000,74800000,14.95,57.22,0.837,false,false
05047,17060,4430000000,9619000,94.78,18.26,1.72,false,false
05049,12050,2112000000,9358000,92.88,1.59,1.838,false,false
05051,100100,22280000000,57050000,81.27,38.65,1.456,false,false
05053,17890,2435000000,6104000,38.74,37.69,1.051,false,false
05055,45650,7789000000,33930000,67.24,30.57,1.309,false,false
05057,20040,5315000000,11650000,82,10.27,1.524,false,false
05059,33030,5504000000,13580000,77.39,29.74,1.422,false,false
05061,12760,3655000000,9850000,90.81,15.74,1.644,false,false
05063,37880,6553000000,24340000,56.46,26.69,1.205,false,false
05065,13540,2371000000,10110000,93.16,3.372,1.8,false,false
05067,16730,3488000000,17160000,92.81,36.77,1.627,false,false
05069,67110,15160000000,37150000,93.67,67.08,1.583,false,false
05071,25680,4609000000,14320000,79.29,19.18,1.459,false,false
05073,6303,1608000000,6930000,86.61,8.492,1.606,false,false
05075,16180,3229000000,18980000,81.17,26.21,1.472,false,false
05077,8594,1518000000,7197000,99.4,17.43,1.827,false,false
05079,12930,2065000000,6804000,80.47,16.73,1.483,false,false
05081,12000,3043000000,9253000,86.83,16.92,1.576,false,false
05083,21100,4661000000,12340000,65.71,22.84,1.3,false,false
05085,74000,10950000000,41080000,17.46,37.34,0.8678,false,false
05087,16500,4010000000,11670000,63.45,21.98,1.276,false,false
05089,16750,2756000000,9774000,89.31,12.88,1.63,false,false
05091,42560,8024000000,20290000,84.26,31.23,1.511,false,false
05093,40540,11450000000,51810000,89.98,36.74,1.581,false,false
05095,6781,1827000000,7590000,91,43.7,1.587,false,false
05097,8481,2008000000,5651000,96.6,5.948,1.844,false,false
05099,8255,1970000000,5702000,98.54,15.59,1.817,false,false
05101,7210,1033000000,4047000,96.22,12.28,1.779,false,false
05103,22630,3898000000,10450000,94.78,36.83,1.666,false,false
05105,10020,1658000000,7389000,66.57,21.37,1.312,false,false
05107,16520,3644000000,13520000,98.79,46.06,1.727,false,false
05109,10150,2522000000,6639000,71.56,10.81,1.383,false,false
05111,22930,3964000000,24610000,68.38,27.35,1.325,false,false
05113,19180,5298000000,9829000,84,11.58,1.551,false,false
05115,63300,11590000000,38740000,36.77,58.97,1.025,false,false
05117,8271,2088000000,8953000,83.11,24.14,1.507,false,false
05119,398800,82980000000,212200000,61.29,80.15,1.21,false,false
05121,18570,3959000000,20380000,67.68,13.39,1.333,false,false
05123,23030,3759000000,18940000,99.01,11.64,1.85,false,false
05125,123000,18980000000,40780000,29.07,54.52,0.9682,false,false
05127,9827,2363000000,7915000,49.81,3.69,1.174,false,false
05129,7772,1414000000,6363000,83.62,28.56,1.505,false,false
05131,127700,27790000000,58430000,48.89,38.84,1.134,false,false
05133,15820,3506000000,13760000,95.74,3.817,1.853,false,false
05135,17260,3377000000,15710000,95.23,8.047,1.794,false,false
05137,12350,2418000000,10260000,85.88,2.481,1.644,false,false
05139,39010,7045000000,12600000,84.7,56.58,1.473,false,false
05141,15760,3201000000,9963000,93.1,10.24,1.725,false,false
05143,245800,45900000000,129600000,28.5,35.08,0.97,false,false
05145,76780,14310000000,50900000,55.18,36.96,1.188,false,false
05147,6263,1556000000,8461000,93.67,37.53,1.641,false,false
05149,20240,3902000000,14960000,77.64,24.71,1.435,false,false
06001,1678000,373400000000,1885000000,27.48,91.16,0.9425,true,true
06003,1198,967200000,4785000,44.08,53.91,1.085,false,false
06005,40430,9122000000,38830000,43.89,35.27,1.092,false,false
06007,211500,47730000000,127200000,59.03,60.4,1.205,false,false
06009,45240,14820000000,53440000,57.92,39.47,1.209,false,false
06011,21810,4792000000,40630000,49.46,25.38,1.145,false,false
06013,1165000,245200000000,970500000,21.47,67.81,0.9022,true,true
06015,27710,7725000000,142400000,53.59,23.79,1.182,true,true
06017,191000,50080000000,124300000,18.13,67.05,0.8668,false,false
06019,1008000,180000000000,557300000,60.31,16.57,1.253,false,false
06021,28890,7307000000,40920000,14.76,15.11,0.8464,false,false
06023,136000,31480000000,188600000,74.68,56.39,1.361,true,true
06025,179300,37660000000,147600000,85.15,2.417,1.633,false,false
06027,18980,5525000000,28320000,83.59,25.89,1.51,false,false
06029,908500,164700000000,417000000,61.07,6.52,1.277,false,false
06031,152300,24230000000,96010000,65.68,7.665,1.327,false,false
06033,68070,15970000000,101000000,70.61,24.46,1.351,false,false
06035,32680,6783000000,25390000,69.27,56.55,1.305,false,false
06037,10010000,1704000000000,7602000000,55.38,13.55,1.208,true,true
06039,156100,31060000000,161600000,78.72,7.697,1.489,false,false
06041,262200,70460000000,259300000,24.71,99.17,0.9147,true,true
06043,17060,4986000000,38100000,92.97,21.31,1.671,false,false
06045,91250,25540000000,116700000,76.84,38.96,1.406,true,true
06047,281100,57580000000,204800000,61.74,7.252,1.283,false,false
06049,8672,3261000000,9806000,66.83,21.82,1.314,false,false
06051,13150,4914000000,16690000,23.35,65.65,0.9187,false,false
06053,438600,85770000000,402400000,54.83,24.65,1.193,true,true
06055,138000,37680000000,186000000,38.52,76.02,1.033,true,true
06057,102100,26960000000,80580000,43.51,65.33,1.075,false,false
06059,3184000,606400000000,1926000000,24.94,16.32,0.946,true,true
06061,404600,105700000000,162600000,16.57,83.56,0.8485,false,false
06063,19750,9436000000,41060000,91.41,69.72,1.548,false,false
06065,2417000,470100000000,2266000000,33.33,13.04,1.017,false,false
06067,1585000,296000000000,352400000,37.44,57,1.032,true,false
06069,64100,14860000000,80010000,10.62,55.95,0.7353,false,false
06071,2180000,423900000000,2075000000,33.21,20.07,1.014,false,false
06073,3296000,638800000000,1539000000,24.81,8.302,0.95,true,true
06075,873800,173900000000,853400000,48.06,99.65,1.073,true,true
06077,778500,156700000000,421900000,39.66,47.01,1.056,false,false
06079,280400,70290000000,213900000,32.76,93.92,0.9835,true,true
06081,763700,174400000000,740000000,20.52,97.58,0.8802,true,true
06083,448000,88070000000,477300000,60.24,60.91,1.215,true,true
06085,1935000,428400000000,1965000000,17.24,72.61,0.8582,true,true
06087,270400,61690000000,335400000,28.09,71.06,0.954,true,true
06089,181900,41860000000,135500000,41.13,47.71,1.064,false,false
06091,3200,1140000000,8418000,63.23,31.36,1.264,false,false
06093,43940,13040000000,56990000,79.36,44.78,1.427,false,false
06095,452800,92270000000,292100000,25.19,71.82,0.9316,true,true
06097,488300,117400000000,604700000,29.77,66.22,0.9705,true,true
06099,552700,112800000000,264900000,32.03,33.91,0.9983,false,false
06101,99620,19160000000,44790000,57.25,41.67,1.201,false,false
06103,65760,14390000000,68970000,52.93,27.29,1.173,false,false
06105,15880,4148000000,29130000,82.57,37.02,1.475,false,false
06107,472600,83600000000,214100000,61.86,8.015,1.283,false,false
06109,55540,14000000000,50550000,53.44,49.11,1.163,false,false
06111,843100,169900000000,762200000,29.77,33.56,0.9818,true,true
06113,216400,47680000000,116200000,24.2,69.43,0.9235,false,false
06115,81510,14410000000,46340000,30.44,36.61,0.9884,false,false
08001,519300,90330000000,130900000,12.18,46.09,0.8034,false,false
08003,16360,8827000000,7921000,93.26,26.84,1.658,false,false
08005,654200,119600000000,171500000,18.45,49.4,0.8752,false,false
08007,13360,3792000000,8283000,73.73,22.07,1.39,false,false
08009,3490,935300000,4714000,95.77,11.35,1.775,false,false
08011,5639,1245000000,4114000,12.75,4.039,0.8254,false,false
08013,330700,69860000000,125300000,11.39,91.22,0.7547,false,false
08014,74050,16290000000,17100000,10.62,81.87,0.6768,false,false
08015,19470,5547000000,19970000,18.13,54.8,0.8704,false,false
08017,1748,713700000,2961000,18.45,19.88,0.8855,false,false
08019,9391,2652000000,20680000,10.62,51.53,0.7447,false,false
08021,7453,2064000000,5237000,83.84,4.517,1.585,false,false
08023,3420,1161000000,1933000,96.5,0.6361,1.924,false,false
08025,5922,677800000,2259000,61.96,10.08,1.278,false,false
08027,4686,1597000000,4068000,10.62,66.79,0.7101,false,false
08029,31180,6526000000,14080000,60.08,27.04,1.24,false,false
08031,715200,135900000000,222000000,17.78,68.48,0.8629,false,false
08033,2322,1340000000,4441000,55.85,14.15,1.212,false,false
08035,357700,73140000000,113500000,10.62,73.7,0.696,false,false
08037,55550,17090000000,48500000,10.62,30.03,0.7662,false,false
08039,26040,8438000000,16630000,10.62,60.24,0.7259,false,false
08041,729700,119600000000,212600000,10.62,58.05,0.7306,false,false
08043,48880,7680000000,22420000,66.25,40.74,1.288,false,false
08045,61570,14070000000,29570000,15.43,12.31,0.8539,false,false
08047,5803,1799000000,4504000,12.75,79.29,0.8042,false,false
08049,15700,7929000000,20270000,15.01,55.6,0.838,false,false
08051,16900,6635000000,21270000,10.62,73.6,0.6972,false,false
08053,788,526200000,1840000,10.62,23.66,0.7706,false,false
08055,6808,1919000000,5625000,83.49,16.6,1.531,false,false
08057,1355,575200000,4919000,44.88,17.46,1.11,false,false
08059,582800,112200000000,231400000,11.39,66.89,0.7759,false,false
08061,1446,1125000000,3312000,15.81,29.23,0.8519,false,false
08063,7070,5884000000,10350000,36.96,8.429,1.054,false,false
08065,7405,1498000000,4394000,10.62,18.1,0.7746,false,false
08067,55530,18560000000,39500000,21.02,48.35,0.9039,false,false
08069,358800,71960000000,126500000,10.62,71.31,0.7031,false,false
08071,14490,3051000000,6845000,58.02,11.42,1.236,false,false
08073,5675,1583000000,4588000,19.88,28.47,0.8968,false,false
08075,21530,5345000000,18030000,53.02,19.12,1.178,false,false
08077,155600,31480000000,34730000,36.96,56.74,1.027,false,false
08079,863,752800000,4556000,10.62,57.41,0.7322,false,false
08081,13270,4695000000,7019000,10.62,6.393,0.7865,false,false
08083,25810,6663000000,12350000,62.44,13.01,1.277,false,false
08085,42640,9834000000,15580000,37.53,20.2,1.048,false,false
08087,29100,7357000000,20260000,17.97,30.47,0.8748,false,false
08089,18680,3801000000,11900000,79.68,28.5,1.45,false,false
08091,4859,1675000000,9322000,10.62,47.46,0.7486,false,false
08093,17300,4448000000,10910000,10.62,49.68,0.7457,false,false
08095,4523,2636000000,6918000,11.39,6.616,0.8062,false,false
08097,17290,7585000000,26360000,10.62,68.96,0.7084,false,false
08099,11980,2618000000,10250000,85.5,8.842,1.584,false,false
08101,168000,28060000000,48410000,40.11,66.03,1.05,false,false
08103,6520,2684000000,10940000,48.92,52.8,1.124,false,false
08105,11500,4582000000,8850000,91.51,7.443,1.71,false,false
08107,24770,7060000000,16200000,10.62,76.59,0.6904,false,false
08109,6323,2067000000,5045000,55.18,10.72,1.209,false,false
08111,699,396700000,6943000,10.62,47.26,0.749,false,false
08113,8002,3258000000,10020000,10.62,54.29,0.7393,false,false
08115,2395,1117000000,3693000,32.44,28.21,1.006,false,false
08117,31040,12220000000,29530000,10.62,44.27,0.7528,false,false
08119,24660,4599000000,16820000,10.62,46.66,0.7505,false,false
08121,4806,1712000000,4348000,64.57,44.66,1.266,false,false
08123,328800,57730000000,104700000,11.39,56.17,0.7801,false,false
08125,9960,3254000000,15550000,10.62,11.32,0.7806,false,false
09110,975300,211300000000,302300000,28.09,64.19,0.9569,true,false
09120,325700,61770000000,104300000,45.26,59.86,1.092,true,false
09130,174200,40080000000,62790000,17.88,90.36,0.8592,true,false
09140,450300,86820000000,139900000,35.69,77.19,1.012,true,false
09150,95310,20960000000,33200000,10.62,61.8,0.7195,true,false
09160,112400,31320000000,53580000,12.75,76.69,0.8066,false,false
09170,570200,117100000000,173800000,45.2,79.71,1.081,true,false
09180,280300,58880000000,83460000,26.75,86.39,0.9396,true,false
09190,620500,164500000000,259600000,21.37,62.25,0.9033,true,false
10001,181700,36690000000,55760000,32.44,68.19,0.9916,true,false
10003,570100,137200000000,202200000,28.5,83.05,0.9537,true,false
10005,237200,74500000000,119300000,70.36,59.8,1.314,true,false
11001,688900,432400000000,292500000,40.94,93.29,1.042,true,false
12001,278000,47970000000,89620000,34.76,80.98,1.005,true,false
12003,27850,3788000000,6286000,24.43,71.79,0.9249,true,false
12005,174900,36280000000,157900000,30.85,29.45,0.9921,true,false
12007,28230,3997000000,10770000,48.31,37.91,1.128,true,false
12009,606100,118500000000,389300000,40.84,63.36,1.058,true,false
12011,1941000,301000000000,648000000,55.38,44.18,1.184,true,false
12013,13600,2755000000,10620000,73.12,13.9,1.395,true,false
12015,186700,35320000000,131300000,77,12.15,1.445,true,false
12017,153500,24090000000,112100000,82.28,6.838,1.545,true,false
12019,218100,32960000000,57130000,12.95,51.11,0.8131,true,false
12021,375400,92660000000,398200000,74.71,41.28,1.38,true,false
12023,69650,10690000000,21930000,71.41,29.26,1.354,false,false
12027,33900,6016000000,26270000,90.84,1.399,1.807,true,false
12029,16710,2181000000,9427000,57.09,2.99,1.25,true,false
12031,994700,177900000000,263900000,39.89,62.09,1.049,true,false
12033,321400,57380000000,173700000,41.48,34.67,1.072,true,false
12035,115300,19150000000,41650000,60.88,40.33,1.237,true,false
12037,12430,3177000000,11160000,75.03,46.95,1.375,true,false
12039,43690,7294000000,19340000,95.04,33.81,1.678,false,false
12041,17830,2269000000,6827000,73.47,10.78,1.409,true,false
12043,12050,2523000000,8835000,89.73,0.9224,1.81,true,false
12045,14180,3079000000,17330000,65.68,58.49,1.265,true,false
12047,13940,3055000000,8576000,89.03,8.397,1.647,false,false
12049,25300,4283000000,25430000,48.03,4.389,1.155,false,false
12051,39370,6826000000,22410000,90.3,0.6679,1.839,true,false
12053,194400,28790000000,60140000,56.49,6.075,1.233,true,false
12055,101100,19680000000,46660000,94.12,5.693,1.789,false,false
12057,1458000,228800000000,494600000,36.39,33.24,1.033,true,false
12059,19620,3140000000,14200000,50.92,13.1,1.166,true,false
12061,159700,32130000000,163100000,64.19,60.53,1.253,true,false
12063,47250,8994000000,25330000,78.72,26.43,1.441,false,false
12065,14360,2603000000,7262000,97.9,32.19,1.741,true,false
12067,8205,1444000000,5583000,50.35,11.74,1.162,true,false
12069,383000,66200000000,102300000,49.33,49.84,1.13,true,false
12071,759900,138400000000,433300000,67.84,8.779,1.346,true,false
12073,292200,52630000000,142700000,35.08,82.12,1.007,true,false
12075,42750,5278000000,15300000,93.45,9.16,1.737,true,false
12077,6344,1157000000,4809000,54.74,26.34,1.191,true,false
12079,17960,2895000000,10750000,79.96,22.68,1.463,false,false
12081,399500,74900000000,254700000,54.83,22.77,1.195,true,false
12083,375600,63120000000,128400000,69.62,16.51,1.352,true,false
12085,158200,32920000000,119400000,68.99,47.77,1.31,true,false
12086,2699000,358700000000,824700000,75.86,42.91,1.389,true,false
12087,82390,20300000000,93250000,53.94,29.39,1.18,true,false
12089,90120,15930000000,24510000,20.55,75.57,0.8898,true,false
12091,211300,40380000000,134500000,26.75,41.57,0.9524,true,false
12093,39460,6804000000,26560000,87.91,2.958,1.679,true,false
12095,1429000,261000000000,417700000,31.74,41.25,0.9952,true,false
12097,387800,56640000000,117600000,29.93,33.49,0.9828,false,false
12099,1489000,267800000000,518600000,59.83,24.49,1.24,true,false
12101,561600,100800000000,199300000,39.66,10.43,1.072,true,false
12103,958800,163100000000,303400000,59.92,10.91,1.256,true,false
12105,721900,113100000000,212600000,49.81,27.39,1.146,false,false
12107,73210,12640000000,29390000,79.68,13.2,1.476,true,false
12109,273200,57640000000,96990000,11.39,96.28,0.7363,true,false
12111,328900,49740000000,193400000,51.24,49.55,1.145,true,false
12113,187700,28520000000,101200000,12.18,54.68,0.8015,true,false
12115,433900,90530000000,273000000,67.02,9.192,1.336,true,false
12117,470600,81430000000,129200000,15.27,59.73,0.8394,true,false
12119,129700,23370000000,46150000,90.04,46.98,1.565,false,false
12121,43430,6755000000,24510000,60.11,5.184,1.27,false,false
12123,21690,4076000000,16200000,89.41,26.75,1.596,true,false
12125,16090,1874000000,4968000,39.47,32,1.06,false,false
12127,551800,92580000000,195700000,56.68,48.28,1.194,true,false
12129,33760,4560000000,18940000,12.75,42.24,0.8124,true,false
12131,75210,21560000000,68450000,51.69,60.69,1.144,true,false
12133,25290,4109000000,18510000,53.05,17.94,1.182,true,false
13001,18310,3548000000,12490000,73.98,49.49,1.361,false,false
13003,8264,1736000000,3563000,47.26,15.87,1.135,false,false
13005,11120,2733000000,5524000,74.24,18.89,1.4,false,false
13007,2855,489400000,2870000,92.65,9.892,1.716,false,false
13009,43780,10880000000,13820000,59.96,43.83,1.226,false,false
13011,18020,3831000000,5943000,24.81,14.63,0.9452,false,false
13013,83290,13450000000,18170000,14.06,35.31,0.8313,false,false
13015,108700,22800000000,32500000,11.39,29.8,0.7918,false,false
13017,17140,3739000000,5247000,92.56,12.21,1.697,false,false
13019,18160,3941000000,8647000,80.44,19.56,1.474,false,false
13021,157300,34830000000,33330000,63.45,76.05,1.233,false,false
13023,12540,2525000000,6600000,74.3,52.7,1.361,false,false
13025,17980,2814000000,7040000,34.22,31.27,1.016,true,false
13027,16300,3490000000,8477000,90.52,19.37,1.632,false,false
13029,44430,7488000000,33030000,13.39,75.1,0.8135,true,false
13031,80940,15910000000,33150000,44.59,46.56,1.093,false,false
13033,24350,5730000000,9274000,70.77,60.62,1.318,false,false
13035,25430,4368000000,6067000,65.14,46.53,1.27,false,false
13037,5573,1292000000,3806000,94.88,18.35,1.726,false,false
13039,54620,9691000000,20510000,23.16,54.61,0.9202,true,false
13043,10950,2037000000,4299000,59.86,8.27,1.261,false,false
13045,119100,23400000000,31800000,27.1,53.69,0.9516,false,false
13047,67820,11870000000,27320000,22.96,20.39,0.9275,false,false
13049,12460,1784000000,5429000,90.3,4.644,1.709,true,false
13051,293500,63250000000,276700000,42.05,93.73,1.051,true,false
13053,9529,1858000000,2645000,10.62,1.336,0.8019,false,false
13055,24940,4321000000,12490000,82.98,22.42,1.508,false,false
13057,266400,52360000000,78340000,10.62,45.45,0.7519,false,false
13059,128500,23760000000,28750000,25.89,45.87,0.9444,false,false
13061,2848,819000000,2374000,99.3,7.634,1.876,false,false
13063,297400,50050000000,59880000,42.43,8.365,1.099,false,false
13065,6718,1647000000,4561000,97.46,43.1,1.705,false,false
13067,764900,171900000000,209600000,11.39,28.72,0.7922,false,false
13069,43020,10140000000,15180000,78.34,20.29,1.446,false,false
13071,45840,10840000000,19920000,81.93,10.18,1.524,false,false
13073,155600,33380000000,51510000,10.62,52.29,0.7432,false,false
13075,17210,4011000000,8632000,69.27,20.8,1.342,false,false
13077,146100,31170000000,31870000,13.61,58.3,0.8184,false,false
13079,12120,1878000000,3266000,18.19,15.33,0.8849,false,false
13081,20070,5579000000,11120000,89.69,26.11,1.602,false,false
13083,16220,3250000000,8421000,66.03,12.82,1.321,false,false
13085,26760,5650000000,9334000,17.78,66.51,0.8635,false,false
13087,29300,6160000000,22720000,88.96,12.6,1.62,false,false
13089,763600,141900000000,153300000,37.72,33.4,1.044,false,false
13091,19850,4074000000,9961000,81.2,21.06,1.484,false,false
13093,11180,2529000000,6063000,34.76,15.14,1.027,false,false
13095,85750,21610000000,35750000,82.73,63.42,1.442,false,false
13097,144100,28680000000,34230000,10.62,30.98,0.7648,false,false
13099,10780,2951000000,8451000,96.6,38.14,1.697,false,false
13101,3694,445200000,1107000,10.62,1.718,0.7983,false,false
13103,64650,11010000000,25100000,17.46,63.23,0.8619,true,false
13105,19610,4952000000,6879000,83.59,20.77,1.518,false,false
13107,22740,5275000000,8914000,78.34,16.86,1.453,false,false
13109,10730,2497000000,5590000,80.25,39.5,1.444,false,false
13111,25270,7214000000,14410000,73.73,35.15,1.374,false,false
13113,119000,28540000000,32040000,10.62,61.61,0.7211,false,false
13115,98530,21670000000,39680000,60.02,44.31,1.226,false,false
13117,251200,63720000000,89620000,10.62,73.19,0.6978,false,false
