fips,population,building_value_usd,eal_valt,sovi_score,resl_score,crf_value,coastal,tsunami_zone
30097,3674,2286000000,5893000,10.62,54.42,0.7388,false,false
30099,6157,4188000000,8153000,21.31,57.63,0.9042,false,false
30101,4971,2421000000,4469000,64.66,19.75,1.291,false,false
30103,754,373400000,1121000,10.62,4.739,0.7881,false,false
30105,7561,3951000000,11210000,40.2,45.32,1.06,false,false
30107,2067,1056000000,2113000,62.21,10.15,1.28,false,false
30109,937,709600000,6708000,10.62,4.103,0.7906,false,false
30111,164600,39240000000,60110000,20.32,82.32,0.8877,false,false
31001,31200,7892000000,29670000,15.81,82.67,0.8401,false,false
31003,6295,2870000000,8951000,14.38,41.19,0.8338,false,false
31005,434,179700000,743100,11.39,3.117,0.8093,false,false
31007,670,247500000,1568000,10.62,28.94,0.7671,false,false
31009,431,216700000,695300,43.89,1.972,1.128,false,false
31011,5372,2349000000,12860000,50.13,87.44,1.115,false,false
31013,10810,2950000000,8437000,23.76,38.9,0.928,false,false
31015,1810,898700000,3530000,10.62,32.35,0.7626,false,false
31017,2898,1078000000,2716000,17.84,34.03,0.8723,false,false
31019,50010,11390000000,37420000,10.62,69.53,0.7072,false,false
31021,6722,2465000000,8680000,20.52,56.49,0.8941,false,false
31023,8354,3021000000,10390000,15.27,72.87,0.8373,false,false
31025,26590,6381000000,15380000,10.62,78.69,0.6847,false,false
31027,8361,3323000000,9349000,16.57,49.52,0.8556,false,false
31029,3884,1367000000,4792000,10.62,7.983,0.7844,false,false
31031,5430,2039000000,4825000,57.6,23.63,1.219,false,false
31033,9468,3017000000,11820000,12.75,50.86,0.8112,false,false
31035,6099,2686000000,20160000,28.69,42.78,0.9687,false,false
31037,10580,2974000000,12610000,10.62,15.52,0.7776,false,false
31039,9013,3738000000,17380000,54.74,54.55,1.171,false,false
31041,10530,4141000000,11110000,16.98,19.27,0.8671,false,false
31043,21540,3819000000,11540000,34.22,7.952,1.03,false,false
31045,8197,2438000000,4266000,11.39,35.94,0.7885,false,false
31047,24100,6126000000,23410000,42.68,9.383,1.1,false,false
31049,1838,572700000,2349000,63.77,48.25,1.258,false,false
31051,5606,1858000000,6066000,10.62,32.38,0.7621,false,false
31053,37170,9743000000,33820000,13.77,77.58,0.8165,false,false
31055,584400,115100000000,233900000,20.23,79.96,0.8871,false,false
31057,1654,685200000,2814000,10.62,5.566,0.7873,false,false
31059,5541,2327000000,10690000,10.62,66.7,0.7106,false,false
31061,2889,1062000000,8877000,59.03,35.72,1.223,false,false
31063,2519,1039000000,4176000,75.1,16.83,1.416,false,false
31065,4634,1583000000,13510000,69.5,52.61,1.311,false,false
31067,21680,6243000000,15080000,18.8,66.41,0.8745,false,false
31069,1874,698800000,3062000,13.39,28.24,0.8232,false,false
31071,1813,621500000,1445000,43.51,46.41,1.084,false,false
31073,1893,765800000,6157000,12.18,37.72,0.8077,false,false
31075,610,245700000,647100,10.62,7.379,0.7852,false,false
31077,2188,1057000000,7567000,10.62,40.62,0.7571,false,false
31079,62830,12430000000,38490000,20.23,62.37,0.8901,false,false
31081,9418,3465000000,20440000,10.62,78.82,0.6834,false,false
31083,3070,1616000000,10370000,37.28,31.14,1.041,false,false
31085,856,379200000,1709000,19.34,7.475,0.9013,false,false
31087,2616,888200000,3384000,46.02,4.612,1.139,false,false
31089,10120,3094000000,7040000,29.07,41.73,0.974,false,false
31091,711,248100000,546300,72.07,19.31,1.375,false,false
31093,6475,1932000000,11430000,10.62,44.43,0.7524,false,false
31095,7240,2468000000,8413000,35.24,43.86,1.02,false,false
31097,5288,1488000000,4301000,10.62,66.25,0.7118,false,false
31099,6685,2119000000,14200000,10.62,53.5,0.7403,false,false
31101,8319,2713000000,6448000,22.96,35.66,0.9224,false,false
31103,757,384800000,1031000,88.42,8.683,1.636,false,false
31105,3432,1443000000,3633000,48.89,12.37,1.148,false,false
31107,8383,3511000000,9566000,39.34,42.56,1.055,false,false
31109,322200,60410000000,115400000,14.76,96.56,0.8203,false,false
31111,34650,7837000000,16880000,27.48,36.23,0.9623,false,false
31113,716,295500000,698600,10.62,3.053,0.7926,false,false
31115,593,239800000,780700,10.62,53.31,0.7413,false,false
31117,399,145500000,525800,10.62,69.75,0.7061,false,false
31119,35570,9171000000,26840000,16.28,48.95,0.8536,false,false
31121,7660,2455000000,14480000,29.93,62.18,0.9755,false,false
31123,4555,1279000000,8013000,56.33,39.57,1.197,false,false
31125,3373,1132000000,8580000,25,67.18,0.9314,false,false
31127,7072,2035000000,5140000,50.95,64.22,1.136,false,false
31129,4090,1696000000,8669000,26.24,55.44,0.9447,false,false
31131,15880,4528000000,11050000,10.62,90.55,0.639,false,false
31133,2535,1049000000,2441000,54.07,47.07,1.169,false,false
31135,2858,1135000000,4041000,10.62,46.72,0.75,false,false
31137,8968,2677000000,17350000,10.62,57.98,0.7312,false,false
31139,7312,2503000000,8367000,10.62,58.43,0.7286,false,false
31141,34260,8866000000,32460000,25.32,55.41,0.9377,false,false
31143,5214,1829000000,12450000,10.62,61.07,0.7228,false,false
31145,10700,2631000000,8224000,24.43,45.64,0.9322,false,false
31147,7871,2371000000,5806000,37.5,60.11,1.031,false,false
31149,1262,694700000,1280000,10.62,26.78,0.768,false,false
31151,14290,3928000000,12400000,47.74,40.2,1.121,false,false
31153,190400,37520000000,80310000,10.62,85.15,0.6656,false,false
31155,22260,5995000000,15690000,10.62,92.08,0.6311,false,false
31157,36060,8204000000,24740000,31.46,38.77,0.994,false,false
31159,17580,4924000000,13580000,10.62,88.39,0.6465,false,false
31161,5124,1815000000,4785000,57.47,20.67,1.22,false,false
31163,2959,1130000000,8164000,32.44,34.73,1.003,false,false
31165,1135,527400000,1940000,13.39,9.224,0.8316,false,false
31167,5834,1693000000,7468000,18.13,41.48,0.8742,false,false
31169,5017,2092000000,12700000,30.57,44.72,0.9865,false,false
31171,669,299900000,708100,10.62,75.67,0.6923,false,false
31173,6766,1576000000,6805000,69.5,20.71,1.344,false,false
31175,4059,1476000000,8984000,33.21,40.81,1.008,false,false
31177,20860,5900000000,14100000,10.62,91.35,0.6346,false,false
31179,9697,2895000000,9269000,10.62,87.95,0.6497,false,false
31181,3393,1379000000,13760000,77.83,50.54,1.401,false,false
31183,774,320200000,3160000,38.17,14.06,1.059,false,false
31185,14110,4653000000,25250000,10.62,69.97,0.7055,false,false
32001,25500,5803000000,15510000,31.74,11.29,1.009,false,false
32003,2261000,443800000000,812600000,46.06,6.552,1.135,false,false
32005,49430,13580000000,44640000,59.45,27.86,1.232,false,false
32007,53580,12520000000,74600000,28.5,3.499,0.9901,false,false
32009,725,490500000,1311000,74.78,0.06361,1.68,false,false
32011,1793,1215000000,4178000,10.62,7.029,0.786,false,false
32013,17230,4713000000,15750000,14.06,2.258,0.8474,false,false
32015,5714,1595000000,4069000,83.75,0.7952,1.67,false,false
32017,4449,1740000000,4848000,92.56,1.081,1.864,false,false
32019,59120,11960000000,32920000,25.19,14.47,0.9484,false,false
32021,4516,1350000000,4027000,56.97,10.31,1.228,false,false
32023,51170,10980000000,24480000,81.17,0.2226,1.667,false,false
32027,6601,1052000000,2279000,75.38,0.6043,1.525,false,false
32029,4104,3112000000,11340000,10.62,8.938,0.7823,false,false
32031,486300,98910000000,273800000,23.35,41.76,0.9241,false,false
32033,9009,4055000000,5525000,32.47,3.212,1.021,false,false
32510,58600,11350000000,41010000,20.23,17.62,0.9048,false,false
33001,63650,15580000000,23910000,16.98,81.46,0.8529,false,false
33003,50020,17180000000,31000000,32.98,71.6,0.9947,false,false
33005,76440,14860000000,27290000,14.06,65.52,0.8221,false,false
33007,31250,7545000000,27040000,59.83,53.53,1.216,false,false
33009,91070,22730000000,50420000,27.39,72.68,0.9487,false,false
33011,422900,87410000000,120300000,10.62,64.31,0.7157,false,false
33013,153700,30780000000,48760000,14.95,80.76,0.832,false,false
33015,314100,65030000000,89760000,10.62,78.85,0.6827,true,false
33017,130900,22310000000,29110000,16.57,73.51,0.8508,true,false
33019,43050,8177000000,14950000,14.06,69.69,0.821,false,false
34001,274300,68910000000,123300000,46.53,82.98,1.09,true,false
34003,955500,206200000000,321800000,33.97,76.08,1,true,false
34005,461600,103600000000,175800000,16.28,92.72,0.8408,true,false
34007,523300,101800000000,121900000,54.68,67.46,1.162,true,false
34009,95240,40910000000,99650000,37.21,98.82,1.008,true,false
34011,154100,32510000000,44030000,54.07,65.08,1.158,true,false
34013,863400,143700000000,214100000,80.34,27.7,1.458,true,false
34015,302100,67350000000,77020000,16.03,85.66,0.8419,true,false
34017,723500,91410000000,188800000,84.38,47.36,1.487,true,false
34019,128900,42970000000,68540000,10.62,95.07,0.6025,false,false
34021,386500,92570000000,176200000,46.85,70.23,1.099,true,false
34023,862600,196900000000,282400000,47.39,45.48,1.116,true,false
34025,643200,164000000000,281600000,15.81,91.03,0.8377,true,false
34027,508900,133200000000,208100000,10.62,89.47,0.6424,false,false
34029,637000,118800000000,203700000,48.57,90.11,1.101,true,false
34031,524000,83370000000,148800000,75.95,38.36,1.393,true,false
34033,64820,16920000000,40070000,27.39,89.54,0.9428,true,false
34035,345300,96460000000,160600000,10.62,93.26,0.6196,true,false
34037,144100,34890000000,58660000,10.62,84.54,0.6678,false,false
34039,575200,104000000000,163100000,55.79,30.31,1.198,true,false
34041,109600,29340000000,57270000,12.21,79.23,0.7935,false,false
35001,675900,129000000000,153900000,43.64,41.32,1.088,false,false
35003,3556,1401000000,6828000,89.12,1.272,1.771,false,false
35005,65060,13170000000,50610000,73.28,4.294,1.432,false,false
35006,27080,5443000000,11480000,94.78,3.626,1.828,false,false
35007,12360,4710000000,12580000,95.07,35.69,1.675,false,false
35009,48400,13450000000,21320000,41.89,6.107,1.098,false,false
35011,1687,480600000,2323000,62.79,14.5,1.279,false,false
35013,218900,102800000000,163600000,67.46,4.548,1.356,false,false
35015,62140,13280000000,43790000,56.9,12.56,1.224,false,false
35017,28090,7471000000,20820000,88.55,7.888,1.642,false,false
35019,4420,1152000000,2922000,84.7,7.506,1.578,false,false
35021,656,293100000,592800,62.95,18.48,1.275,false,false
35023,4134,905600000,3285000,68.89,1.209,1.415,false,false
35025,74430,15520000000,45240000,66.03,1.368,1.37,false,false
35027,20040,6643000000,27780000,82.47,7.188,1.547,false,false
35028,19420,4972000000,5250000,10.62,99.68,0.5218,false,false
35029,25370,4907000000,11010000,80.85,1.304,1.595,false,false
35031,72240,11270000000,20820000,99.78,0.4453,1.951,false,false
35033,4158,1040000000,7132000,92.88,4.453,1.769,false,false
35035,67700,14440000000,43290000,63.45,4.93,1.31,false,false
35037,8718,2213000000,5690000,89.63,31.71,1.588,false,false
35039,40200,7808000000,26550000,91.7,9.351,1.699,false,false
35041,19170,8175000000,45010000,52.61,2.576,1.206,false,false
35043,148300,24900000000,31510000,59.03,41.86,1.218,false,false
35045,121400,24320000000,44070000,91.51,5.344,1.73,false,false
35047,27090,7303000000,20920000,92.05,18.45,1.663,false,false
35049,154500,34680000000,48950000,63.33,33.75,1.264,false,false
35051,11540,2988000000,10810000,95.23,7.856,1.799,false,false
35053,16500,3036000000,12390000,97.58,4.198,1.875,false,false
35055,34370,8148000000,21800000,89.19,36.07,1.573,false,false
35057,15010,3795000000,8946000,88.77,2.767,1.704,false,false
35059,4072,894500000,3570000,83.72,10.69,1.549,false,false
35061,75990,14960000000,37520000,64.22,3.849,1.326,false,false
36001,314700,70290000000,64290000,29.07,91.41,0.9545,false,false
36003,46450,10730000000,26890000,47.65,72.17,1.104,false,false
36005,1472000,153300000000,212200000,99.65,6.011,1.893,true,false
36007,198600,39160000000,60120000,57.41,80.31,1.176,false,false
36009,76990,20450000000,33780000,78.94,60.94,1.403,false,false
36011,76180,17950000000,23790000,31.01,84.22,0.9765,true,false
36013,127600,30930000000,43580000,70.29,89.89,1.281,true,false
36015,84140,17630000000,18110000,40.97,86.23,1.047,false,false
36017,47200,12040000000,27040000,57.92,57.35,1.198,false,false
36019,79820,19800000000,28020000,38.96,77.23,1.035,false,false
36021,61550,19920000000,24650000,57.16,79.45,1.175,false,false
36023,46800,10640000000,17130000,37.21,86.7,1.018,false,false
36025,44100,15510000000,35480000,85.88,63.17,1.48,false,false
36027,295800,69890000000,85180000,21.02,75.16,0.8947,true,false
36029,954000,196000000000,286000000,47.68,95.32,1.089,true,false
36031,37350,13490000000,20580000,55.63,85.5,1.158,false,false
36033,47520,11660000000,14280000,51.62,62.5,1.141,false,false
36035,53280,12430000000,16540000,31.46,71.34,0.9825,false,false
36037,58380,14600000000,19080000,38.45,89.15,1.025,false,false
36039,47860,17110000000,25250000,50.35,74.75,1.125,true,false
36041,5083,3663000000,5545000,52.26,89.38,1.131,false,false
36043,60100,15030000000,21450000,39.22,83.97,1.035,false,false
36045,116400,26090000000,25730000,28.31,62.88,0.9597,true,false
36047,2735000,371200000000,374800000,96.53,12.05,1.79,true,false
36049,26550,7494000000,9140000,28.69,83.59,0.9556,false,false
36051,61810,16380000000,18450000,43.29,82.95,1.067,false,false
36053,68010,15570000000,22960000,28.15,85.59,0.9514,false,false
36055,758300,153800000000,141000000,43.51,94.37,1.062,true,false
36057,49490,10990000000,19900000,69.5,71.37,1.292,false,false
36059,1396000,303500000000,298600000,25.89,97.01,0.9269,true,false
36061,1694000,292100000000,306700000,96.31,67.37,1.618,true,false
36063,212600,44730000000,52410000,35.24,91.73,1.003,true,false
36065,232000,50140000000,54850000,56.2,91.28,1.157,false,false
36067,476400,101900000000,103100000,38.45,89.44,1.025,false,false
36069,112300,29310000000,26640000,24.14,94.88,0.9167,false,false
36071,401100,80500000000,98740000,26.18,63.01,0.9417,true,false
36073,40290,8532000000,6945000,35.69,73,1.014,true,false
36075,117500,25950000000,26620000,40.49,87.56,1.043,true,false
36077,58490,14860000000,31500000,56.77,87.66,1.166,false,false
36079,97640,22830000000,20260000,10.62,90.59,0.6381,true,false
36081,2404000,296100000000,377100000,93.48,18.54,1.687,true,false
36083,161000,30550000000,48980000,34.86,87.12,1.002,false,false
36085,495700,81870000000,82050000,61.58,68.13,1.222,true,false
36087,338300,58020000000,60500000,68.23,69.05,1.282,true,false
36089,108400,23370000000,31950000,64.66,70.36,1.248,false,false
36091,235400,53490000000,52970000,10.62,93.03,0.6236,false,false
36093,158100,28060000000,32360000,29.42,88.01,0.961,false,false
36095,29690,8183000000,13070000,38.3,75.25,1.032,false,false
36097,17900,4651000000,5989000,46.85,77.99,1.095,false,false
36099,33800,8440000000,9827000,80.44,83.75,1.392,false,false
36101,93540,21950000000,32950000,54.93,70.55,1.163,false,false
36103,1525000,391900000000,320500000,21.63,94.05,0.8923,true,false
36105,78500,27860000000,36500000,48.03,56.2,1.115,false,false
36107,48430,10910000000,19970000,48.09,72.96,1.108,false,false
36109,105500,22690000000,34840000,30.85,83.84,0.9758,false,false
36111,181700,50150000000,67170000,45.2,80.66,1.08,true,false
36113,65710,17380000000,25410000,26.62,95.67,0.9336,false,false
36115,61260,13530000000,19440000,37.21,71.66,1.023,false,false
36117,91120,19860000000,19050000,39.34,90.33,1.032,true,false
36119,1003000,202200000000,209800000,47.39,77.07,1.1,true,false
36121,40510,9751000000,15040000,21.31,83.11,0.8953,false,false
36123,24760,6229000000,9973000,91.98,78.37,1.541,false,false
37001,171300,32160000000,41430000,24.43,51.21,0.9305,false,false
37003,36440,7286000000,10560000,77.83,26.08,1.435,false,false
37005,10880,3355000000,6629000,94.53,10.53,1.745,false,false
37007,22040,5540000000,10220000,93.03,25.8,1.655,false,false
37009,26560,7794000000,17850000,84.86,33.27,1.515,false,false
37011,17800,7755000000,11320000,76.65,50.32,1.389,false,false
37013,44610,10610000000,54310000,78.05,55.63,1.398,true,false
37015,17930,4933000000,17150000,87.47,30.92,1.558,true,false
37017,29600,9449000000,38600000,78.82,30.09,1.439,true,false
37019,136200,33610000000,153300000,75.29,74.78,1.347,true,false
37021,269300,54590000000,82370000,34.99,70.71,1.01,false,false
37023,87530,15320000000,22810000,67.81,30.85,1.316,false,false
37025,225800,51150000000,85720000,12.18,68.16,0.7971,false,false
37027,80590,16950000000,25030000,44.97,30.06,1.103,false,false
37029,10350,1648000000,3471000,10.62,71.63,0.7026,true,false
37031,67620,19540000000,129100000,52.39,91.98,1.13,true,false
37033,22710,4755000000,6278000,64.82,14.12,1.301,false,false
37035,160500,41730000000,45370000,32.44,52.23,0.9966,false,false
37037,76190,17190000000,24820000,46.85,55.98,1.106,false,false
37039,28730,8993000000,14960000,66.63,9.415,1.332,false,false
37041,13710,3148000000,9241000,62.09,47.23,1.243,true,false
37043,11080,2633000000,5107000,95.17,4.771,1.821,false,false
37045,99460,21180000000,27290000,44.12,33.3,1.095,false,false
37047,50560,8998000000,42140000,88.26,23.19,1.582,true,false
37049,100000,19490000000,118300000,64.31,68.42,1.247,true,false
37051,334400,57340000000,90250000,23.16,25.57,0.9272,false,false
37053,28090,7670000000,10680000,10.62,85.43,0.6635,true,false
37055,36860,14140000000,80830000,45.2,99.9,1.052,true,false
37057,168800,44320000000,64250000,42.43,37.09,1.079,false,false
37059,42690,9769000000,13120000,37.21,45.2,1.035,false,false
37061,48620,9634000000,53140000,83.49,6.234,1.568,true,false
37063,324600,65700000000,90860000,26.24,76.97,0.9388,false,false
37065,48900,9295000000,24280000,87.6,42.3,1.539,true,false
37067,382500,79400000000,104100000,39.89,62.31,1.049,false,false
37069,68430,10740000000,16790000,38.36,30.95,1.051,false,false
37071,227900,44290000000,59270000,29.07,51.34,0.9692,false,false
37073,10450,2169000000,4696000,42.78,10.62,1.099,true,false
37075,8013,1880000000,5542000,71.82,21.6,1.367,false,false
37077,60970,13870000000,20010000,44.88,54.74,1.091,false,false
37079,20450,3968000000,14360000,89.41,8.111,1.66,true,false
37081,541000,112100000000,134600000,42.78,56.42,1.073,false,false
37083,48600,11990000000,19640000,93.13,21.02,1.677,true,false
37085,133500,21420000000,37320000,27.51,20.58,0.9672,false,false
37087,62050,11680000000,31660000,61.13,52.54,1.23,false,false
37089,116000,25960000000,40740000,69.31,40.08,1.323,false,false
37091,21550,5812000000,17190000,92.33,24.78,1.645,true,false
37093,52050,7078000000,13080000,64.73,16.67,1.297,false,false
37095,4573,1287000000,15540000,98.92,47.49,1.722,true,false
37097,186600,44970000000,53310000,16.57,54.39,0.8546,false,false
37099,43080,10230000000,28740000,89.19,38.93,1.566,false,false
37101,215600,35740000000,61550000,29.17,47.87,0.9718,false,false
37103,9165,1667000000,14310000,98.19,27.19,1.762,true,false
37105,63260,14330000000,20180000,73.28,31.68,1.372,false,false
37107,55110,13200000000,35690000,89.82,51.84,1.557,true,false
37109,86720,26180000000,32220000,39.79,55.82,1.052,false,false
37111,44520,8686000000,16750000,66.25,29.9,1.298,false,false
37113,36970,9723000000,24400000,73.73,21.91,1.39,false,false
37115,21150,4242000000,9130000,37.44,45.1,1.036,false,false
37117,21990,6890000000,20870000,62.69,57.79,1.241,true,false
37119,1115000,233500000000,318000000,17.94,59.67,0.8665,false,false
37121,14900,3171000000,6898000,61.51,50.67,1.235,false,false
37123,25720,7136000000,11660000,74.43,20.93,1.399,false,false
37125,99630,26750000000,34550000,40.01,52.26,1.056,false,false
37127,94910,19950000000,36650000,61.51,49.17,1.236,false,false
37129,225300,57540000000,257100000,18.96,90.2,0.8691,true,false
37131,17440,4196000000,8342000,97.23,22.39,1.752,true,false
37133,202900,33850000000,215700000,14.38,40.65,0.8341,true,false
37135,148600,30310000000,49710000,16.57,93.61,0.845,false,false
37137,12210,3617000000,22560000,83.11,72.9,1.437,true,false
37139,40460,8302000000,17810000,57.82,70.67,1.19,true,false
37141,60200,12410000000,66930000,34.22,65.74,1.007,true,false
37143,13000,2479000000,9411000,68.54,46.22,1.308,true,false
37145,39080,7165000000,9789000,75.19,37.4,1.386,false,false
37147,169700,36520000000,81130000,42.24,77.86,1.063,true,false
37149,19290,4320000000,8012000,84.7,29.52,1.517,false,false
37151,144100,29230000000,39440000,49.87,21.79,1.15,false,false
37153,42920,8857000000,15780000,78.94,31.97,1.439,false,false
37155,116400,20680000000,56920000,98.35,14.09,1.82,false,false
37157,91080,20530000000,25060000,63.8,31.39,1.269,false,false
37159,146800,27980000000,48050000,42.91,48.76,1.078,false,false
37161,64380,13960000000,23960000,72.46,26.18,1.369,false,false
37163,59020,14100000000,54810000,88.33,9.447,1.631,true,false
37165,34160,7498000000,14000000,97.52,25.19,1.749,false,false
37167,62480,13600000000,21900000,29.42,52.96,0.9728,false,false
37169,44500,8060000000,10890000,53.53,20.45,1.184,false,false
37171,71350,15170000000,26940000,61.01,24.59,1.251,false,false
37173,14110,3807000000,9764000,93.8,24.97,1.677,false,false
37175,32930,9096000000,17920000,75.41,38.07,1.388,false,false
37177,3245,1144000000,9239000,94.85,43.96,1.646,true,false
37179,237800,56560000000,110300000,10.62,55.15,0.7373,false,false
37181,42560,9020000000,10760000,84.7,39.82,1.501,false,false
37183,1128000,241700000000,299100000,10.62,87.05,0.656,false,false
37185,18620,6228000000,10250000,91.38,9.828,1.685,false,false
37187,11000,2630000000,13580000,93.96,48.92,1.617,true,false
37189,54000,15770000000,25970000,61.51,68.35,1.222,false,false
37191,116700,30510000000,66300000,72.96,37.6,1.362,false,false
37193,65930,19270000000,33110000,86.01,26.4,1.544,false,false
37195,78700,18240000000,30150000,61.51,51.59,1.234,false,false
37197,37210,7246000000,9636000,65.74,23.38,1.3,false,false
37199,18460,4282000000,8826000,89.63,41.13,1.57,false,false
38001,2189,687900000,2188000,75.51,38.42,1.39,false,false
38003,10820,3582000000,12570000,60.56,76.81,1.207,false,false
38005,5945,1529000000,5043000,93.67,14.89,1.709,false,false
38007,945,766700000,1739000,10.62,62.66,0.7184,false,false
38009,6379,7321000000,7370000,31.11,58.75,0.9857,false,false
38011,2993,1426000000,2744000,12.18,53.15,0.8023,false,false
38013,2201,1146000000,1959000,10.62,58.4,0.7291,false,false
38015,98440,19760000000,71800000,13.77,97.17,0.8108,false,false
38017,184400,45400000000,81840000,10.62,93.42,0.6186,false,false
38019,3703,2217000000,4542000,55.98,22.11,1.205,false,false
38021,4995,2091000000,6123000,40.39,52.93,1.058,false,false
38023,2195,4124000000,2664000,63.71,16.98,1.286,false,false
38025,4088,2316000000,4840000,41.7,19.47,1.082,false,false
38027,2347,1209000000,2591000,10.62,49.97,0.7452,false,false
38029,3301,5491000000,11830000,62.15,55.57,1.237,false,false
38031,3391,1219000000,3938000,38.74,79.87,1.033,false,false
38033,1732,852500000,4768000,56.93,24.9,1.211,false,false
38035,73040,17930000000,24980000,14.38,78.31,0.824,false,false
38037,2299,1304000000,4539000,72.77,29.99,1.368,false,false
38039,2300,797400000,3115000,41.92,95.42,1.046,false,false
38041,2487,3896000000,3910000,57.82,26.3,1.219,false,false
38043,2383,1055000000,3412000,10.62,20.48,0.7737,false,false
38045,4083,1500000000,5672000,24.3,47.52,0.9302,false,false
38047,1876,1027000000,3789000,70.1,54.01,1.316,false,false
38049,5344,7349000000,7335000,10.62,52.35,0.7427,false,false
38051,2530,1579000000,7759000,85.27,38.87,1.512,false,false
38053,14680,5478000000,11700000,10.62,43.73,0.7543,false,false
38055,9755,10120000000,16460000,17.56,78.02,0.8596,false,false
38057,8350,3594000000,7793000,11.39,78.5,0.7684,false,false
38059,33240,9548000000,25580000,10.62,87.18,0.6545,false,false
38061,9797,4214000000,7411000,40.36,19.02,1.071,false,false
38063,3007,1230000000,2978000,82.25,53.59,1.448,false,false
38065,1874,672900000,2589000,10.62,77.1,0.6892,false,false
38067,6825,2905000000,6417000,58.37,31.87,1.219,false,false
38069,3976,1796000000,3413000,11.39,59.92,0.7793,false,false
38071,11580,5424000000,8627000,15.27,92.94,0.8305,false,false
38073,5692,1597000000,6471000,22.04,96.22,0.8959,false,false
38075,2282,1321000000,2370000,10.62,61.51,0.7217,false,false
38077,16520,6276000000,12530000,25.89,68.45,0.9385,false,false
38079,12180,7145000000,10690000,91.57,9.001,1.695,false,false
38081,3851,1344000000,5524000,10.62,51.72,0.7437,false,false
38083,1265,3830000000,4219000,10.62,31.55,0.763,false,false
38085,3885,879300000,12440000,97.26,2.608,1.891,false,false
38087,699,245800000,1135000,14.06,3.531,0.8443,false,false
38089,33610,7421000000,14460000,15.81,63.61,0.8457,false,false
38091,1798,1025000000,4337000,17.81,58.02,0.8652,false,false
38093,21580,7090000000,16290000,26.18,73.57,0.9393,false,false
38095,2161,816100000,2739000,10.62,23.44,0.7711,false,false
38097,7997,4408000000,8161000,10.62,88.33,0.6481,false,false
38099,10550,8559000000,12060000,13.61,48.19,0.8199,false,false
38101,69880,20770000000,36830000,10.62,76.75,0.6898,false,false
38103,3976,1432000000,4245000,44.59,95.55,1.066,false,false
38105,40920,18980000000,24890000,10.62,52.58,0.7418,false,false
39001,27460,8139000000,12790000,47.65,22.26,1.133,false,false
39003,102200,25500000000,31930000,42.27,95.58,1.049,false,false
39005,52440,15500000000,14710000,40.11,86.16,1.04,false,false
39007,97520,23080000000,19460000,63.71,88.74,1.224,true,false
39009,62390,13130000000,25470000,50.54,54.36,1.138,false,false
39011,46400,11070000000,14810000,25.06,95.39,0.9213,false,false
39013,66460,15140000000,29230000,61.13,53.75,1.228,false,false
39015,43650,9869000000,17700000,71.72,40.59,1.345,false,false
39017,390200,84210000000,119700000,22.42,74.05,0.9092,false,false
39019,26700,5980000000,6416000,55.06,44.88,1.178,false,false
39021,38670,8607000000,10520000,19.82,82.38,0.8821,false,false
39023,136000,29390000000,32670000,58.05,82.35,1.183,false,false
39025,208500,40500000000,46500000,16.98,67.88,0.8559,false,false
39027,41960,11670000000,11610000,31.11,80.95,0.9788,false,false
39029,101900,23790000000,25080000,55.76,70.52,1.169,false,false
39031,36580,8692000000,10550000,89.57,52.99,1.55,false,false
39033,42020,8210000000,12270000,29.1,90.14,0.9563,false,false
39035,1264000,274200000000,282400000,64.12,98.66,1.206,true,false
39037,51870,15730000000,20270000,21.02,80.69,0.8913,false,false
39039,38230,9079000000,15680000,19.34,89.73,0.8736,false,false
39041,213200,61380000000,69350000,10.62,95.87,0.5965,false,false
39043,75600,20010000000,21170000,49.97,99.24,1.094,true,false
39045,158900,33330000000,38980000,16.03,86.51,0.8405,false,false
39047,28950,8083000000,9541000,26.62,57.67,0.9468,false,false
39049,1323000,265400000000,331400000,38.17,65.3,1.034,false,false
39051,42710,10620000000,12440000,22.04,85.18,0.9031,false,false
39053,29180,6719000000,11570000,75.86,36.01,1.396,false,false
39055,95400,24640000000,19760000,51.3,85.91,1.125,true,false
39057,167900,36940000000,41620000,19.72,90.01,0.8771,false,false
39059,38370,9622000000,9286000,71.02,62.79,1.32,false,false
39061,830600,172700000000,221200000,43.92,86.26,1.069,false,false
39063,74880,17910000000,30850000,10.62,94.97,0.6048,false,false
39065,30690,6479000000,10570000,14.06,64.54,0.8229,false,false
39067,14480,3185000000,4059000,70.48,42.84,1.329,false,false
39069,27660,7489000000,13410000,16.28,90.17,0.8436,false,false
39071,43280,11800000000,13060000,44.59,47.2,1.092,false,false
39073,28040,7579000000,14130000,46.91,51.4,1.108,false,false
39075,44200,13420000000,11710000,99.49,3.912,1.91,false,false
39077,58530,13770000000,16610000,37.72,77.64,1.026,false,false
39079,32650,7826000000,8117000,82.06,43.58,1.458,false,false
39081,65190,17640000000,22400000,59.54,68.32,1.203,false,false
39083,62690,16010000000,18830000,62.69,80.06,1.223,false,false
39085,232500,51370000000,41880000,27.67,99.52,0.9327,true,false
39087,58180,11030000000,27420000,47.17,25.67,1.125,false,false
39089,178400,42230000000,47690000,19.15,83.94,0.8739,false,false
39091,45840,14670000000,18840000,30.85,87.53,0.9723,false,false
39093,312900,71190000000,65870000,30.09,95.9,0.9613,true,false
39095,431200,94370000000,111300000,54.13,95.74,1.138,true,false
39097,43790,9627000000,11060000,12.18,73.38,0.7947,false,false
