fips,event_type,rate_per_year,share_damaging,median_days,p90_days,events,share_injury,source,years
09140,hail_1in_day,0.6363,0.1394,,,19.09,0,spc,1996-2025
09140,hail_2in_day,0.04044,0.4738,,,1.213,0,spc,1996-2025
09140,heat,0.6963,0,1.333,3.25,20.89,0.03105,storm_events,1996-2025
09140,high_wind,1.34,0.2784,0.1667,0.5833,40.21,0.1124,storm_events,1996-2025
09140,hurricane_passage,0.02632,,,,2,,hurdat2,1950-2025
09140,ice_storm,0.1383,0.1872,0.7917,1.375,4.148,0.1564,storm_events,1996-2025
09140,severe_wind_65kt_day,0.2359,0.8195,,,7.076,0.1624,spc,1996-2025
09140,severe_wind_day,3.74,0.6442,,,112.2,0.06778,spc,1996-2025
09140,tornado,0.4352,0.6691,,,13.06,0.0277,spc,1996-2025
09140,tornado_ef2plus,0.00958,1,,,0.2874,0,spc,1996-2025
09140,tropical_cyclone_impact,0.1021,0.5069,0.2917,0.6299,3.064,0.4234,storm_events,1996-2025
09140,tropical_storm_passage,0.1974,,,,15,,hurdat2,1950-2025
09140,wildfire,0.00958,0,2.166,2.166,0.2874,0,storm_events,1996-2025
09140,winter_storm,2.963,0.06407,0.5833,1.181,88.9,0.01783,storm_events,1996-2025
09150,coastal_flood,0.02111,0,0.1667,0.6667,0.6332,0,storm_events,1996-2025
09150,drought,0.2274,0,30,31,6.823,0,storm_events,1996-2025
09150,extreme_cold,0.00938,0,0.25,1.417,0.2814,0,storm_events,1996-2025
09150,flash_flood,0.3751,0.3399,0.04931,0.316,11.25,0,storm_events,1996-2025
09150,flood,0.4335,0.4398,0.1319,0.7812,13,0.08632,storm_events,1996-2025
09150,hail_1in_day,0.4087,0.07731,,,12.26,0.07158,spc,1996-2025
09150,heat,0.1018,0,0.2917,1.193,3.055,0,storm_events,1996-2025
09150,high_wind,0.6915,0.5346,0.1875,0.4583,20.74,0.09052,storm_events,1996-2025
09150,hurricane_passage,0.05263,,,,4,,hurdat2,1950-2025
09150,ice_storm,0.03915,0.04435,0.8333,0.8333,1.175,0,storm_events,1996-2025
09150,major_hurricane_passage,0.01316,,,,1,,hurdat2,1950-2025
09150,severe_wind_65kt_day,0.09358,0.6874,,,2.807,0,spc,1996-2025
09150,severe_wind_day,2.769,0.8775,,,83.07,0.001694,spc,1996-2025
09150,tornado,0.1947,0.8288,,,5.841,0,spc,1996-2025
09150,tropical_cyclone_impact,0.07718,0.9088,0.2083,0.3201,2.315,0,storm_events,1996-2025
09150,tropical_storm_passage,0.2237,,,,17,,hurdat2,1950-2025
09150,winter_storm,2.661,0.1171,0.7083,1.458,79.84,0.0006525,storm_events,1996-2025
09160,drought,0.4227,0,24.71,31,12.68,0,storm_events,1996-2025
09160,extreme_cold,1.031,0,0.7083,1.542,30.93,0,storm_events,1996-2025
09160,flash_flood,1.336,0.493,0.1562,0.7396,40.08,0,storm_events,1996-2025
09160,flood,2.163,0.2701,1.146,3.51,64.88,0.01541,storm_events,1996-2025
09160,hail_1in_day,1.16,0.1851,,,34.8,0,spc,1996-2025
09160,hail_2in_day,0.06401,0.9585,,,1.92,0,spc,1996-2025
09160,heat,1.319,0,1.333,4.292,39.57,0,storm_events,1996-2025
09160,high_wind,1.379,0.3577,0.1667,0.75,41.36,0.02803,storm_events,1996-2025
09160,hurricane_passage,0.02632,,,,2,,hurdat2,1950-2025
09160,ice_storm,0.07198,0.07382,1.292,1.678,2.159,0,storm_events,1996-2025
09160,severe_wind_65kt_day,0.2894,0.2396,,,8.681,0,spc,1996-2025
09160,severe_wind_day,5.52,0.5153,,,165.6,0.02319,spc,1996-2025
09160,tornado,0.6882,0.4651,,,20.65,0.04458,spc,1996-2025
09160,tornado_ef2plus,0.03068,1,,,0.9203,0,spc,1996-2025
09160,tropical_cyclone_impact,0.1027,0.1035,0.375,0.65,3.08,0,storm_events,1996-2025
09160,tropical_storm_passage,0.1711,,,,13,,hurdat2,1950-2025
09160,wildfire,0.03068,0,2.166,2.166,0.9203,0,storm_events,1996-2025
09160,winter_storm,2.928,0.1612,0.75,1.208,87.84,0.01048,storm_events,1996-2025
09170,coastal_flood,0.7667,0,0.125,0.625,23,0.04348,storm_events,1996-2025
09170,drought,0.1,0,30,31,3,0,storm_events,1996-2025
09170,extreme_cold,0.1333,0,0.5833,1.375,4,0,storm_events,1996-2025
09170,flash_flood,2.3,0.05797,0.03333,0.3194,69,0.02899,storm_events,1996-2025
09170,flood,0.9667,0.03448,0.4479,1.167,29,0.03448,storm_events,1996-2025
09170,hail_1in_day,0.4333,0.07692,,,13,0,spc,1996-2025
09170,hail_2in_day,0.03333,0,,,1,0,spc,1996-2025
09170,heat,0.4,0,0.2083,2.167,12,0,storm_events,1996-2025
09170,high_wind,1.3,0.1795,0.1667,0.4583,39,0.05128,storm_events,1996-2025
09170,hurricane_passage,0.03947,,,,3,,hurdat2,1950-2025
09170,ice_storm,0.1667,0.2,0.7917,1.375,5,0.2,storm_events,1996-2025
09170,major_hurricane_passage,0.01316,,,,1,,hurdat2,1950-2025
09170,severe_wind_65kt_day,0.3,1,,,9,0,spc,1996-2025
09170,severe_wind_day,4.267,0.5859,,,128,0.02344,spc,1996-2025
09170,tornado,0.3333,0.9,,,10,0,spc,1996-2025
09170,tropical_cyclone_impact,0.1,0.6667,0.25,0.625,3,0.6667,storm_events,1996-2025
09170,tropical_storm_passage,0.2763,,,,21,,hurdat2,1950-2025
09170,winter_storm,2.967,0.01124,0.4792,1.042,89,0.02247,storm_events,1996-2025
09180,coastal_flood,0.2865,0,0.1667,0.6667,8.596,0,storm_events,1996-2025
09180,drought,0.106,0,30,31,3.179,0,storm_events,1996-2025
09180,extreme_cold,0.1273,0,0.25,1.417,3.82,0,storm_events,1996-2025
09180,flash_flood,1.414,0.07176,0.03472,0.109,42.43,0,storm_events,1996-2025
09180,flood,0.8775,0.08279,0.4813,1,26.33,0.07426,storm_events,1996-2025
09180,hail_1in_day,0.5214,0.06393,,,15.64,0.06107,spc,1996-2025
09180,heat,0.1955,0,1.542,2.208,5.865,0,storm_events,1996-2025
09180,high_wind,1.493,0.2883,0.125,0.4583,44.79,0.02233,storm_events,1996-2025
09180,hurricane_passage,0.05263,,,,4,,hurdat2,1950-2025
09180,ice_storm,0.06517,0,0.8333,1.333,1.955,0,storm_events,1996-2025
09180,major_hurricane_passage,0.01316,,,,1,,hurdat2,1950-2025
09180,severe_wind_65kt_day,0.03632,0.9588,,,1.09,0,spc,1996-2025
09180,severe_wind_day,2.162,0.6719,,,64.86,0.02945,spc,1996-2025
09180,tornado,0.1045,0.681,,,3.135,0,spc,1996-2025
09180,tropical_cyclone_impact,0.1622,0.4111,0.25,0.625,4.865,0,storm_events,1996-2025
09180,tropical_storm_passage,0.25,,,,19,,hurdat2,1950-2025
09180,winter_storm,2.285,0.005893,0.5,1,68.54,0,storm_events,1996-2025
09190,coastal_flood,0.6259,0,0.1667,0.666,18.78,0.04545,storm_events,1996-2025
09190,drought,0.1488,0,30,31,4.465,0,storm_events,1996-2025
09190,extreme_cold,0.2465,0,0.625,1.5,7.395,0,storm_events,1996-2025
09190,flash_flood,2.585,0.09281,0.03264,0.2069,77.55,0.02201,storm_events,1996-2025
09190,flood,0.9384,0.124,0.4319,1.822,28.15,0.005204,storm_events,1996-2025
09190,hail_1in_day,0.7439,0.07106,,,22.32,0,spc,1996-2025
09190,hail_2in_day,0.009767,0.5,,,0.293,0,spc,1996-2025
09190,heat,0.4847,0,1.333,2.333,14.54,0.05869,storm_events,1996-2025
09190,high_wind,1.571,0.2971,0.125,0.4583,47.12,0.148,storm_events,1996-2025
09190,hurricane_passage,0.02632,,,,2,,hurdat2,1950-2025
09190,ice_storm,0.1805,0,0.7917,1.333,5.414,0,storm_events,1996-2025
09190,severe_wind_65kt_day,0.2569,0.8859,,,7.707,0.2215,spc,1996-2025
09190,severe_wind_day,5.296,0.5921,,,158.9,0.07612,spc,1996-2025
09190,tornado,0.3635,0.5257,,,10.9,0.09171,spc,1996-2025
09190,tornado_ef2plus,0.004883,1,,,0.1465,0,spc,1996-2025
09190,tropical_cyclone_impact,0.1,0.569,0.25,0.625,3,0,storm_events,1996-2025
09190,tropical_storm_passage,0.1974,,,,15,,hurdat2,1950-2025
09190,wildfire,0.004883,0,2.166,2.166,0.1465,0,storm_events,1996-2025
09190,winter_storm,3.104,0.02203,0.5417,1.125,93.12,0.001573,storm_events,1996-2025
10001,coastal_flood,1.3,0.07692,0.2083,1.312,39,0,storm_events,1996-2025
10001,drought,1.767,0.01887,30,31,53,0,storm_events,1996-2025
10001,extreme_cold,0.8667,0,0.4167,2.375,26,0.03846,storm_events,1996-2025
10001,flash_flood,0.9333,0.1071,0.09375,0.4375,28,0,storm_events,1996-2025
10001,flood,0.4333,0,0.2153,0.7917,13,0,storm_events,1996-2025
10001,hail_1in_day,0.2667,0.125,,,8,0,spc,1996-2025
10001,heat,2.5,0,2.333,5.375,75,0.04,storm_events,1996-2025
10001,high_wind,1.533,0.3478,0.2083,0.625,46,0,storm_events,1996-2025
10001,severe_wind_65kt_day,0.2333,0.2857,,,7,0,spc,1996-2025
10001,severe_wind_day,4.6,0.07971,,,138,0.007246,spc,1996-2025
10001,tornado,0.2333,0.2857,,,7,0.1429,spc,1996-2025
10001,tornado_ef2plus,0.03333,0,,,1,0,spc,1996-2025
10001,tropical_cyclone_impact,0.1667,0.2,0.4167,1.042,5,0,storm_events,1996-2025
10001,tropical_storm_passage,0.2105,,,,16,,hurdat2,1950-2025
10001,wildfire,0.1,0,1.25,1.375,3,0,storm_events,1996-2025
10001,winter_storm,1.667,0.08,0.6875,1.188,50,0.28,storm_events,1996-2025
10003,coastal_flood,1.133,0.05882,0.1667,0.3333,34,0,storm_events,1996-2025
10003,drought,1.633,0.02041,30,31,49,0,storm_events,1996-2025
10003,extreme_cold,0.9,0,0.4583,2.375,27,0.07407,storm_events,1996-2025
10003,flash_flood,3.633,0.07339,0.1667,0.4174,109,0.05505,storm_events,1996-2025
10003,flood,2.867,0.01163,0.25,0.9236,86,0.01163,storm_events,1996-2025
10003,hail_1in_day,0.7,0,,,21,0,spc,1996-2025
10003,hail_2in_day,0.03333,0,,,1,0,spc,1996-2025
10003,heat,3.1,0,1.5,4.792,93,0.129,storm_events,1996-2025
10003,high_wind,1.567,0.2979,0.2312,0.5417,47,0.02128,storm_events,1996-2025
10003,ice_storm,0.06667,0,0.2917,0.2917,2,0.5,storm_events,1996-2025
10003,severe_wind_65kt_day,0.2333,0.4286,,,7,0,spc,1996-2025
10003,severe_wind_day,5.667,0.1176,,,170,0.04118,spc,1996-2025
10003,tornado,0.2333,0.2857,,,7,0,spc,1996-2025
10003,tornado_ef2plus,0.06667,0.5,,,2,0,spc,1996-2025
10003,tropical_cyclone_impact,0.1,0,0.2917,1,3,0,storm_events,1996-2025
10003,tropical_storm_passage,0.1447,,,,11,,hurdat2,1950-2025
10003,wildfire,0.1333,0,0.1146,1.729,4,0.25,storm_events,1996-2025
10003,winter_storm,2.133,0.0625,0.5833,1.292,64,0.2969,storm_events,1996-2025
10005,coastal_flood,2.933,0.09091,0.2188,1.292,88,0.01136,storm_events,1996-2025
10005,drought,1.767,0.01887,30,31,53,0,storm_events,1996-2025
10005,extreme_cold,0.8333,0,0.4167,2.375,25,0.04,storm_events,1996-2025
10005,flash_flood,1.533,0.1087,0.125,0.3854,46,0.02174,storm_events,1996-2025
10005,flood,0.9333,0,0.375,2.208,28,0,storm_events,1996-2025
10005,hail_1in_day,0.6333,0,,,19,0,spc,1996-2025
10005,hail_2in_day,0.03333,0,,,1,0,spc,1996-2025
10005,heat,2.467,0,2.333,5.375,74,0.05405,storm_events,1996-2025
10005,high_wind,2.233,0.3284,0.2083,0.6667,67,0.01493,storm_events,1996-2025
10005,hurricane_passage,0.02632,,,,2,,hurdat2,1950-2025
10005,severe_wind_65kt_day,0.3667,0.2727,,,11,0,spc,1996-2025
10005,severe_wind_day,5.5,0.09091,,,165,0.006061,spc,1996-2025
10005,tornado,0.3667,0,,,11,0.1818,spc,1996-2025
10005,tornado_ef2plus,0.06667,0,,,2,1,spc,1996-2025
10005,tropical_cyclone_impact,0.2333,0.2857,0.4167,1.125,7,0,storm_events,1996-2025
10005,tropical_storm_passage,0.2368,,,,18,,hurdat2,1950-2025
10005,wildfire,0.3,0.1111,0.3333,3,9,0.1111,storm_events,1996-2025
10005,winter_storm,1.467,0.09091,0.5417,1.208,44,0.3409,storm_events,1996-2025
11001,coastal_flood,1.4,0.02381,0.3312,1.442,42,0,storm_events,1996-2025
11001,drought,0.3667,0.09091,31,31,11,0,storm_events,1996-2025
11001,extreme_cold,0.3333,0,0.5,2,10,0.1,storm_events,1996-2025
11001,flash_flood,2.4,0.09722,0.08333,0.25,72,0.01389,storm_events,1996-2025
11001,flood,1.967,0.0339,0.2083,0.8903,59,0,storm_events,1996-2025
11001,hail_1in_day,0.2667,0,,,8,0,spc,1996-2025
11001,heat,2.3,0,0.3062,3.417,69,0.08696,storm_events,1996-2025
11001,high_wind,0.4667,0.5714,0.1556,0.6292,14,0.07143,storm_events,1996-2025
11001,hurricane_passage,0.01316,,,,1,,hurdat2,1950-2025
11001,ice_storm,0.1,0.3333,1,1.25,3,0,storm_events,1996-2025
11001,severe_wind_65kt_day,0.2667,0.875,,,8,0.25,spc,1996-2025
11001,severe_wind_day,5.1,0.6732,,,153,0.05882,spc,1996-2025
11001,tornado,0.1667,0.6,,,5,0.2,spc,1996-2025
11001,tropical_cyclone_impact,0.1,1,0.75,0.75,3,0,storm_events,1996-2025
11001,tropical_storm_passage,0.09211,,,,7,,hurdat2,1950-2025
11001,winter_storm,1.2,0.08333,0.625,1.333,36,0.02778,storm_events,1996-2025
12001,flash_flood,0.3667,0.4545,0.05347,0.1875,11,0,storm_events,1996-2025
12001,flood,0.8333,0.28,0,0.08333,25,0,storm_events,1996-2025
12001,hail_1in_day,1.067,0,,,32,0,spc,1996-2025
12001,hail_2in_day,0.1667,0,,,5,0,spc,1996-2025
12001,high_wind,0.06667,1,0.006944,0.1229,2,0,storm_events,1996-2025
12001,hurricane_passage,0.05263,,,,4,,hurdat2,1950-2025
12001,major_hurricane_passage,0.01316,,,,1,,hurdat2,1950-2025
12001,severe_wind_65kt_day,0.1,0,,,3,0,spc,1996-2025
12001,severe_wind_day,7.7,0.3983,,,231,0.01732,spc,1996-2025
12001,tornado,0.4,0.25,,,12,0,spc,1996-2025
12001,tropical_cyclone_impact,0.2333,0,0.7194,1.333,7,0.4286,storm_events,1996-2025
12001,tropical_storm_passage,0.3026,,,,23,,hurdat2,1950-2025
12001,wildfire,0.4333,0.07692,0,8,13,0,storm_events,1996-2025
12003,drought,0.06667,0,10,20,2,0,storm_events,1996-2025
12003,flash_flood,0.2,0.6667,0.08333,0.8333,6,0,storm_events,1996-2025
12003,flood,0.4,0.3333,0.02083,2.649,12,0,storm_events,1996-2025
12003,hail_1in_day,0.3,0,,,9,0,spc,1996-2025
12003,hail_2in_day,0.03333,0,,,1,0,spc,1996-2025
12003,heat,0.03333,0,0,0,1,1,storm_events,1996-2025
12003,high_wind,0.03333,1,0.1667,0.1667,1,0,storm_events,1996-2025
12003,hurricane_passage,0.03947,,,,3,,hurdat2,1950-2025
12003,severe_wind_65kt_day,0.03333,0,,,1,0,spc,1996-2025
12003,severe_wind_day,2.967,0.427,,,89,0.01124,spc,1996-2025
12003,tornado,0.2,0.3333,,,6,0.1667,spc,1996-2025
12003,tornado_ef2plus,0.03333,0,,,1,0,spc,1996-2025
12003,tropical_cyclone_impact,0.3667,0,1.333,2.292,11,0,storm_events,1996-2025
12003,tropical_storm_passage,0.3289,,,,25,,hurdat2,1950-2025
12003,wildfire,0.4667,0,0,23.46,14,0,storm_events,1996-2025
12003,winter_storm,0.06667,0,0,0.5,2,0,storm_events,1996-2025
12005,coastal_flood,0.5333,0.6875,0.375,1,16,0.0625,storm_events,1996-2025
12005,drought,0.9667,0,29,31,29,0,storm_events,1996-2025
12005,extreme_cold,0.06667,0.5,0.2917,2.5,2,0,storm_events,1996-2025
12005,flash_flood,1.367,0.2195,0.09097,1.167,41,0,storm_events,1996-2025
12005,flood,0.6667,0.6,0.2222,1.125,20,0,storm_events,1996-2025
12005,hail_1in_day,0.7667,0,,,23,0,spc,1996-2025
12005,hail_2in_day,0.03333,0,,,1,0,spc,1996-2025
12005,heat,0.2,0,0.4167,4.333,6,0,storm_events,1996-2025
12005,high_wind,0.03333,1,0.3333,0.3333,1,0,storm_events,1996-2025
12005,hurricane_passage,0.1184,,,,9,,hurdat2,1950-2025
12005,major_hurricane_passage,0.03947,,,,3,,hurdat2,1950-2025
12005,severe_wind_65kt_day,0.4667,0.6429,,,14,0,spc,1996-2025
12005,severe_wind_day,3.533,0.6509,,,106,0,spc,1996-2025
12005,tornado,1.467,0.7955,,,44,0.1818,spc,1996-2025
12005,tornado_ef2plus,0.2,1,,,6,0.3333,spc,1996-2025
12005,tropical_cyclone_impact,0.9,0.5926,1.25,2.417,27,0.2222,storm_events,1996-2025
12005,tropical_storm_passage,0.2895,,,,22,,hurdat2,1950-2025
12005,wildfire,0.2333,0.1429,2.875,11.08,7,0,storm_events,1996-2025
12005,winter_storm,0.06667,1,0.5,0.75,2,0,storm_events,1996-2025
12007,drought,0.03333,1,13,13,1,0,storm_events,1996-2025
12007,flash_flood,0.06667,0,0.04167,0.7257,2,0,storm_events,1996-2025
12007,flood,0.3667,0.3636,0,0.9562,11,0,storm_events,1996-2025
12007,hail_1in_day,0.4,0,,,12,0,spc,1996-2025
12007,hail_2in_day,0.06667,0,,,2,0,spc,1996-2025
12007,high_wind,0.03333,1,0.2431,0.2431,1,0,storm_events,1996-2025
12007,hurricane_passage,0.03947,,,,3,,hurdat2,1950-2025
12007,severe_wind_65kt_day,0.03333,0,,,1,0,spc,1996-2025
12007,severe_wind_day,2.767,0.253,,,83,0.01205,spc,1996-2025
12007,tornado,0.3,0.2222,,,9,0.1111,spc,1996-2025
12007,tropical_cyclone_impact,0.4,0.08333,1,2.25,12,0,storm_events,1996-2025
12007,tropical_storm_passage,0.3289,,,,25,,hurdat2,1950-2025
12007,wildfire,0.1333,0,0,31,4,0,storm_events,1996-2025
12009,coastal_flood,0.06667,0,0.5833,1.625,2,0,storm_events,1996-2025
12009,flash_flood,0.5333,0.625,0.1458,0.8333,16,0.0625,storm_events,1996-2025
12009,flood,0.3667,0.4545,0.2083,1,11,0,storm_events,1996-2025
12009,hail_1in_day,1.933,0,,,58,0,spc,1996-2025
12009,hail_2in_day,0.2333,0,,,7,0,spc,1996-2025
12009,heat,0.03333,0,0.04167,0.04167,1,0,storm_events,1996-2025
12009,hurricane_passage,0.1579,,,,12,,hurdat2,1950-2025
12009,major_hurricane_passage,0.01316,,,,1,,hurdat2,1950-2025
12009,severe_wind_65kt_day,0.7,0.04762,,,21,0.04762,spc,1996-2025
12009,severe_wind_day,7,0.1952,,,210,0.02857,spc,1996-2025
12009,tornado,2.067,0.5806,,,62,0.129,spc,1996-2025
12009,tornado_ef2plus,0.06667,0.5,,,2,0,spc,1996-2025
12009,tropical_cyclone_impact,0.2,0.1667,0.75,1.5,6,0.1667,storm_events,1996-2025
12009,tropical_storm_passage,0.4605,,,,35,,hurdat2,1950-2025
12009,wildfire,0.03333,1,9,9,1,1,storm_events,1996-2025
12011,coastal_flood,1.033,0.06452,0.2708,3.208,31,0,storm_events,1996-2025
12011,drought,0.9667,0,30,31,29,0,storm_events,1996-2025
12011,extreme_cold,0.1667,0,0.1667,0.5,5,0.4,storm_events,1996-2025
12011,flash_flood,0.9,0.5556,0.1667,1.188,27,0,storm_events,1996-2025
12011,flood,1.833,0.1636,0.125,1.917,55,0,storm_events,1996-2025
12011,hail_1in_day,1.567,0.04255,,,47,0,spc,1996-2025
12011,heat,0.1667,0,0.2083,22,5,0.4,storm_events,1996-2025
12011,high_wind,0.1667,0.2,0.5833,2,5,0,storm_events,1996-2025
12011,hurricane_passage,0.1053,,,,8,,hurdat2,1950-2025
12011,major_hurricane_passage,0.03947,,,,3,,hurdat2,1950-2025
12011,severe_wind_65kt_day,0.6,0.3333,,,18,0.05556,spc,1996-2025
12011,severe_wind_day,6.167,0.3405,,,185,0.01622,spc,1996-2025
12011,tornado,2.367,0.493,,,71,0.09859,spc,1996-2025
12011,tornado_ef2plus,0.06667,1,,,2,0,spc,1996-2025
12011,tropical_cyclone_impact,1.233,0.2432,1,1.625,37,0.1622,storm_events,1996-2025
12011,tropical_storm_passage,0.3158,,,,24,,hurdat2,1950-2025
12011,wildfire,0.4,0.08333,1.51,7.583,12,0.1667,storm_events,1996-2025
12013,drought,0.7667,0,30,31,23,0,storm_events,1996-2025
12013,extreme_cold,0.06667,0.5,0.2917,2.5,2,0,storm_events,1996-2025
12013,flash_flood,0.3333,0.3,0.1285,0.3799,10,0,storm_events,1996-2025
12013,flood,0.2667,0.5,0.1424,20,8,0,storm_events,1996-2025
12013,hail_1in_day,0.5,0,,,15,0,spc,1996-2025
12013,heat,0.1333,0,0.4167,4.333,4,0,storm_events,1996-2025
12013,hurricane_passage,0.06579,,,,5,,hurdat2,1950-2025
12013,major_hurricane_passage,0.01316,,,,1,,hurdat2,1950-2025
12013,severe_wind_65kt_day,0.1333,0.5,,,4,0,spc,1996-2025
12013,severe_wind_day,2.633,0.519,,,79,0.02532,spc,1996-2025
12013,tornado,0.4333,0.6923,,,13,0.3077,spc,1996-2025
12013,tornado_ef2plus,0.1333,1,,,4,0.75,spc,1996-2025
12013,tropical_cyclone_impact,0.6333,0.4737,1,2.5,19,0.1053,storm_events,1996-2025
12013,tropical_storm_passage,0.2632,,,,20,,hurdat2,1950-2025
12013,wildfire,0.03333,0,1.125,1.125,1,0,storm_events,1996-2025
12013,winter_storm,0.06667,1,0.5,0.75,2,0,storm_events,1996-2025
12015,coastal_flood,0.1333,0.5,0,1.5,4,0,storm_events,1996-2025
12015,flash_flood,0.1667,0.8,0.125,0.25,5,0,storm_events,1996-2025
12015,flood,0.2333,1,0.1042,0.7292,7,0,storm_events,1996-2025
12015,hail_1in_day,0.3,0,,,9,0,spc,1996-2025
12015,high_wind,0.03333,0,0,0,1,0,storm_events,1996-2025
12015,hurricane_passage,0.07895,,,,6,,hurdat2,1950-2025
12015,major_hurricane_passage,0.05263,,,,4,,hurdat2,1950-2025
12015,severe_wind_day,1.4,0.5,,,42,0,spc,1996-2025
12015,tornado,1.333,0.75,,,40,0.05,spc,1996-2025
12015,tornado_ef2plus,0.03333,1,,,1,1,spc,1996-2025
12015,tropical_cyclone_impact,0.4,0.3333,0.1549,1.083,12,0.08333,storm_events,1996-2025
12015,tropical_storm_passage,0.2763,,,,21,,hurdat2,1950-2025
12015,wildfire,0.2,0.5,0.125,0.3333,6,0.1667,storm_events,1996-2025
12017,coastal_flood,0.1,0.6667,0.3333,0.4167,3,0,storm_events,1996-2025
12017,flash_flood,0.06667,1,0.1667,0.1667,2,0,storm_events,1996-2025
12017,flood,0.7333,0.9545,0.1667,29.67,22,0,storm_events,1996-2025
12017,hail_1in_day,0.7,0.04762,,,21,0,spc,1996-2025
12017,hail_2in_day,0.03333,1,,,1,0,spc,1996-2025
12017,hurricane_passage,0.05263,,,,4,,hurdat2,1950-2025
12017,major_hurricane_passage,0.01316,,,,1,,hurdat2,1950-2025
12017,severe_wind_65kt_day,0.1,0.6667,,,3,0.3333,spc,1996-2025
12017,severe_wind_day,2.033,0.6721,,,61,0.04918,spc,1996-2025
12017,tornado,0.5,0.8,,,15,0.1333,spc,1996-2025
12017,tornado_ef2plus,0.06667,1,,,2,0.5,spc,1996-2025
12017,tropical_cyclone_impact,0.4,0.3333,0,1.042,12,0,storm_events,1996-2025
12017,tropical_storm_passage,0.2632,,,,20,,hurdat2,1950-2025
12017,wildfire,0.06667,0,0.25,0.2604,2,0,storm_events,1996-2025
12019,coastal_flood,0.03333,0,0.5125,0.5125,1,0,storm_events,1996-2025
12019,flash_flood,0.1667,0.6,0.2083,1.167,5,0,storm_events,1996-2025
12019,flood,0.6,0.1667,0,0.1451,18,0,storm_events,1996-2025
12019,hail_1in_day,1.067,0,,,32,0,spc,1996-2025
12019,hail_2in_day,0.06667,0,,,2,0,spc,1996-2025
12019,hurricane_passage,0.05263,,,,4,,hurdat2,1950-2025
12019,severe_wind_65kt_day,0.1,0.3333,,,3,0,spc,1996-2025
12019,severe_wind_day,5.6,0.3452,,,168,0.0119,spc,1996-2025
12019,tornado,0.3333,0.3,,,10,0,spc,1996-2025
12019,tornado_ef2plus,0.03333,1,,,1,0,spc,1996-2025
12019,tropical_cyclone_impact,0.1333,0,1,2.458,4,0,storm_events,1996-2025
12019,tropical_storm_passage,0.2763,,,,21,,hurdat2,1950-2025
12019,wildfire,0.06667,0,0,1,2,1,storm_events,1996-2025
12021,coastal_flood,0.6667,0.3,0.25,1.125,20,0.05,storm_events,1996-2025
12021,drought,1.7,0,25.71,31,51,0,storm_events,1996-2025
12021,extreme_cold,0.3333,0.5,0.1667,0.4167,10,0,storm_events,1996-2025
12021,flash_flood,0.4,0.6667,0.1875,1.375,12,0,storm_events,1996-2025
12021,flood,0.7333,0.1818,0.125,2.438,22,0,storm_events,1996-2025
12021,hail_1in_day,0.6333,0.05263,,,19,0,spc,1996-2025
12021,high_wind,0.1333,0.25,0.2083,0.5833,4,0,storm_events,1996-2025
12021,hurricane_passage,0.1184,,,,9,,hurdat2,1950-2025
12021,major_hurricane_passage,0.06579,,,,5,,hurdat2,1950-2025
12021,severe_wind_65kt_day,0.2667,0.625,,,8,0,spc,1996-2025
12021,severe_wind_day,1.667,0.46,,,50,0.02,spc,1996-2025
12021,tornado,1.433,0.3953,,,43,0.06977,spc,1996-2025
12021,tropical_cyclone_impact,0.7333,0.3636,1,1.583,22,0.09091,storm_events,1996-2025
12021,tropical_storm_passage,0.3289,,,,25,,hurdat2,1950-2025
12021,wildfire,0.9,0.4074,6.76,15.46,27,0.07407,storm_events,1996-2025
12023,drought,0.1,0,10,20,3,0,storm_events,1996-2025
12023,flash_flood,0.3,0.6667,0.1042,0.7257,9,0,storm_events,1996-2025
12023,flood,0.2667,0.125,0,3.355,8,0,storm_events,1996-2025
12023,hail_1in_day,0.6,0,,,18,0,spc,1996-2025
12023,hail_2in_day,0.03333,0,,,1,0,spc,1996-2025
12023,hurricane_passage,0.05263,,,,4,,hurdat2,1950-2025
12023,major_hurricane_passage,0.01316,,,,1,,hurdat2,1950-2025
12023,severe_wind_day,4.667,0.4,,,140,0.01429,spc,1996-2025
12023,tornado,0.3,0.2222,,,9,0.2222,spc,1996-2025
12023,tornado_ef2plus,0.06667,0.5,,,2,1,spc,1996-2025
12023,tropical_cyclone_impact,0.06667,0,1,1.333,2,0,storm_events,1996-2025
12023,tropical_storm_passage,0.3553,,,,27,,hurdat2,1950-2025
12023,wildfire,0.2333,0,0,0,7,0.2857,storm_events,1996-2025
12023,winter_storm,0.03333,0,0.5208,0.5208,1,0,storm_events,1996-2025
12027,extreme_cold,0.1667,0,0.125,0.2917,5,0,storm_events,1996-2025
12027,flash_flood,0.2,0.8333,0.1667,0.2396,6,0.1667,storm_events,1996-2025
12027,flood,1.067,0.7812,3.979,10,32,0,storm_events,1996-2025
12027,hail_1in_day,0.2667,0,,,8,0,spc,1996-2025
12027,hail_2in_day,0.03333,0,,,1,0,spc,1996-2025
12027,high_wind,0.03333,0,0.2917,0.2917,1,0,storm_events,1996-2025
12027,hurricane_passage,0.1053,,,,8,,hurdat2,1950-2025
12027,major_hurricane_passage,0.03947,,,,3,,hurdat2,1950-2025
12027,severe_wind_day,0.6333,0.4737,,,19,0,spc,1996-2025
12027,tornado,0.4,0.75,,,12,0,spc,1996-2025
12027,tropical_cyclone_impact,0.7,0.381,0.625,1.167,21,0.09524,storm_events,1996-2025
