fips,event_type,rate_per_year,share_damaging,median_days,p90_days,events,share_injury,source,years
42027,hail_2in_day,0.03333,0,,,1,0,spc,1996-2025
42027,heat,0.1,0,1.333,2,3,0,storm_events,1996-2025
42027,high_wind,0.6,0.1667,0.2292,0.5833,18,0,storm_events,1996-2025
42027,hurricane_passage,0.01316,,,,1,,hurdat2,1950-2025
42027,ice_storm,0.4333,0.07692,0.5417,1.458,13,0,storm_events,1996-2025
42027,severe_wind_65kt_day,0.3333,0.9,,,10,0,spc,1996-2025
42027,severe_wind_day,5.7,0.6901,,,171,0.005848,spc,1996-2025
42027,tornado,0.2667,0.375,,,8,0.125,spc,1996-2025
42027,tropical_cyclone_impact,0.03333,0,0.5833,0.5833,1,0,storm_events,1996-2025
42027,tropical_storm_passage,0.05263,,,,4,,hurdat2,1950-2025
42027,wildfire,0.06667,0,1.974,2.049,2,0,storm_events,1996-2025
42027,winter_storm,2.467,0.02703,0.7292,1.25,74,0,storm_events,1996-2025
42029,extreme_cold,0.3667,0,0.4583,0.5417,11,0,storm_events,1996-2025
42029,flash_flood,3.6,0.08333,0.1458,0.4431,108,0.01852,storm_events,1996-2025
42029,flood,2.033,0.08197,0.35,1,61,0.01639,storm_events,1996-2025
42029,hail_1in_day,1.033,0,,,31,0,spc,1996-2025
42029,hail_2in_day,0.03333,0,,,1,0,spc,1996-2025
42029,heat,0.5667,0,0.4167,2.667,17,0,storm_events,1996-2025
42029,high_wind,0.3667,0.09091,0.08333,0.4167,11,0,storm_events,1996-2025
42029,ice_storm,0.06667,0,0.4167,0.4583,2,0.5,storm_events,1996-2025
42029,severe_wind_65kt_day,0.06667,0,,,2,0,spc,1996-2025
42029,severe_wind_day,8.167,0.07347,,,245,0.02449,spc,1996-2025
42029,tornado,0.3667,0.8182,,,11,0.1818,spc,1996-2025
42029,tornado_ef2plus,0.03333,1,,,1,0,spc,1996-2025
42029,tropical_cyclone_impact,0.03333,0,0.2708,0.2708,1,0,storm_events,1996-2025
42029,tropical_storm_passage,0.1184,,,,9,,hurdat2,1950-2025
42029,wildfire,0.03333,0,0.3125,0.3125,1,1,storm_events,1996-2025
42029,winter_storm,0.8,0,0.6667,1.375,24,0,storm_events,1996-2025
42031,drought,0.06667,0,30,31,2,0,storm_events,1996-2025
42031,extreme_cold,0.3333,0,0.6667,2.208,10,0,storm_events,1996-2025
42031,flash_flood,1.267,0.5,0.08333,0.5,38,0.02632,storm_events,1996-2025
42031,flood,0.6,0.6111,0.2083,1.269,18,0,storm_events,1996-2025
42031,hail_1in_day,0.5667,0.05882,,,17,0,spc,1996-2025
42031,hail_2in_day,0.06667,0.5,,,2,0,spc,1996-2025
42031,high_wind,0.6667,0.8,0.04167,0.25,20,0,storm_events,1996-2025
42031,ice_storm,0.4,0.25,0.5417,0.9583,12,0,storm_events,1996-2025
42031,severe_wind_65kt_day,0.03333,0,,,1,0,spc,1996-2025
42031,severe_wind_day,4.1,0.7886,,,123,0,spc,1996-2025
42031,tornado,0.3667,1,,,11,0,spc,1996-2025
42031,tornado_ef2plus,0.03333,1,,,1,0,spc,1996-2025
42031,tropical_storm_passage,0.03947,,,,3,,hurdat2,1950-2025
42031,winter_storm,1.4,0.02381,0.7083,1.25,42,0,storm_events,1996-2025
42033,drought,0.2,0,8.708,31,6,0,storm_events,1996-2025
42033,extreme_cold,0.5333,0,0.6667,1.875,16,0,storm_events,1996-2025
42033,flash_flood,1.067,0.1562,0.1319,0.4167,32,0,storm_events,1996-2025
42033,flood,0.4333,0.07692,0.45,2.208,13,0,storm_events,1996-2025
42033,hail_1in_day,0.3333,0.1,,,10,0,spc,1996-2025
42033,high_wind,0.7333,0.1364,0.2361,0.5833,22,0,storm_events,1996-2025
42033,hurricane_passage,0.01316,,,,1,,hurdat2,1950-2025
42033,ice_storm,0.2333,0,0.5833,1.583,7,0,storm_events,1996-2025
42033,severe_wind_65kt_day,0.2333,0.8571,,,7,0,spc,1996-2025
42033,severe_wind_day,6.033,0.6409,,,181,0,spc,1996-2025
42033,tornado,0.1333,0.75,,,4,0.25,spc,1996-2025
42033,tornado_ef2plus,0.03333,1,,,1,1,spc,1996-2025
42033,tropical_storm_passage,0.03947,,,,3,,hurdat2,1950-2025
42033,winter_storm,1.9,0.01754,0.6667,1.125,57,0,storm_events,1996-2025
42035,drought,0.2333,0,30,31,7,0,storm_events,1996-2025
42035,extreme_cold,0.7,0,0.7917,1.75,21,0,storm_events,1996-2025
42035,flash_flood,0.3667,0.2727,0.08333,0.2083,11,0.09091,storm_events,1996-2025
42035,flood,0.6667,0.05,0.5104,2.083,20,0,storm_events,1996-2025
42035,hail_1in_day,0.3667,0.09091,,,11,0,spc,1996-2025
42035,hail_2in_day,0.06667,0,,,2,0,spc,1996-2025
42035,heat,0.1333,0,0.2083,1.333,4,0,storm_events,1996-2025
42035,high_wind,0.5,0.2,0.25,0.5833,15,0.06667,storm_events,1996-2025
42035,hurricane_passage,0.01316,,,,1,,hurdat2,1950-2025
42035,ice_storm,0.4333,0,0.5417,1.583,13,0,storm_events,1996-2025
42035,severe_wind_65kt_day,0.3333,0.7,,,10,0.1,spc,1996-2025
42035,severe_wind_day,4.667,0.6214,,,140,0.02143,spc,1996-2025
42035,tornado,0.2333,0.4286,,,7,0,spc,1996-2025
42035,tropical_cyclone_impact,0.03333,0,0.5833,0.5833,1,0,storm_events,1996-2025
42035,tropical_storm_passage,0.03947,,,,3,,hurdat2,1950-2025
42035,winter_storm,2.2,0.01515,0.75,1.25,66,0.01515,storm_events,1996-2025
42037,drought,0.3667,0,30,31,11,0,storm_events,1996-2025
42037,extreme_cold,0.1667,0,0.5,1.417,5,0,storm_events,1996-2025
42037,flash_flood,0.9667,0.2414,0.125,0.316,29,0,storm_events,1996-2025
42037,flood,0.5333,0.0625,1.25,3.385,16,0,storm_events,1996-2025
42037,hail_1in_day,0.4333,0,,,13,0,spc,1996-2025
42037,hail_2in_day,0.03333,0,,,1,0,spc,1996-2025
42037,heat,0.1333,0,1.333,2,4,0,storm_events,1996-2025
42037,high_wind,0.3667,0.1818,0.3958,0.5833,11,0,storm_events,1996-2025
42037,hurricane_passage,0.01316,,,,1,,hurdat2,1950-2025
42037,ice_storm,0.3,0,0.5833,1.708,9,0,storm_events,1996-2025
42037,severe_wind_65kt_day,0.2,0.6667,,,6,0.3333,spc,1996-2025
42037,severe_wind_day,4.067,0.623,,,122,0.03279,spc,1996-2025
42037,tornado,0.1333,0.25,,,4,0,spc,1996-2025
42037,tornado_ef2plus,0.03333,0,,,1,0,spc,1996-2025
42037,tropical_cyclone_impact,0.03333,0,0.5833,0.5833,1,0,storm_events,1996-2025
42037,tropical_storm_passage,0.02632,,,,2,,hurdat2,1950-2025
42037,winter_storm,1.967,0.0339,0.75,1.25,59,0,storm_events,1996-2025
42039,drought,0.1667,0,31,31,5,0,storm_events,1996-2025
42039,extreme_cold,0.3667,0.2727,0.9167,2.75,11,0,storm_events,1996-2025
42039,flash_flood,1.933,0.8276,0.07708,0.3924,58,0.01724,storm_events,1996-2025
42039,flood,0.5,0.8,0.25,2.458,15,0,storm_events,1996-2025
42039,hail_1in_day,1.533,0.3696,,,46,0,spc,1996-2025
42039,hail_2in_day,0.06667,1,,,2,0,spc,1996-2025
42039,heat,0.03333,0,31,31,1,0,storm_events,1996-2025
