fips,events_per_customer_year,p_ge_1d,p_ge_3d,p_ge_7d,p_ge_14d,median_hours,p90_hours,years_covered,years_of_data,duration_basis,events_per_year,events,customers,customer_hours_per_customer_year,share_customer_hours_in_events,longest_event_hours
28033,0.2751,0.05634,0.001423,0,0,2,15.75,2014-2025,11.17,county,8.866,99,95120,2.723,0.5953,108
28035,0.2981,0.05315,0.01231,0,0,2,8,2014-2025,11.17,county,8.507,95,44430,2.611,0.6493,219.5
28037,6.203,0.04586,0.005998,0,0,2.75,13.75,2014-2025,11.17,county,62.69,700,4359,41.85,0.9365,223
28039,1.903,0.06516,0.04162,0.0122,0,1.75,13.25,2014-2025,11.17,county,24.63,275,9353,19.93,0.9216,265
28041,2.276,0.03989,0.0314,0.01054,0,1.75,6.5,2014-2025,11.17,county,30.81,344,5264,18.37,0.9283,262.8
28043,1.55,0.06701,0.0141,0,0,2.25,17.25,2014-2025,11.17,county,24.81,277,11020,12.9,0.8513,133.2
28045,1.148,0.04691,0,0,0,1.75,12,2014-2025,11.17,county,12.54,140,24430,6.354,0.8893,146.5
28047,0.3595,0.2259,0,0,0,2.25,45.5,2014-2025,11.17,county,9.045,101,109100,5.668,0.8232,157.5
28049,0.836,0.1075,0.02283,0.0002323,0,4.25,25,2014-2025,11.17,county,25.34,283,122200,13.57,0.6825,175.2
28051,2.001,0.06972,0.004237,0,0,3,16.75,2014-2025,11.17,county,34.03,380,6634,15.8,0.9094,216
28053,2.173,0.03911,0,0,0,3,13.25,2014-2025,11.17,county,26.78,299,3331,12.19,0.9577,141
28055,0,0.05238,0.007877,0.0006,0.00007304,2.25,15,2017-2024,2,state,0,0,641,0.1238,0,0
28057,0.6473,0.006081,0,0,0,1.25,5.75,2017-2025,5.667,county,11.82,67,10400,2.664,0.5908,38.75
28059,0.8183,0.06101,0.01604,0,0,1.5,16.75,2014-2025,11.17,county,22.93,256,57810,7.334,0.7795,245
28061,2.072,0.03447,0,0,0,2.75,9.75,2014-2025,11.17,county,24.18,270,9808,11.42,0.8771,123.2
28063,4.738,0.05315,0.02331,0.001455,0.0001032,3,15.75,2014-2025,11.17,county,44.78,500,4028,40.61,0.9316,1732
28065,3.66,0.03676,0.005562,0.0001566,0,2,9.25,2014-2025,11.17,county,39.13,437,5468,19.08,0.9264,497
28067,0.3966,0.04506,0.008806,0.004961,0,2.25,9.75,2014-2025,11.17,county,12.54,140,46110,3.451,0.6893,219.5
28069,2.707,0.02794,0.006894,0,0,2,17.25,2016-2025,7.417,county,24.94,185,4913,15.69,0.9443,225.8
28071,0.6846,0.01318,0,0,0,2,7.75,2017-2025,8.75,county,15.89,139,36780,4.182,0.6008,48.75
28073,0.6458,0.001916,0,0,0,1.75,5.75,2014-2025,11.17,county,15.13,169,31120,2.615,0.6773,39
28075,1.406,0.03061,0,0,0,2.5,13.25,2014-2025,11.17,county,23.37,261,30150,8.375,0.856,70.5
28077,4.092,0.01606,0.001245,0.0009022,0.000006783,1.75,8.5,2014-2025,11.17,county,37.52,419,6452,17.14,0.9179,498
28079,1.595,0.01061,0.0003865,0,0,1.5,6.5,2014-2025,11.17,county,19.97,223,13510,5.769,0.8373,119.5
28081,0.2096,0.013,0,0,0,2.25,7.5,2024-2025,2,county,8.5,17,50450,1.805,0.4167,37
28083,0.1275,0.0191,0,0,0,3.25,9.75,2014-2025,11.17,county,7.164,80,20290,1.202,0.5573,66.25
28085,1.843,0.05502,0.008304,0,0,2.25,15.75,2014-2025,11.17,county,33.85,378,20480,13.91,0.8537,173.2
28087,0.3389,0,0,0,0,1.25,4.75,2015-2025,9.917,county,8.37,83,33300,1.281,0.5897,25.5
28089,1.406,0.04433,0.002675,0,0,2.75,15.25,2014-2025,11.17,county,33.31,372,42180,11.29,0.7673,143.8
28091,1.204,0.01751,0.001004,0.001004,0.001004,2,11.25,2014-2025,11.17,county,18.72,209,11620,6.376,0.858,495.8
28093,0.1194,0,0,0,0,1.5,5.25,2014-2025,9.5,county,3.684,35,19530,0.6041,0.4274,14
28095,0.03995,0,0,0,0,1.5,3,2015-2025,9.833,county,1.831,18,18680,0.2727,0.2923,11.75
28097,1.889,0.05757,0.02588,0,0,2.25,15.75,2014-2025,11.17,county,26.51,296,4275,15.27,0.871,103.8
28099,0.834,0.07245,0.03043,0,0,1.5,16.5,2014-2025,10.33,county,15.58,161,24820,7.061,0.9063,244
28101,1.404,0.09025,0.01689,0,0,2.25,19.75,2014-2025,11.17,county,20.96,234,12690,11.64,0.8982,226.2
28103,2.007,0.008861,0,0,0,1.25,5.25,2014-2025,10,county,23,230,4707,6.587,0.8407,73.25
28105,0.2908,0.01723,0,0,0,1.5,7.25,2015-2025,9.917,county,8.571,85,33360,1.457,0.65,68
28107,1.343,0.0368,0.0002819,0,0,2.25,9.75,2014-2025,11.17,county,23.46,262,20340,7.385,0.798,110.5
28109,1.11,0.0009087,0,0,0,2,11,2014-2025,11.17,county,18.54,207,28950,5.466,0.8208,92.25
28111,2.805,0.01975,0.0075,0.003295,0,1.5,5.5,2014-2025,11.17,county,32.24,360,4806,11.82,0.8834,403
28113,2.083,0.07396,0,0,0,2.5,18.75,2014-2025,11.17,county,36.27,405,23010,15.36,0.8924,216
28115,0.1252,0.03071,0,0,0,2,16.25,2017-2025,8.75,county,3.314,29,18050,0.9924,0.6493,69
28117,0.01227,0.05238,0.007877,0.0006,0.00007304,2.25,15,2023-2025,2.083,state,0.96,2,13420,0.1268,0.3033,7
28119,3.397,0.02398,0.002313,0,0,2.5,10,2014-2025,11.17,county,39.31,439,2656,18.48,0.8873,111.5
28121,0.747,0.03043,0,0,0,2.25,14,2014-2025,11.17,county,21.13,236,84280,5.534,0.6743,106.5
28123,2.222,0.02388,0.001249,0,0,1.75,9,2014-2025,11.17,county,28.21,315,17940,10.66,0.863,196.2
28125,2.532,0.04309,0.01395,0,0,2.75,12.75,2014-2025,11.17,county,31.61,353,2219,16.56,0.9517,185
28127,2.397,0.04072,0.004318,0,0,2.25,9,2014-2025,11.17,county,37.25,416,15820,14.11,0.866,142.5
28129,3.519,0.04212,0,0,0,2,9.75,2014-2025,11.17,county,38.6,431,7211,18.73,0.9068,155.2
28131,1.665,0.04752,0.01355,0,0,1.25,5,2014-2025,11.17,county,23.37,261,7460,8.871,0.8778,128
28133,1.081,0.02914,0.00801,0,0,2.25,9.25,2014-2025,11.17,county,24.18,270,11920,7.549,0.7392,113
28135,3.158,0.03323,0.001024,0,0,2.75,13.5,2014-2025,11.17,county,47.46,530,5372,19.43,0.9035,111.5
28137,1.292,0.02426,0.0004166,0,0,2,10.5,2014-2025,11.17,county,24.09,269,16300,7.359,0.7957,93.25
28139,1.479,0.02943,0,0,0,2.25,12,2019-2025,6.583,county,19.29,127,15160,8.629,0.8483,69
28141,0,0.05238,0.007877,0.0006,0.00007304,2.25,15,2024-2025,0.6667,state,0,0,12180,0.0008313,0,0
28143,1.862,0.03198,0.01731,0.009511,0.003855,2,7.75,2014-2025,11.17,county,25.34,283,3630,15.68,0.9289,3629
28145,0.4879,0.008222,0,0,0,1.5,6.25,2017-2025,8.75,county,12,105,10230,2.647,0.5422,61.25
28147,2.949,0.04909,0.003134,0,0,2.25,12.75,2014-2025,11.17,county,34.84,389,6910,17.89,0.9153,192.2
28149,2.087,0.0868,0.01747,0.0001132,0,2.75,22,2014-2025,11.17,county,44.33,495,22740,23.1,0.7914,407
28151,0.9044,0.03553,0,0,0,2.25,12.5,2014-2025,11.17,county,22.21,248,25120,6.779,0.6607,104
28153,1.027,0.01581,0.005261,0.00162,0,2,6,2014-2025,11.17,county,19.25,215,10870,5.227,0.7508,219.5
28155,0.3481,0.03619,0,0,0,2.25,13.75,2014-2025,11.17,county,8.776,98,5545,2.298,0.8268,67.5
28157,6.336,0.06546,0.02918,0.008471,0.002365,3,18.25,2014-2025,11.17,county,60.09,671,4817,67.19,1.014,1246
28159,0.8586,0.06547,0.00947,0,0,2,13.5,2015-2025,8.25,county,11.76,97,13240,5.694,0.9162,118.2
28161,1.007,0.05568,0,0,0,2,15.75,2014-2025,10.92,county,17.04,186,7274,6.452,0.8471,116
28163,0.4316,0.04798,0.0005194,0,0,3,16.5,2014-2025,11.17,county,13.25,148,10780,3.221,0.8028,84.75
29001,0.4756,0,0,0,0,1.75,4.75,2014-2025,10.58,county,8.882,94,12160,1.7,0.6389,32.5
29003,1.744,0.002564,0,0,0,2.25,7.25,2015-2025,10.75,county,19.72,212,6865,6.787,0.8546,41.25
29005,1.77,0.007539,0,0,0,1.5,6.5,2015-2025,9.667,county,12.83,124,2620,5.731,0.8415,48.5
29007,0.415,0,0,0,0,2,7.75,2014-2025,10.58,county,7.937,84,11960,1.767,0.6812,31.25
29009,1.066,0.07766,0.0149,0,0,1.75,11.25,2017-2025,7.917,county,19.58,155,15070,8.374,0.8838,111.5
29011,1.44,0.01482,0,0,0,1.5,5,2015-2025,10.67,county,22.5,240,4477,4.786,0.8564,87
29013,1.3,0.004078,0.000193,0,0,2.5,5.75,2015-2025,10.75,county,17.4,187,5929,4.713,0.8543,84.75
29015,2.18,0.008592,0,0,0,1.5,5,2014-2025,11.17,county,29.55,330,8146,7.608,0.8171,71.5
29017,2.711,0.05308,0.005791,0,0,2.25,11.5,2017-2025,7,county,44.86,314,5897,16.32,0.9347,150.8
29019,0.424,0,0,0,0,0.75,2,2014-2025,11.17,county,3.672,41,121900,0.995,0.5413,30.75
29021,1.656,0.001956,0,0,0,2,8,2015-2025,10.75,county,19.81,213,33360,6.685,0.8219,52.75
29023,0.3914,0.06584,0.00256,0,0,2,10.75,2019-2025,6.5,county,12.62,82,33930,2.825,0.7569,128.2
29025,0.8901,0,0,0,0,1.5,4.75,2014-2025,10.83,county,13.2,143,3643,2.501,0.8274,47.5
29027,0.1749,0,0,0,0,2,5.25,2014-2025,10.58,county,5.953,63,28880,0.8395,0.5865,18.75
29029,1.275,0.0008979,0,0,0,1.75,6.25,2014-2025,11.17,county,23.82,266,19010,5.328,0.6921,54.25
29031,0.5327,0.02398,0.0005103,0,0,2,13,2014-2025,10.58,county,12,127,34410,3.329,0.7752,148.2
29033,1.502,0,0,0,0,2,5.25,2015-2025,10.75,county,17.21,185,3367,4.906,0.8242,43.75
29035,2.267,0.03799,0.003612,0,0,2,11,2019-2025,6.5,county,26.92,175,3796,11.01,0.933,137.2
29037,0.8454,0.01242,0.002427,0,0,2.5,7.5,2015-2025,10.75,county,20.37,219,41520,4.502,0.7093,95.75
29039,0.3977,0,0,0,0,2,5.25,2015-2025,9.417,county,10.62,100,8461,1.56,0.6791,27.25
29041,2.432,0.02244,0,0,0,1.75,8.5,2015-2025,10.75,county,23.81,256,2603,9.804,0.9039,69.25
29043,0.485,0.0563,0.004588,0,0,2.75,21.75,2014-2025,9.833,county,8.136,80,33410,4.713,0.8135,104.5
29045,0.9071,0,0,0,0,1.75,9.75,2014-2025,8.75,county,13.14,115,4000,3.476,0.905,51.75
29047,0.6196,0.03792,0,0,0,2,12.5,2014-2025,11.17,county,16.57,185,99500,4.263,0.7295,68
29049,0.7556,0.01195,0,0,0,1.75,7.75,2014-2025,10.92,county,12,131,9383,3.392,0.805,52.25
29051,0.2509,0.024,0,0,0,2,5.5,2014-2025,11.17,county,7.254,81,39960,1.435,0.5841,68.5
29053,0.8864,0.003029,0,0,0,2.25,5.5,2014-2025,10.83,county,14.68,159,7941,3.557,0.8239,47.25
29055,1.433,0.003282,0,0,0,2.25,7.5,2016-2025,9.917,county,26.22,260,9285,6.404,0.7704,55.5
29057,1.245,0.002294,0.0005986,0,0,2.25,7.25,2015-2025,8,county,23,184,3020,4.848,0.8895,308.8
29059,1.061,0,0,0,0,2.25,4.25,2017-2025,8.583,county,20.39,175,6604,3.506,0.7518,20.25
29061,1.043,0,0,0,0,2,5.5,2014-2025,10.25,county,11.22,115,3016,3.253,0.9143,32.75
29063,1.1,0.01506,0,0,0,2,6.25,2014-2025,10.92,county,13.28,145,4865,4.385,0.891,48.25
29065,1.558,0.0294,0.0003275,0,0,2.25,9,2015-2025,9.083,county,28.4,258,5825,7.927,0.8744,131.2
29067,1.794,0.01009,0,0,0,2,6.5,2019-2025,6.833,county,34.68,237,5733,6.789,0.8831,82.25
29069,0.1894,0.01172,0,0,0,2.25,5.5,2014-2025,10.5,county,5.81,61,19180,0.827,0.7623,61.25
29071,0.529,0.01932,0.001506,0,0,2.5,10.25,2014-2025,10.92,county,17.13,187,46670,3.49,0.7014,95.5
29073,1.036,0.002651,0,0,0,1.75,5.25,2014-2025,10.92,county,21.25,232,6636,3.82,0.7413,62.75
29075,1.111,0.0003366,0,0,0,2,7.5,2015-2025,10.25,county,13.56,139,2347,3.683,0.9135,45.75
29077,0.2391,0.0584,0,0,0,3.25,18.25,2014-2025,11.17,county,6.985,78,164100,2.748,0.649,123
29079,0.1503,0,0,0,0,2,6.75,2015-2025,10.75,county,4.372,47,7058,0.6041,0.749,21.25
29081,0.56,0,0,0,0,2.25,6.5,2015-2025,10.42,county,6.144,64,4010,1.94,0.8884,21.25
29083,1.24,0.006193,0.001859,0,0,2.25,5.5,2015-2025,10.75,county,19.07,205,9241,4.801,0.8288,95.75
29085,2.282,0.001974,0,0,0,2,5.25,2015-2025,9.5,county,30,285,3504,7.234,0.8992,39.25
29087,3.516,0.02746,0,0,0,1.75,6.5,2015-2025,10.75,county,21.3,229,1744,13.48,0.9185,128
29089,1.262,0.001596,0,0,0,2,7,2014-2025,10.83,county,18.65,202,4125,4.708,0.8709,28.25
29091,0.3873,0.1316,0.02799,0,0,2.75,38.75,2017-2025,6.583,county,10.18,67,23480,4.896,0.8801,138
29093,1.712,0.0536,0.001494,0,0,2.5,16.75,2014-2025,10.75,county,28.28,304,5709,11.06,0.8998,156.8
29095,0.4205,0.1032,0.007443,0,0,4,24.5,2014-2025,11.17,county,10.75,120,298900,5.595,0.7043,104
29097,0.4359,0.02,0.0004515,0,0,1.75,6,2015-2025,10.17,county,13.48,137,47480,2.088,0.6912,105.8
29099,0.3739,0.09394,0.003598,0,0,4,23,2014-2025,9.583,county,11.37,109,108300,4.472,0.7226,101.8
29101,0.7828,0.001023,0,0,0,2,5.5,2015-2025,9.75,county,17.23,168,20610,3.317,0.6837,56.75
29103,1.029,0.005303,0,0,0,1.25,6.25,2014-2025,8.5,county,13.06,111,2220,3.102,0.8895,38.75
29105,0.5266,0,0,0,0,1.5,4.25,2017-2025,7.083,county,17.22,122,21650,1.671,0.6444,33.25
29107,1.201,0.000898,0,0,0,1.75,5,2015-2025,10.75,county,20.56,221,12160,3.952,0.7965,56.75
29109,0.9322,0.0963,0.0342,0,0,2.25,14.5,2015-2025,9.917,county,13.92,138,14630,8.59,0.9221,105.5
29111,0.4974,0,0,0,0,1.75,4.5,2014-2025,10.58,county,7.181,76,6054,1.616,0.7549,23.5
29113,1.116,0.0123,0,0,0,2,7.5,2014-2025,11.17,county,20.6,230,24420,4.907,0.7585,64
29115,0.527,0,0,0,0,2,5.75,2014-2025,10.5,county,7.81,82,4773,1.815,0.7962,38
29117,0.1893,0,0,0,0,2,5.75,2014-2025,9.833,county,6.407,63,8648,0.7547,0.7032,17.75
29119,0.02025,0.04769,0.004896,0.0001681,0,2.25,12.5,2015-2025,9,state,1,9,177600,0.3195,0.453,52.25
29121,0.4176,0,0,0,0,1,9,2015-2025,7.417,county,6.337,47,8853,1.573,0.766,56
29123,1.043,0.05448,0.01031,0,0,2.25,11.25,2014-2025,9.333,county,17.89,167,8568,7.177,0.8564,154.8
29125,1.351,0.0007263,0,0,0,2,5.75,2014-2025,10.75,county,21.77,234,3602,4.44,0.8474,48
29127,0.2054,0,0,0,0,1.5,4,2014-2025,8.083,county,5.072,41,13100,0.8067,0.5484,28.75
29129,0.08309,0,0,0,0,2.25,4.25,2015-2025,8.083,county,2.598,21,1937,0.3047,0.7012,14.5
29131,0.7045,0.02013,0,0,0,2.25,8.25,2014-2025,10.92,county,13.28,145,12540,3.654,0.7942,67.25
29133,1.022,0.05455,0,0,0,2,11.5,2014-2025,10.58,county,8.315,88,5838,5.043,0.9255,61
29135,0.4158,0,0,0,0,1.75,4.25,2014-2025,11,county,9,99,7207,1.865,0.4933,13.75
29137,0.9872,0.005405,0,0,0,2,5.25,2014-2025,9.083,county,19.38,176,3425,3.502,0.8253,67.5
29139,1.02,0.0002878,0,0,0,2,5.75,2014-2025,9.667,county,16.76,162,5285,3.65,0.7619,42
29141,1.353,0.001356,0,0,0,2.25,6,2014-2025,9.917,county,22.69,225,10000,5.18,0.7482,43.5
29143,0.8979,0.06669,0,0,0,2,12.5,2014-2025,10.58,county,13.8,146,9169,4.596,0.889,76.75
29145,1.786,0.02392,0.001421,0,0,1.75,5.5,2014-2025,10.25,county,29.66,304,21990,7.331,0.8401,105.8
29147,1.118,0.006326,0,0,0,1.5,6.75,2015-2025,10.75,county,17.67,190,8261,3.691,0.8448,35.75
29149,1.682,0.1118,0.003215,0,0,1.75,32.75,2019-2025,6.5,county,35.08,228,4069,14.15,0.9494,138
29151,0.9226,0.0009141,0,0,0,2.25,5.25,2014-2025,10.92,county,17.31,189,5974,3.108,0.8019,36
29153,2.351,0.02373,0,0,0,2,10.75,2019-2025,6.75,county,36.74,248,4000,11.85,0.9143,145
29155,1.386,0.05245,0,0,0,2,6,2014-2025,10.58,county,15.97,169,7582,6.583,0.8789,54.25
29157,0.8506,0.1101,0.01942,0,0,2.75,24.5,2017-2025,8.167,county,11.51,94,11690,7.614,0.9168,235.5
29159,0.674,0.001608,0,0,0,1.5,4.25,2015-2025,10.17,county,15.64,159,16700,2.334,0.6675,40
29161,0.4282,0.03297,0.005396,0,0,2.25,9.25,2017-2025,8.917,county,12.34,110,22130,2.951,0.7386,101
29163,0.7116,0.001137,0,0,0,2.25,7,2014-2025,11.17,county,16.66,186,8194,3.094,0.7029,40.5
29165,0.7913,0.007748,0,0,0,1.75,6.75,2015-2025,10.75,county,17.4,187,42610,3.848,0.695,47.5
29167,0.8551,0.0005707,0,0,0,2,6,2014-2025,10.42,county,14.69,153,11800,3.074,0.7693,31.25
29169,0.3785,0.01702,0,0,0,1.5,6,2017-2025,7.833,county,10.72,84,26190,1.861,0.5951,53
29171,0.3784,0,0,0,0,1.75,3,2019-2025,6.5,county,10.15,66,1768,1.036,0.776,28.75
29173,0.9269,0.01488,0,0,0,1.5,6,2014-2025,10.42,county,14.98,156,5206,3.274,0.806,84.25
29175,0.6416,0.004366,0,0,0,2,8,2014-2025,11.17,county,9.313,104,11250,2.632,0.8188,36.75
29177,1.408,0.004968,0,0,0,1.75,5.5,2014-2025,10.92,county,16.31,178,8773,4.799,0.8084,52.5
29179,2.973,0.05751,0.005693,0,0,2.5,12.75,2014-2025,9.5,county,47.79,454,4024,19.51,0.9307,282.8
29181,1.541,0.06374,0.00216,0,0,1.75,10,2019-2025,6.5,county,22.92,149,7306,9.632,0.9123,136.5
29183,0.2343,0.0147,0,0,0,2,7.5,2014-2025,11.17,county,7.881,88,181800,1.81,0.4872,46.75
29185,1.539,0.02084,0.004141,0,0,2.25,6.25,2015-2025,10.75,county,25.67,276,3955,7.171,0.8838,102.5
29186,0.9471,0.0111,0,0,0,2.25,6.25,2015-2025,9.083,county,16.73,152,10460,4.031,0.858,108
29187,0.4878,0.03764,0.0008369,0,0,2.5,17,2014-2025,10.58,county,10.77,114,32640,3.556,0.768,96
29189,0.1384,0.2037,0.0134,0,0,7,40.25,2014-2025,7.5,county,4.533,34,594500,3.259,0.6136,123.8
29195,0.4333,0.001767,0,0,0,2,5.5,2014-2025,9.833,county,12.1,119,12350,1.631,0.689,32.25
29197,1.61,0.007706,0,0,0,2,5,2014-2025,8.583,county,22.95,197,1531,5.054,0.8736,40.5
29199,1.799,0,0,0,0,1.5,4.5,2014-2025,9,county,21.78,196,1563,4.463,0.8753,48.5
29201,0.5149,0.03067,0,0,0,1.75,6.5,2014-2025,8.75,county,10.29,90,24730,2.109,0.8273,63.25
29203,2.236,0.05175,0.00303,0,0,2.5,16,2017-2025,8.5,county,39.65,337,3195,13.89,0.9302,91
29205,0.9642,0,0,0,0,1.75,7.25,2019-2025,6.5,county,16.77,109,2485,3.437,0.8184,48
29207,0.7038,0.1362,0.0007172,0,0,1.75,30.75,2014-2025,10.58,county,11.53,122,17220,5.731,0.9002,88.25
29209,1.488,0.001557,0,0,0,1.75,5.25,2015-2025,9.833,county,18.31,180,12730,4.919,0.7906,56.75
29211,0.4876,0,0,0,0,2.75,7.25,2014-2025,9.083,county,5.945,54,1991,1.791,0.918,31.75
29213,0.7819,0.01986,0.0006471,0,0,2,8,2015-2025,10.08,county,16.07,162,29210,3.802,0.8324,104.5
29215,1.342,0.002533,0,0,0,2,6.75,2017-2025,8.917,county,26.13,233,9335,5.351,0.7992,59
29217,1.765,0.003693,0,0,0,2.25,5.25,2015-2025,10.75,county,22.33,240,7776,6.179,0.8169,42.25
29219,1.54,0.009639,0,0,0,2,6,2014-2025,11.17,county,23.82,266,14350,6.458,0.7745,70
29221,1.536,0.01405,0,0,0,2.25,11,2014-2025,10.92,county,29.4,321,10160,8.544,0.8471,68.75
29223,3.424,0.03288,0.002633,0,0,2.25,10,2019-2025,6.5,county,52.62,342,7134,18.75,0.904,143.5
29225,0.4209,0.1443,0.02231,0,0,3.25,62,2014-2025,10.75,county,9.302,100,13720,8.141,0.7471,135.5
29227,4.116,0.00007253,0,0,0,1.5,5,2016-2025,8.667,county,11.88,103,773,11.6,0.9354,27
29229,0.9062,0.01657,0.001991,0,0,2,5.25,2017-2025,8.583,county,13.98,120,7683,3.692,0.8383,270.2
29510,0.8909,0.1466,0.03122,0.002071,0,4.5,35,2014-2025,10.58,county,20.22,214,143100,14.71,0.7782,197.8
30001,1.314,0,0,0,0,1.5,4.25,2019-2025,6.583,county,7.291,48,4107,3.104,0.9289,7.75
30003,0.1086,0.04503,0.01897,0,0,5.75,9.5,2019-2025,7,county,2,14,6865,1.073,0.7838,146.5
30005,2.367,0.001568,0,0,0,3,6.75,2020-2025,6,county,18.33,110,2740,9.036,0.9325,30
30007,1.14,0,0,0,0,2.25,4.25,2019-2025,6.083,county,17.42,106,2872,3.41,0.8746,22.5
30009,1.378,0.002831,0,0,0,2,7.75,2016-2025,7.167,county,20.79,149,6512,4.781,0.8901,41.75
30011,0,0.03496,0.001032,0,0,2.5,8.25,2016-2025,3.583,state,0,0,598,0.02905,0,0
30013,1.227,0.003644,0.001875,0,0,2.5,5.5,2019-2025,6.083,county,27.95,170,39170,5.021,0.7804,121.8
30015,3.547,0.004217,0,0,0,2.75,6,2020-2025,6,county,20.17,121,2184,13.08,0.9664,50.75
30017,0.6806,0,0,0,0,1,7.25,2017-2025,7.25,county,5.931,43,6942,1.754,0.8017,24
30019,1.038,0.01097,0,0,0,2,3,2017-2025,4.917,county,3.661,18,714,3.3,0.7858,57.25
30021,0.3553,0,0,0,0,1.75,5.5,2017-2025,7.083,county,4.518,32,7435,1.196,0.6446,14
30023,1.469,0.0008899,0,0,0,1.75,3.75,2019-2025,6.083,county,18.74,114,6663,3.954,0.7971,37.25
30025,0.3683,0.007541,0.002977,0,0,2,4.75,2017-2025,6,county,4.833,29,2280,1.327,0.7628,131.2
30027,1.149,0.01045,0,0,0,2,5.75,2019-2025,6.083,county,8.712,53,5384,4.033,0.9105,48
30029,0.8945,0.06076,0.001093,0,0,2.5,14.75,2014-2025,10,county,18.6,186,65580,6.428,0.8262,114.2
30031,0.3081,0.007243,0,0,0,2.25,5.5,2019-2025,6.417,county,8.727,56,96600,1.8,0.5425,56.75
30033,0,0.03496,0.001032,0,0,2.5,8.25,2020-2025,0.8333,state,0,0,1613,0.1365,0,0
30035,0,0.03496,0.001032,0,0,2.5,8.25,2022-2024,2.667,state,0,0,12670,0,0,0
30037,5.948,0,0,0,0,2.25,4.25,2020-2025,5.917,county,14.2,84,355,16.97,0.9236,15.75
30039,2.814,0.005554,0,0,0,3,6.75,2019-2025,6.083,county,28.44,173,2293,10.97,0.9424,49.5
30041,1.709,0,0,0,0,2.5,4.75,2020-2025,6,county,16.67,100,7876,4.964,0.9449,23
30043,1.289,0.07803,0,0,0,2.75,7.25,2019-2025,6.083,county,19.89,121,5322,7.084,0.876,52
30045,3.458,0.01686,0.000826,0,0,2.5,6,2020-2025,5.917,county,18.25,108,1006,14.44,0.9649,96
30047,0.331,0.05673,0,0,0,2,12.5,2014-2025,10,county,6.6,66,24040,2.067,0.8663,84.75
30049,1.178,0.008243,0,0,0,2.25,5.75,2019-2025,6.083,county,19.07,116,32890,4.663,0.8159,87.25
30051,4.246,0.002561,0,0,0,2,5,2020-2025,5.833,county,15.77,92,804,11.38,0.9693,60.25
30053,1.646,0.06174,0.002423,0,0,2.75,17.25,2014-2025,10.17,county,24.59,250,12720,11.64,0.9422,159.8
30055,0,0.03496,0.001032,0,0,2.5,8.25,2017-2024,3.167,state,0,0,2179,0.008442,0,0
30057,2.583,0,0,0,0,3,8.25,2019-2025,6.25,county,31.52,197,6199,11.66,0.9135,28.25
30059,9.192,0.005479,0.0003044,0,0,2.5,5.5,2020-2025,6,county,28.17,169,834,30.93,0.9751,94.5
30061,3.752,0.04117,0.0009849,0,0,3.75,16.5,2017-2025,6.833,county,16.68,114,2455,24.59,0.9796,147
30063,0.7763,0.1547,0.004605,0,0,2.75,33,2019-2025,6.833,county,16.39,112,57350,7.94,0.8874,126.5
30065,1.044,0.04002,0.0006759,0,0,3.5,8,2020-2025,6,county,14.83,89,2362,5.623,0.9406,126.5
30067,1.157,0.007619,0,0,0,2.25,6.25,2014-2025,9.083,county,18.83,171,8763,4.536,0.866,81
30071,3.724,0.003767,0.00277,0,0,1.75,5.25,2019-2025,6.083,county,13.97,85,1992,11.15,0.9951,281.2
30073,2.31,0.0006942,0,0,0,2.5,5.5,2019-2025,6.083,county,19.4,118,2153,7.164,0.9259,55.5
30075,0.2878,0.007098,0,0,0,2.75,6.75,2016-2025,5.25,county,7.81,41,746,1.302,0.828,45.75
30077,1.156,0.03162,0.001536,0,0,2.5,9.5,2020-2025,6,county,16.67,100,4506,6.741,0.8839,127.8
30079,1.841,0.0009053,0,0,0,2.5,6,2017-2025,4.75,county,6.105,29,758,6.052,0.9258,24.75
30081,0.6247,0.03857,0,0,0,2.75,14,2019-2025,6.833,county,11.85,81,25040,3.964,0.868,61.25
30083,0.3693,0.01402,0.01006,0,0,3.5,7.75,2017-2025,6.917,county,3.181,22,9805,2.352,0.7484,167.5
30085,0.3028,0,0,0,0,2.25,4.75,2017-2025,7.083,county,5.224,37,7252,1.025,0.6907,15
30087,1.023,0.002437,0,0,0,1.75,6,2017-2025,7.333,county,10.23,75,4647,3.241,0.8781,41.25
30089,1.97,0.06186,0.0003617,0,0,2.25,13.75,2014-2025,8.25,county,27.15,224,7314,12.4,0.9215,128
30091,0.6858,0.005843,0,0,0,2,7,2017-2025,6.5,county,7.077,46,1766,2.714,0.8084,58
30093,0.6274,0.00579,0,0,0,2,4.5,2019-2025,6.083,county,11.34,69,24070,2.226,0.7503,54.25
30095,0.5819,0,0,0,0,2,4.75,2020-2025,5.917,county,7.437,44,5383,1.78,0.8869,21.25
30097,1.824,0.003302,0,0,0,2.75,6.5,2020-2025,6,county,18.33,110,1993,7.094,0.9397,52
30099,3.023,0.008593,0,0,0,2,5,2020-2025,6,county,26.5,159,2464,9.001,0.9406,71.5
30101,0,0.03496,0.001032,0,0,2.5,8.25,2022-2024,1.833,state,0,0,3546,0,0,0
30103,0,0.03496,0.001032,0,0,2.5,8.25,2022-2024,1.833,state,0,0,548,0,0,0
30105,2.428,0.001419,0.0004327,0,0,2.25,6.75,2019-2025,6.083,county,14.14,86,3912,7.387,0.9704,84.75
30107,3.485,0.01902,0,0,0,2.5,7,2020-2025,6,county,21.33,128,875,15.2,0.9708,54
