fips,events_per_customer_year,p_ge_1d,p_ge_3d,p_ge_7d,p_ge_14d,median_hours,p90_hours,years_covered,years_of_data,duration_basis,events_per_year,events,customers,customer_hours_per_customer_year,share_customer_hours_in_events,longest_event_hours
17031,0.07323,0.131,0,0,0,9.5,28.25,2014-2025,11.17,county,1.433,16,2162000,1.902,0.4693,123
17033,1.084,0.01583,0,0,0,1.75,7.25,2014-2025,10.67,county,15.09,161,10220,4.578,0.8501,75.75
17035,0.973,0.0003376,0,0,0,2.25,6.25,2014-2025,10.5,county,17.71,186,4929,3.428,0.8619,94
17037,0.1392,0.0113,0,0,0,3,12,2014-2025,11.17,county,3.851,43,79680,1.216,0.6049,74.5
17039,1.796,0.02805,0,0,0,2.25,9.25,2014-2025,10.58,county,19.28,204,6665,9.182,0.9021,120.5
17041,1.408,0.03626,0.006843,0,0,2,5.75,2014-2025,10.58,county,13.13,139,8333,6.47,0.8877,102.5
17043,0.1174,0.1143,0,0,0,5.5,26.25,2014-2025,10.58,county,3.024,32,348900,2.293,0.5095,99.25
17045,1.143,0.06038,0.02286,0,0,1.75,10.75,2014-2025,10.58,county,12.66,134,8690,7.832,0.8855,119.5
17047,0.573,0,0,0,0,1.5,4.5,2014-2025,10.58,county,7.276,77,4061,1.725,0.7559,31.75
17049,0.6412,0.0005267,0,0,0,1.5,3.5,2014-2025,10.58,county,11.43,121,14830,1.879,0.6899,29.5
17051,1.899,0.001698,0,0,0,2.25,5.5,2014-2025,10.58,county,27.78,294,7678,6.646,0.8582,44
17053,0.9931,0.002027,0,0,0,1.5,5.5,2014-2025,11,county,11.91,131,5689,3.111,0.7535,69.25
17055,1.342,0.01157,0,0,0,1.75,6,2014-2025,11,county,20.09,221,19260,4.99,0.8135,140.5
17057,0.683,0.02137,0,0,0,2,7.5,2014-2025,10.58,county,13.7,145,13960,3.155,0.8083,71.75
17059,2.585,0.01916,0,0,0,1.5,7.75,2014-2025,10.92,county,16.49,180,2453,9.948,0.9001,165.8
17061,0.7575,0.003118,0,0,0,1.75,4.75,2014-2025,10.58,county,7.087,75,5200,2.42,0.8065,38.75
17063,0.191,0.132,0.00311,0,0,3,26.5,2014-2025,10.58,county,5.102,54,43430,2.276,0.7545,105.8
17065,0.5359,0.02261,0.001241,0,0,1.75,5.75,2014-2025,10.42,county,11.33,118,4619,2.278,0.8709,141.5
17067,0.7978,0.03995,0.01907,0,0,2,8.25,2014-2025,10.58,county,10.3,109,9010,4.807,0.8783,100
17069,1.789,0.02224,0,0,0,1.5,6.5,2017-2025,8.833,county,17.32,153,1910,6.867,0.899,144.8
17071,2.732,0.0196,0,0,0,2.5,8,2014-2025,10.58,county,15.69,166,3381,11.49,0.9184,66.75
17073,0.412,0.05543,0.00382,0,0,2.25,11,2014-2025,11.17,county,12.63,141,40980,2.935,0.8074,119.5
17075,0.8704,0.003188,0,0,0,1.75,5.75,2014-2025,11.08,county,13.62,151,11220,3.15,0.7263,53.25
17077,0.761,0.003905,0,0,0,2.25,6.75,2014-2025,10.58,county,15.12,160,26620,3.289,0.7369,57
17079,1.173,0.008163,0,0,0,1.75,5.25,2014-2025,10.58,county,13.98,148,4528,3.712,0.8935,45.25
17081,1.233,0.00383,0.0004225,0,0,2,6.5,2014-2025,10.58,county,24.66,261,22670,4.999,0.7702,76
17083,0.9374,0,0,0,0,1.75,4.5,2014-2025,10.58,county,13.98,148,7735,3.015,0.7411,29
17085,0.8156,0.03577,0,0,0,2,10.25,2014-2025,10.58,county,10.96,116,10070,4.181,0.8461,71
17087,0.8996,0.01723,0,0,0,2,9.25,2014-2025,11,county,12.55,138,6500,4.054,0.8545,147
17089,0.1793,0.0399,0,0,0,4.75,17.75,2014-2025,10.58,county,4.724,50,182300,2.181,0.6299,67
17091,0.2432,0.08064,0.01325,0,0,5.25,20.25,2014-2025,11.17,county,5.373,60,85550,2.84,0.7734,142.5
17093,0.1497,0.002142,0,0,0,1.5,8,2014-2025,11.17,county,4.209,47,92750,0.8756,0.5359,64.5
17095,1.111,0.01135,0,0,0,2.25,8.5,2014-2025,10.58,county,22.96,243,26000,5.522,0.7674,64.25
17097,0.05107,0.06673,0,0,0,6.5,20,2014-2025,10.58,county,1.89,20,581000,0.9812,0.4582,50.5
17099,0.4504,0.06411,0,0,0,3,20.75,2014-2025,11.17,county,11.55,129,63020,4.523,0.7618,125.5
17101,1.111,0.00204,0,0,0,2.25,8.75,2014-2025,10.58,county,13.13,139,7796,4.697,0.8724,54.5
17103,0.7372,0.07168,0,0,0,2,18,2014-2025,10.58,county,10.2,108,25660,4.815,0.8695,102
17105,0.5892,0.02136,0,0,0,1.5,10,2014-2025,11.17,county,11.55,129,25190,3.007,0.7913,104.5
17107,1.192,0.03583,0.001257,0,0,1.75,8.25,2014-2025,10.58,county,18.43,195,11100,6.377,0.8228,85
17109,0.3233,0.05753,0.01697,0,0,2,13,2014-2025,10.58,county,6.992,74,12740,2.371,0.8731,106.5
17111,0.3071,0.08361,0,0,0,4.5,22.25,2014-2025,10.58,county,7.748,82,120400,3.553,0.717,72
17113,0.3509,0.03412,0,0,0,2,8.5,2014-2025,10.58,county,10.3,109,81860,2.4,0.6078,135.8
17115,0.5796,0.0466,0.01482,0,0,2.75,11.5,2014-2025,10.58,county,15.69,166,45050,4.826,0.7822,118.2
17117,0.8892,0.008632,0,0,0,2,7.75,2014-2025,10.58,county,15.4,163,17570,4.275,0.7323,63.5
17119,0.619,0.02622,0.0007565,0,0,2.5,9.25,2014-2025,10.67,county,16.5,176,108900,4.059,0.7028,98.25
17121,1.142,0.01211,0,0,0,2.25,8.5,2014-2025,10.67,county,17.06,182,15240,5.255,0.8471,68
17123,1.283,0.05668,0.0006092,0,0,2.5,14.25,2014-2025,11.17,county,17.55,196,7906,8.553,0.8704,128
17125,0.7858,0.004633,0,0,0,2,4.75,2014-2025,10.58,county,11.34,120,5788,2.907,0.7748,40
17127,0.1689,0,0,0,0,2.25,7.25,2014-2025,10.5,county,3.333,35,8175,0.6714,0.7904,24
17129,0.6347,0.002664,0,0,0,1.25,4.25,2014-2025,10.58,county,8.693,92,5085,1.754,0.7508,35
17131,1.922,0.01705,0.01034,0.01022,0.004955,2.25,6.25,2014-2025,11,county,24.64,271,8972,14.4,0.973,530.5
17133,0.7429,0.06019,0.01332,0,0,3,19.25,2014-2025,10.58,county,12.66,134,15590,6.335,0.8796,98.75
17135,0.9153,0.01087,0,0,0,1.75,5.75,2014-2025,10.67,county,15.66,167,11260,3.607,0.7842,69.5
17137,0.741,0.05037,0,0,0,2,11.25,2014-2025,10.58,county,11.15,118,16520,4.646,0.8598,132
17139,0.5778,0.01287,0,0,0,1.5,5.75,2014-2025,10.5,county,5.429,57,6492,2.067,0.8056,101.2
17141,0.3131,0.04811,0.0008473,0,0,4,17,2014-2025,10.58,county,7.937,84,42030,2.811,0.7903,93.25
17143,0.2676,0.05844,0,0,0,2.75,15.75,2014-2025,10.58,county,9.827,104,137500,3.048,0.5564,56.75
17145,0.9053,0.01491,0,0,0,2.25,12.25,2014-2025,10.58,county,13.23,140,11980,5.038,0.8343,71.25
17147,1.506,0.01082,0.002312,0,0,2,4.75,2014-2025,10.58,county,15.69,166,6783,5.495,0.8612,96.25
17149,1.266,0.01714,0,0,0,1.5,5.25,2014-2025,10.58,county,12,127,6793,4.127,0.8542,70.75
17151,1.732,0.02369,0,0,0,1.75,7.25,2017-2025,8.917,county,18.95,169,1842,7.644,0.9268,165.2
17153,0.9967,0.0008925,0,0,0,1.75,5.5,2014-2025,10.5,county,9.333,98,3212,3.004,0.8454,25.5
17155,2.142,0.02917,0,0,0,2.5,13.25,2014-2025,10.58,county,24.76,262,2501,12.25,0.9253,87.25
17157,0.9707,0.009767,0.0009364,0,0,2.5,7.25,2014-2025,10.58,county,15.87,168,14970,4.536,0.8014,75.25
17159,0.4826,0.0003869,0,0,0,2.25,6,2014-2025,10.58,county,8.22,87,9109,1.885,0.738,26.25
17161,0.7039,0.05289,0.01343,0,0,2,16.5,2014-2025,10.58,county,19.56,207,83680,5.386,0.8369,150.2
17163,0.4869,0.1003,0.0001465,0,0,3,24,2014-2025,10.58,county,12.38,131,100700,5.43,0.7314,113.8
17165,0.8623,0.06023,0,0,0,2,16.75,2014-2025,10.92,county,11.36,124,12970,5.989,0.8536,150.5
17167,0.1365,0.1582,0.04432,0.01985,0,3.25,34.5,2014-2025,10.58,county,5.102,54,138500,2.692,0.742,219
17169,0.656,0.004832,0,0,0,1.5,4.5,2014-2025,10.42,county,6.528,68,2847,1.825,0.7805,50.75
17171,2.479,0.02137,0,0,0,1.75,9.25,2014-2025,10.5,county,12.86,135,2163,9.052,0.9243,61.75
17173,1.482,0.01013,0.0007797,0,0,2,6.5,2014-2025,10.67,county,24.84,265,8762,5.669,0.8693,168.5
17175,1.959,0.07786,0,0,0,3.5,19,2014-2025,10.58,county,17.76,188,3173,14.12,0.9425,71.5
17177,0.6889,0.0333,0,0,0,2,15.75,2014-2025,10.58,county,10.87,115,19340,4.427,0.8183,69.5
17179,0.3306,0.04979,0,0,0,2.25,15.25,2014-2025,10.58,county,11.53,122,80880,3.1,0.6189,60
17181,0.9931,0.01149,0,0,0,1.5,4.25,2014-2025,10.58,county,8.693,92,10280,2.818,0.8578,62
17183,0.6153,0.06382,0.02828,0,0,1.5,8.5,2014-2025,10.58,county,13.51,143,46370,4.914,0.8298,140.8
17185,0.08102,0,0,0,0,1.75,4.25,2014-2025,10.33,county,3.677,38,9760,0.3063,0.7165,16.25
17187,1.573,0.007223,0.001374,0,0,2.25,7,2014-2025,10.67,county,16.03,171,8244,6.22,0.8894,107.2
17189,1.274,0.0405,0.005757,0,0,2.25,8.75,2014-2025,10.58,county,20.22,214,7318,7.601,0.8562,95
17191,0.6144,0,0,0,0,1.25,2.75,2014-2025,9.667,county,8.172,79,10400,1.463,0.6809,15.25
17193,0.3966,0.008825,0.0001553,0,0,1.75,4.75,2014-2025,10.83,county,7.662,83,8994,1.557,0.6866,124.5
17195,0.2339,0.1423,0.01175,0,0,3,24.5,2014-2025,10.67,county,6.562,70,44030,3.448,0.7437,125
17197,0.1551,0.2096,0.00155,0,0,7.25,41.75,2014-2025,10.58,county,3.213,34,299500,3.176,0.7085,132
17199,0.652,0.03148,0,0,0,2,8.75,2014-2025,10.92,county,12.64,138,35620,3.488,0.7923,137
17201,0.2603,0.1114,0.001935,0,0,6.75,24.75,2014-2025,10.58,county,5.764,61,120800,3.711,0.7413,116.8
17203,0.5695,0.03935,0,0,0,2,9.75,2014-2025,11.17,county,10.48,117,24080,3.44,0.76,134.5
18001,0.6705,0.001536,0,0,0,2,5.25,2014-2025,11.17,county,11.19,125,12350,2.565,0.7168,43
18003,0.3761,0.06993,0.003725,0,0,2.75,20.25,2014-2025,11.17,county,15.58,174,156700,4.015,0.6842,93
18005,0.9756,0.03892,0,0,0,2.5,10.5,2014-2025,10.25,county,19.32,198,32770,5.657,0.8347,78.5
18007,0.9204,0.02333,0,0,0,2.75,10,2015-2025,10.75,county,10.14,109,4132,4.842,0.9391,57.25
18009,0.7129,0.02603,0.00007978,0,0,2.75,11,2014-2025,11.17,county,9.94,111,7872,3.992,0.9163,76
18011,0.1391,0,0,0,0,2.25,5.5,2014-2025,11.17,county,3.493,39,40710,0.6376,0.6503,22.25
18013,4.301,0.02985,0.0004203,0,0,2.5,9,2014-2025,11.17,county,48.09,537,7184,21.62,0.913,149.5
18015,0.5984,0.004791,0,0,0,2.75,9,2014-2025,11.17,county,14.42,161,9746,2.78,0.8619,57
18017,0.08753,0.008758,0,0,0,2.25,6.5,2014-2025,11.17,county,3.313,37,24300,0.477,0.5742,27
18019,0.6533,0.01128,0,0,0,2,7.25,2014-2025,11.17,county,15.76,176,57050,3.607,0.6675,63.5
18021,1.03,0.05507,0.01083,0,0,1.75,10.5,2014-2025,11.17,county,17.28,193,13160,6.742,0.8433,114
18023,0.3438,0.0178,0,0,0,2.5,8.75,2014-2025,11.17,county,9.403,105,19860,1.794,0.7937,61.75
18025,2.518,0.02842,0.002289,0,0,2.5,10,2014-2025,11.17,county,28.75,321,4537,13.27,0.9152,90.25
18027,0.0985,0.002045,0,0,0,2.25,5.25,2014-2025,11,county,3.909,43,19860,0.4645,0.7143,26
18029,0.8547,0.005945,0,0,0,2,8,2014-2025,11.17,county,17.1,191,19920,3.572,0.7995,47.25
18031,0.3749,0.008103,0,0,0,2.5,6.75,2014-2025,11.17,county,8.955,100,12880,1.697,0.8104,45.25
18033,0.2808,0.01146,0,0,0,2.75,9.75,2014-2025,11.17,county,8.597,96,30180,1.637,0.7502,35.5
18035,0.398,0.04155,0.001454,0.001144,0,3,11,2014-2025,11.17,county,15.58,174,81400,2.971,0.7308,169
18037,0,0.04021,0.002419,0.0001859,0.0001129,2.5,12,2019-2025,4.083,state,0,0,31720,0.0006582,0,0
18039,0.9881,0.06555,0,0,0,3,16,2014-2025,11.17,county,26.33,294,71750,7.667,0.8094,78.5
18041,0.8908,0.01198,0,0,0,1.75,5.5,2014-2025,11.17,county,12.72,142,9672,3.26,0.7997,54.25
18043,0.9444,0.02234,0,0,0,2,9.25,2014-2025,11.17,county,19.88,222,33250,4.948,0.7758,67.5
18045,1.367,0.01257,0.0004034,0,0,2,6.75,2014-2025,11.17,county,15.85,177,6820,5.467,0.8627,78.25
18047,1.083,0.001216,0,0,0,2.25,5.5,2014-2025,11.17,county,21.85,244,8976,3.884,0.7986,43.25
18049,0.6988,0.01044,0,0,0,2,9.75,2014-2025,11.17,county,11.01,123,9014,2.989,0.8644,58
18051,0.9769,0.001884,0,0,0,2.25,8.75,2014-2025,11.17,county,16.66,186,14940,4.205,0.8441,80.25
18053,0.425,0.02703,0,0,0,3,9.75,2014-2025,11.17,county,13.43,150,47770,2.776,0.7297,55
18055,0.6275,0.02766,0,0,0,2,8.25,2014-2025,11.17,county,14.51,162,18600,3.085,0.8413,93.5
18057,0.3648,0.003346,0,0,0,2,6.5,2014-2025,11.17,county,14.51,162,159200,2.037,0.5718,48.75
18059,0.2156,0,0,0,0,2.25,6.5,2014-2025,11.17,county,6.806,76,40260,1.075,0.6489,24.25
18061,1.114,0.008148,0,0,0,2,8,2014-2025,11.17,county,21.04,235,14810,4.957,0.7532,70.5
18063,0.3812,0.01573,0.01046,0,0,1.75,6.5,2014-2025,11.17,county,11.73,131,75180,2.166,0.7165,114.5
18065,0.4769,0.007159,0,0,0,2.25,4.75,2014-2025,11.17,county,10.21,114,18810,2.038,0.7173,36.75
18067,0.807,0.03196,0,0,0,2,13,2014-2025,11.17,county,17.01,190,41370,4.667,0.8068,99.75
18069,0.411,0.003176,0,0,0,2,4,2014-2025,11.17,county,8.06,90,15160,1.502,0.7191,45
18071,0.582,0.003501,0,0,0,2.25,8.25,2014-2025,11.17,county,10.75,120,23340,2.679,0.8124,45.25
18073,0.1462,0.003663,0,0,0,2.75,5.5,2015-2025,10.5,county,5.81,61,19210,0.7744,0.6488,49.25
18075,0.3949,0.02828,0,0,0,2.25,10.5,2014-2025,11.17,county,8.149,91,9495,2.132,0.8035,72.25
18077,1.313,0.03188,0,0,0,2.5,12.25,2014-2025,11.17,county,24.09,269,15910,8.437,0.8199,83.25
18079,0.7602,0.0235,0,0,0,2.25,10.25,2014-2025,11.08,county,12.63,140,13390,3.881,0.8282,67.25
18081,0.3547,0.01569,0,0,0,1.75,8.75,2014-2025,11.17,county,10.57,118,60270,1.885,0.7174,64.75
18083,1.14,0.04386,0.0002678,0,0,2,6.25,2014-2025,11.17,county,16.03,179,15840,5.966,0.8752,77
18085,1.024,0.02474,0,0,0,2.25,9.5,2014-2025,11.08,county,20.3,225,40400,6.444,0.7175,74.5
18087,0.9524,0.01593,0,0,0,2.75,10.25,2015-2025,10.67,county,18.56,198,12800,5.217,0.8895,71.5
18089,0.4958,0.03962,0.002041,0,0,2.75,13,2015-2025,10.58,county,13.98,148,252600,4.304,0.6407,97.5
18091,1.004,0.03188,0,0,0,2.75,14.25,2014-2025,11.17,county,28.39,317,58240,7.144,0.781,94
18093,1.043,0.01894,0,0,0,2.25,8,2014-2025,11.17,county,20.42,228,21230,5.167,0.7772,64.75
18095,0.5375,0.04352,0,0,0,2.25,12.25,2014-2025,11.17,county,17.73,198,76320,3.827,0.7359,101.8
18097,0.2467,0.1105,0.003325,0,0,3.75,24.25,2014-2025,11.17,county,6.627,74,493300,3.881,0.6073,123.2
18099,0.7591,0.01951,0.00679,0.002293,0.001529,2,8,2014-2025,11.17,county,13.52,151,20990,4.626,0.8399,1462
18101,0.4255,0.02451,0,0,0,2.5,8.5,2014-2025,11.08,county,4.782,53,5044,2.033,0.9264,46.5
18103,0.1571,0.02032,0,0,0,2,8.5,2014-2025,11.17,county,5.821,65,21320,0.7801,0.7937,28.75
18105,0.6797,0.1025,0.003102,0,0,2.5,24,2014-2025,11.17,county,14.06,157,75420,6.779,0.7783,109
18107,0.3211,0.01924,0.002783,0,0,1.75,6,2014-2025,11.08,county,8.301,92,22710,1.615,0.7424,74.75
18109,1.099,0.03558,0.002132,0,0,2,8.5,2014-2025,11.17,county,20.78,232,31870,6.309,0.7967,133.8
18111,1.11,0.00666,0,0,0,2.75,9.75,2015-2025,10.75,county,13.49,145,6445,5.302,0.8727,60.25
18113,0.2714,0.02326,0,0,0,2.75,10.75,2014-2025,11.17,county,7.522,84,24980,1.826,0.6997,55.5
18115,0.8678,0.005372,0,0,0,1.75,5.5,2020-2025,6,county,18.67,112,2860,3.026,0.8366,43.25
18117,0.3955,0.008836,0,0,0,3.5,9.25,2014-2025,11.17,county,6.358,71,12170,2.144,0.8364,67
18119,1.718,0.06063,0.01309,0,0,2.25,11.25,2014-2025,11.17,county,24.99,279,13310,12.36,0.8739,149.2
18121,0.3134,0.0369,0.016,0,0,3,7.75,2014-2025,11.08,county,8.481,94,7700,1.884,0.8796,97.25
18123,0.009566,0.04021,0.002419,0.0001859,0.0001129,2.5,12,2017-2025,4.583,state,0.4364,2,10470,0.08208,0.8655,10.5
18125,1.72,0.01341,0.0004759,0,0,2.25,8.5,2014-2025,11.17,county,20.96,234,5031,7.405,0.9001,140.8
18127,1.365,0.01773,0.002081,0,0,2,7.25,2015-2025,10.5,county,31.33,329,84000,6.938,0.7734,115.5
18129,1.232,0.02267,0,0,0,1.75,7.25,2014-2025,11,county,18.18,200,11690,4.991,0.8478,92
18131,0.76,0.02061,0,0,0,2.5,9.25,2015-2025,10.42,county,12.1,126,6086,3.745,0.8483,99
18133,0.7337,0.04878,0.006274,0,0,2.25,10.75,2014-2025,11.17,county,15.58,174,17140,4.766,0.8314,140.5
18135,0.983,0.01041,0,0,0,2.25,5.75,2014-2025,11.17,county,16.3,182,11480,4.425,0.8001,54.25
18137,0.5909,0.02696,0,0,0,2.25,9.5,2014-2025,11.17,county,12.09,135,16110,3.06,0.7982,57.75
18139,1.087,0.002805,0,0,0,2.25,8.5,2014-2025,11.17,county,12.54,140,7695,4.269,0.8848,45.5
18141,0.6869,0.06295,0,0,0,3.75,20.25,2014-2025,11.17,county,22.03,246,107500,6.951,0.7426,75
18143,0.4384,0.00892,0,0,0,2.25,9.25,2014-2025,11.08,county,9.023,100,12850,2.092,0.8185,78.75
18145,0.4818,0.01281,0,0,0,2,7.25,2014-2025,11.17,county,12.18,136,18910,2.361,0.7468,50
18147,0.8678,0.02849,0,0,0,2,7.5,2017-2025,8.667,county,12.92,112,9969,3.867,0.8314,72.75
18149,1.702,0.008013,0,0,0,2.5,8.25,2015-2025,10.5,county,21.24,223,10010,7.541,0.881,106.2
18151,1.052,0.02336,0,0,0,2.25,12.75,2014-2025,11.08,county,15.34,170,17430,5.579,0.8959,51.5
18153,1.076,0.01965,0,0,0,2,8.5,2014-2025,11.08,county,14.71,163,7823,4.905,0.8997,72.25
18155,0.9801,0.001835,0,0,0,1.75,9.25,2014-2025,10.83,county,14.77,160,4722,4.121,0.817,39.25
18157,0.5829,0.005703,0,0,0,2,6.25,2014-2025,11.17,county,15.4,172,73330,2.809,0.6587,48
18159,0.8045,0.01161,0,0,0,2.25,8.25,2014-2025,11.17,county,13.79,154,6604,3.634,0.8666,45.75
18161,1.264,0.02057,0,0,0,2.5,9.25,2014-2025,11.08,county,15.43,171,2912,6.069,0.8975,50.5
18163,0.4059,0.1104,0.002509,0.002509,0.002509,2.5,27.75,2017-2025,8.75,county,9.371,82,106000,5.024,0.7692,518.2
18165,1.538,0.0254,0.009455,0,0,1.75,6,2014-2025,11.17,county,15.13,169,6886,7.069,0.8982,97
18167,0.9227,0.1066,0.0348,0,0,2,25.75,2014-2025,11.17,county,18.63,208,51610,9.216,0.8664,105.8
18169,0.615,0.0005254,0,0,0,1.75,4.75,2014-2025,11.17,county,10.93,122,12470,2.03,0.7741,33
18171,0.4677,0.01509,0,0,0,2.25,5.75,2014-2025,11.17,county,10.21,114,3591,1.756,0.8763,33.5
18173,1.108,0.04935,0.006831,0.006831,0.003668,2,12.25,2014-2025,11,county,14.36,158,24540,9.459,0.9127,639.2
18175,0.7634,0.02072,0,0,0,2.5,15,2014-2025,11.17,county,11.1,124,12350,4.524,0.9105,69.5
18177,0.2115,0.0002521,0,0,0,2.5,6.5,2014-2025,11.17,county,7.254,81,40310,1.108,0.6757,27.5
18179,0.1644,0.02064,0,0,0,3,13,2014-2025,11.17,county,5.731,64,17370,1.289,0.6702,38.75
18181,0.9203,0.007502,0,0,0,2,5,2015-2025,10.5,county,14.76,155,12760,3.259,0.8634,48.25
18183,0.4128,0.07326,0,0,0,1.5,8.25,2014-2025,11.17,county,7.791,87,30560,2.297,0.8301,74
19001,0.3768,0,0,0,0,1.25,4.25,2014-2025,10.75,county,6.14,66,3686,1.099,0.7534,28.5
19003,2.048,0.02912,0,0,0,1.5,6.5,2014-2025,10.67,county,24.09,257,1844,8.096,0.9249,131.8
19005,1.247,0.001628,0,0,0,1.75,4.25,2014-2025,11.17,county,15.49,173,6750,3.871,0.801,29.5
19007,1.21,0.01274,0.0004618,0,0,2,7,2014-2025,11.17,county,19.52,218,6572,5.3,0.7771,93.25
19009,1.355,0.002197,0,0,0,1.5,3.75,2015-2025,10.33,county,13.55,140,2535,3.719,0.7962,82.25
19011,0.6565,0.1026,0.07012,0.01145,0,1.75,25,2014-2025,11.17,county,11.46,128,13500,9.682,0.8667,307.2
19013,0.4461,0.001227,0,0,0,1.5,5,2014-2025,10.67,county,8.906,95,57530,1.543,0.6299,28
19015,0.7916,0.06539,0.01754,0,0,2,15.75,2014-2025,11.17,county,14.15,158,10890,6.585,0.8904,226.5
19017,0.1678,0.001352,0,0,0,1.5,5.5,2015-2025,11,county,4.273,47,16030,0.8223,0.5169,27
19019,0.3151,0.005375,0.002173,0,0,2.25,6,2014-2025,11.08,county,8.391,93,12250,1.767,0.6062,76.5
19021,0.2863,0.006428,0.001559,0,0,2.25,12,2014-2025,11,county,4.727,52,11610,1.586,0.7845,112.5
19023,0.9644,0.003737,0,0,0,1.75,6.75,2014-2025,10.83,county,10.71,116,5839,4.189,0.7497,51.5
19025,1.918,0.001406,0,0,0,2,7.25,2015-2025,10.42,county,13.06,136,4092,6.688,0.9413,57
19027,0.5136,0.0008539,0,0,0,1.75,5.5,2014-2025,10.75,county,7.907,85,8696,1.741,0.8285,29.5
19029,0.259,0.006049,0,0,0,1.75,5.5,2014-2025,11,county,7.182,79,10330,1.168,0.7134,38.25
19031,0.9945,0.04317,0.04293,0.003377,0,2,15.25,2014-2025,11.17,county,13.79,154,8986,9.783,0.8805,236.5
19033,0.5302,0.005841,0,0,0,1.5,5.75,2014-2025,11.17,county,8.597,96,29440,2.041,0.6886,53
19035,0.5247,0.001676,0,0,0,2.5,4.75,2014-2025,10.67,county,7.781,83,5968,1.907,0.7461,27.5
19037,0.358,0.02947,0,0,0,1.75,7.5,2014-2025,10.83,county,7.015,76,6991,1.962,0.7415,66.25
19039,0.4399,0.009658,0,0,0,1.75,6.25,2014-2025,11.08,county,9.023,100,4290,1.894,0.6864,35.25
19041,0.09021,0.00435,0,0,0,1.75,5,2014-2025,11,county,3.273,36,13670,0.4343,0.5608,31
19043,0.5546,0,0,0,0,2,5.25,2014-2025,11.17,county,10.48,117,10420,1.916,0.7245,28.75
19045,1.012,0.08623,0.02994,0,0,2,15.25,2014-2025,11.17,county,13.52,151,21500,10.26,0.8759,223
19047,0.4322,0.004436,0,0,0,2,9.25,2015-2025,10.42,county,6.624,69,9213,2.05,0.7971,50.5
19049,0.3406,0.04492,0,0,0,1.5,14,2014-2025,11.17,county,7.791,87,58450,2.049,0.7643,226.2
19051,0.3561,0.00865,0,0,0,2.25,6.25,2014-2025,10.67,county,11.81,126,4718,1.738,0.6904,53.25
19053,0.6985,0.006495,0,0,0,1.75,3.75,2014-2025,11.17,county,12.18,136,3356,2.176,0.7239,34.5
19055,1.083,0,0,0,0,1.75,5.5,2014-2025,11.08,county,12.81,142,7068,3.125,0.8197,31.25
19057,0.8534,0.004155,0,0,0,1.75,5.75,2014-2025,11.17,county,13.34,149,18210,3.447,0.6935,46.75
19059,1.121,0,0,0,0,1.25,2.75,2014-2025,11.17,county,10.75,120,8279,2.261,0.7625,31
19061,0.3845,0,0,0,0,1.25,5,2014-2025,11.17,county,8.776,98,46550,1.438,0.5792,25.25
19063,0.1487,0,0,0,0,1.5,3.75,2014-2025,11.08,county,3.338,37,5934,0.4904,0.6791,19.75
19065,1.115,0.00801,0,0,0,1.75,5,2014-2025,11.17,county,15.13,169,8712,3.665,0.8214,40.5
19067,0.8716,0.009889,0,0,0,1.5,4.75,2014-2025,11.17,county,11.37,127,7886,3.182,0.724,66.75
19069,1.194,0.0007387,0,0,0,2,6.5,2014-2025,11,county,17.82,196,4637,4.751,0.745,41.25
19071,1.14,0.01224,0,0,0,1.75,6,2014-2025,10.58,county,12.76,135,4285,3.983,0.8585,74.5
19073,1.707,0.05173,0.0008887,0,0,1.5,8,2014-2025,11.17,county,12.72,142,3837,8.528,0.8875,269.2
19075,0.9496,0.02367,0.0126,0.0007535,0,1.75,6,2014-2025,11.17,county,11.55,129,5507,5.109,0.8535,237.5
19077,0.6224,0.01882,0.006593,0.001041,0,2,7.5,2014-2025,11.17,county,7.522,84,5390,3.166,0.8776,214.8
19079,0.36,0.02632,0.0009728,0.0006756,0,2.25,7.25,2014-2025,11.17,county,7.701,86,9205,1.833,0.808,192.2
19081,1.34,0.01216,0.001801,0,0,1.75,5.5,2014-2025,11.17,county,12.54,140,5489,4.547,0.8582,85
19083,0.9714,0.01321,0,0,0,1.5,6.25,2014-2025,11.17,county,9.672,108,7029,3.861,0.8691,165.8
19085,0.7756,0.02464,0,0,0,2.5,10.25,2014-2025,10.58,county,10.3,109,7620,3.873,0.8727,72.5
19087,0.7911,0.00112,0,0,0,1.75,4.75,2014-2025,11.17,county,14.78,165,11920,2.471,0.7891,42.5
19089,1.419,0.005008,0,0,0,1.75,5.75,2014-2025,11.08,county,13.26,147,4177,5.176,0.8728,46.75
19091,1.289,0,0,0,0,1.5,4.25,2015-2025,10.5,county,12,126,4213,3.137,0.8403,34.25
19093,1.004,0,0,0,0,1.75,5.75,2015-2025,10.42,county,11.04,115,3231,3.188,0.8597,32.5
19095,2.457,0.01174,0.0009837,0,0,1.75,5.25,2014-2025,11.17,county,27.04,302,6965,8.82,0.8499,190.8
19097,0.2348,0.03736,0.003199,0,0,2.25,15.25,2014-2025,10.08,county,4.562,46,10300,2.011,0.6486,148.2
19099,1.28,0.07521,0.03594,0,0,2,15.25,2014-2025,11.17,county,13.61,152,15570,13.15,0.9668,269.8
19101,1.417,0.0003767,0,0,0,1.5,4.75,2014-2025,11.17,county,14.96,167,6879,3.795,0.8445,40.25
19103,0.6093,0.04258,0.02649,0.0004082,0,1.25,6.25,2014-2025,11.17,county,14.42,161,77770,4.358,0.7481,175
