zip,place,zip_land_share
89060,3253800,0.404
89061,0612730,0.012
89061,3253800,0.956
89074,3231900,0.935
89074,3254600,0.065
89081,3251800,0.994
89084,3251800,1
89085,3251800,1
89086,3251800,1
89101,3240000,0.979
89101,3251800,0.012
89102,3240000,0.83
89102,3254600,0.075
89102,3268585,0.016
89102,3284600,0.079
89103,3254600,0.425
89103,3268585,0.575
89104,3240000,0.494
89104,3271400,0.459
89104,3284600,0.047
89106,3240000,0.992
89107,3240000,1
89108,3240000,0.861
89109,3240000,0.042
89109,3254600,0.49
89109,3284600,0.467
89110,3240000,0.417
89110,3271400,0.583
89113,3223770,0.35
89113,3268585,0.65
89115,3250400,0.083
89115,3251800,0.434
89115,3271400,0.321
89117,3240000,0.674
89117,3268585,0.326
89118,3223770,0.329
89118,3254600,0.284
89118,3268585,0.387
89119,3223770,0.115
89119,3254600,0.885
89120,3254600,0.994
89121,3254600,0.681
89121,3271400,0.162
89121,3284600,0.157
89122,3231900,0.062
89122,3271400,0.194
89122,3283800,0.685
89123,3223770,0.41
89123,3231900,0.01
89123,3254600,0.579
89124,3235300,0.018
89124,3240000,0.015
89124,3249310,0.031
89128,3240000,1
89129,3240000,0.733
89130,3240000,0.929
89130,3251800,0.015
89131,3240000,0.798
89134,3240000,1
89135,3270900,0.189
89138,3240000,0.949
89139,3223770,1
89141,3223770,1
89142,3271400,1
89143,3240000,0.873
89144,3240000,1
89145,3240000,1
89146,3240000,0.409
89146,3268585,0.52
89147,3268585,0.983
89147,3270900,0.017
89148,3223770,0.235
89148,3268585,0.765
89149,3240000,0.602
89156,3271400,0.182
89158,3254600,1
89166,3240000,0.042
89169,3254600,0.739
89169,3284600,0.261
89178,3223770,0.738
89178,3268585,0.019
89179,3223770,0.048
89183,3223770,0.941
89183,3231900,0.042
89183,3254600,0.016
89191,3250400,0.072
89317,3243400,0.033
89317,3258000,0.022
89318,3244200,0.03
89319,3263800,0.789
89402,3216700,1
89403,3217500,0.212
89405,3223700,0.015
89408,3224900,0.172
89410,3210200,0.012
89410,3219150,0.038
89410,3221520,0.032
89410,3225000,0.04
89410,3226300,0.017
89410,3263450,0.012
89411,3227100,0.404
89411,3238000,0.572
89413,3227900,0.24
89413,3239100,0.092
89413,3242350,0.111
89419,3234100,0.049
89421,3225490,0.011
89423,3221520,0.033
89423,3226300,0.012
89423,3235275,0.061
89423,3237190,0.288
89423,3247000,0.049
89424,3251200,0.011
89425,3253000,0.035
89426,3255400,0.021
89427,3265400,0.036
89428,3217500,0.37
89428,3266800,0.63
89429,3224900,0.065
89429,3267200,0.303
89429,3268800,0.035
89430,3268050,1
89431,3268400,0.953
89433,3260600,0.031
89433,3268400,0.03
89433,3271600,0.937
89434,3268400,0.062
89436,3268350,0.393
89436,3268400,0.45
89436,3271600,0.099
89438,3278200,0.089
89439,0682334,0.257
89439,3260600,0.262
89439,3279400,0.153
89440,3280000,0.065
89441,3268350,0.767
89442,3281000,0.017
89444,3268050,0.327
89444,3274400,0.068
89445,3230220,0.012
89447,3285400,0.035
89448,3262170,0.471
89448,3267600,0.354
89448,3286200,0.173
89449,3238000,0.928
89449,3269200,0.072
89450,3235100,1
89451,3235100,0.51
89460,3226500,0.186
89501,3260600,1
89502,3260600,0.568
89502,3268400,0.019
89503,3260600,0.867
89506,3228860,0.04
89506,3241800,0.175
89506,3260600,0.261
89508,3214090,0.058
89508,3260600,0.08
89509,3260600,0.968
89510,3271800,0.015
89511,3260600,0.05
89512,3260600,0.999
89519,3260600,0.435
89521,3260600,0.127
89523,3248000,0.077
89523,3260600,0.743
89523,3279400,0.044
89557,3260600,1
89701,3209700,1
89703,3209700,0.983
89704,3282250,0.066
89705,3209700,0.041
89705,3235275,0.431
89706,3209700,0.526
89801,3222500,0.015
89815,3268550,0.076
89822,3208900,0.034
89825,3236500,0.061
89828,3239300,0.011
89832,3253600,0.673
89883,3283730,0.026
90001,0624477,0.721
90001,0636056,0.045
90001,0644000,0.234
90002,0624477,0.31
90002,0644000,0.676
90002,0644574,0.014
90003,0644000,1
90004,0644000,1
90005,0644000,1
90006,0644000,1
90007,0644000,1
90008,0644000,0.909
90008,0682667,0.091
90010,0644000,1
90011,0644000,0.995
90012,0644000,1
90013,0644000,1
90014,0644000,1
90015,0644000,1
90016,0644000,0.993
90017,0644000,1
90018,0644000,1
90019,0644000,1
90020,0644000,1
90021,0644000,1
90022,0614974,0.124
90022,0620802,0.862
90023,0614974,0.13
90023,0620802,0.249
90023,0644000,0.621
90024,0644000,0.965
90025,0644000,0.932
90026,0644000,1
90027,0644000,1
90028,0644000,1
90029,0644000,1
90031,0644000,1
90032,0644000,0.995
90033,0644000,1
90034,0644000,1
90035,0644000,1
90036,0644000,0.999
90037,0644000,1
90038,0644000,0.992
90039,0644000,0.993
90040,0604870,0.025
90040,0614974,0.97
90041,0644000,0.996
90042,0644000,1
90043,0644000,0.686
90043,0682667,0.313
90044,0644000,0.688
90044,0684116,0.119
90044,0684592,0.192
90045,0644000,0.991
90046,0644000,0.868
90046,0684410,0.132
90047,0644000,0.668
90047,0684116,0.148
90047,0684592,0.184
90048,0644000,0.846
90048,0684410,0.154
90049,0644000,0.993
90052,0644000,1
90056,0639108,0.832
90056,0644000,0.037
90056,0682667,0.131
90057,0644000,1
90058,0644000,0.13
90058,0682422,0.854
90059,0615044,0.038
90059,0644000,0.49
90059,0684780,0.219
90059,0685614,0.249
90061,0644000,0.451
90061,0684780,0.549
90062,0644000,1
90063,0620802,0.764
90063,0644000,0.233
90064,0644000,1
90065,0644000,1
90066,0617568,0.094
90066,0644000,0.896
90067,0644000,1
90068,0644000,1
90069,0644000,0.614
90069,0684410,0.386
90071,0644000,1
90077,0644000,1
90079,0644000,1
90089,0644000,1
90094,0644000,1
90095,0644000,1
90201,0604870,0.393
90201,0604996,0.41
90201,0617498,0.192
90210,0606308,0.378
90210,0644000,0.605
90211,0606308,0.999
90212,0606308,0.999
90220,0615044,0.723
90220,0684780,0.073
90221,0611530,0.023
90221,0615044,0.595
90221,0621034,0.153
90222,0615044,0.619
90222,0684780,0.051
90222,0685614,0.329
90230,0617568,0.558
90230,0639108,0.237
90230,0644000,0.205
90232,0617568,0.956
90232,0644000,0.044
90240,0619766,1
90241,0619766,1
90242,0619766,1
90245,0622412,1
90247,0628168,0.733
90247,0644000,0.263
90248,0611530,0.287
90248,0628168,0.093
90248,0644000,0.332
90248,0680000,0.011
90248,0684780,0.242
90249,0601150,0.111
90249,0628168,0.884
90250,0618352,0.123
90250,0632548,0.85
90254,0633364,0.997
90255,0624477,0.039
90255,0636056,0.753
90255,0683402,0.201
90260,0601150,0.233
90260,0640886,0.761
90262,0644574,0.999
90263,0645246,0.012
90263,0656598,0.988
90265,0645246,0.179
90265,0678960,0.032
90266,0622412,0.028
90266,0645400,0.972
90270,0646492,0.981
90272,0644000,1
90274,0655380,0.399
90274,0662602,0.25
90274,0662644,0.294
90275,0659514,0.995
90277,0660018,0.754
90277,0680000,0.246
90278,0640886,0.016
90278,0660018,0.954
90278,0680000,0.029
90280,0673080,0.98
90290,0609598,0.018
90290,0678960,0.807
90291,0644000,1
90292,0617568,0.018
90292,0644000,0.572
90292,0645806,0.409
90293,0644000,1
90301,0636546,1
90302,0636546,0.993
90303,0632548,0.065
90303,0636546,0.935
90304,0618352,0.077
90304,0632548,0.107
90304,0636546,0.144
90304,0641180,0.667
90305,0636546,1
90401,0670000,1
90402,0644000,0.268
90402,0670000,0.732
90403,0670000,1
90404,0670000,1
90405,0670000,0.999
90501,0644000,0.296
90501,0680000,0.697
90502,0644000,0.214
90502,0684144,0.744
90503,0680000,1
90504,0680000,0.996
90505,0680000,0.999
90506,0601150,1
90601,0603344,0.052
90601,0636490,0.051
90601,0656924,0.04
90601,0662860,0.041
90601,0685292,0.3
90602,0685292,0.869
90603,0685292,0.999
90604,0621292,0.259
90604,0673430,0.694
90604,0685292,0.044
90605,0669154,0.021
90605,0673430,0.375
90605,0685292,0.605
90606,0656924,0.031
90606,0669154,0.046
90606,0684921,0.656
90606,0685292,0.247
90620,0608786,0.996
90621,0608786,0.988
90621,0628000,0.011
90623,0612552,0.02
90623,0640256,0.975
90630,0617750,0.992
90631,0639290,0.541
90631,0639304,0.441
90638,0640032,0.989
90639,0640032,1
90640,0648816,0.981
90640,0656924,0.012
90650,0652526,0.977
90650,0669154,0.023
90660,0648816,0.01
90660,0656924,0.99
90670,0669154,0.999
90680,0629000,0.014
90680,0673962,0.985
90701,0602896,0.995
90703,0612552,0.991
90704,0603274,0.038
90706,0604982,1
90710,0644000,0.75
90710,0684144,0.244
90712,0639892,0.997
90713,0639892,0.987
90715,0639892,0.998
90716,0632506,0.998
90717,0642468,0.941
90717,0644000,0.053
90720,0617750,0.084
90720,0643224,0.659
90720,0663050,0.257
90723,0655618,0.996
90731,0643000,0.01
90731,0644000,0.977
90732,0644000,0.976
90740,0670686,0.999
90742,0636000,1
90743,0670686,0.979
90744,0644000,0.998
90745,0611530,1
90746,0611530,1
90747,0611530,1
90755,0643000,0.032
90755,0671876,0.968
90802,0643000,1
90803,0643000,1
90804,0643000,0.998
90805,0643000,0.99
90806,0643000,0.983
90806,0671876,0.017
90807,0643000,0.995
90808,0643000,0.976
90810,0611530,0.49
90810,0643000,0.469
90810,0644000,0.041
90813,0643000,0.903
90813,0644000,0.097
90814,0643000,1
90815,0643000,1
90822,0643000,1
90831,0643000,1
90840,0643000,1
91001,0601290,0.936
91001,0656000,0.044
91006,0602462,0.879
91006,0646436,0.071
91006,0651820,0.049
91007,0602462,0.949
91007,0621096,0.034
91007,0678148,0.016
91008,0607946,0.972
91008,0619990,0.028
91010,0603386,0.157
91010,0607946,0.014
91010,0619990,0.568
91010,0636826,0.202
91010,0673167,0.054
91011,0639003,0.766
91011,0656000,0.026
91016,0646436,0.027
91016,0648648,0.946
91016,0673167,0.024
91020,0630000,0.276
91020,0639003,0.011
91020,0639045,0.712
91024,0602462,0.01
91024,0671806,0.844
91030,0673220,0.993
91040,0644000,1
91042,0644000,0.198
91046,0630000,1
91101,0656000,1
91103,0656000,1
91104,0601290,0.178
91104,0656000,0.822
91105,0656000,0.992
91106,0656000,1
91107,0620984,0.155
91107,0656000,0.57
91107,0668308,0.03
91108,0656000,0.014
91108,0668224,0.986
91125,0656000,1
91201,0630000,0.999
91202,0630000,1
91203,0630000,1
91204,0630000,1
91205,0630000,1
91206,0630000,0.998
91207,0630000,1
91208,0630000,1
91210,0630000,1
91214,0630000,0.587
91214,0639045,0.401
91214,0644000,0.012
91301,0600394,0.235
91301,0609598,0.025
91302,0609598,0.457
91302,0633518,0.062
91303,0644000,1
91304,0644000,0.684
91306,0644000,1
91307,0604938,0.447
91307,0644000,0.517
91311,0644000,0.351
91316,0644000,1
91320,0611656,0.023
91320,0678582,0.749
91321,0669088,0.506
91324,0644000,1
91325,0644000,1
91326,0644000,1
91330,0644000,1
91331,0644000,1
91335,0644000,1
91340,0644000,0.32
91340,0666140,0.68
91342,0644000,0.383
91343,0644000,1
91344,0644000,1
91345,0644000,1
91350,0669088,1
91351,0669088,0.757
91352,0644000,1
91354,0669088,0.646
91355,0669088,0.75
91356,0644000,1
91360,0678582,0.889
91361,0639735,0.109
91361,0678582,0.243
91361,0684438,0.144
91362,0678582,0.945
91362,0684438,0.055
91364,0644000,0.962
91364,0678960,0.038
91367,0644000,1
91371,0644000,1
91377,0653116,0.981
91381,0674130,0.162
91384,0611796,0.07
91384,0632385,0.055
91384,0681967,0.025
91387,0669088,0.277
91390,0600450,0.145
91390,0631092,0.081
91390,0669088,0.033
91401,0644000,1
91402,0644000,1
91403,0644000,1
91405,0644000,1
91406,0644000,1
91411,0644000,1
91423,0644000,1
91436,0644000,1
91501,0608954,1
91502,0608954,1
91504,0608954,0.61
91504,0644000,0.39
91505,0608954,0.966
91505,0644000,0.034
91506,0608954,0.986
91506,0644000,0.014
91601,0644000,1
91602,0644000,1
91604,0644000,1
91605,0644000,1
91606,0644000,1
91607,0644000,1
91608,0644000,0.147
91701,0659451,1
91702,0603386,0.133
91702,0613560,0.01
91702,0630014,0.022
91706,0603666,0.488
91706,0636826,0.508
91708,0613210,1
91709,0613214,0.996
91710,0613210,0.888
91711,0613756,0.876
91722,0612734,0.022
91722,0613560,0.046
91722,0616742,0.57
91722,0682815,0.293
91723,0616742,0.97
91724,0612734,0.132
91724,0616742,0.387
91724,0683332,0.024
91730,0659451,1
91731,0622230,0.997
91732,0622230,0.982
91732,0636490,0.018
91733,0622230,0.185
91733,0672996,0.421
91737,0659451,0.633
91739,0659451,0.431
91740,0630014,0.976
91740,0666070,0.013
91741,0630014,0.646
91744,0636490,0.191
91744,0640340,0.334
91744,0673290,0.156
91744,0681638,0.227
91744,0684774,0.091
91745,0631596,0.857
91745,0636490,0.104
91746,0603344,0.292
91746,0636490,0.394
91746,0640340,0.099
91746,0684774,0.185
91748,0636490,0.205
91748,0663218,0.794
91750,0640830,0.454
91752,0621230,0.174
91752,0637692,0.803
91752,0651560,0.021
91754,0648914,1
91755,0600884,0.017
91755,0648914,0.983
91761,0653896,1
91762,0648788,0.018
91762,0653896,0.949
91763,0648788,0.995
91764,0653896,1
91765,0619192,0.7
91766,0658072,0.959
91767,0658072,0.996
91768,0658072,0.863
91770,0662896,0.777
91770,0673276,0.128
91773,0666070,0.981
91775,0621096,0.501
91775,0667042,0.42
91775,0678148,0.07
91776,0621096,0.128
91776,0662896,0.016
91776,0667042,0.845
91780,0622230,0.013
91780,0651820,0.029
91780,0678148,0.952
91784,0664462,0.268
91784,0681344,0.728
91786,0681344,0.999
91789,0619192,0.118
91789,0636490,0.185
91789,0658072,0.025
91789,0663218,0.109
91789,0683332,0.557
91790,0684200,0.997
91791,0684200,0.993
91792,0673290,0.037
91792,0684200,0.958
91801,0600884,1
91803,0600884,0.996
91901,0601192,0.337
91901,0632044,0.017
91902,0607414,0.386
91902,0613392,0.18
91902,0640326,0.012
91902,0650398,0.012
91905,0607694,0.047
91906,0610508,0.224
91910,0607414,0.053
91910,0613392,0.945
91911,0613392,0.877
91911,0666000,0.059
91913,0613392,0.98
91914,0613392,0.917
91915,0613392,0.979
91916,0618940,0.3
91932,0636294,0.999
91934,0637022,0.119
91935,0637120,0.133
91941,0611691,0.455
91941,0640004,0.404
91941,0659550,0.111
91941,0673696,0.028
91942,0640004,0.999
91945,0641124,0.977
91945,0673696,0.015
91948,0649810,0.049
91950,0613392,0.013
91950,0650398,0.93
91962,0657260,0.122
91963,0658478,0.076
91977,0611691,0.118
91977,0640326,0.539
91977,0673696,0.343
91978,0637120,0.107
91978,0673696,0.306
92003,0607498,0.667
92004,0607596,0.047
92007,0622678,1
92008,0611194,0.999
92009,0611194,0.995
92010,0611194,0.995
92011,0611194,1
92014,0618506,0.272
92014,0666000,0.495
92014,0672506,0.075
92019,0601192,0.018
92019,0617106,0.089
92019,0621712,0.073
92019,0630703,0.052
92019,0632044,0.118
92019,0637120,0.048
92019,0659550,0.234
92020,0607624,0.018
92020,0611691,0.157
92020,0621712,0.792
92020,0659550,0.032
92021,0607624,0.062
92021,0617106,0.132
92021,0621712,0.105
92021,0630703,0.041
92021,0632044,0.177
92021,0639766,0.046
92021,0685992,0.039
92024,0611194,0.018
92024,0622678,0.9
92024,0668196,0.011
92025,0622804,0.354
92025,0666000,0.233
92026,0622804,0.229
92026,0633532,0.183
92027,0622804,0.204
92027,0666000,0.138
92027,0681736,0.038
92028,0623462,0.15
92028,0659248,0.095
92029,0618422,0.018
92029,0621916,0.09
92029,0622804,0.282
92029,0632212,0.091
92029,0666000,0.047
92036,0637582,0.016
92037,0666000,1
92040,0623000,0.071
92040,0639766,0.084
92040,0670224,0.028
92040,0685992,0.05
92054,0653322,0.993
92055,0610554,0.019
92056,0653322,1
92057,0653322,0.998
92058,0610554,0.187
92058,0610561,0.157
92058,0653322,0.131
92059,0655058,0.194
92064,0658520,0.885
92065,0659346,0.227
92065,0666004,0.099
92067,0623150,0.226
92067,0659584,0.3
92067,0666000,0.028
92069,0668196,0.559
92071,0621712,0.022
92071,0666000,0.203
92071,0670224,0.775
92075,0622678,0.133
92075,0672506,0.86
92078,0632212,0.062
92078,0639724,0.102
92078,0668196,0.787
92081,0611194,0.013
92081,0682996,0.855
92082,0622804,0.021
92082,0681736,0.2
92083,0682996,0.865
92084,0607498,0.123
92084,0682996,0.221
92092,0666000,1
92093,0666000,1
92096,0668196,1
92101,0666000,1
92102,0666000,1
92103,0666000,1
92104,0666000,1
92105,0666000,1
92106,0666000,1
92107,0666000,1
92108,0666000,1
92109,0666000,1
92110,0666000,1
92111,0666000,1
92113,0666000,1
92114,0666000,1
92115,0666000,0.998
92116,0666000,1
92117,0666000,1
92118,0616378,0.88
92118,0666000,0.097
92119,0666000,0.994
92120,0666000,1
92121,0666000,1
92122,0666000,1
92123,0666000,1
92124,0666000,1
92126,0666000,0.999
92127,0666000,0.524
92128,0666000,1
92129,0666000,1
92130,0666000,1
92131,0666000,0.991
92132,0666000,1
92134,0666000,1
92135,0616378,1
92136,0650398,0.298
92136,0666000,0.702
92139,0666000,0.993
92140,0666000,1
92145,0666000,1
92147,0666000,1
92154,0613392,0.035
92154,0666000,0.511
92155,0616378,1
92161,0666000,1
92173,0666000,1
92182,0666000,1
92201,0636448,0.971
92203,0606028,0.159
92203,0636448,0.712
92210,0636434,0.999
92211,0619022,0.177
92211,0636448,0.017
92211,0655184,0.731
92211,0678596,0.074
92220,0603820,0.152
92223,0603820,0.04
92223,0604758,0.505
92223,0612916,0.177
92225,0607218,0.046
92227,0608058,0.014
92230,0609360,0.4
92231,0609710,0.125
92233,0609878,0.024
92234,0612048,0.895
92234,0655254,0.071
92236,0614260,0.394
92236,0683085,0.031
92239,0618982,0.059
92240,0618996,0.554
92240,0629112,0.109
92241,0618986,0.017
92241,0629112,0.03
92241,0636448,0.03
92241,0636452,0.165
92241,0672156,0.183
92242,0606635,0.24
92242,0607172,0.023
92243,0621782,0.105
92243,0621788,0.037
92249,0633084,0.072
92251,0636280,0.024
92252,0637554,0.319
92253,0640354,0.84
92253,0683085,0.015
92254,0646660,0.145
92254,0652302,0.233
92256,0649348,0.398
92258,0618996,0.164
92258,0655254,0.326
92259,0653378,0.031
92260,0655184,0.509
92260,0655254,0.023
92262,0655254,0.931
92264,0655254,0.893
92270,0659500,0.977
92273,0670798,0.151
92274,0653224,0.09
92274,0664294,0.069
92274,0678456,0.043
92274,0683085,0.063
92275,0664294,0.162
92276,0612048,0.248
92276,0678596,0.609
92277,0680994,0.036
92278,0680994,1
92281,0684606,0.045
92282,0618996,0.1
92282,0655254,0.12
92282,0685208,0.131
92284,0634392,0.097
92284,0687056,0.312
92285,0634392,0.079
92301,0600296,0.219
92307,0602364,0.291
92308,0602364,0.216
92310,0625114,0.036
92311,0604030,0.095
92313,0614890,0.031
92313,0630658,0.969
92314,0606406,0.78
92315,0606434,0.212
92316,0607064,0.503
92316,0614890,0.062
92316,0624680,0.075
92316,0660466,0.324
92317,0639444,1
92320,0609864,0.987
92321,0639444,0.412
92322,0617162,0.997
92324,0614890,0.526
92324,0642370,0.061
92325,0617162,1
92328,0628021,0.018
92335,0607064,0.016
92335,0624680,0.529
92336,0624680,0.96
92336,0660466,0.02
92337,0624680,0.999
92342,0671964,0.053
92344,0633434,0.267
92344,0652760,0.652
92344,0656826,0.025
92345,0633434,0.622
92346,0633588,0.513
92346,0659962,0.11
92346,0665000,0.165
92350,0642370,1
92352,0639444,0.731
92354,0642370,0.953
92354,0665000,0.043
92356,0644420,0.288
92358,0644644,0.083
92359,0633588,0.139
92359,0646884,0.244
92359,0659962,0.1
92359,0687042,0.011
92363,0650734,0.082
92368,0600296,0.019
92368,0682590,0.036
92369,0665000,1
92371,0656826,0.445
92371,0657302,0.039
92372,0657302,0.934
92373,0609864,0.021
92373,0642370,0.025
92373,0659962,0.452
92373,0687042,0.048
92374,0646884,0.08
92374,0659962,0.73
92376,0660466,0.922
92376,0665000,0.068
92377,0660466,0.884
92378,0639444,1
92382,0663316,0.206
92384,0671680,0.124
92385,0639444,0.223
92385,0665000,0.067
92386,0606406,1
92389,0678050,0.401
92391,0617162,0.191
92391,0639444,0.79
92392,0633434,0.013
92392,0649684,0.043
92392,0656826,0.011
92392,0682590,0.644
92394,0600296,0.072
92394,0682590,0.925
92395,0673700,0.179
92395,0682590,0.821
92397,0657302,0.063
92397,0686594,0.123
92399,0652715,0.28
92399,0687042,0.488
92401,0665000,1
92404,0633588,0.011
92404,0665000,0.353
92405,0665000,1
92407,0617162,0.017
92407,0650132,0.037
92407,0660466,0.014
92407,0665000,0.204
92408,0665000,0.994
92410,0633588,0.133
92410,0660466,0.012
92410,0665000,0.8
92411,0665000,1
92415,0665000,1
92501,0662000,0.962
92503,0616350,0.074
92503,0622457,0.211
92503,0634302,0.02
92503,0662000,0.392
92503,0686244,0.039
92504,0639645,0.119
92504,0662000,0.618
92504,0686244,0.238
92505,0662000,1
92506,0662000,0.923
92506,0686244,0.077
92507,0633574,0.148
92507,0662000,0.71
92508,0646646,0.032
92508,0662000,0.642
92508,0686244,0.307
92509,0637692,0.986
92518,0645680,1
92521,0662000,1
92530,0639486,0.267
92530,0639598,0.114
92532,0639486,0.727
92532,0683460,0.092
92536,0600464,0.127
92536,0639715,0.068
92536,0664056,0.021
92539,0602294,0.212
92543,0633182,0.563
92543,0664056,0.226
92544,0620697,0.03
92544,0633182,0.015
92544,0664056,0.333
92544,0681708,0.04
92545,0630944,0.035
92545,0633182,0.524
92545,0685894,0.076
92548,0634316,0.311
92549,0636203,0.129
92549,0655254,0.019
92551,0649270,0.999
92553,0649270,0.981
92553,0662000,0.012
92555,0649270,0.38
92557,0649270,0.569
92561,0649544,0.012
92562,0650076,0.19
92563,0626067,0.149
92563,0650076,0.557
92567,0639836,0.098
92567,0652624,0.197
92570,0630410,0.106
92570,0639486,0.057
92570,0639645,0.124
92570,0646520,0.063
92570,0646646,0.176
92570,0656700,0.144
92571,0645680,0.102
92571,0656700,0.399
92582,0667112,0.831
92583,0604758,0.011
92583,0667112,0.355
92584,0639486,0.013
92584,0646842,0.834
92584,0685446,0.045
92585,0646842,0.713
92585,0652624,0.015
92585,0656700,0.017
92585,0662756,0.148
92586,0646842,0.982
92586,0656700,0.018
92587,0610928,0.465
92587,0639486,0.016
92587,0646842,0.485
92587,0656700,0.033
92590,0678120,0.194
92591,0678120,0.638
92592,0664056,0.043
92592,0678120,0.135
92595,0685446,1
92596,0626067,0.13
92596,0685894,0.099
92602,0636770,0.589
92603,0636770,1
92604,0636770,1
92606,0636770,0.998
92610,0639496,1
92612,0636770,0.994
92614,0636770,0.978
92617,0636770,0.991
92618,0636770,0.98
92620,0636770,1
92624,0617946,0.927
92624,0668028,0.071
92625,0651182,1
92626,0616532,0.995
92627,0616532,0.95
92629,0617946,0.997
92630,0639496,0.992
92637,0600947,0.073
92637,0639178,0.011
92637,0639259,0.917
92646,0636000,0.989
92647,0636000,0.997
92648,0636000,0.802
92649,0636000,0.864
92649,0670686,0.016
92651,0639178,0.392
92651,0639259,0.014
92653,0600947,0.012
92653,0639220,0.917
92653,0639248,0.01
92653,0639259,0.046
92653,0648256,0.015
92655,0647430,0.675
92655,0684550,0.325
92656,0600947,0.828
92656,0639220,0.019
92657,0651182,1
92660,0636770,0.015
92660,0651182,0.977
92661,0651182,1
92662,0651182,1
92663,0651182,0.775
92672,0665084,0.236
92673,0665084,0.965
92673,0668028,0.026
92675,0668028,0.994
92676,0639496,0.015
92676,0648410,0.029
92676,0653980,0.017
92676,0671918,0.082
92676,0680210,0.022
92677,0639178,0.012
92677,0639248,0.887
92677,0668028,0.046
92678,0680210,0.111
92679,0616580,0.301
92679,0639496,0.041
92679,0659587,0.102
92679,0680210,0.059
92683,0684550,0.999
92688,0640526,0.193
92688,0659503,0.049
92688,0659587,0.755
92691,0648256,0.993
92692,0648256,1
92694,0639114,0.123
92694,0659503,0.796
92697,0636770,0.957
92697,0651182,0.043
92701,0669000,1
92703,0669000,0.992
92704,0669000,0.976
92705,0652379,0.491
92705,0653980,0.017
92705,0669000,0.389
92705,0680854,0.05
92706,0669000,0.991
92707,0669000,0.862
92708,0625380,0.997
92780,0652379,0.126
92780,0680854,0.87
92782,0653980,0.013
92782,0680854,0.986
92801,0602000,0.985
92801,0628000,0.014
92802,0602000,0.998
92804,0602000,0.799
92804,0629000,0.02
92804,0673962,0.045
92805,0602000,1
92806,0602000,0.983
92807,0602000,0.997
92808,0602000,0.99
92821,0608100,0.634
92823,0608100,0.425
92831,0628000,1
92832,0628000,1
92833,0628000,0.996
92835,0628000,0.994
92840,0629000,1
92841,0629000,0.936
92841,0673962,0.059
92843,0629000,1
92844,0629000,1
92845,0629000,1
92860,0637692,0.033
92860,0651560,0.956
92861,0682744,0.992
92865,0653980,0.963
92866,0653980,0.992
92867,0653980,0.676
92868,0653980,0.978
92868,0669000,0.011
92869,0653980,0.529
92870,0657526,0.98
92879,0616350,0.916
92879,0634302,0.084
92880,0613210,0.073
92880,0616350,0.233
92880,0621230,0.38
92881,0616350,0.233
92881,0621810,0.08
92882,0616350,0.947
92882,0616420,0.051
92883,0616350,0.064
92883,0678138,0.341
92886,0686832,0.806
92887,0686832,0.824
93001,0665042,0.071
93003,0665042,0.517
93004,0665042,0.601
93004,0670322,0.053
93010,0610046,0.469
93012,0610046,0.187
93012,0670130,0.143
93012,0678582,0.017
93013,0611446,0.063
93013,0679529,0.072
93015,0624092,0.036
93015,0657372,0.02
93021,0649138,0.257
93021,0678582,0.014
93022,0653182,0.968
93023,0648046,0.018
93023,0653476,0.016
93030,0654652,0.61
93033,0654652,0.236
93035,0612669,0.084
93035,0654652,0.802
93036,0622370,0.114
93036,0654652,0.33
93041,0654652,0.06
93041,0658296,0.666
93043,0658296,1
93060,0670042,0.06
93063,0670140,0.035
93063,0672016,0.311
93065,0672016,0.959
93066,0672632,0.08
93067,0675714,1
93101,0669070,1
93103,0648844,0.019
93103,0669070,0.821
93105,0648147,0.013
93105,0669070,0.037
93106,0681316,1
93108,0648844,0.326
93108,0669070,0.045
93108,0675714,0.027
93108,0679529,0.23
93109,0669070,0.949
93110,0620574,0.91
93110,0669070,0.084
93111,0620574,0.827
93111,0630378,0.086
93117,0630378,0.043
93202,0602700,1
93203,0602924,0.028
93204,0603302,0.165
93205,0607274,0.354
93206,0609332,0.042
93207,0609822,0.017
93207,0657134,0.019
93208,0610494,0.137
93208,0657011,0.021
93212,0616224,0.063
93215,0618394,0.098
93219,0601010,0.03
93219,0620438,0.028
93220,0677934,0.142
93221,0623126,0.019
93222,0657240,0.148
93223,0623616,0.65
93224,0618926,0.101
93224,0623812,0.02
93225,0625534,0.047
93225,0639696,0.032
93226,0630126,0.016
93227,0630476,1
93230,0631960,0.067
93234,0636084,0.012
93235,0636910,0.314
93237,0678638,1
93238,0638310,0.115
93239,0603302,0.045
93240,0639570,0.319
93240,0649600,0.015
93240,0673815,0.031
93240,0683948,0.036
93241,0640088,0.495
93241,0683863,0.505
93242,0640746,0.062
93243,0640956,0.09
93244,0641110,0.106
93245,0641152,0.072
93245,0641166,0.023
93246,0641166,0.07
93247,0641712,0.041
93249,0644280,0.027
93250,0644826,0.03
93251,0644924,0.023
93255,0653910,0.046
93256,0657512,0.069
93256,0678336,0.016
93257,0658240,0.049
93258,0658191,1
93260,0636168,0.012
93260,0644770,0.017
93260,0655506,0.013
93261,0660606,0.078
93261,0662496,0.046
93263,0671106,0.395
93266,0675252,0.012
93267,0675280,0.023
93268,0620284,0.054
93268,0624764,0.023
93268,0673388,0.016
93268,0677574,0.193
93268,0681722,0.061
93270,0678288,0.032
93271,0678638,0.174
93272,0678750,0.021
93274,0680644,0.093
93276,0680784,0.124
93277,0682954,0.357
