zip,place,zip_land_share
13602,3626759,0.772
13603,3606794,0.03
13603,3626759,0.97
13605,3600199,0.019
13606,3600232,0.139
13607,3601187,0.046
13608,3602286,0.022
13611,3605683,0.149
13612,3606794,0.079
13613,3607960,0.02
13615,3610231,0.977
13616,3611671,0.492
13617,3612331,0.031
13618,3612353,0.014
13619,3612683,0.022
13619,3630136,0.051
13619,3679499,0.012
13622,3614036,0.019
13622,3620302,0.017
13624,3616089,0.025
13624,3620302,0.02
13625,3617398,0.03
13626,3618135,0.013
13628,3619994,1
13630,3620049,0.087
13632,3620302,1
13634,3620500,0.014
13635,3623635,0.02
13636,3624075,0.23
13637,3611671,0.082
13637,3624823,0.023
13638,3625571,0.536
13641,3625934,1
13642,3629597,0.012
13642,3631346,0.025
13643,3630136,1
13645,3631346,1
13647,3632006,1
13649,3600457,0.091
13650,3634044,0.013
13654,3634264,0.012
13655,3600457,1
13656,3620302,0.069
13656,3640233,0.038
13660,3644479,0.063
13661,3645073,0.019
13661,3657782,0.011
13662,3600457,0.094
13662,3646019,0.051
13664,3648571,1
13665,3649605,0.039
13666,3618817,0.01
13667,3651319,0.045
13668,3651319,0.017
13668,3654012,0.057
13669,3654485,0.049
13673,3657551,0.023
13674,3657782,1
13675,3658739,0.099
13676,3632006,0.021
13676,3656363,0.013
13676,3659564,0.029
13679,3661016,0.032
13681,3661621,0.019
13683,3600457,1
13685,3664408,0.161
13690,3670849,0.08
13691,3673517,0.018
13692,3673726,1
13694,3677728,0.12
13697,3682612,0.036
13699,3659564,1
13730,3600342,0.03
13731,3602121,0.016
13732,3602308,0.087
13732,3673990,0.03
13733,3604033,0.015
13738,3606937,1
13739,3607025,0.034
13751,3619774,0.443
13753,3620126,0.032
13754,3620346,0.016
13755,3620852,0.076
13757,3619774,0.011
13760,3618993,0.025
13760,3624515,0.065
13760,3624526,0.076
13776,3628959,0.159
13777,3629058,0.095
13778,3630411,0.011
13780,3631137,0.059
13782,3620852,0.012
13783,3631940,0.014
13788,3634979,0.014
13790,3638748,0.167
13797,3642642,0.028
13803,3645392,0.012
13807,3632597,0.013
13807,3647229,0.02
13808,3648483,0.02
13810,3649143,0.04
13811,3649902,0.016
13812,3651110,0.017
13815,3653979,0.02
13820,3619774,0.01
13820,3654881,0.041
13820,3679796,0.034
13825,3655618,0.02
13827,3655882,0.028
13830,3655948,0.016
13834,3659443,0.053
13838,3667334,0.276
13841,3668088,0.09
13849,3676001,0.014
13859,3679070,0.944
13862,3681831,0.02
13865,3682524,0.01
13901,3606607,0.06
13901,3615121,0.106
13901,3659245,0.027
13902,3606644,1
13903,3606607,0.084
13904,3606607,0.083
13905,3606607,0.135
14001,3600441,0.031
14004,3601088,0.056
14004,3675121,0.083
14005,3601154,0.014
14006,3602198,0.05
14006,3602220,0.09
14006,3640486,0.136
14009,3602407,0.036
14011,3603001,0.025
14012,3604440,0.013
14020,3604715,0.078
14024,3606904,0.156
14028,3650221,0.052
14028,3654540,0.214
14031,3615814,0.147
14031,3615836,0.012
14032,3615836,0.085
14036,3618201,0.019
14042,3620115,0.021
14042,3642345,0.032
14042,3684044,0.021
14043,3615000,0.313
14043,3620313,0.547
14043,3641135,0.012
14047,3634528,0.155
14048,3621105,0.197
14052,3606574,0.047
14052,3621589,0.041
14057,3623404,0.121
14058,3623745,0.025
14059,3606574,0.011
14059,3624141,0.233
14061,3625428,1
14062,3626649,0.015
14063,3627419,0.101
14066,3627969,0.023
14066,3657815,0.028
14067,3628431,0.063
14070,3629630,0.031
14072,3629894,0.067
14075,3631643,0.063
14075,3651583,0.105
14075,3678124,0.025
14080,3635111,0.076
14081,3625428,0.034
14081,3672246,0.017
14085,3678124,0.026
14086,3641135,0.078
14086,3675121,0.018
14092,3642147,0.052
14094,3643082,0.069
14094,3660609,0.03
14094,3669386,0.051
14098,3643918,0.022
14101,3642345,0.019
14101,3644226,0.021
14103,3646415,0.042
14105,3646998,0.017
14108,3650221,0.184
14109,3651088,1
14111,3651792,0.023
14120,3653682,0.309
14125,3654155,0.017
14126,3654540,1
14127,3655266,0.033
14129,3657287,0.032
14130,3657815,1
14131,3660598,0.141
14132,3664958,0.092
14136,3667411,0.047
14138,3668891,0.022
14141,3670442,0.051
14145,3671817,0.167
14150,3674166,0.256
14150,3675021,0.744
14171,3681138,0.031
14172,3682359,0.031
14173,3684044,1
14174,3684143,0.047
14201,3611000,1
14202,3611000,1
14203,3611000,1
14204,3611000,1
14206,3611000,0.712
14206,3615000,0.206
14206,3667686,0.055
14206,3680907,0.026
14207,3611000,0.743
14207,3675021,0.257
14208,3611000,1
14209,3611000,1
14210,3611000,0.933
14210,3680907,0.067
14211,3611000,0.805
14211,3615000,0.195
14212,3611000,0.761
14212,3667686,0.239
14213,3611000,1
14214,3611000,1
14215,3611000,0.788
14215,3615000,0.212
14216,3611000,1
14217,3639232,0.446
14217,3675021,0.554
14218,3611000,0.094
14218,3640189,0.77
14218,3680907,0.102
14219,3606849,0.162
14219,3640189,0.044
14220,3611000,0.923
14220,3680907,0.077
14221,3632391,0.17
14221,3682084,0.053
14222,3611000,1
14223,3675021,0.996
14224,3680907,0.983
14225,3615000,0.984
14226,3623701,0.415
14227,3615000,0.998
14228,3676280,0.02
14260,3676280,1
14261,3676280,0.707
14301,3651055,1
14302,3651055,1
14303,3651055,1
14304,3651055,0.233
14305,3651055,0.532
14411,3601033,0.026
14414,3603353,0.08
14414,3621600,0.033
14416,3606046,0.018
14420,3608466,0.037
14420,3615946,0.154
14423,3611704,0.043
14423,3627133,0.019
14424,3612144,0.035
14427,3612771,0.04
14428,3615638,0.026
14432,3616375,0.038
14432,3659322,0.011
14433,3616573,0.033
14435,3617607,0.029
14435,3617622,0.049
14437,3619664,0.022
14441,3620896,0.714
14445,3622865,0.667
14450,3625076,0.049
14454,3617622,0.022
14454,3628618,0.058
14456,3628640,0.054
14462,3631022,0.035
14463,3631533,1
14464,3631786,0.238
14466,3633128,0.106
14468,3631786,0.01
14468,3634847,0.034
14469,3606945,0.021
14470,3635155,0.019
14471,3635353,0.048
14472,3635364,0.058
14478,3639463,0.03
14480,3617622,0.254
14480,3641036,0.482
14481,3619510,0.019
14481,3641872,0.016
14482,3642026,0.044
14485,3642323,0.04
14486,3642609,0.146
14487,3617622,0.036
14487,3642950,0.031
14487,3642972,0.025
14487,3669364,0.02
14489,3643962,0.066
14502,3628138,0.071
14502,3644149,0.051
14504,3644853,0.924
14505,3645634,0.077
14510,3648945,0.027
14513,3649891,0.12
14516,3653462,0.058
14517,3611550,0.013
14517,3654078,0.026
14519,3655002,0.096
14521,3655816,0.01
14522,3656187,0.03
14525,3656781,0.08
14527,3657177,0.018
14530,3657243,0.046
14532,3657518,0.028
14533,3630807,0.024
14533,3657804,0.032
14533,3677783,0.018
14533,3684011,0.076
14534,3658354,0.022
14537,3659322,1
14539,3661236,1
14541,3663429,0.013
14544,3664199,0.022
14545,3665926,0.358
14546,3665959,0.03
14548,3667257,0.022
14550,3667466,0.044
14551,3668209,0.022
14555,3668242,0.507
14559,3670189,0.032
14560,3670464,0.034
14561,3629520,0.04
14564,3677376,0.032
14568,3628138,0.044
14568,3678091,0.06
14569,3678333,0.055
14572,3678850,0.015
14580,3678960,0.052
14589,3659993,0.053
14589,3682029,0.087
14590,3682678,0.03
14591,3683371,0.019
14592,3684011,1
14604,3663000,1
14605,3663000,1
14606,3628453,0.105
14606,3652040,0.273
14606,3663000,0.284
14607,3663000,1
14608,3663000,1
14609,3608257,0.023
14609,3637737,0.469
14609,3663000,0.479
14610,3608257,0.545
14610,3663000,0.44
14611,3663000,1
14612,3663000,0.125
14613,3663000,1
14614,3663000,1
14615,3663000,0.443
14616,3663000,0.028
14617,3637737,0.868
14617,3663000,0.132
14618,3608257,0.624
14618,3649715,0.023
14618,3664606,0.025
14619,3663000,1
14620,3608257,0.283
14620,3663000,0.717
14621,3637737,0.127
14621,3663000,0.873
14622,3637737,0.937
14622,3663000,0.063
14623,3608257,0.243
14623,3663000,0.044
14623,3663014,0.101
14624,3628453,0.036
14624,3663000,0.049
14625,3608257,0.126
14626,3630279,0.327
14627,3663000,1
14642,3663000,1
14701,3611440,0.024
14701,3638264,0.096
14701,3638275,0.027
14709,3602176,0.041
14711,3605562,0.038
14712,3605848,0.016
14715,3607190,0.017
14715,3661434,0.016
14716,3608488,0.149
14718,3612749,0.024
14719,3613024,0.011
14720,3613288,1
14722,3614058,1
14723,3615187,0.03
14727,3619356,0.011
14731,3624020,0.018
14733,3625164,0.04
14735,3625747,0.012
14737,3627331,0.01
14738,3627672,0.051
14739,3627694,0.036
14744,3635771,0.137
14747,3639243,0.046
14750,3641069,0.174
14753,3642378,0.047
14755,3642829,0.014
14757,3646239,0.046
14760,3654716,0.091
14760,3664551,0.011
14760,3680632,0.098
14767,3656231,0.04
14770,3659498,0.027
14770,3680632,0.012
14772,3622843,0.014
14772,3660576,0.042
14774,3661434,0.683
14775,3661874,0.025
14777,3664155,0.077
14778,3664551,0.996
14779,3664749,0.043
14781,3666949,0.011
14782,3667488,0.03
14787,3679939,0.089
14788,3680632,1
14801,3600276,0.018
14802,3601198,0.982
14806,3602143,0.016
14809,3603331,0.023
14810,3604759,0.026
14813,3605815,0.016
14814,3606464,0.278
14816,3608004,0.293
14818,3611132,0.025
14821,3611935,0.032
14822,3612177,0.027
14826,3616727,0.025
14827,3618036,1
14830,3618256,0.034
14836,3619587,0.025
14837,3621050,0.014
14838,3608004,0.013
14838,3624625,0.019
14843,3635672,0.034
14845,3606464,0.13
14845,3635694,0.049
14845,3635710,0.028
14850,3613079,0.014
14850,3619609,0.024
14850,3622326,0.017
14850,3638077,0.04
14850,3641223,0.037
14850,3651915,0.012
14850,3653853,0.028
14850,3669199,0.047
14853,3638077,1
14854,3638209,1
14860,3643214,0.027
14864,3647427,0.029
14864,3658189,0.024
14865,3648197,0.136
14867,3650243,0.019
14869,3654452,0.06
14870,3618036,0.011
14870,3628145,0.068
14870,3656088,0.02
14871,3669606,0.036
14872,3658189,0.155
14873,3659708,0.022
14879,3665354,0.022
14880,3665761,0.025
14881,3667631,0.127
14882,3669342,0.085
14883,3670167,0.014
14883,3679697,0.019
14886,3638209,0.042
14886,3675506,0.018
14889,3676881,0.03
14891,3678696,0.029
14892,3678806,0.054
14894,3679081,0.046
14895,3670717,0.024
14895,3679092,0.021
14901,3624229,0.126
14903,3606464,0.195
14903,3624251,0.053
14903,3679785,0.03
14904,3624229,0.311
14904,3669606,0.689
14905,3624229,0.285
14905,3679785,0.642
15001,4200820,0.07
15003,4202288,0.249
15003,4205216,0.022
15003,4222264,0.304
15004,4203472,1
15005,4203736,0.14
15005,4222264,0.56
15006,4203816,1
15007,4203864,1
15009,4204688,0.039
15009,4208632,0.019
15009,4236944,0.063
15009,4256432,0.065
15010,4204792,0.042
15010,4206240,0.08
15010,4283472,0.016
15012,4203096,0.013
15012,4215248,0.024
15012,4224664,0.024
15012,4225568,0.036
15012,4245732,0.034
15012,4254776,0.012
15014,4207976,1
15015,4208064,0.929
15017,4208624,0.09
15019,4210128,0.062
15019,4238240,0.028
15021,4257928,0.023
15022,4212704,0.041
15022,4254888,0.014
15022,4272736,0.045
15022,4278008,0.087
15022,4284931,0.013
15024,4213392,0.026
15024,4266832,0.026
15025,4213704,0.166
15025,4237955,0.78
15025,4283512,0.05
15026,4214296,0.024
15027,4215872,0.922
15027,4222264,0.078
15033,4219536,0.799
15034,4219856,1
15035,4221444,0.981
15037,4222992,0.013
15037,4243408,0.142
15038,4223392,0.498
15042,4222264,0.194
15042,4227712,0.035
15044,4203816,0.034
15044,4203864,0.052
15044,4229040,0.098
15045,4229432,1
15047,4231120,1
15049,4233024,0.708
15050,4227312,0.011
15050,4270376,0.049
15052,4236944,0.455
15052,4256432,0.443
15052,4270376,0.061
15053,4238240,1
15054,4241376,0.395
15055,4241968,0.568
15056,4242392,1
15057,4211804,0.014
15057,4274944,0.016
15059,4249184,0.124
15059,4256432,0.872
15060,4249240,0.538
15061,4250320,0.117
15062,4250344,0.998
15063,4203768,0.078
15063,4250408,0.07
15063,4284931,0.069
15066,4225152,0.021
15066,4253288,0.048
15067,4253496,0.587
15068,4203088,0.016
15068,4244864,0.248
15068,4253736,0.087
15068,4261536,0.22
15071,4254568,0.04
15071,4255840,0.026
15072,4245732,1
15074,4221752,0.025
15074,4265392,0.04
15076,4266832,0.794
15077,4270376,1
15078,4271232,0.995
15081,4272216,1
15082,4274944,1
15083,4275584,0.071
15084,4217832,0.049
15084,4276104,0.042
15085,4242912,0.412
15085,4277272,0.154
15087,4281936,0.349
15088,4282848,0.994
15089,4215248,0.054
15089,4283680,0.058
15089,4286672,0.019
15090,4227552,0.113
15101,4202056,0.614
15102,4206064,0.99
15104,4207992,0.228
15104,4254816,0.596
15104,4263408,0.176
15106,4211336,0.163
15106,4231256,0.014
15106,4233592,0.029
15106,4261000,0.027
15106,4264184,0.065
15106,4266320,0.056
15108,4211348,0.151
15108,4216144,0.034
15110,4220432,1
15112,4212496,0.189
15112,4221712,0.462
15112,4254816,0.026
15116,4202056,0.035
15116,4229800,0.387
15120,4235424,0.123
15120,4252320,0.489
15120,4261000,0.13
15120,4283200,0.197
15120,4284440,0.061
15122,4261328,0.017
15122,4283512,0.982
15123,4283512,1
15126,4223720,0.027
15126,4236768,0.157
15131,4284704,0.837
15132,4246256,0.896
15132,4280040,0.086
15133,4243064,0.425
15133,4243408,0.254
15133,4262320,0.321
15135,4207688,0.065
15135,4231120,0.177
15135,4243408,0.049
15136,4246264,0.098
15137,4284704,0.023
15139,4256088,0.824
15139,4261536,0.176
15140,4250528,0.261
15140,4260712,0.739
15143,4205216,0.141
15143,4222264,0.099
15143,4222576,0.041
15143,4227552,0.216
15143,4229592,0.022
15143,4229732,0.012
15143,4269376,0.027
15143,4269400,0.198
15143,4269416,0.067
15144,4272960,0.449
15145,4213608,0.018
15145,4250528,0.027
15145,4277912,0.508
15146,4250528,0.993
15147,4261536,0.178
15147,4280032,0.051
15148,4250528,0.012
15148,4280600,0.392
15148,4285496,0.385
15201,4261000,1
15202,4203608,0.138
15202,4205312,0.225
15202,4205504,0.085
15202,4205520,0.039
15202,4223616,0.127
15203,4261000,1
15204,4261000,0.998
15205,4216848,0.098
15205,4231256,0.049
15205,4237000,0.037
15205,4261000,0.187
15205,4276560,0.037
15206,4261000,1
15207,4261000,0.957
15207,4283512,0.043
15208,4261000,0.994
15209,4249920,0.128
15210,4203928,0.045
15210,4251744,0.072
15210,4261000,0.883
15211,4261000,1
15212,4261000,0.765
15213,4261000,1
15214,4261000,0.658
15215,4203320,0.057
15215,4227120,0.299
15215,4261000,0.04
15215,4269776,0.078
15216,4219576,0.219
15216,4261000,0.533
15217,4261000,1
15218,4222520,0.251
15218,4261000,0.223
15218,4275816,0.526
15219,4261000,1
15220,4231256,0.289
15220,4261000,0.477
15221,4208008,0.153
15221,4213608,0.054
15221,4226592,0.252
15221,4261000,0.147
15221,4285188,0.335
15222,4261000,1
15223,4224160,0.395
15223,4229800,0.027
15224,4261000,1
15226,4261000,0.847
15227,4203928,0.478
15227,4208416,0.234
15227,4261000,0.079
15227,4284512,0.21
15229,4284144,0.236
15232,4261000,1
15233,4261000,1
15234,4206064,0.117
15234,4211680,0.512
15234,4261000,0.142
15234,4284512,0.035
15235,4213608,0.123
15235,4285188,0.012
15236,4203928,0.246
15236,4206064,0.027
15236,4237955,0.02
15236,4261000,0.097
15236,4261328,0.234
15236,4283512,0.039
15236,4284512,0.18
15237,4202056,0.012
15237,4227552,0.128
15238,4207000,0.019
15238,4227120,0.381
15239,4261536,1
15241,4206064,0.05
15260,4261000,1
15282,4261000,1
15290,4261000,1
15301,4281328,0.024
15301,4286000,0.022
15312,4203616,0.013
15313,4204568,1
15314,4205672,0.217
15315,4207384,0.686
15316,4208312,0.179
15317,4211152,0.051
15317,4211804,0.01
15317,4246344,0.052
15317,4252440,0.033
15317,4276552,0.046
15320,4224544,0.039
15321,4211804,0.813
15322,4218496,0.022
15324,4214896,0.996
15325,4217528,1
15330,4222736,0.132
15330,4286712,0.033
15331,4223296,0.926
15332,4228600,0.102
15332,4237955,0.127
15333,4200104,0.038
15333,4204568,0.024
15333,4212224,0.277
15333,4218496,0.548
15333,4227672,0.067
15333,4249880,0.046
15337,4285712,0.014
15338,4247264,0.026
15340,4234256,0.169
15342,4235896,0.109
15342,4246160,0.533
15344,4237880,0.012
15345,4218496,0.029
15345,4247400,0.092
15346,4248064,0.963
15347,4248320,1
15348,4249880,1
15349,4251720,0.064
15350,4252440,1
15351,4252968,0.885
15352,4253576,0.016
15357,4217528,0.113
15357,4220080,0.161
15357,4264432,0.101
15358,4212224,1
15359,4265848,0.597
15360,4218496,0.029
15361,4272576,1
15365,4276232,1
15366,4279872,0.953
15367,4246344,0.072
15368,4200104,0.046
15368,4212224,0.111
15370,4251152,0.01
15376,4282376,0.032
15378,4283272,1
15379,4283504,1
15380,4285712,0.073
15401,4221960,0.025
15401,4235728,0.01
15401,4242596,0.033
15401,4256704,0.036
15401,4278528,0.037
15411,4200396,0.029
15412,4200988,1
15413,4202040,0.923
15417,4209432,0.048
15417,4210768,0.078
15417,4212224,0.341
15417,4234784,0.062
15417,4282616,0.064
15419,4210768,1
15421,4218568,1
15423,4200988,0.03
15423,4210768,0.46
15423,4244512,0.179
15424,4215680,0.022
15424,4279424,0.013
15425,4215776,0.038
15425,4272080,0.029
15427,4210768,0.028
15427,4212224,0.019
15429,4212224,1
15432,4220328,1
15434,4222800,1
15436,4224536,0.169
15437,4225280,0.039
15438,4225456,0.02
15438,4252632,0.015
15438,4253504,0.029
15442,4231592,0.081
15442,4264224,0.017
15442,4266472,0.067
15444,4234784,1
15445,4221960,0.029
15445,4235728,0.061
15456,4242640,0.13
15458,4222344,0.026
15461,4248000,0.137
15466,4253504,0.987
15468,4210096,0.014
15468,4254040,0.097
15470,4218568,0.043
15472,4256704,1
15473,4259520,0.067
15474,4261864,0.051
15475,4264224,0.238
15476,4265976,1
15477,4200988,0.224
15477,4266016,0.776
15478,4271320,0.012
15480,4271456,0.1
15482,4273720,1
15483,4274224,1
15501,4271776,0.021
15530,4205776,0.011
15531,4207712,0.012
15531,4238048,0.017
15533,4279644,0.016
15541,4227928,0.084
15542,4228520,0.014
15545,4236640,0.011
15547,4238048,1
15552,4210808,0.043
15558,4267584,0.012
15560,4269680,1
15563,4236888,0.016
15564,4282128,1
15601,4231200,0.05
15610,4204616,0.065
15611,4200332,0.403
15613,4256960,0.068
15617,4203120,1
15618,4203688,0.05
15620,4208024,0.428
15620,4245192,0.269
15622,4269336,0.03
15624,4216816,0.192
15626,4218768,0.246
15626,4252432,0.195
15627,4218960,0.024
15627,4249960,0.02
15628,4219472,0.125
15629,4221976,1
15631,4224336,0.384
15632,4224432,0.014
15632,4252432,0.5
15634,4230512,1
15636,4232864,0.02
15636,4247000,0.192
15637,4234048,0.05
15638,4235872,1
15639,4236288,0.023
15639,4254104,0.105
15641,4236592,1
15642,4237208,0.018
15642,4247000,0.018
15642,4284704,0.019
15644,4237784,0.108
15650,4241680,0.031
15650,4242032,0.021
15650,4245192,0.023
15655,4241834,0.011
15656,4242280,0.014
15656,4283328,0.031
15661,4245192,1
15663,4246488,0.457
15665,4247000,0.71
15666,4204616,0.012
15666,4210832,0.023
15666,4246800,0.038
15666,4251880,0.019
15666,4255616,0.028
15668,4252432,0.917
15670,4253160,0.021
15672,4254104,0.253
15673,4254728,1
15674,4255616,1
15675,4258872,0.149
15679,4286672,0.012
15683,4268432,0.062
15684,4271160,0.196
15689,4210832,1
15690,4239960,0.012
15690,4255480,0.015
15690,4261432,0.022
15690,4279776,0.052
15692,4247000,0.017
15695,4286672,1
15696,4287208,1
15697,4254104,0.02
15697,4287232,0.864
15698,4286672,0.049
15698,4287240,0.654
15701,4213400,0.011
15701,4236816,0.014
15705,4236816,0.672
15710,4202216,0.309
15714,4255000,0.084
15715,4206344,1
15716,4206744,1
15717,4206744,0.014
15717,4206904,0.015
15721,4210280,0.731
15722,4211456,0.031
15724,4213120,0.012
15727,4237552,0.728
15728,4214520,0.013
15729,4215464,0.045
15731,4216136,0.676
15732,4203480,0.043
15734,4219344,1
15736,4222832,0.138
15739,4224040,1
15742,4229512,0.033
15745,4233672,0.926
15748,4237552,0.027
15750,4206744,1
15752,4237552,1
15753,4253336,0.017
15754,4245312,1
15756,4237552,1
15757,4253336,0.014
15757,4254344,0.026
15759,4247472,0.013
15767,4262920,0.021
15770,4276744,0.035
15772,4266304,0.035
15775,4255000,0.208
15777,4215464,0.011
15778,4276744,0.879
15784,4286568,1
15801,4220136,0.046
15801,4256488,0.011
15801,4267784,0.02
15801,4277335,0.18
15824,4208960,0.018
15824,4217040,0.014
15825,4209224,0.02
15827,4210600,1
15829,4216304,0.014
15832,4219976,0.022
15840,4225136,0.054
15841,4226504,1
15845,4238248,0.072
15846,4239512,0.027
15851,4264376,0.014
15853,4264784,0.017
15857,4267344,0.989
15864,4275168,0.015
15865,4275888,0.653
15866,4277568,1
15868,4281960,0.014
15901,4238288,0.999
15902,4217976,0.025
15902,4218000,0.019
15902,4238288,0.173
15902,4244664,0.036
15902,4255996,0.132
15904,4205400,0.061
15904,4228720,0.037
15904,4278700,0.01
15905,4222976,0.048
15905,4238288,0.017
15905,4272344,0.025
15905,4283584,0.055
15905,4284240,0.025
15906,4238288,0.076
15909,4220992,0.016
15909,4227360,0.034
15909,4252312,0.105
15909,4280264,0.14
15921,4204768,1
15924,4210720,0.032
15925,4211616,1
15926,4212296,0.017
15926,4236888,0.085
15927,4215416,0.245
15928,4218312,0.316
15930,4220336,1
15931,4222144,0.021
15935,4205648,0.015
15935,4218312,0.012
15936,4235608,0.024
15937,4238104,0.995
15938,4243248,0.022
15940,4244704,0.04
15942,4252312,0.147
15942,4280264,0.101
15943,4252312,0.088
15943,4252616,0.092
15946,4262048,0.014
15946,4273224,0.021
15948,4264288,0.504
15949,4265360,0.611
15951,4267352,0.869
15951,4270640,0.022
15952,4267608,0.123
15955,4204768,0.037
15955,4270640,0.028
15956,4222712,0.049
15956,4272168,0.057
15958,4275136,0.018
15961,4280288,0.028
15962,4285528,1
15963,4285632,0.022
16001,4210464,0.036
16001,4235364,0.081
16001,4248336,0.018
16001,4248728,0.036
16001,4269715,0.089
16001,4278608,0.034
16002,4254552,0.034
16002,4255969,0.034
16022,4209528,0.991
16024,4210800,1
16027,4215808,1
16028,4220840,0.052
16029,4220904,1
16030,4222128,1
16033,4215808,0.011
16033,4224248,0.027
16036,4227112,0.168
16038,4204136,0.033
16038,4232896,0.018
16041,4238768,0.012
16045,4235364,0.808
16045,4248336,0.159
16046,4247672,0.021
16046,4269309,0.035
16049,4213152,0.019
16049,4257976,0.011
16050,4209528,0.024
16050,4259672,0.019
16051,4240948,0.017
16051,4262224,0.02
16052,4262752,0.226
16053,4215808,0.01
16053,4255969,0.024
16054,4267384,0.195
16056,4268056,0.043
16057,4271184,0.019
16057,4283376,0.043
16059,4279504,0.013
16063,4287272,0.121
16101,4253368,0.078
16101,4256000,0.013
16101,4256232,0.037
16102,4253368,0.075
16102,4272376,0.013
16105,4253368,0.043
16105,4253392,0.034
16110,4200372,0.05
16112,4205936,0.236
16113,4213832,1
16115,4206240,0.116
16115,4256432,0.012
16117,4223280,0.012
16117,4223304,0.064
16117,4228000,0.012
16120,4223768,0.015
16120,4271620,0.022
16121,4225360,0.986
16121,4234064,0.014
16124,4227688,0.013
16125,4231328,0.018
16125,4264368,0.016
16127,4204136,0.025
16127,4231656,0.037
16131,4232976,0.035
16133,4237496,0.042
16134,4237696,0.018
16134,4263009,0.125
16134,4263013,0.055
16136,4206240,0.271
16136,4240400,0.729
16137,4240982,0.022
16137,4248696,0.011
16140,4253192,1
16141,4206240,0.204
16141,4253184,0.421
16141,4253592,0.013
16142,4254352,0.022
16143,4228014,0.115
16143,4253192,0.078
16145,4253768,0.027
16145,4267848,0.018
16146,4234064,0.051
16146,4269720,0.946
16148,4234064,0.897
16150,4213832,0.107
16150,4269800,0.06
16151,4269936,1
16153,4274288,0.066
16154,4264368,0.046
16157,4206240,0.181
16157,4213408,0.06
16157,4253184,0.218
16157,4280880,0.039
16159,4234064,0.034
16159,4283496,0.03
16159,4284376,0.02
16160,4283848,0.585
16161,4225360,0.033
16161,4284376,0.967
16172,4254352,1
16201,4283172,0.029
16213,4210792,1
16214,4213800,0.033
16220,4217440,0.03
16226,4226512,0.011
16226,4242672,0.013
16228,4226520,1
16229,4227784,0.047
16230,4233216,1
16233,4217440,0.066
16233,4242328,0.014
16233,4278120,0.014
16238,4247064,1
16239,4247416,0.032
16246,4261632,1
16249,4203480,0.032
16249,4266720,0.069
16254,4247404,0.031
16255,4271176,0.035
16258,4274728,0.014
16259,4276336,0.01
16260,4280384,0.191
16262,4286560,0.02
16301,4233072,0.016
16301,4256456,0.047
16301,4275000,0.058
16301,4286224,0.015
16314,4214800,0.013
16316,4215755,0.114
16317,4216080,0.018
16323,4227456,0.047
16323,4275000,0.272
16328,4236616,1
16335,4227648,0.015
16335,4248360,0.038
16341,4261512,0.013
16342,4261936,0.03
16343,4275000,1
16344,4266440,1
16345,4266808,0.037
16346,4269272,0.144
16346,4286224,0.015
16347,4269984,0.017
16350,4275024,0.022
16351,4276696,0.012
16354,4236616,0.014
16354,4276904,0.023
16360,4277232,0.017
16361,4278120,0.033
16362,4232384,0.037
16362,4279472,0.05
16365,4255520,0.059
16365,4281000,0.021
16371,4287224,0.042
16372,4214376,0.912
16373,4213152,0.014
16374,4239336,0.034
16401,4200628,0.019
16402,4204608,0.027
16404,4212184,0.02
16405,4215400,0.041
16406,4215760,0.014
16407,4215400,0.013
16407,4216296,0.053
16407,4222960,0.013
16410,4216960,0.037
16410,4261168,0.045
16412,4222608,0.025
16415,4203676,0.113
16415,4224856,0.141
16417,4229232,0.049
16417,4261168,0.048
16422,4232656,1
16423,4240960,0.196
16424,4243656,0.011
16424,4263009,0.148
16424,4263011,0.027
16426,4246216,0.02
16427,4249936,1
16428,4254952,0.018
16433,4207120,0.012
16433,4267120,0.026
16434,4272704,0.011
16435,4272872,0.016
16438,4211072,0.012
16438,4278448,0.018
16440,4279912,0.026
16440,4286160,0.012
16441,4281456,0.011
16444,4222608,1
16501,4224000,1
16502,4224000,1
16503,4224000,1
16504,4224000,0.854
16505,4224000,0.113
16507,4224000,1
16508,4224000,0.995
16509,4224000,0.028
16510,4224000,0.084
16510,4255572,0.083
16510,4259212,0.01
16510,4282344,0.016
16511,4224000,0.131
16511,4241992,0.241
16511,4255572,0.305
16546,4224000,1
16550,4224000,1
16563,4259212,1
16601,4202184,0.054
16602,4202184,0.354
16602,4231368,0.115
16602,4240992,0.056
16617,4205384,0.322
16617,4264080,0.024
16619,4206976,1
16620,4208744,1
16621,4208896,0.043
16623,4211632,0.053
16624,4213384,0.063
16625,4213992,0.04
16627,4214656,0.012
16630,4217136,0.085
16630,4267920,0.053
16631,4217784,0.077
16633,4218608,1
16634,4220152,0.091
16635,4226488,0.01
16635,4258950,0.026
16636,4286480,0.016
16637,4221176,0.025
16637,4246240,0.014
16641,4228328,0.057
16641,4277808,0.038
16645,4229632,0.999
16646,4233080,0.031
16648,4235224,0.039
16648,4244632,0.03
16652,4236368,0.021
16652,4246016,0.019
16656,4237192,0.034
16657,4247544,0.021
16662,4247872,0.012
16665,4254024,0.21
16666,4257232,0.014
16668,4258432,0.017
16671,4263360,0.38
16673,4265256,0.023
16677,4267872,0.211
16682,4213992,0.522
16682,4273456,0.478
16684,4276880,1
16686,4278168,0.014
16692,4283736,0.133
16693,4287006,0.036
16701,4208040,0.015
16701,4226960,0.014
16720,4203576,0.015
16731,4222888,0.015
16734,4237656,1
16738,4242984,0.018
